period,shareName,shareCode,marketName,marketCode,assets,currentAssets,inventory,shortTermFinancialAssets,accountsReceivables,contractAssets,otherCurrentAssets,cashAndEquivalents,nonCurrentAssetsHeldForSaleOrDisposedAssets,nonCurrentAssets,tangibleAssets,intangibleAssets,InvestmentProperty,investments,longTermAccountsReceivables,deferredIncomeTaxAssets,otherNonCurrentAssets,liabilities,currentLiabilities,shorTermBonds,shorTermBorrowings,longTernCurrentLiabilities,currentFinancialLiabilities,accountsPayable,currentPortionOfProvision,currentDeferredIncomeTaxLiabilities,contractLiabilities,returnLiabilities,otherCurrentLiabilities,nonCurrentLiabilities,bonds,longTermBorrowings,nonCurrentFinancialLiabilities,longTermAccountsPayable,nonCurrentPortionOfProvision,deferredIncomeTaxLiabilities,otherNonCurrentLiabilities,interestBearingLiabilities,netDebt,capex,equity,controllingInterest,commonStock,hybridSecurities,capitalSurplus,capitalAdjustments,retainedEarnings
2016/12,AJ네트웍스,095570,도로와철도운송,220,20813.2,3454.2,487.6,327.6,1124.8,,229.2,1285.0,,17359.0,15581.5,555.7,234.9,551.3,,64.5,371.1,16538.3,9923.6,,3977.1,4340.8,125.5,1303.6,,79.0,,,97.7,6614.7,3351.1,2663.8,530.1,2.7,,67.0,,14543.7,13236.8,430.7,4274.9,2800.1,468.2,,1038.3,-220.6,1480.9
2017/12,AJ네트웍스,095570,도로와철도운송,220,23542.3,3188.8,544.9,197.4,1293.3,,379.1,774.0,,20353.6,3320.6,699.8,8.1,15584.2,,115.7,625.1,19070.6,12077.4,,4914.3,5355.9,80.4,1484.4,,41.6,,,200.9,6993.2,3693.6,2403.4,708.6,93.7,10.2,83.7,,16367.1,15565.4,526.8,4471.7,2887.8,468.2,,1038.3,-220.6,1602.8
2018/12,AJ네트웍스,095570,도로와철도운송,220,25751.4,15120.7,514.6,511.3,914.4,,202.7,535.1,12433.1,10630.7,2450.6,794.8,19.0,6813.8,,86.2,466.2,20833.3,16090.7,,2576.8,3121.9,17.3,927.8,,16.7,,,81.0,4742.6,1889.2,2542.1,40.2,85.8,30.8,154.4,,10130.1,9266.6,385.8,4918.1,2870.9,468.2,,1058.8,-220.6,1571.7
2019/12,AJ네트웍스,095570,도로와철도운송,220,18032.6,5010.6,586.3,641.8,1113.5,,370.4,1229.9,222.6,13022.0,2728.2,838.7,29.7,1481.7,,197.9,7745.9,14559.1,7968.4,,2914.7,2945.6,263.8,1020.6,,631.4,,,182.8,6590.8,1665.2,3584.1,1202.6,72.7,27.0,9.8,9.4,12517.2,9961.6,651.0,3473.4,3184.8,468.2,,1006.7,-247.2,1987.7
2020/12,AJ네트웍스,095570,도로와철도운송,220,15881.7,3546.9,336.6,244.5,912.0,,254.2,698.1,1061.3,12334.8,2295.6,417.4,143.9,1280.6,20.7,220.6,7956.0,13001.6,7089.0,,2626.7,2644.1,357.7,867.7,43.8,10.3,,,58.3,5912.7,2434.5,2090.2,1260.5,60.7,12.8,27.6,9.5,11318.9,10418.2,427.6,2880.1,2850.9,468.2,,1006.0,-315.1,1806.3
2021/12,AJ네트웍스,095570,도로와철도운송,220,13550.4,2739.1,197.4,223.7,960.7,,422.8,852.3,,10811.3,1776.8,279.4,235.9,1390.1,1.9,25.4,7101.8,9925.3,5251.8,,1132.9,2954.0,151.6,780.2,19.8,149.7,,,63.5,4673.6,1976.7,2232.9,374.0,28.9,5.5,33.4,8.0,8718.0,7705.3,457.2,3625.1,3615.0,468.2,,1005.9,-346.0,2479.2
2022/12(E),AJ네트웍스,095570,도로와철도운송,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,AK홀딩스,006840,화학,140,27419.5,11798.6,1978.6,2179.2,2890.3,,866.8,3883.7,,15620.9,9585.4,1636.8,1015.6,1980.0,1149.9,222.1,31.2,17305.3,13147.7,,3619.8,1489.2,3.2,5933.6,116.2,469.0,,,1516.6,4157.6,,2080.7,352.5,551.1,647.1,330.4,34.5,7540.2,1631.1,730.9,10114.2,6204.3,662.4,,2540.9,-101.1,3034.8
2017/12,AK홀딩스,006840,화학,140,29447.8,12184.8,2177.8,2761.7,3080.5,,860.9,3303.8,,17263.0,11030.2,1500.6,1015.6,2055.8,1415.4,217.6,27.8,17927.2,13075.9,,3406.2,1425.7,39.1,5941.6,2.9,405.9,,,1854.5,4851.3,,2395.0,387.2,530.2,985.8,351.7,64.0,7600.7,1536.1,2347.2,11520.6,7015.2,662.4,,2485.0,-100.7,3941.0
2018/12,AK홀딩스,006840,화학,140,33979.3,13067.0,2270.3,164.5,2999.3,,1089.2,5114.1,180.2,20912.3,13960.8,1907.9,1095.9,2094.9,1422.0,332.7,98.0,19240.3,13310.3,,4538.4,,123.6,5752.8,15.7,423.7,,,2456.2,5930.0,,2865.6,427.2,570.5,1398.3,371.8,102.1,7806.3,1286.3,3466.8,14739.0,8451.5,662.4,,2907.6,-56.8,4903.2
2019/12,AK홀딩스,006840,화학,140,43279.6,13277.9,2537.1,119.2,3630.7,,1176.9,2848.9,,30001.8,14300.3,2067.1,1175.4,1333.0,1018.0,493.3,9614.7,28980.3,15654.8,,4087.6,2266.8,10.7,6156.6,677.9,263.0,,,2192.1,13325.4,,10171.4,443.9,574.0,1482.4,362.8,64.2,16958.5,11239.8,885.3,14299.4,8272.8,662.4,,2648.9,-55.8,4964.8
2020/12,AK홀딩스,006840,화학,140,41520.9,11852.5,2369.6,125.8,3213.7,,525.1,4052.7,,29668.4,14766.1,2001.8,1136.4,1215.4,531.6,1535.1,8481.9,28894.3,16116.7,,6973.8,2890.0,11.3,4785.7,812.3,157.9,,,485.7,12777.6,,9741.4,355.4,504.0,1287.8,340.4,101.7,19878.8,14279.6,1462.5,12626.6,6877.9,662.4,,2763.5,-55.0,3489.8
2021/12,AK홀딩스,006840,화학,140,45487.4,13527.5,3754.3,58.8,3630.0,,669.1,5152.3,,31959.9,16341.5,1913.8,289.7,1770.6,479.3,2299.1,8865.9,33463.8,18739.4,,8045.9,2833.6,1.5,6108.2,866.2,220.9,,,663.3,14724.3,,11182.4,293.6,613.5,1665.1,289.6,99.0,22354.5,16953.9,1446.3,12023.6,5995.8,662.4,,2992.2,-54.5,2327.6
2022/12(E),AK홀딩스,006840,화학,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,BGF,027410,백화점과일반상점,198,19176.0,9834.4,807.6,7013.9,736.4,,107.3,1013.9,149.0,9341.6,5773.9,858.0,225.7,2128.2,3.7,10.4,341.7,9754.4,7390.7,,389.9,58.9,409.9,6018.9,55.4,340.1,,,117.7,2363.7,,105.0,1687.3,128.3,13.0,286.8,116.5,553.8,-6243.7,1181.1,9421.6,9239.9,495.5,,790.6,-59.1,8026.3
2017/12,BGF,027410,백화점과일반상점,198,8581.2,4382.0,25.1,3972.1,218.0,,6.5,160.2,,4199.2,2152.6,175.7,484.4,1354.0,,8.3,24.2,1328.9,890.4,,159.9,25.0,,263.3,,423.5,,,18.7,438.5,,58.3,,91.8,,274.1,1.4,243.2,-3888.2,1746.5,7252.3,7082.4,322.6,,739.2,-36603.8,42622.0
2018/12,BGF,027410,백화점과일반상점,198,16248.7,3152.2,32.9,2802.2,187.7,,3.8,125.3,,13096.5,1965.2,304.4,854.4,9879.9,,87.6,5.0,1091.3,576.7,,193.7,25.0,,295.9,,46.1,,,16.0,514.6,,58.3,,22.9,,407.2,0.6,277.0,-2610.6,40.1,15157.4,14826.2,953.7,,7572.8,-64.9,6508.7
2019/12,BGF,027410,백화점과일반상점,198,16573.8,3197.0,29.2,2848.1,170.1,,4.1,144.2,,13376.8,1961.5,235.5,918.6,9953.8,,62.3,245.1,1291.3,637.4,,192.2,75.0,69.2,268.0,,18.5,,,14.5,653.9,,8.3,156.9,48.7,,411.4,1.7,501.7,-2462.5,52.3,15282.5,15026.2,957.2,,7594.5,-64.8,6723.5
2020/12,BGF,027410,백화점과일반상점,198,16582.0,4627.7,23.3,2662.6,155.1,,12.2,81.7,1683.5,11954.3,548.4,126.7,940.7,10198.3,,72.6,67.7,1211.1,689.7,,9.9,,15.5,326.9,,9.7,,,4.1,521.4,,126.6,88.1,40.7,,289.3,1.3,199.4,-2544.8,213.7,15371.0,15104.6,957.2,,7594.5,-79.1,6886.9
2021/12,BGF,027410,백화점과일반상점,198,19816.2,4687.6,502.6,1435.1,650.3,,14.4,2072.6,,15128.6,1176.1,2072.2,963.7,10498.2,,133.6,284.7,2488.6,1143.8,,183.4,7.2,135.5,663.9,,137.5,,,16.5,1344.8,,139.0,430.7,1.6,,738.2,2.1,628.9,-2875.7,166.6,17327.6,15689.1,957.2,,7594.5,-50.1,7442.9
2022/12(E),BGF,027410,백화점과일반상점,198,18620.0,4265.0,,,,,,,,,,,,,,,,2185.0,1010.0,,,,,,,,,,,1180.0,,,,,,,,,-2375.0,290.0,16435.0,,960.0,,,,
2016/12,BNK금융지주,138930,은행,20,,,,,,,,,,,8010.4,2989.1,1378.1,,,14.3,,,,,,,,,,818.6,,,,,,,,,,378.8,,,,,,67826.2,,,,,
2017/12,BNK금융지주,138930,은행,20,,,,,,,,,,,8556.4,2867.4,1864.2,,,16.6,,,,,,,,,,338.8,,,,,,,,,,209.8,,,,,,70575.6,,,,,
2018/12,BNK금융지주,138930,은행,20,,,,,,,,,,,8875.4,2456.3,1981.7,,,,,,,,,,,,,350.7,,,,,,,,,,470.9,,,,,,76269.8,,,,,
2019/12,BNK금융지주,138930,은행,20,,,,,,,,,,,9776.3,2379.2,2241.8,,,,,,,,,,,,,1035.9,,,,,,,,,,614.4,,,,,,82837.1,,,,,
2020/12,BNK금융지주,138930,은행,20,,,,,,,,,,,11726.7,2503.0,6653.5,,,,,,,,,,,,,862.4,,,,,,,,,,270.3,,,,,,87288.3,,,,,
2021/12,BNK금융지주,138930,은행,20,,,,,,,,,,,11602.7,2646.9,6618.0,,,,,,,,,,,,,1534.8,,,,,,,,,,266.2,,,,,,93257.3,,,,,
2022/12(E),BNK금융지주,138930,은행,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99141.4,,,,,
2016/12,CJ,001040,복합기업,191,270095.9,78624.5,16993.8,6681.3,35873.8,,6845.7,11692.8,65.0,191471.4,103728.1,57361.0,2779.7,20069.0,398.5,3019.1,4116.0,157551.4,86621.9,,28822.0,13508.5,198.2,39290.1,85.0,1198.0,,,3520.1,70929.5,37282.4,18349.7,58.4,2538.5,190.5,8396.3,1530.1,97962.6,81490.3,13743.9,112544.5,37358.0,1579.1,,9929.9,-2566.3,26994.8
2017/12,CJ,001040,복합기업,191,293253.8,83332.5,17330.1,5822.6,38934.3,,6709.4,12195.5,1731.4,209921.3,114928.8,60390.3,2719.2,23100.3,822.7,3106.5,4853.4,173332.1,93632.6,,29200.9,14029.1,2315.2,40487.4,85.5,1681.4,,,5833.1,79699.6,46820.7,15927.1,652.7,3035.8,217.9,8812.4,1878.6,105977.7,89440.6,22729.5,119921.7,39297.6,1579.1,,9929.9,-2236.4,31153.3
2018/12,CJ,001040,복합기업,191,317295.5,88693.5,20236.6,3194.5,38720.4,392.6,8045.6,14735.7,22.5,228601.9,129702.0,61687.8,2600.9,24926.3,1211.2,2889.0,5192.2,192077.4,109984.1,,41067.1,16535.8,1894.5,40423.7,20.0,3651.8,1122.4,,5780.8,82093.3,45167.0,17679.0,2388.2,3946.5,185.2,7948.5,546.1,120448.8,104083.0,24583.0,125218.1,40587.4,1579.1,,9929.9,-2602.4,33365.2
2019/12,CJ,001040,복합기업,191,403813.6,111527.0,25490.3,12886.5,38954.3,393.5,8482.8,16026.4,5144.7,292286.7,135172.6,70059.1,1896.9,26678.8,1241.0,3893.3,52951.6,257662.8,122846.8,,32686.3,27238.0,1567.1,51545.9,827.9,2839.8,1220.0,,4844.6,134816.0,40336.3,29078.8,45257.9,3407.4,659.4,10965.1,637.8,169744.1,142639.3,22047.9,146150.8,45096.1,1790.5,,9928.2,-770.2,35334.2
2020/12,CJ,001040,복합기업,191,400249.7,111181.1,22381.5,13978.3,36794.9,276.9,6993.0,26031.0,406.1,289068.6,130025.3,65619.5,2331.1,33927.0,1319.6,5338.8,50230.4,246287.4,114226.0,,30926.1,20866.8,6126.7,45779.1,846.3,3362.6,1120.7,,5214.0,132061.4,40736.9,30652.1,41467.7,3929.3,790.4,10708.3,603.8,161623.3,123927.0,12341.7,153962.3,46435.0,1790.5,,9928.2,401.3,36045.7
2021/12,CJ,001040,복합기업,191,419560.0,120523.9,27358.7,7886.0,40070.7,247.4,7652.8,31938.6,317.9,299036.1,134535.0,67419.4,3269.0,39750.3,1450.9,5465.1,46899.0,254924.7,125460.8,,32053.4,28682.6,1862.9,51973.1,783.2,1412.5,939.7,,6097.4,129463.8,44315.4,24676.6,39095.5,4441.8,1047.3,12993.4,640.6,166997.9,129451.1,14581.1,164635.3,50660.2,1790.5,,9928.2,808.1,38097.3
2022/12(E),CJ,001040,복합기업,191,423894.2,145521.2,,,,,,,,,,,,,,,,253436.6,117314.2,,,,,,,,,,,136122.0,,,,,,,,,118122.5,9257.0,170457.8,52933.3,1790.0,,,,
2016/12,CJ씨푸드,011150,식품,38,1197.4,415.3,223.7,5.6,177.5,,3.5,4.9,,782.1,672.4,7.3,,102.5,,,,644.6,586.0,,331.8,,0.4,246.1,,6.9,,,0.9,58.5,,,,,,43.2,2.4,331.8,326.9,95.3,552.8,552.8,180.7,,,,378.4
2017/12,CJ씨푸드,011150,식품,38,1202.2,351.7,175.6,,165.7,,6.4,4.0,,850.4,740.5,4.6,,105.3,,,,601.6,544.2,,289.8,,0.6,245.4,,7.5,,,0.9,57.4,,,,2.5,,46.7,,289.8,285.9,110.2,600.5,600.5,180.7,,,,426.6
2018/12,CJ씨푸드,011150,식품,38,1265.2,411.4,222.5,,52.4,,2.6,10.8,,853.7,730.0,3.6,,120.1,,,,647.5,589.2,,383.7,,0.3,202.8,,1.4,,,1.0,58.3,,,,2.5,,48.2,,383.7,249.9,86.0,617.7,617.7,180.7,,,,446.2
2019/12,CJ씨푸드,011150,식품,38,1273.4,383.0,224.1,,26.2,,2.6,1.7,,890.5,756.6,2.9,,131.0,,,,629.9,574.0,,357.1,,1.2,209.4,,5.2,,,1.1,56.0,,,,2.2,,50.8,,357.1,227.1,86.5,643.5,643.5,180.7,,,,462.7
2020/12,CJ씨푸드,011150,식품,38,1353.3,463.1,277.4,,23.1,,2.6,4.3,,890.3,734.3,1.9,,154.1,,,,694.7,437.3,,174.7,,7.7,251.5,,2.0,,,1.3,257.4,199.5,,,1.9,,53.9,,374.2,214.2,44.6,658.6,658.6,180.7,,,,484.0
2021/12,CJ씨푸드,011150,식품,38,1333.9,512.2,167.5,0.3,28.3,,2.7,1.1,13.5,821.7,579.5,1.6,65.4,175.1,,,,662.8,407.7,,94.0,,0.1,311.6,,0.9,,,1.1,255.1,199.7,,,2.0,,52.4,,293.7,-6.2,38.2,671.1,671.1,180.7,,,,497.1
2022/12(E),CJ씨푸드,011150,식품,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,CS홀딩스,000590,철강,62,2939.3,1787.1,251.6,664.8,174.9,,8.2,687.6,,1152.2,740.7,255.6,121.7,13.1,15.9,0.2,5.1,320.4,230.9,,72.5,,,140.1,,17.0,,,1.3,89.5,,,,4.1,,83.2,,72.5,-1272.8,23.3,2618.9,2139.2,57.7,,523.9,-31.8,1588.3
2017/12,CS홀딩스,000590,철강,62,3024.3,1855.5,249.2,615.1,165.9,,9.6,815.6,,1168.9,377.6,264.4,483.7,18.8,20.0,0.2,4.2,330.0,242.9,,81.8,,,139.4,,19.8,,,1.8,87.2,,,,4.9,,77.4,,81.8,-1340.4,25.9,2694.3,2162.2,57.7,,523.9,-50.7,1643.5
2018/12,CS홀딩스,000590,철강,62,3044.2,1884.8,279.0,625.5,187.8,,7.5,785.0,,1159.4,365.1,265.3,482.4,26.1,16.0,0.3,4.1,296.7,207.8,,51.9,,,140.2,,14.7,,,0.9,88.9,,,,6.4,,75.0,,51.9,-1344.0,11.0,2747.5,2187.3,57.7,,523.9,-75.2,1699.3
2019/12,CS홀딩스,000590,철강,62,3142.9,1947.8,282.6,242.3,191.3,,6.2,1028.3,,1195.1,403.8,262.4,481.0,26.0,13.6,0.4,7.9,281.4,191.3,,20.3,3.5,,148.3,,17.5,,,1.7,90.0,,,0.9,6.7,,71.3,,24.8,-1426.0,58.9,2861.5,2350.2,57.7,,523.9,-10.8,1797.2
2020/12,CS홀딩스,000590,철강,62,3237.3,1898.6,312.0,67.3,178.0,,3.5,1337.9,,1338.7,343.4,260.1,684.5,39.9,2.7,,8.1,281.6,189.7,,20.7,2.8,,154.5,,7.9,,,3.8,91.9,,,1.5,13.4,,69.5,,25.1,-1362.1,19.7,2955.6,2425.1,57.7,,523.9,-8.1,1871.7
2021/12,CS홀딩스,000590,철강,62,3537.2,1890.9,451.3,187.5,256.4,,20.1,975.6,,1646.3,353.3,257.3,678.0,333.8,5.2,7.3,11.3,415.2,291.9,,33.3,4.6,,219.6,,33.0,,,1.3,123.3,,,2.7,17.1,,79.7,,40.7,-1117.8,29.5,3122.0,2568.8,57.7,,523.9,-14.5,2007.1
2022/12(E),CS홀딩스,000590,철강,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,DB,012030,IT서비스,154,2149.7,546.6,48.9,8.8,346.9,,11.9,117.3,,1603.1,37.9,199.9,,1192.4,38.8,134.1,,634.2,421.4,,27.1,100.0,8.8,284.0,,,,,1.5,212.8,96.4,,56.1,,,,,241.1,115.0,17.5,1515.5,1515.5,910.6,,1377.5,-285.7,-1021.5
2017/12,DB,012030,IT서비스,154,1975.1,646.0,54.4,59.7,364.7,,36.2,130.5,,1329.2,51.1,198.0,,737.8,44.5,297.7,,583.7,490.0,,54.6,60.1,22.0,271.2,,,,,82.1,93.7,,,21.6,,,,,142.9,-17.3,8.1,1391.4,1391.4,948.7,,1391.6,-285.7,-1031.9
2018/12,DB,012030,IT서비스,154,2884.2,836.5,83.5,15.6,360.6,,46.1,279.4,,2047.6,46.9,974.4,,697.3,7.7,321.3,,1508.5,605.1,250.0,0.6,,5.8,259.8,,18.5,,,70.4,903.4,741.8,,17.7,,,59.7,,1016.0,675.1,3.7,1375.7,1375.7,1005.9,,1417.3,-285.7,436.5
2019/12,DB,012030,IT서비스,154,3631.6,839.2,72.6,104.9,337.9,,80.1,243.7,,2792.4,20.6,842.7,,1648.4,34.6,103.1,143.0,1521.7,592.1,,37.7,100.0,45.8,252.1,,26.7,,,129.8,929.6,644.2,,121.2,,,35.0,,926.4,611.4,6.9,2109.9,2109.9,1005.9,,1417.3,-285.7,481.1
2020/12,DB,012030,IT서비스,154,4724.9,886.0,14.3,119.6,528.6,,38.3,185.2,,3839.0,18.5,691.0,,2964.2,33.0,4.2,128.1,1587.9,1179.2,,38.9,646.2,62.4,354.6,,16.9,,,60.2,408.7,,,91.5,,,225.5,,821.2,535.8,4.7,3137.0,3137.0,1005.9,,1417.3,-285.7,539.6
2021/12,DB,012030,IT서비스,154,6020.0,844.7,34.4,105.7,463.4,,73.4,167.1,,5175.3,16.4,651.4,,4319.5,30.8,1.4,155.7,1642.1,505.5,,41.2,,37.7,299.1,4.8,19.9,,,102.9,1136.6,496.3,6.0,94.5,,,536.3,,675.6,420.5,3.0,4377.8,4377.8,1005.9,,1417.3,-285.7,771.9
2022/12(E),DB,012030,IT서비스,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,DB금융투자,016610,증권,12,,,,,,,,,,,1041.2,249.6,494.8,,,,,,,,,,,,,3.6,,,,,,,,,,136.7,,,,,,6081.1,,,,,
2017/12,DB금융투자,016610,증권,12,,,,,,,,,,,1024.9,248.9,491.5,,,,,,,,,,,,,24.3,,,,,,,,,,125.0,,,,,,6095.5,,,,,
2018/12,DB금융투자,016610,증권,12,,,,,,,,,,,1020.5,243.6,488.2,,,,,,,,,,,,,32.9,,,,,,,,,,158.2,,,,,,6576.9,,,,,
2019/12,DB금융투자,016610,증권,12,,,,,,,,,,,1008.2,221.2,485.0,,,,,,,,,,,,,48.0,,,,,,,,,,224.5,,,,,,6996.9,,,,,
2020/12,DB금융투자,016610,증권,12,,,,,,,,,,,1012.1,233.5,479.9,,,,,,,,,,,,,9.2,,,,,,,,,,386.3,,,,,,8003.4,,,,,
2021/12,DB금융투자,016610,증권,12,,,,,,,,,,,1042.7,321.3,489.7,,,6.1,,,,,,,,,,344.0,,,,,,,,,,373.5,,,,,,9169.6,,,,,
2022/12(E),DB금융투자,016610,증권,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,DGB금융지주,139130,은행,20,,,,,,,,,,,4289.9,1114.1,996.2,,,259.9,,,,,,,,,,330.1,,,,,,,,,,,,,,,,36807.1,,,,,
2017/12,DGB금융지주,139130,은행,20,,,,,,,,,,,4754.8,1262.6,935.9,,,431.5,,,,,,,,,,482.3,,,,,,,,,,,,,,,,39052.0,,,,,
2018/12,DGB금융지주,139130,은행,20,,,,,,,,,,,7419.1,1477.1,2148.6,,,676.4,,,,,,,,,,46.9,,,,,,,,,,20.3,,,,,,43369.4,,,,,
2019/12,DGB금융지주,139130,은행,20,,,,,,,,,,,7905.3,1349.9,1990.6,,,569.7,,,,,,,,,,273.9,,,,,,,,,,2.4,,,,,,45962.6,,,,,
2020/12,DGB금융지주,139130,은행,20,,,,,,,,,,,7542.8,1593.8,2230.0,,,766.1,,,,,,,,,,422.4,,,,,,,,,,,,,,,,49531.4,,,,,
2021/12,DGB금융지주,139130,은행,20,,,,,,,,,,,8267.1,1877.4,1457.2,,,727.2,,,,,,,,,,625.9,,,,,,,,,,,,,,,,54984.4,,,,,
2022/12(E),DGB금융지주,139130,은행,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58170.0,,,,,
2016/12,DI동일,001530,"섬유,의류,신발,호화품",134,9868.8,3404.0,1525.8,93.4,1058.2,,48.2,448.5,223.3,6464.8,5538.2,185.2,330.4,373.4,34.5,,3.2,4444.9,3026.4,,2289.0,,0.1,666.2,,51.4,,,19.8,1418.5,,694.6,,52.5,0.7,627.1,30.3,2983.6,2475.8,118.9,5423.9,4956.1,114.7,,3.0,-278.7,5161.7
2017/12,DI동일,001530,"섬유,의류,신발,호화품",134,9311.2,2870.6,1442.9,19.5,1107.8,,26.3,261.6,2.1,6440.6,5546.4,171.9,328.5,362.3,28.8,,2.7,4099.6,2922.4,,2134.0,,19.9,712.6,,40.9,,,15.1,1177.2,,481.1,,58.7,0.1,586.1,34.1,2615.1,2330.8,223.0,5211.6,4853.5,116.8,,2.6,-278.4,5090.9
2018/12,DI동일,001530,"섬유,의류,신발,호화품",134,9476.3,3188.9,1661.3,40.0,1148.1,,31.9,304.0,,6287.4,5297.8,120.6,517.0,311.6,37.9,,2.5,4350.1,3220.6,,2407.7,,1.9,708.3,,73.1,,,29.6,1129.5,,328.1,,68.8,1.9,677.4,35.2,2735.8,2403.8,172.7,5126.2,4805.9,118.9,,2.6,-289.5,5074.2
2019/12,DI동일,001530,"섬유,의류,신발,호화품",134,8884.3,2565.3,1021.4,39.8,944.7,,27.5,299.5,228.7,6319.1,3069.2,31.2,2548.1,548.7,29.7,,92.1,3930.0,2650.3,,2149.3,18.5,4.2,402.0,,34.7,,,41.6,1279.7,228.0,168.1,24.2,70.1,5.0,776.0,,2588.0,2249.7,300.3,4954.4,4805.7,121.1,,-4.4,-289.5,5052.2
2020/12,DI동일,001530,"섬유,의류,신발,호화품",134,8825.6,2634.9,987.3,118.0,1073.7,,21.0,337.4,96.5,6190.7,2981.6,31.1,2557.8,501.1,30.8,0.5,87.8,3658.9,2388.8,,1843.1,16.3,33.9,423.3,,40.5,,,28.4,1270.1,215.6,170.6,25.1,64.5,8.8,783.5,0.2,2270.6,1851.5,131.3,5166.7,4980.0,123.3,,-6.7,-294.4,5219.1
2021/12,DI동일,001530,"섬유,의류,신발,호화품",134,9931.4,3494.8,1421.3,113.5,1313.1,,51.4,521.8,73.2,6436.7,2958.7,31.9,2570.6,746.7,34.8,2.0,92.0,4196.4,3065.2,,2306.2,17.8,2.3,610.8,1.9,67.5,,,58.7,1131.2,,163.1,21.9,67.7,4.4,874.1,,2508.9,1891.9,172.3,5735.1,5506.5,125.5,,-7.7,-302.0,5609.4
2022/12(E),DI동일,001530,"섬유,의류,신발,호화품",134,9874.0,3322.0,,,,,,,,,,,,,,,,3820.0,2271.0,,,,,,,,,,,1549.0,,,,,,,,,1641.0,425.0,6054.0,5858.0,123.0,,,,
2016/12,DL건설,001880,건설,42,7394.5,6267.4,45.6,1949.0,2326.0,,232.3,1714.5,,1127.1,19.1,20.6,13.6,575.6,42.9,455.3,,4810.8,2772.3,,,0.3,170.8,2360.2,57.1,109.2,,,74.7,2038.5,811.2,1046.9,,21.1,148.8,,,1858.5,-30.8,5.4,2583.6,2583.6,759.0,,363.1,,1431.5
2017/12,DL건설,001880,건설,42,7717.9,6431.8,2.4,765.0,2125.7,,231.9,3306.8,,1286.1,52.8,15.9,12.7,744.1,86.1,348.0,26.5,4492.2,2397.3,,,0.3,98.0,2139.3,51.2,28.7,,,79.8,2094.9,811.2,1046.7,55.5,7.5,140.6,,,1858.3,-1473.4,1.9,3225.7,3225.7,759.0,,363.1,,2071.2
2018/12,DL건설,001880,건설,42,7960.9,6957.1,12.4,919.2,2534.5,,183.1,3301.9,,1003.9,33.2,20.2,12.4,468.5,90.9,355.8,22.9,4284.7,3098.7,,0.3,,113.4,2720.1,58.3,159.8,,,46.8,1186.0,405.6,505.2,38.4,19.6,170.7,,,911.1,-2535.2,4.5,3676.2,3676.2,759.0,,363.1,,2556.6
2019/12,DL건설,001880,건설,42,8517.2,7439.0,7.4,954.0,2831.2,,141.1,3139.5,2.8,1078.2,34.3,26.8,15.0,588.4,107.7,236.7,69.3,3938.8,3575.7,,0.3,,205.8,3038.6,94.9,171.1,,,65.0,363.1,,6.5,11.2,7.2,310.9,,,56.9,-3641.1,6.9,4578.4,4578.4,759.0,,363.1,,3458.7
2020/12,DL건설,001880,건설,42,14983.8,11046.0,414.0,277.7,4441.9,,268.8,5633.8,,3937.8,58.6,176.9,40.3,2308.3,348.3,843.1,162.2,6965.3,5450.3,,1.0,1.0,349.7,3882.2,683.5,275.9,,,258.0,1515.0,236.7,761.6,74.5,10.2,387.2,,,1124.5,-4651.2,17.2,8018.5,8018.5,1165.4,,1969.3,-1.0,4885.1
2021/12,DL건설,001880,건설,42,16696.0,12409.6,380.7,750.9,5182.3,,307.7,5782.2,,4286.4,46.1,173.2,36.2,2412.1,672.6,769.1,177.2,7117.1,5489.5,,263.0,1.0,224.9,4110.9,455.9,278.9,,,154.8,1627.6,724.9,407.4,71.3,10.3,356.8,,,1539.7,-4321.6,13.2,9578.9,9578.9,1165.4,,1969.3,-1.0,6446.4
2022/12(E),DL건설,001880,건설,42,16850.0,12793.3,,,,,,,,,,,,,,,,6363.3,4843.3,,,,,,,,,,,1520.0,,,,,,,,,-6105.0,10.0,10486.7,10486.7,1170.0,,,,
2016/12,DL,000210,화학,140,123915.1,64959.4,9019.5,5371.2,29511.5,,5128.8,15771.8,91.8,58955.7,19642.5,613.7,8267.1,21011.6,6784.2,1962.5,674.1,72461.4,47874.5,,3053.2,5934.4,134.0,32893.3,1260.2,1123.6,,,3475.9,24586.9,8499.6,10790.2,655.1,1620.5,1325.1,1105.3,241.7,28277.4,12025.8,2540.5,51453.7,46109.3,2185.0,,5388.4,,39184.8
