period,shareName,shareCode,marketName,marketCode,operatingCashFlow,depreciation,amortization,investingCashFlow,investingCashFlowIn,investingCashFlowOut,financingCashFlow,financingCashFlowIn,financingCashFlowOut,decreaseInTangibleAssets,decreaseInOtherTangibleAssets,decreaseInIntangibleAssets,increaseInInvestmentRealEstate,increaseInTangibleAssets,increaseInRealEstate,increaseInOtherTangibleAssets,increaseInIntangibleAssets,increaseInShortTermBorrowings,increaseInDebt,increaseInLongTermBorrowings,decreaseInShortTermBorrowings,decreaseInDebt,decreaseInLongTermBorrowings,acquisitionOfTreasuryStock,beginningOfTermCashAndCashEquivalents,endOfTermCashAndCashEquivalents
2016/12,JB금융지주,175330,은행,20,-6691.9,,,21.3,,,8556.7,,,,,,,,,,,,,,,,,,,
2017/12,JB금융지주,175330,은행,20,11090.0,,,-644.9,,,-12460.1,,,55.8,,29.4,,417.0,,,320.8,,20497.7,,,29410.5,,98.2,7049.1,5044.6
2018/12,JB금융지주,175330,은행,20,4320.9,,,790.1,,,-6253.1,,,32.2,,21.8,,514.9,,,242.6,,19542.7,,,26404.3,,2.7,5044.6,3898.3
2019/12,JB금융지주,175330,은행,20,150.5,,,-258.7,,,355.6,,,126.1,,101.7,,445.3,,,269.8,,21662.3,,,16360.8,,,3898.3,4152.2
2020/12,JB금융지주,175330,은행,20,-3878.7,,,-8009.7,,,14087.4,,,28.1,,57.7,,463.0,,,309.0,,50808.8,,,37724.8,,,4152.2,6324.4
2021/12,JB금융지주,175330,은행,20,2359.1,,,-5516.7,,,4426.3,,,47.1,,26.7,,521.0,,,300.3,,29770.3,,,26042.8,,,6324.4,7602.1
2022/12(E),JB금융지주,175330,은행,20,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,JW생명과학,234080,제약,35,160.8,127.2,4.5,-112.8,22.8,135.6,-52.8,690.0,678.8,,,,,,,,,,,,,,,,,
2017/12,JW생명과학,234080,제약,35,220.5,107.2,4.0,-90.3,0.3,90.5,-131.1,892.8,976.4,0.1,0.1,0.2,,87.7,,87.7,0.8,828.9,,63.9,976.4,,,,3.8,3.0
2018/12,JW생명과학,234080,제약,35,361.3,105.9,5.1,-103.9,1.8,105.7,-132.7,1562.0,1615.5,,,,,100.4,,100.4,5.2,1562.0,,,1565.5,,,,3.0,127.8
2019/12,JW생명과학,234080,제약,35,242.8,109.7,6.6,-83.7,0.8,84.5,-188.2,1024.2,1133.2,0.4,0.4,,,80.9,,80.9,2.6,1024.2,,,1079.8,,,,127.8,98.6
2020/12,JW생명과학,234080,제약,35,467.5,115.4,7.0,-375.6,1.0,376.6,-164.6,887.0,972.5,0.1,0.1,,,159.3,,159.3,3.1,887.0,,,907.4,,39.2,,98.6,25.9
2021/12,JW생명과학,234080,제약,35,301.7,125.1,7.4,-228.1,126.3,354.3,-50.3,1585.7,1556.8,,,1.6,,189.8,,189.8,4.2,1578.0,,7.7,1454.5,,,67.5,25.9,49.2
2022/12(E),JW생명과학,234080,제약,35,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,JW홀딩스,096760,제약,35,-292.1,143.8,78.4,-510.3,148.9,659.2,1188.6,2572.6,1311.9,,,,,,,,,,,,,,,,,
2017/12,JW홀딩스,096760,제약,35,105.1,232.0,88.3,146.2,434.6,288.4,-335.4,577.4,811.3,3.3,3.3,14.4,2.1,173.1,,173.1,83.6,346.0,20.0,88.9,,425.0,,3.2,532.2,416.2
2018/12,JW홀딩스,096760,제약,35,1957.6,255.3,94.3,-912.6,267.0,1179.7,-734.0,1244.2,1762.3,6.0,6.0,,10.1,224.5,,224.5,31.5,,395.4,401.0,712.6,,4.3,94.1,416.2,745.1
2019/12,JW홀딩스,096760,제약,35,986.8,322.3,93.4,-219.9,111.1,330.9,-368.6,1799.9,2007.1,1.4,1.4,,0.8,187.7,,187.7,86.2,307.3,842.6,650.0,,822.8,419.0,2.9,745.1,1157.6
2020/12,JW홀딩스,096760,제약,35,1086.2,346.4,82.7,-782.6,373.5,1156.1,-1131.8,841.7,1813.4,2.9,2.9,2.0,,518.8,,518.8,55.2,,800.0,29.2,464.3,254.4,39.2,2.6,1157.6,307.4
2021/12,JW홀딩스,096760,제약,35,1096.4,329.8,54.0,-76.4,704.9,781.3,-860.4,1550.8,2266.4,636.5,636.5,11.2,,374.9,,374.9,60.6,139.9,710.0,700.9,,944.5,,144.0,307.4,469.4
2022/12(E),JW홀딩스,096760,제약,35,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,KB금융,105560,은행,20,11249.9,,,-44385.4,,,31813.3,,,,,,,,,,,,,,,,,,,
2017/12,KB금융,105560,은행,20,-48360.3,,,-87294.2,,,146887.5,,,311.7,,76.0,,2983.7,,,1118.9,,1397009.7,,,1292355.6,,1855.3,74148.4,84049.0
2018/12,KB금융,105560,은행,20,-89576.2,,,-44802.9,,,117437.7,,,22.7,,107.1,,4522.7,,,1261.6,,1436035.9,,,1351806.3,,2247.0,84049.0,66428.2
2019/12,KB금융,105560,은행,20,94007.1,,,-123344.2,,,22776.1,,,127.9,,146.9,,6087.4,,,3335.6,,936557.5,,,961456.7,,2743.2,66428.2,61237.3
2020/12,KB금융,105560,은행,20,-115406.9,,,-109884.1,,,252622.8,,,64.7,,143.0,,4248.6,,,1828.6,,1197050.2,,,1077608.0,,,61237.3,86850.9
2021/12,KB금융,105560,은행,20,-67002.7,,,-38560.1,,,108214.0,,,70.2,,82.0,,2866.1,,,1917.0,,1217670.4,,,1175095.9,,,86850.9,91084.6
2022/12(E),KB금융,105560,은행,20,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,KG동부제철,016380,철강,62,3174.8,1086.2,9.7,-289.1,49.4,364.2,-2163.4,404.5,1800.8,,,,,,,,,,,,,,,,,
2017/12,KG스틸,016380,철강,62,1831.3,1081.4,6.6,97.0,460.4,363.4,-1987.8,,1268.7,253.5,253.5,39.4,,279.8,,279.8,,,,,990.7,26.7,232.6,,1475.4,1401.0
2018/12,KG스틸,016380,철강,62,-82.2,556.1,5.8,-327.0,148.8,475.8,-108.2,1013.6,469.5,39.6,39.6,,,299.4,,299.4,,687.0,,326.7,,47.2,382.8,,1401.0,909.7
2019/12,KG스틸,016380,철강,62,-1698.0,584.4,,-227.7,180.8,408.5,1652.2,3600.0,1418.7,1.2,1.2,,,253.3,,253.3,,,,,118.9,,1060.5,1.4,909.7,633.9
2020/12,KG스틸,016380,철강,62,1300.5,581.5,,283.8,977.1,693.3,-2013.6,,1755.3,0.6,0.6,4.0,,650.8,,650.8,4.3,,,,1544.7,100.0,29.7,,633.9,202.4
2021/12,KG스틸,016380,철강,62,-472.0,615.0,,-925.0,68.2,993.2,1865.0,2360.7,187.3,,,,,689.3,,689.3,2.6,2360.7,,,,,129.1,,202.4,678.7
2022/12(E),KG스틸,016380,철강,62,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,KG케미칼,001390,에너지장비및서비스,205,758.9,219.9,28.5,-764.0,774.3,1538.3,611.9,11167.3,10519.5,,,,,,,,,,,,,,,,,
2017/12,KG케미칼,001390,에너지장비및서비스,205,1894.7,279.2,78.1,-1378.0,2570.8,3948.8,188.9,818.6,522.2,83.5,83.5,17.9,64.4,207.2,,207.2,49.5,375.2,84.7,0.9,,459.1,48.3,,985.7,1691.0
2018/12,KG케미칼,001390,에너지장비및서비스,205,584.7,294.7,94.5,-451.8,866.2,1318.0,-16.0,5211.6,5098.1,4.2,4.2,7.2,,226.6,,226.6,53.0,3850.8,1098.0,24.7,3837.7,1000.0,182.9,,1691.0,1807.5
2019/12,KG케미칼,001390,에너지장비및서비스,205,1467.5,692.9,86.9,2465.1,4073.7,1608.6,-2439.6,8034.6,10333.7,7.4,7.4,1.5,,510.9,,510.9,26.4,3635.9,2538.3,1708.0,5369.8,2096.0,2399.0,,1807.5,3272.5
2020/12,KG케미칼,001390,에너지장비및서비스,205,3103.0,1199.5,88.4,-1829.4,1860.4,3689.9,-2172.3,5658.9,7685.2,7.3,7.3,6.2,1.4,1006.1,,1006.1,64.6,3142.6,600.0,1887.6,4525.2,698.0,37.3,,3272.5,2370.7
2021/12,KG케미칼,001390,에너지장비및서비스,205,1473.5,1409.1,127.8,-1464.1,712.8,2177.0,1248.0,7924.9,6452.4,7.9,7.9,1.1,0.4,1023.0,,1023.0,72.9,7319.8,,594.5,5272.8,,169.5,0.1,2370.7,3636.5
2022/12(E),KG케미칼,001390,에너지장비및서비스,205,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,KPX홀딩스,092230,화학,140,991.6,376.7,12.6,-356.1,2870.9,3227.0,-205.8,3550.5,3590.9,,,,,,,,,,,,,,,,,
2017/12,KPX홀딩스,092230,화학,140,621.9,347.0,9.9,-282.2,3719.4,4001.7,-582.0,1489.3,1858.0,12.5,12.5,0.5,,360.8,,360.8,4.0,1489.3,,,1806.5,,,,880.4,635.7
2018/12,KPX홀딩스,092230,화학,140,434.0,280.4,15.3,-1164.4,5164.3,6328.7,342.8,3348.2,2714.6,5.4,5.4,0.2,27.2,609.4,,609.4,2.5,3298.9,,49.3,2703.9,,9.4,,635.7,248.4
2019/12,KPX홀딩스,092230,화학,140,904.8,291.3,11.5,-535.6,2886.0,3421.6,-314.9,1699.8,1773.4,11.7,11.7,,,524.1,,524.1,0.9,1560.4,,103.7,1717.4,,32.4,,248.4,306.1
2020/12,KPX홀딩스,092230,화학,140,896.1,289.0,10.1,339.3,3430.7,3091.4,-124.0,2752.9,2598.7,18.4,18.4,2.0,,362.2,,362.2,2.4,2608.3,,144.6,2541.6,,5.3,,306.1,1398.6
2021/12,KPX홀딩스,092230,화학,140,-238.1,296.7,5.0,-122.3,3809.1,3931.4,229.2,5413.4,4880.9,7.8,7.8,8.1,17.6,666.1,,666.1,10.7,5214.6,,198.8,4452.6,,56.3,117.9,1398.6,1294.2
2022/12(E),KPX홀딩스,092230,화학,140,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,LG,003550,복합기업,191,8782.0,2696.1,272.4,-3438.2,5143.4,8581.5,-2754.5,7599.8,8052.1,,,,,,,,,,,,,,,,,
2017/12,LG,003550,복합기업,191,10584.4,2293.7,280.5,-6892.9,13645.8,20538.6,-1398.2,11475.1,10445.4,328.9,328.9,28.1,3891.9,2920.9,,2920.9,291.6,5499.1,4581.1,1390.2,5396.2,3200.0,225.0,0.8,11290.4,13428.7
2018/12,LG,003550,복합기업,191,4949.4,1533.9,225.3,-6586.3,8926.1,15512.4,-1264.1,4561.7,3511.8,277.6,277.6,10.2,987.8,2635.5,,2635.5,324.1,543.6,3685.9,326.3,297.8,2400.0,,,13428.7,10542.9
2019/12,LG,003550,복합기업,191,8186.7,1561.0,199.9,-340.0,12690.4,13030.4,-5088.1,1820.0,3328.2,30.2,30.2,32.0,2829.9,623.1,,623.1,256.8,1494.3,,320.9,454.9,1100.0,1127.9,,10542.9,13371.0
2020/12,LG,003550,복합기업,191,7391.0,1520.9,217.4,-12776.9,12586.6,25363.5,6937.3,14306.7,3351.4,193.4,193.4,116.1,194.6,559.8,,559.8,606.1,137.3,4095.3,135.1,180.4,3000.0,,,13371.0,14926.9
2021/12,LG,003550,복합기업,191,10195.3,1466.9,287.4,-2720.0,30899.1,33619.1,-10083.6,183.0,5497.8,355.3,355.3,2.7,1562.3,581.1,,581.1,699.9,98.4,0.3,,186.0,2500.0,873.0,61.6,14926.9,12389.7
2022/12(E),LG,003550,복합기업,191,13461.3,,,-3463.0,,,-5079.9,,,,,,,,,,,,,,,,,,,
2016/12,LG전자,066570,전자제품,213,31579.9,13221.1,4208.7,-23907.2,3797.0,27704.2,-2788.3,17571.7,19185.9,,,,,,,,,,,,,,,,,
2017/12,LG전자,066570,전자제품,213,21662.7,13347.7,4328.0,-25828.7,9182.4,35011.1,8408.4,22243.8,12667.9,6283.4,6283.4,20.4,,25755.4,,25755.4,6437.7,,,22243.8,,,12667.9,,30151.4,33506.0
2018/12,LG전자,066570,전자제품,213,45415.7,15859.4,4141.7,-44202.9,4785.4,48988.2,8192.5,22798.2,13380.0,1475.4,1475.4,27.5,,31664.9,,31664.9,6778.8,,,22798.2,,,13380.0,,33506.0,42703.9
2019/12,LG전자,066570,전자제품,213,36891.6,20666.2,4397.5,-20832.6,8611.8,29444.3,-11169.6,7352.9,16213.4,2233.8,2233.8,42.1,,20721.3,,20721.3,4724.7,,,7352.9,,,13445.2,,42703.9,47773.7
2020/12,LG전자,066570,전자제품,213,46285.8,21312.4,3848.9,-23145.2,10851.1,33996.3,-9938.8,12817.0,20404.0,1353.4,1353.4,318.1,,22818.7,,22818.7,8011.8,,,12817.0,,,17472.0,,47773.7,58963.1
2021/12,LG전자,066570,전자제품,213,26773.8,23451.4,4937.6,-24655.4,11631.0,36286.4,-2822.7,18603.3,18513.6,3114.3,3114.3,127.0,,26480.7,,26480.7,6110.3,,,13873.7,,,15433.5,,58963.1,60515.2
2022/12(E),LG전자,066570,전자제품,213,53921.2,,,-30052.6,,,-4251.9,,,,,,,,,,,,,,,,,,,
2016/12,LIG넥스원,079550,우주항공과국방,216,-1076.7,300.9,175.0,-996.0,2.5,998.5,1844.5,2059.0,7.7,,,,,,,,,,,,,,,,,
2017/12,LIG넥스원,079550,우주항공과국방,216,-363.8,343.9,153.1,-1149.9,14.1,1164.0,2285.1,2532.6,40.7,3.2,3.2,2.6,,1029.3,,1029.3,132.5,,1495.6,995.0,,,40.7,,122.9,892.6
2018/12,LIG넥스원,079550,우주항공과국방,216,-1138.4,363.4,136.2,-363.7,58.6,422.3,1146.0,1638.5,382.5,2.1,2.1,27.6,,111.2,,111.2,210.4,,1196.3,442.2,240.0,,,,888.6,532.6
2019/12,LIG넥스원,079550,우주항공과국방,216,1510.0,422.5,120.5,-1430.4,57.1,1487.5,-325.7,2616.9,2832.6,1.1,1.1,6.0,,312.4,,312.4,321.5,,2193.0,423.9,2132.0,,,,532.6,286.5
2020/12,LIG넥스원,079550,우주항공과국방,216,1921.0,407.3,108.7,-1660.4,10.7,1671.1,-37.1,2341.8,2246.9,2.2,2.2,,,319.3,,319.3,427.7,,1993.7,348.1,191.3,1500.0,,85.2,286.5,510.0
2021/12,LIG넥스원,079550,우주항공과국방,216,1352.5,408.4,163.1,247.4,1105.0,857.6,-1365.9,436.9,1607.8,0.1,0.1,,,322.4,,322.4,418.3,63.8,,373.1,,1200.0,,,510.0,745.4
2022/12(E),LIG넥스원,079550,우주항공과국방,216,2236.0,,,-1390.4,,,1067.4,,,,,,,,,,,,,,,,,,,
2016/12,LS ELECTRIC,010120,전기장비,144,2422.3,682.0,210.7,-1019.7,449.9,1469.6,-873.3,2293.2,2873.3,,,,,,,,,,,,,,,,,
2017/12,LS ELECTRIC,010120,전기장비,144,1446.0,681.9,196.7,-1637.7,1693.6,3331.3,-540.7,2115.1,2421.3,38.9,38.9,25.7,,456.0,,456.0,147.0,1102.7,,996.2,1134.8,,58.0,,3401.4,2615.1
2018/12,LS ELECTRIC,010120,전기장비,144,2046.6,679.8,180.3,673.5,2218.2,1562.4,-805.7,1879.8,2362.3,180.5,180.5,2.4,,552.1,,552.1,114.7,860.4,,996.4,851.1,,,,2615.1,4556.3
2019/12,LS ELECTRIC,010120,전기장비,144,2160.8,765.1,184.2,-786.2,648.2,1439.8,-578.4,2356.4,2582.9,175.3,175.3,2.6,,775.1,,775.1,78.2,851.5,,1494.9,1005.9,,,,4556.3,5345.1
2020/12,LS ELECTRIC,010120,전기장비,144,2889.0,797.9,169.4,-845.0,243.0,1087.9,-553.4,2454.7,2656.2,7.0,7.0,9.0,,741.9,,741.9,61.9,952.2,,1495.0,944.2,,,,5345.1,6832.3
2021/12,LS ELECTRIC,010120,전기장비,144,1015.4,819.3,195.3,-1204.3,433.2,1637.5,348.1,2246.1,1575.4,3.3,3.3,4.2,,558.4,,558.4,79.1,696.0,,1524.7,460.9,,1.6,,6832.3,7016.0
2022/12(E),LS ELECTRIC,010120,전기장비,144,1740.2,,,-996.2,,,-132.7,,,,,,,,,,,,,,,,,,,
2016/12,LS,006260,전기장비,144,8079.3,2262.2,534.6,-2358.8,3298.8,4907.7,-6119.4,32904.7,37963.0,,,,,,,,,,,,,,,,,
2017/12,LS,006260,전기장비,144,2374.4,2167.9,538.9,-4030.1,3163.4,5991.7,1490.2,42793.6,41446.0,534.5,534.5,72.0,,1792.7,,1792.7,377.1,25194.2,,16958.3,21250.3,,10675.2,,6535.0,6287.0
2018/12,LS,006260,전기장비,144,498.6,2168.9,497.7,3667.4,3604.6,8338.2,-2315.1,42363.4,43041.2,220.8,220.8,12.8,,2984.8,,2984.8,321.9,25925.1,,15721.9,26219.2,,11258.3,,6287.0,8265.4
2019/12,LS,006260,전기장비,144,3037.3,2506.2,510.9,-1663.1,6947.8,8619.2,472.3,29496.7,28413.3,390.4,390.4,38.6,,3107.9,,3107.9,299.8,19516.4,,9947.3,20697.0,,340.7,,8265.4,10173.7
2020/12,LS,006260,전기장비,144,7013.0,2466.0,444.4,-2739.5,5781.7,8586.5,1252.3,34357.6,32399.1,39.1,39.1,25.4,,2818.0,,2818.0,253.9,17099.3,,17210.7,15542.6,,8158.7,,10173.7,15643.1
2021/12,LS,006260,전기장비,144,-1331.8,2587.4,461.9,-4442.3,9238.2,13800.4,2796.3,34464.4,31017.9,26.8,26.8,8.1,,3033.2,,3033.2,246.4,20487.2,,13931.2,18874.5,,4536.1,415.8,15643.1,12725.5
2022/12(E),LS,006260,전기장비,144,6639.0,,,-6064.6,,,3142.4,,,,,,,,,,,,,,,,,,,
2016/12,LX인터내셔널,001120,무역회사와판매업체,226,2303.2,222.0,318.6,-2179.9,1137.4,3317.3,-2377.2,27294.7,29469.1,,,,,,,,,,,,,,,,,
2017/12,LX인터내셔널,001120,무역회사와판매업체,226,1806.1,285.1,510.5,-102.0,2204.3,2306.3,-668.8,20442.9,20921.4,38.6,38.6,24.7,,743.5,,743.5,316.3,,,,,,,,3111.7,3952.1
2018/12,LX인터내셔널,001120,무역회사와판매업체,226,307.9,324.5,395.4,-692.7,2084.0,2776.7,-73.2,29494.1,29366.3,19.1,19.1,5.1,,1030.5,,1030.5,232.2,,,,,,,,3952.1,3420.1
2019/12,LX인터내셔널,001120,무역회사와판매업체,226,2249.6,1212.2,356.4,780.5,2543.7,1763.1,-2297.6,25549.9,27629.3,41.3,41.3,25.5,,644.0,,644.0,331.6,,,,,,,,3420.1,4235.8
2020/12,LX인터내셔널,001120,무역회사와판매업체,226,2547.9,1294.4,341.8,2658.2,4532.0,1873.8,-2376.2,13312.8,15457.9,621.5,621.5,92.1,,441.9,,441.9,436.6,,,,,,,397.2,4235.8,6899.9
2021/12,LX인터내셔널,001120,무역회사와판매업체,226,1755.9,1467.8,404.7,-483.4,1072.4,1555.8,82.2,27942.7,27542.6,181.2,181.2,79.3,,717.9,,717.9,437.9,,,,,,,,6899.9,8418.8
2022/12(E),LX인터내셔널,001120,무역회사와판매업체,226,5687.4,,,-3387.5,,,-1012.0,,,,,,,,,,,,,,,,,,,
2016/12,MH에탄올,023150,음료,145,122.5,11.7,,14.6,38.4,23.8,-155.0,,136.8,,,,,,,,,,,,,,,,,
2017/12,MH에탄올,023150,음료,145,33.4,28.5,,-254.6,58.2,312.7,355.7,630.9,253.6,0.5,0.5,,,43.5,,43.5,1.0,,,582.6,,,231.9,20.9,13.7,148.1
2018/12,MH에탄올,023150,음료,145,-112.7,122.4,0.1,402.8,506.7,103.9,-369.2,580.8,925.9,0.5,0.5,,,63.3,,63.3,,,,571.2,,,914.3,10.9,148.1,69.0
2019/12,MH에탄올,023150,음료,145,113.7,135.5,0.1,-38.5,32.1,70.7,-53.4,546.4,576.3,0.3,0.3,0.9,,26.9,,26.9,,,,545.7,,,549.1,12.7,69.0,90.8
2020/12,MH에탄올,023150,음료,145,189.9,150.4,0.1,-64.8,86.0,150.8,-90.9,1809.3,1877.5,,,,,46.4,,46.4,,,,1805.8,,,1857.3,,90.8,124.9
2021/12,MH에탄올,023150,음료,145,263.7,148.4,0.1,-27.1,66.5,93.6,-95.6,467.6,540.5,8.7,8.7,,,61.9,,61.9,5.9,,,467.6,,,520.2,,124.9,265.8
2022/12(E),MH에탄올,023150,음료,145,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,NHN,181710,IT서비스,154,833.9,244.3,125.5,367.2,4566.5,4199.3,-791.5,764.2,1500.8,,,,,,,,,,,,,,,,,
2017/12,NHN,181710,IT서비스,154,-434.7,228.1,106.9,-856.9,2745.9,3602.8,1962.4,2528.9,459.4,24.8,24.8,20.8,,840.3,,840.3,96.6,970.6,120.7,,343.2,,,,3014.7,3680.7
2018/12,NHN,181710,IT서비스,154,380.6,309.7,133.8,234.4,3426.8,3192.4,-442.9,3512.8,3955.7,39.1,39.1,75.9,,740.1,,740.1,55.9,3351.8,0.9,135.0,3422.3,,19.8,201.2,3680.7,3855.0
2019/12,NHN,181710,IT서비스,154,1076.8,571.6,129.1,-186.7,3702.1,3888.8,-170.2,3983.1,4114.3,124.3,124.3,24.1,,572.1,,572.1,87.9,2898.5,,,3548.8,0.9,,104.0,3855.0,4573.9
2020/12,NHN,181710,IT서비스,154,1413.0,498.2,163.3,32.2,5444.7,5412.5,-652.0,1818.1,2433.2,9.3,9.3,15.1,,456.9,,456.9,170.5,1746.6,,7.6,1822.6,,0.4,102.7,4573.9,5345.7
2021/12,NHN,181710,IT서비스,154,2263.6,546.7,187.0,-1738.3,8447.7,10186.0,77.5,2352.6,2207.8,43.5,43.5,19.2,,729.7,,729.7,168.1,1457.3,,332.0,1326.7,,,461.6,5345.7,5964.0
2022/12(E),NHN,181710,IT서비스,154,1504.8,,,-687.0,,,98.9,,,,,,,,,,,,,,,,,,,
2016/12,NI스틸,008260,철강,62,253.8,101.6,1.1,-412.5,43.3,456.1,163.3,1547.4,1348.6,,,,,,,,,,,,,,,,,
2017/12,NI스틸,008260,철강,62,243.5,119.8,2.1,-464.5,0.6,468.2,226.2,1944.9,1673.5,,,,,468.2,,468.2,,,200.0,1744.9,,,1671.9,,6.4,11.5
2018/12,NI스틸,008260,철강,62,314.3,135.0,2.2,-149.7,31.8,194.6,-172.1,1348.5,1475.8,,,,,193.1,,193.1,,,,1348.5,,95.4,1372.3,,11.5,4.0
2019/12,NI스틸,008260,철강,62,143.5,163.2,1.5,-165.9,0.3,168.5,38.5,1243.3,1157.7,,,,,167.8,,167.8,,,,1243.3,,77.0,1080.7,,4.0,20.0
2020/12,NI스틸,008260,철강,62,341.6,152.0,1.5,-298.6,0.6,299.3,-57.0,1487.6,1501.1,,,,,293.4,,293.4,,,,1487.6,,15.4,1478.0,,20.0,6.0
2021/12,NI스틸,008260,철강,62,280.0,182.3,1.5,-419.0,3.7,422.8,157.6,1786.7,1583.5,0.5,0.5,2.8,,415.4,,415.4,5.6,,,1786.7,,,1574.5,,6.0,24.5
2022/12(E),NI스틸,008260,철강,62,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,NPC,004250,가정용기기와용품,214,392.1,296.2,1.3,46.4,637.1,590.8,-17.2,1370.1,1355.6,,,,,,,,,,,,,,,,,
2017/12,NPC,004250,가정용기기와용품,214,293.6,336.4,1.9,-143.6,405.2,548.8,-94.9,786.0,847.1,37.2,37.2,0.1,,494.6,,494.6,0.9,720.6,,64.4,753.2,,,,473.5,528.5
2018/12,NPC,004250,가정용기기와용품,214,387.7,361.0,2.7,-498.8,43.2,542.0,-20.9,1037.3,1020.3,15.8,15.8,0.5,,381.0,,381.0,1.8,1037.3,,,981.9,,,,528.5,396.4
2019/12,NPC,004250,가정용기기와용품,214,402.9,399.6,2.7,-176.3,136.7,313.0,-144.4,1368.5,1472.8,16.0,16.0,16.7,,293.2,,293.2,3.8,1262.1,,95.0,1451.2,,,,396.4,478.4
2020/12,NPC,004250,가정용기기와용품,214,701.4,398.7,2.7,-550.1,124.1,674.1,-98.7,188.2,244.8,119.3,119.3,,,500.4,,500.4,8.8,79.1,,109.1,183.7,,30.5,,478.4,529.9
2021/12,NPC,004250,가정용기기와용품,214,452.8,395.8,2.6,-884.0,354.2,1238.1,258.9,521.4,220.3,194.5,194.5,5.8,454.6,697.4,,697.4,0.4,142.1,,379.3,90.7,,,,529.9,357.8
2022/12(E),NPC,004250,가정용기기와용품,214,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,OCI,010060,화학,140,4076.3,3035.6,23.0,-1393.0,5305.6,6698.5,-4039.4,4562.8,8552.5,,,,,,,,,,,,,,,,,
2017/12,OCI,010060,화학,140,4802.8,3025.9,25.6,4157.4,6915.2,2757.8,-2950.8,10089.8,12945.1,4470.6,4470.6,12.0,,1127.1,,1127.1,60.2,4940.8,2142.3,3005.1,4196.3,,1422.5,,3386.1,9139.7
2018/12,OCI,010060,화학,140,6765.1,2993.1,32.9,-3988.8,4858.2,8846.9,-4601.6,6217.9,10354.5,21.4,21.4,3.3,,2766.5,,2766.5,49.6,5102.8,997.1,117.3,5145.6,,,,9139.7,7442.7
2019/12,OCI,010060,화학,140,-398.7,3060.2,49.5,-2715.3,2554.2,5269.5,426.6,11472.0,10842.4,17.9,17.9,10.5,0.2,2306.3,,2306.3,61.8,5500.5,1494.4,4474.1,5989.2,,,,7442.7,4875.5
2020/12,OCI,010060,화학,140,-1185.1,1331.2,55.4,62.1,4760.3,4698.2,769.0,6722.4,5946.5,122.3,122.3,5.0,0.2,733.0,,733.0,27.3,3035.8,796.0,2889.6,3256.1,,18.8,70.1,4875.5,4435.5
2021/12,OCI,010060,화학,140,3776.9,1309.3,51.3,-2835.6,3260.1,6095.7,1367.0,8166.5,6799.5,7.5,7.5,2.1,,944.8,,944.8,26.5,4066.4,966.4,3110.7,2183.9,,,129.9,4435.5,6987.0
2022/12(E),OCI,010060,화학,140,6207.5,,,-3277.5,,,-2777.5,,,,,,,,,,,,,,,,,,,
2016/12,SBS미디어홀딩스,101060,방송과엔터테인먼트,204,460.0,135.5,11.3,-303.8,948.3,1252.0,14.3,178.0,117.6,,,,,,,,,,,,,,,,,
2017/12,SBS미디어홀딩스,101060,방송과엔터테인먼트,204,52.7,132.0,10.2,-144.7,783.3,928.0,-186.9,30.2,174.5,,,,,,,,,,,,,,,,,
2018/12,SBS미디어홀딩스,101060,방송과엔터테인먼트,204,350.9,126.7,8.5,-67.3,1167.0,1255.5,0.1,0.1,,,,,,,,,,,,,,,,,,
2019/12,SBS미디어홀딩스,101060,방송과엔터테인먼트,204,-27.1,55.1,8.4,-298.1,1102.2,1405.0,-217.2,,217.2,,,,,,,,,,,,,,,,,
2020/12,SBS미디어홀딩스,101060,방송과엔터테인먼트,204,9.3,55.9,13.5,-1343.1,2480.6,3837.2,1235.3,1425.7,189.4,,,,,,,,,,,,,,,,,
2021/12(E),SBS미디어홀딩스,101060,방송과엔터테인먼트,204,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,SGC에너지,005090,에너지장비및서비스,205,144.3,308.6,0.1,-221.3,41.5,262.8,52.4,1565.6,1476.8,,,,,,,,,,,,,,,,,
2017/12,SGC에너지,005090,에너지장비및서비스,205,-22.4,311.7,0.1,388.2,657.3,269.0,-304.6,2584.4,2852.7,16.3,16.3,1.5,2.6,263.9,,263.9,,2073.0,366.3,145.1,1571.2,,17.5,,50.6,110.5
2018/12,SGC에너지,005090,에너지장비및서비스,205,254.2,290.8,,28.0,140.0,112.1,-276.1,1554.1,1820.8,0.8,0.8,,4.6,107.5,,107.5,,1375.0,179.1,,1412.4,,,,110.5,116.3
2019/12,SGC에너지,005090,에너지장비및서비스,205,61.1,276.6,,752.4,910.2,157.8,-848.6,1169.2,1997.9,1.3,1.3,,2.8,58.7,,58.7,,719.2,200.0,250.0,1268.8,551.4,,19.9,116.3,80.9
