period,shareName,shareCode,marketName,marketCode,operatingCashFlow,depreciation,amortization,investingCashFlow,investingCashFlowIn,investingCashFlowOut,financingCashFlow,financingCashFlowIn,financingCashFlowOut,decreaseInTangibleAssets,decreaseInOtherTangibleAssets,decreaseInIntangibleAssets,increaseInInvestmentRealEstate,increaseInTangibleAssets,increaseInRealEstate,increaseInOtherTangibleAssets,increaseInIntangibleAssets,increaseInShortTermBorrowings,increaseInDebt,increaseInLongTermBorrowings,decreaseInShortTermBorrowings,decreaseInDebt,decreaseInLongTermBorrowings,acquisitionOfTreasuryStock,beginningOfTermCashAndCashEquivalents,endOfTermCashAndCashEquivalents
2023/06(E),엠브레인,169330,IT서비스,154,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,마크로젠,038290,생명과학도구및서비스,218,212.5,110.6,1.8,-148.8,71.6,220.4,126.6,127.1,0.5,,,,,,,,,,,,,,,,,
2017/12,마크로젠,038290,생명과학도구및서비스,218,130.7,121.4,2.4,29.1,700.4,671.4,8.2,77.5,69.3,0.2,0.2,,,112.0,,112.0,4.5,,,,,,,69.3,270.7,436.4
2018/12,마크로젠,038290,생명과학도구및서비스,218,156.1,114.7,3.0,-178.8,664.2,843.1,-90.8,1.8,92.5,3.0,3.0,,,72.2,,72.2,,,,,,1.2,,91.3,436.4,322.3
2019/12,마크로젠,038290,생명과학도구및서비스,218,145.0,138.0,3.7,-581.0,754.6,1335.5,273.2,350.0,76.8,8.4,8.4,,463.1,161.8,,161.8,85.0,,50.0,300.0,,28.5,,34.1,322.3,162.9
2020/12,마크로젠,038290,생명과학도구및서비스,218,205.5,126.0,9.5,-42.7,787.6,830.3,-45.9,17.5,63.3,1.3,1.3,,54.2,130.2,,130.2,9.1,,,11.1,,,,36.5,162.9,282.7
2021/12,마크로젠,038290,생명과학도구및서비스,218,211.8,100.7,6.0,-44.4,527.8,572.2,-65.3,11.6,47.7,0.7,0.7,,5.8,90.0,,90.0,2.3,,,,,,,28.0,282.7,387.4
2022/12(E),마크로젠,038290,생명과학도구및서비스,218,100.0,,,-40.0,,,-200.0,,,,,,,,,,,,,,,,,,,
2016/12,맘스터치,220630,"호텔,레스토랑,레저",161,193.4,14.2,0.3,-140.1,35.4,176.7,146.6,193.5,42.9,,,,,,,,,,,,,,,,,
2017/12,맘스터치,220630,"호텔,레스토랑,레저",161,-63.8,22.0,4.6,-151.1,34.6,186.7,127.1,247.8,95.5,4.9,4.9,0.4,,53.8,,53.8,8.7,,150.0,94.8,,,95.5,,219.2,130.3
2018/12,맘스터치,220630,"호텔,레스토랑,레저",161,165.7,24.4,3.2,-136.7,36.9,177.4,-28.5,,,0.1,0.1,,,97.1,,97.1,4.4,,,,,,,,130.3,139.8
2019/12,맘스터치,220630,"호텔,레스토랑,레저",161,249.2,41.8,5.4,-61.3,35.3,103.2,-114.3,,65.9,0.9,0.9,,,38.7,,38.7,39.7,,,,,,52.1,,139.8,193.1
2020/12,맘스터치,220630,"호텔,레스토랑,레저",161,289.0,40.5,5.0,-191.6,967.6,1165.5,-464.0,5.0,409.8,3.3,3.3,,,15.7,,15.7,6.5,,,5.0,,,44.9,351.1,193.1,74.9
2021/12,맘스터치,220630,"호텔,레스토랑,레저",161,268.7,40.1,5.3,365.7,1367.8,1002.8,-236.5,,235.7,0.4,0.4,,,30.3,,30.3,7.6,,,,,,4.9,216.1,74.9,473.0
2022/12(E),맘스터치,220630,"호텔,레스토랑,레저",161,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,매일유업,267980,식품,38,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/12,매일유업,267980,식품,38,974.7,149.8,10.1,-575.0,23.8,598.8,-486.5,142.2,628.7,2.0,2.0,0.5,,435.9,,435.9,13.6,,,,200.0,,,2.6,460.9,367.5
2018/12,매일유업,267980,식품,38,615.0,252.9,17.7,-262.9,152.9,415.8,-76.9,1946.0,1988.6,4.0,4.0,,,276.6,,276.6,18.3,1515.0,298.9,53.0,1515.0,,,,367.5,641.0
2019/12,매일유업,267980,식품,38,923.7,311.0,19.0,-413.6,242.5,656.1,-305.3,27.0,277.4,8.5,8.5,,,364.3,,364.3,10.8,27.0,,,,,,8.3,641.0,843.5
2020/12,매일유업,267980,식품,38,626.0,337.0,18.8,-816.3,82.7,898.9,48.3,697.9,586.9,3.3,3.3,2.6,,516.1,,516.1,37.7,,697.9,,27.5,,,165.1,843.5,688.1
2021/12,매일유업,267980,식품,38,1006.5,369.9,20.0,-1931.7,680.7,2612.3,1432.8,1994.3,500.6,2.7,2.7,,,536.6,,536.6,23.1,,1994.3,,,,,159.5,688.1,1201.2
2022/12(E),매일유업,267980,식품,38,640.3,,,-14.7,,,-589.3,,,,,,,,,,,,,,,,,,,
2016/12,매커스,093520,전자장비와기기,197,-47.0,1.2,0.3,-30.9,19.3,50.2,5.5,175.3,158.4,,,,,,,,,,,,,,,,,
2017/12,매커스,093520,전자장비와기기,197,104.9,1.0,0.3,9.2,36.2,27.0,-38.2,191.9,215.7,0.4,,,,1.0,,,0.2,191.9,,,196.9,,,18.9,94.0,169.8
2018/12,매커스,093520,전자장비와기기,197,68.8,1.0,0.3,0.2,25.7,25.5,-31.4,166.3,181.1,1.2,,,,2.1,,,0.5,166.3,,,159.1,,,22.0,169.8,207.3
2019/12,매커스,093520,전자장비와기기,197,20.0,2.7,0.1,15.3,28.6,13.3,-61.2,88.0,133.2,,,,,0.3,,,,88.0,,,107.1,,,24.4,207.3,181.0
2020/12,매커스,093520,전자장비와기기,197,-7.9,2.6,0.1,-37.0,0.1,37.2,-41.9,256.6,285.6,,,,,0.3,,,,256.6,,,256.8,,,27.1,181.0,94.1
2021/12,매커스,093520,전자장비와기기,197,142.0,2.5,0.1,43.4,62.9,19.5,-29.0,297.6,314.6,,,,,0.2,,,,297.6,,,313.1,,,,94.1,250.4
2022/12(E),매커스,093520,전자장비와기기,197,32.0,,,-3.0,,,-14.0,,,,,,,,,,,,,,,,,,,
2016/12,맥스트,377030,소프트웨어,33,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/12,맥스트,377030,소프트웨어,33,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/12,맥스트,377030,소프트웨어,33,,,,,,,,,,,,,,,,,,,,,,,,,,
2019/12,맥스트,377030,소프트웨어,33,-12.2,1.4,,-6.3,,6.3,68.4,70.8,2.4,,,,,1.4,,,3.8,,,,1.1,,,,14.5,64.4
2020/12,맥스트,377030,소프트웨어,33,-16.2,2.8,0.9,-8.4,5.0,13.4,-2.0,,2.0,,,,,5.5,,,3.8,,,,0.2,,,,64.4,37.8
2021/12,맥스트,377030,소프트웨어,33,-34.2,4.3,1.6,-8.6,6.5,15.2,145.9,149.6,3.7,,,,,8.7,,,6.4,,,,0.2,,,,37.8,140.9
2022/12(E),맥스트,377030,소프트웨어,33,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,머큐리,100590,통신장비,136,-25.3,11.6,,-6.3,0.7,7.1,30.0,150.0,120.0,,,,,,,,,,,,,,,,,
2017/12,머큐리,100590,통신장비,136,12.8,13.1,,-14.3,1.9,16.2,7.0,97.0,90.0,,,,,14.5,,14.5,,,,97.0,,,90.0,,98.5,104.1
2018/12,머큐리,100590,통신장비,136,172.7,13.0,,-121.4,31.6,153.0,12.5,189.5,177.0,0.1,0.1,,,8.8,,8.8,,,,28.6,,,177.0,,104.1,167.9
2019/12,머큐리,100590,통신장비,136,-18.9,14.7,,-11.4,358.4,369.8,164.8,198.4,33.6,0.1,0.1,,,7.5,,7.5,2.1,,198.4,,,,32.9,,167.9,302.2
2020/12,머큐리,100590,통신장비,136,35.0,15.7,,-156.0,195.9,351.9,39.8,40.6,0.8,,,1.3,,9.6,,9.6,,,,40.6,,,,,302.2,220.7
2021/12,머큐리,100590,통신장비,136,-95.5,15.9,,-90.8,325.2,416.0,207.1,263.0,55.9,0.1,0.1,,,13.7,,13.7,,,205.0,58.0,,55.0,,,220.7,241.4
2022/12(E),머큐리,100590,통신장비,136,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,멀티캠퍼스,067280,교육서비스,201,174.7,18.9,27.3,-143.2,26.2,171.1,-14.7,,,,,,,,,,,,,,,,,,,
2017/12,멀티캠퍼스,067280,교육서비스,201,259.3,20.1,26.3,-196.6,54.1,253.1,-14.7,,,0.1,0.1,,,12.6,,12.6,30.6,,,,,,,,174.5,219.1
2018/12,멀티캠퍼스,067280,교육서비스,201,115.7,22.0,15.9,-161.1,209.7,376.6,-29.5,,,0.1,0.1,,,11.8,,11.8,100.6,,,,,,,,219.1,145.5
2019/12,멀티캠퍼스,067280,교육서비스,201,243.6,128.2,40.4,-167.9,257.3,432.3,-113.6,,84.1,,,,,92.5,,92.5,161.9,,,,,,,,145.5,108.7
2020/12,멀티캠퍼스,067280,교육서비스,201,277.1,135.7,62.1,-31.2,322.8,358.2,-124.4,12.4,101.5,,,,,3.6,,3.6,59.3,,,,,,,,108.7,226.2
2021/12,멀티캠퍼스,067280,교육서비스,201,461.3,131.7,70.8,-273.6,397.1,673.3,-135.6,,106.0,0.2,0.2,,,10.4,,10.4,34.1,,,,,,,,226.2,283.4
2022/12(E),멀티캠퍼스,067280,교육서비스,201,392.0,,,-229.0,,,-142.0,,,,,,,,,,,,,,,,,,,
2016/12,메가스터디,072870,교육서비스,201,157.6,45.1,64.2,-374.6,676.4,1051.0,-1.1,203.8,152.4,,,,,,,,,,,,,,,,,
2017/12,메가스터디,072870,교육서비스,201,89.2,55.1,52.3,30.2,929.2,899.0,-72.1,100.2,124.0,3.5,3.5,,64.5,121.6,,121.6,30.8,,,52.2,,,74.0,,568.2,615.4
2018/12,메가스터디,072870,교육서비스,201,231.0,51.1,32.6,-118.9,830.8,949.7,-47.9,,8.1,1.7,1.7,,,98.9,,98.9,45.1,,,,,,,,615.4,679.7
2019/12,메가스터디,072870,교육서비스,201,166.1,138.3,28.2,-27.2,1021.8,1049.0,-141.9,,88.5,6.2,6.2,,,28.6,,28.6,14.7,,,,,,,,679.7,616.0
2020/12,메가스터디,072870,교육서비스,201,236.2,134.5,30.3,347.5,1076.8,729.3,-129.1,8.8,97.6,0.3,0.3,,,30.1,,30.1,21.8,,,,,,,,616.0,1070.6
2021/12,메가스터디,072870,교육서비스,201,300.7,123.4,31.3,-55.3,1322.5,1377.7,-177.0,4.2,81.0,0.4,0.4,,53.5,31.4,,31.4,4.2,,,0.2,,,,,1070.6,1139.0
2022/12(E),메가스터디,072870,교육서비스,201,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,메드팩토,235980,제약,35,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/12,메드팩토,235980,제약,35,-26.9,0.4,1.3,1.3,13.1,11.8,25.7,36.2,10.5,,,,,,,,0.8,,,,,,,,0.1,0.2
2018/12,메드팩토,235980,제약,35,-81.2,0.6,1.3,-303.1,356.7,659.8,387.2,412.9,25.7,,,1.8,,7.3,,7.3,0.3,,,,,,,,0.2,3.0
2019/12,메드팩토,235980,제약,35,-152.0,7.1,1.2,-459.2,923.0,1382.2,610.0,616.2,6.2,,,,,25.8,,25.8,1.0,,,,,,,,3.0,1.7
2020/12,메드팩토,235980,제약,35,-233.8,13.0,1.3,261.3,1467.4,1206.1,-0.6,3.5,4.1,,,,,7.2,,7.2,0.9,,,,,,,,1.7,26.9
2021/12,메드팩토,235980,제약,35,-251.5,15.7,1.5,-777.7,4904.0,5681.6,1015.2,1020.4,5.2,,,,,7.6,,7.6,1.5,0.4,700.0,,0.4,,,,26.9,12.9
2022/12(E),메드팩토,235980,제약,35,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,메디아나,041920,건강관리장비와용품,211,82.0,7.8,9.1,-70.2,9.2,79.4,5.6,10.6,4.9,,,,,,,,,,,,,,,,,
2017/12,메디아나,041920,건강관리장비와용품,211,10.1,9.3,6.0,-27.4,14.5,41.8,-0.9,5.2,6.1,,,,,34.4,,34.4,4.2,5.0,,,4.6,,,,113.2,89.9
2018/12,메디아나,041920,건강관리장비와용품,211,37.1,8.6,5.0,-35.1,2.8,37.9,-3.3,47.7,46.7,0.3,0.3,0.6,,26.7,,26.7,6.4,47.5,,,45.5,,,,89.9,88.8
2019/12,메디아나,041920,건강관리장비와용품,211,121.8,9.1,4.4,-37.5,5.6,43.1,-13.6,0.1,13.7,0.8,0.8,,,23.1,,23.1,8.3,,,,12.2,,,,88.8,157.9
2020/12,메디아나,041920,건강관리장비와용품,211,94.1,13.0,5.0,-24.2,56.2,80.3,-1.3,1.2,2.4,0.5,0.5,,,17.0,,17.0,0.2,,,,,,,,157.9,217.0
2021/12,메디아나,041920,건강관리장비와용품,211,121.3,14.6,3.8,-14.4,114.4,128.7,-5.2,3.0,3.9,0.1,0.1,,,15.8,,15.8,1.8,,,,,,,0.3,217.0,324.2
2022/12(E),메디아나,041920,건강관리장비와용품,211,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/06,메디콕스,054180,조선,215,5.2,11.4,,-70.6,4.6,75.1,124.7,127.5,2.8,,,,,,,,,,,,,,,,,
2018/06,메디콕스,054180,조선,215,-33.3,12.4,,0.8,81.5,80.7,-30.0,,30.0,0.7,0.7,,,2.6,,2.6,,,,,28.2,,,,78.1,15.5
2019/06,메디콕스,054180,조선,215,2.7,10.4,0.2,-13.2,35.8,49.0,50.7,230.5,179.8,0.2,0.2,,,4.6,,4.6,5.0,5.4,125.1,84.1,41.1,20.0,,,15.5,55.8
2019/12,메디콕스,054180,조선,215,-17.6,9.3,,-2.4,2.3,4.7,13.8,20.0,6.2,,,,,1.0,,1.0,,,10.0,,,,,,55.8,49.6
2020/12,메디콕스,054180,조선,215,-43.4,18.0,,-97.6,49.5,147.1,122.8,270.3,147.5,,,,,14.2,,14.2,0.1,57.0,124.0,,5.5,122.0,10.4,,49.6,31.4
2021/12,메디콕스,054180,조선,215,-72.4,22.1,,-239.6,85.4,325.0,322.5,603.9,281.4,0.5,0.5,,,15.6,,15.6,,35.0,220.0,1.7,70.0,42.6,158.3,,31.4,41.9
2022/12(E),메디콕스,054180,조선,215,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,메디톡스,086900,생물공학,146,541.0,30.5,17.0,-1142.6,464.3,1609.4,491.8,755.4,158.6,,,,,,,,,,,,,,,,,
2017/12,메디톡스,086900,생물공학,146,565.5,66.7,15.8,-381.9,204.0,587.4,-73.7,537.4,479.7,,,,,380.4,,380.4,55.3,496.7,,,260.3,,,169.1,158.0,263.9
2018/12,메디톡스,086900,생물공학,146,550.7,134.0,26.5,-160.9,462.5,626.0,-460.3,766.5,1086.7,7.7,7.7,,,85.0,,85.0,35.2,761.2,,,683.2,,402.7,,263.9,192.5
2019/12,메디톡스,086900,생물공학,146,337.0,149.6,31.8,-283.9,451.1,738.3,-44.8,985.1,966.1,0.2,0.2,,,210.2,,210.2,26.4,973.0,,,815.7,,0.5,145.6,192.5,200.2
2020/12,메디톡스,086900,생물공학,146,279.3,152.1,33.9,-520.2,52.8,577.0,507.2,1725.9,1137.6,3.7,3.7,,,411.4,,411.4,31.6,833.9,300.0,370.0,1022.7,,0.4,104.1,200.2,439.9
2021/12,메디톡스,086900,생물공학,146,199.7,148.0,34.6,-277.8,105.5,386.7,348.0,861.1,476.7,11.7,11.7,,,175.1,,175.1,38.3,197.5,,,385.9,,0.7,81.3,439.9,717.8
2022/12(E),메디톡스,086900,생물공학,146,539.0,,,-195.0,,,-515.0,,,,,,,,,,,,,,,,,,,
2016/12,메디포스트,078160,생물공학,146,-124.2,26.8,17.0,-109.9,179.5,292.5,80.1,236.9,156.8,,,,,,,,,,,,,,,,,
2017/12,메디포스트,078160,생물공학,146,-69.3,34.1,17.3,32.3,168.9,161.2,27.2,27.3,0.1,,,,,7.9,,7.9,4.3,,,,,,,,100.7,90.8
2018/12,메디포스트,078160,생물공학,146,68.9,25.9,20.6,-120.6,405.0,545.1,24.3,24.4,0.1,0.2,0.2,,,12.9,,12.9,6.2,,,,,,,,90.8,63.3
2019/12,메디포스트,078160,생물공학,146,75.1,30.2,18.4,-362.6,718.3,1089.9,343.4,431.0,87.6,,,,51.5,41.6,,41.6,11.9,30.0,400.0,,,,,,63.3,119.2
2020/12,메디포스트,078160,생물공학,146,17.8,32.1,18.9,-32.4,1258.6,1296.0,-11.1,1.2,12.3,,,0.3,,78.5,,78.5,2.1,,,,,,,,119.2,92.9
2021/12,메디포스트,078160,생물공학,146,40.6,31.5,17.5,-81.9,972.1,1061.9,56.6,61.9,5.3,,,5.5,,101.8,,101.8,5.3,,,,,,,,92.9,107.9
2022/12(E),메디포스트,078160,생물공학,146,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,메디프론,065650,컴퓨터와주변기기,203,-11.5,0.1,0.1,16.0,66.6,50.6,,,,,,,,,,,,,,,,,,,,
2017/12,메디프론,065650,컴퓨터와주변기기,203,-11.7,,0.1,-82.9,51.9,134.8,108.0,108.0,,0.1,,,,,,,0.6,,,,,,,,21.8,35.2
2018/12,메디프론,065650,컴퓨터와주변기기,203,-8.5,,0.3,-0.7,123.3,123.9,,,,,,,,0.2,,,1.7,,,,,,,,35.2,26.0
2019/12,메디프론,065650,컴퓨터와주변기기,203,-42.8,0.2,0.3,21.2,305.0,283.8,0.3,0.3,,,,,,0.2,,,0.4,,,,,,,,26.0,4.6
2020/12,메디프론,065650,컴퓨터와주변기기,203,-16.7,2.6,0.4,-158.8,154.1,312.9,269.3,470.7,201.5,,,2.3,,8.0,,,5.6,,256.0,,,200.0,,,4.6,134.0
2021/12,메디프론,065650,컴퓨터와주변기기,203,-15.0,5.8,2.5,-128.8,14.5,143.3,106.0,189.4,83.4,0.4,,7.3,,31.2,,,0.5,,39.6,,,80.3,,,134.0,96.2
2022/12(E),메디프론,065650,컴퓨터와주변기기,203,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/03,메이슨캐피탈,021880,기타금융,183,-492.6,,,-106.1,,,552.9,,,0.3,,,,0.9,,,,,111.0,,,30.1,,,82.3,36.6
2018/03,메이슨캐피탈,021880,기타금융,183,18.4,,,341.2,,,-278.4,,,0.2,,,,1.5,,,,,,,,11.0,,,36.6,70.1
2019/03,메이슨캐피탈,021880,기타금융,183,-166.1,,,84.3,,,22.8,,,,,,,1.7,,,,,17.0,,,18.5,,,70.1,40.9
2020/03,메이슨캐피탈,021880,기타금융,183,122.2,,,-7.5,,,-98.5,,,0.8,,,,1.4,,,,,,,,62.7,,,40.9,57.9
2021/03,메이슨캐피탈,021880,기타금융,183,116.0,,,-12.9,,,-66.9,,,,,,,,,,,,128.0,,,56.0,,,57.9,93.0
2022/03,메이슨캐피탈,021880,기타금융,183,-27.8,,,-173.0,,,255.9,,,,,,,,,,,,,,,90.6,,,93.0,146.4
2023/03(E),메이슨캐피탈,021880,기타금융,183,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,메카로,241770,반도체와반도체장비,202,-13.2,24.7,0.6,-38.7,8.7,47.4,19.8,90.4,70.6,,,,,,,,,,,,,,,,,
2017/12,메카로,241770,반도체와반도체장비,202,384.3,27.4,1.0,-40.7,11.3,52.0,501.9,671.4,169.5,0.2,0.2,,,38.4,,38.4,2.7,30.1,,,80.1,,79.5,,55.5,891.6
2018/12,메카로,241770,반도체와반도체장비,202,247.0,34.2,1.3,-239.6,132.5,372.1,-80.7,9.1,29.2,0.1,0.1,,,192.8,,192.8,6.7,,,,,,,29.2,891.6,817.2
2019/12,메카로,241770,반도체와반도체장비,202,148.8,48.3,2.4,-356.6,149.3,505.9,-57.1,15.4,16.1,,,,,363.4,,363.4,10.5,5.0,,,5.3,,,,817.2,550.9
2020/12,메카로,241770,반도체와반도체장비,202,126.0,89.3,3.5,-196.4,124.3,320.7,-45.4,9.4,38.7,10.2,10.2,6.4,,187.6,,187.6,3.0,6.0,,3.0,6.1,,,18.8,550.9,431.2
2021/12,메카로,241770,반도체와반도체장비,202,123.1,95.7,4.9,-198.5,73.4,271.9,-15.9,16.1,31.8,36.1,36.1,2.5,,220.4,,220.4,9.1,12.0,,,21.7,,,,431.2,341.0
2022/12(E),메카로,241770,반도체와반도체장비,202,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,메타바이오메드,059210,건강관리장비와용품,211,50.3,31.2,6.0,-61.8,100.5,162.4,31.4,360.4,326.9,,,,,,,,,,,,,,,,,
2017/12,메타바이오메드,059210,건강관리장비와용품,211,-2.5,28.7,4.8,-51.6,175.4,227.0,74.7,138.0,61.2,6.7,6.7,,,88.0,,88.0,22.7,,,138.0,,,59.6,1.6,35.2,54.7
2018/12,메타바이오메드,059210,건강관리장비와용품,211,-52.8,30.8,3.5,231.9,805.2,573.2,-179.3,102.4,279.6,14.3,14.3,0.1,,90.8,,90.8,18.1,,,46.4,,,274.6,5.0,54.7,54.9
2019/12,메타바이오메드,059210,건강관리장비와용품,211,28.6,35.8,1.4,-67.3,173.0,240.2,6.7,73.6,64.5,,,,,75.6,,75.6,5.1,,,73.6,,,57.6,1.3,54.9,23.5
2020/12,메타바이오메드,059210,건강관리장비와용품,211,48.6,36.9,2.5,-99.2,135.7,234.8,114.0,167.6,51.2,0.1,0.1,2.7,,22.2,,22.2,10.9,,,167.6,,,46.3,,23.5,86.4
2021/12,메타바이오메드,059210,건강관리장비와용품,211,111.4,33.0,2.7,63.2,116.3,53.1,-161.1,19.5,178.3,14.1,14.1,,,20.7,,20.7,0.3,,,19.5,,,175.0,,86.4,101.1
2022/12(E),메타바이오메드,059210,건강관리장비와용품,211,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,멕아이씨에스,058110,건강관리장비와용품,211,-22.3,4.1,0.3,-2.6,4.6,7.4,49.6,73.5,21.2,,,,,,,,,,,,,,,,,
2017/12,멕아이씨에스,058110,건강관리장비와용품,211,-9.4,4.3,0.4,-2.6,2.4,5.3,-6.1,1.1,4.9,,,,,3.4,,3.4,0.3,1.1,,,,,,,53.8,35.5
2018/12,멕아이씨에스,058110,건강관리장비와용품,211,-16.2,3.6,0.4,-17.8,4.6,22.6,9.0,18.1,3.3,,,,,2.1,,2.1,0.3,4.3,,9.0,,,0.2,,35.5,10.3
2019/12,멕아이씨에스,058110,건강관리장비와용품,211,-10.6,15.4,0.5,-1.3,0.8,2.1,7.7,34.2,26.5,0.2,0.2,,,1.6,,1.6,0.4,9.2,25.0,,,20.0,0.4,,10.3,6.1
2020/12,멕아이씨에스,058110,건강관리장비와용품,211,34.5,19.0,0.4,-100.0,1.6,101.6,86.7,108.1,21.3,0.6,0.6,,,93.5,,93.5,0.3,1.9,36.5,45.0,11.3,,,,6.1,27.3
2021/12,멕아이씨에스,058110,건강관리장비와용품,211,71.1,23.4,0.3,-61.6,2.7,64.3,252.3,440.7,188.3,0.3,0.3,,,34.0,,34.0,12.4,136.7,,23.7,133.5,,,41.0,27.3,289.4
2022/12(E),멕아이씨에스,058110,건강관리장비와용품,211,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,멜파스,096640,핸드셋,207,36.1,41.0,3.3,-75.3,78.3,153.6,-8.7,180.2,188.9,,,,,,,,,,,,,,,,,
2017/12,멜파스,096640,핸드셋,207,-66.3,26.7,3.3,92.7,98.2,5.5,-40.8,,40.8,2.1,2.1,1.6,,1.4,,1.4,2.1,,,,,,,,29.6,13.4
2018/12,멜파스,096640,핸드셋,207,-81.4,6.8,2.9,147.8,250.3,102.5,-33.5,216.5,250.0,,,,,5.8,,0.3,,,216.5,,,,,,13.4,46.8
2019/12,멜파스,096640,핸드셋,207,-4.5,6.0,2.1,-18.1,0.1,18.3,-16.2,94.9,111.1,0.1,0.1,,,0.2,,0.2,,,85.0,,20.0,91.1,,,66.6,28.5
2020/12,멜파스,096640,핸드셋,207,93.4,5.3,1.1,2.7,3.0,0.3,-85.2,62.6,147.8,,,,,0.1,,0.1,0.2,,,,1.5,146.2,,,28.5,37.9
2021/12,멜파스,096640,핸드셋,207,-196.2,5.3,1.1,63.4,63.6,0.2,116.9,293.2,176.2,,,,,0.2,,0.2,,177.5,50.0,,175.9,,,,37.9,22.0
2022/12(E),멜파스,096640,핸드셋,207,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,명성티엔에스,257370,전기제품,221,-81.6,1.8,,43.1,52.2,9.1,38.0,112.0,71.3,,,,,,,,,,,,,,,,,
2017/12,명성티엔에스,257370,전기제품,221,84.7,1.9,,-156.2,47.1,203.3,67.7,323.4,252.1,46.0,46.0,,,195.5,,195.5,5.1,163.5,,135.0,181.5,,35.0,0.6,7.0,3.2
2018/12,명성티엔에스,257370,전기제품,221,-131.6,3.0,,-67.9,6.0,73.9,230.9,470.7,234.5,,,,,67.3,,67.3,2.5,200.5,,5.0,234.5,,,,3.2,34.5
2019/12,명성티엔에스,257370,전기제품,221,15.1,4.1,0.5,-18.5,2.6,21.1,3.7,134.5,126.5,,,,,1.3,,1.3,,134.5,,,106.5,,,,34.5,34.5
2020/12,명성티엔에스,257370,전기제품,221,-113.6,5.9,0.5,18.6,31.5,12.9,89.4,222.5,128.8,0.7,0.7,5.0,,3.0,,3.0,2.5,156.5,52.0,,107.0,,,20.0,34.5,28.4
2021/12,명성티엔에스,257370,전기제품,221,37.8,6.2,0.5,3.2,7.8,4.6,-42.0,33.2,69.7,1.1,1.1,,,,,,,,,33.0,59.5,,3.0,,28.4,27.4
2022/12(E),명성티엔에스,257370,전기제품,221,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,모다이노칩,080420,전자장비와기기,197,790.4,133.1,1.5,-453.4,753.9,1207.3,-113.6,656.4,759.1,,,,,,,,,,,,,,,,,
2017/12,모다이노칩,080420,전자장비와기기,197,537.9,173.8,4.3,-563.9,1295.7,1859.7,137.3,2799.8,2662.5,47.1,47.1,,,651.6,,651.6,10.1,2324.4,,150.0,2359.9,58.0,,,433.2,559.6
2018/12,모다이노칩,080420,전자장비와기기,197,-24.5,194.2,6.2,-339.6,1071.0,1410.6,171.0,2319.3,2148.3,53.5,53.5,1.0,,513.6,,513.6,11.8,1981.4,,,1806.3,,,,559.6,368.8
2019/12,모다이노칩,080420,전자장비와기기,197,306.3,185.7,7.3,-972.0,500.7,1472.7,460.8,2055.4,1594.6,42.7,42.7,4.6,,1164.2,,1164.2,28.3,1550.6,,,1006.1,,,,368.8,248.0
2020/12,모다이노칩,080420,전자장비와기기,197,94.9,326.4,8.7,-258.9,806.6,1065.5,171.0,1715.4,1544.4,275.6,275.6,,,787.4,,787.4,14.7,1403.0,,,886.2,,,,248.0,263.3
2021/12,모다이노칩,080420,전자장비와기기,197,599.0,297.7,11.9,-751.0,133.7,884.7,328.6,2213.6,1884.9,2.6,2.6,1.7,,739.2,,739.2,18.1,1155.9,,846.5,1117.3,191.3,,,263.3,454.9
2022/12(E),모다이노칩,080420,전자장비와기기,197,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,모바일리더,100030,소프트웨어,33,28.6,1.1,4.6,-47.5,161.3,208.8,0.2,0.2,,,,,,,,,,,,,,,,,,
2017/12,인지소프트,100030,소프트웨어,33,15.8,1.0,3.1,-18.8,89.7,108.5,,,,,,,,1.2,,1.2,1.6,,,,,,,,22.5,19.5
2018/12,인지소프트,100030,소프트웨어,33,32.5,0.9,1.1,-31.1,78.9,110.0,-0.7,4.4,5.2,,,,,1.1,,1.1,5.9,,,4.4,,,0.2,5.0,19.5,20.0
2019/12,인지소프트,100030,소프트웨어,33,80.7,1.0,2.6,-52.0,144.5,196.6,-0.5,,0.5,,,3.9,,0.3,,0.3,2.9,,,,,,0.5,,20.0,48.2
2020/12,인지소프트,100030,소프트웨어,33,33.4,7.2,2.2,-146.3,181.7,328.0,93.5,103.5,10.0,,,,,1.9,,1.9,0.2,,103.5,,0.1,,0.2,5.0,48.2,28.8
