period,shareName,shareCode,marketName,marketCode,operatingCashFlow,depreciation,amortization,investingCashFlow,investingCashFlowIn,investingCashFlowOut,financingCashFlow,financingCashFlowIn,financingCashFlowOut,decreaseInTangibleAssets,decreaseInOtherTangibleAssets,decreaseInIntangibleAssets,increaseInInvestmentRealEstate,increaseInTangibleAssets,increaseInRealEstate,increaseInOtherTangibleAssets,increaseInIntangibleAssets,increaseInShortTermBorrowings,increaseInDebt,increaseInLongTermBorrowings,decreaseInShortTermBorrowings,decreaseInDebt,decreaseInLongTermBorrowings,acquisitionOfTreasuryStock,beginningOfTermCashAndCashEquivalents,endOfTermCashAndCashEquivalents
2021/03,신도리코,029530,사무용전자제품,231,107.6,34.9,0.2,-750.1,1180.6,1930.7,-8.7,128.7,137.5,2.2,2.2,,,1.6,,1.6,,128.7,,,125.9,,,10.3,1591.8,951.1
2021/06,신도리코,029530,사무용전자제품,231,235.6,34.1,0.1,-358.5,1173.1,1531.5,-10.6,79.7,90.3,129.5,129.5,,1.7,12.3,,12.3,,79.7,,,76.7,,,11.6,951.1,818.8
2021/09,신도리코,029530,사무용전자제품,231,-2.0,31.4,0.1,623.1,2362.7,1739.6,-56.7,201.1,257.8,1070.3,1070.3,,,18.4,,18.4,,199.2,,,212.2,,,42.1,818.8,1438.8
2021/12,신도리코,029530,사무용전자제품,231,-129.4,34.0,0.1,690.5,1996.2,1305.7,-44.6,106.1,150.7,0.8,0.8,,,18.4,,18.4,0.1,107.0,,,109.1,,,39.2,1438.8,2029.5
2022/03,신도리코,029530,사무용전자제품,231,56.0,31.6,0.1,-1145.6,1748.8,2894.5,-101.7,120.1,221.8,269.5,269.5,,,6.0,,6.0,,119.6,,,129.7,,,89.5,2029.5,841.6
2022/06,신도리코,029530,사무용전자제품,231,-191.4,39.2,0.1,450.1,2670.0,2219.9,-227.3,153.8,238.7,103.5,103.5,,,3.8,,3.8,0.2,150.4,,,138.5,,,95.4,841.6,881.7
2022/09(E),신도리코,029530,사무용전자제품,231,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/06,신라교역,004970,식품,38,-51.5,18.4,4.8,29.1,62.1,67.8,104.5,200.0,12.2,,,,,,,,,,,,,,,,,
2020/09,신라교역,004970,식품,38,-57.4,18.6,4.8,94.0,94.4,-16.9,-12.1,,8.9,,,,,,,,,,,,,,,,,
2020/12,신라교역,004970,식품,38,128.2,28.0,4.9,-110.7,5.6,125.7,-216.3,,213.3,0.1,0.1,,,34.9,,34.9,1.3,,,,,,200.0,,439.4,224.5
2021/03,신라교역,004970,식품,38,112.0,20.8,4.9,-27.6,120.9,187.8,-16.9,,14.6,19.7,19.7,,,36.1,,36.1,,,,,,,8.9,,224.5,285.2
2021/06,신라교역,004970,식품,38,-6.9,20.6,4.9,10.8,4.5,2.7,2.9,130.0,44.6,-9.9,-9.9,,,35.7,,35.7,,,,130.0,,,8.9,29.9,285.2,297.4
2021/09,신라교역,004970,식품,38,175.2,20.4,4.9,21.8,160.8,154.5,-19.1,,16.4,0.2,0.2,,,50.9,,50.9,,,,,,,9.5,,297.4,479.4
2021/12,신라교역,004970,식품,38,-303.9,19.7,4.9,301.8,342.9,47.1,21.8,30.0,5.4,269.7,269.7,,,72.6,,72.6,,,,30.0,,,,,479.4,496.3
2022/03,신라교역,004970,식품,38,9.1,18.5,4.9,-41.8,159.3,204.3,42.1,50.0,4.0,,,,0.6,78.3,,78.3,4.5,,,50.0,,,,,496.3,503.5
2022/06,신라교역,004970,식품,38,227.9,18.8,5.0,51.4,66.8,44.0,62.2,150.0,4.1,,,,,43.3,,43.3,0.2,,,150.0,,,,,503.5,843.8
2022/09(E),신라교역,004970,식품,38,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/06,신성이엔지,011930,반도체와반도체장비,202,-12.3,25.0,2.8,-21.2,1.8,23.0,47.9,57.9,10.0,,,,,,,,,,,,,,,,,
2020/09,신성이엔지,011930,반도체와반도체장비,202,80.4,25.6,2.8,-30.5,18.6,49.1,87.2,386.3,299.1,,,,,,,,,,,,,,,,,
2020/12,신성이엔지,011930,반도체와반도체장비,202,120.4,23.3,1.8,-29.7,61.4,91.1,-123.8,377.2,501.0,,,,,83.2,,83.2,0.4,,,17.0,479.7,12.6,,,364.9,330.0
2021/03,신성이엔지,011930,반도체와반도체장비,202,-226.8,18.5,2.6,-50.0,1.5,51.5,243.9,276.9,33.0,,,,,38.0,,38.0,3.6,269.7,,,,24.1,,,330.0,301.4
2021/06,신성이엔지,011930,반도체와반도체장비,202,-40.1,18.7,3.0,-30.5,28.0,58.4,76.6,116.6,40.1,,,,,25.8,,25.8,0.8,-37.4,50.0,92.0,,1.1,22.1,,301.4,310.9
2021/09,신성이엔지,011930,반도체와반도체장비,202,-10.5,19.0,2.8,-67.7,-5.5,62.1,-0.5,6.0,6.5,,,,,53.2,,53.2,0.1,-38.1,,40.0,,0.3,6.2,,310.9,241.1
2021/12,신성이엔지,011930,반도체와반도체장비,202,64.4,17.8,2.8,79.8,204.0,124.3,-199.4,-152.6,46.8,2.0,2.0,,,79.3,,79.3,6.7,-194.3,,40.0,38.5,,,,241.1,185.5
2022/03,신성이엔지,011930,반도체와반도체장비,202,-41.1,14.6,2.7,85.5,153.6,68.0,72.5,130.8,58.3,1.5,1.5,,,45.0,,45.0,2.4,116.1,,,,15.7,23.8,,185.5,289.6
2022/06,신성이엔지,011930,반도체와반도체장비,202,22.7,15.2,2.7,-68.1,42.9,111.0,16.2,20.5,4.3,0.2,0.2,,,39.4,,39.4,15.8,20.3,,,,,,,289.6,256.3
2022/09(E),신성이엔지,011930,반도체와반도체장비,202,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/06,신성통상,005390,"섬유,의류,신발,호화품",134,223.9,144.2,0.4,-242.7,32.9,275.6,8.0,3040.4,3032.5,,,,,,,,,,,,,,,,,
2020/09,신성통상,005390,"섬유,의류,신발,호화품",134,-127.5,149.3,0.4,-152.0,0.7,152.7,144.4,436.2,291.8,,,,,,,,,,,,,,,,,
2020/12,신성통상,005390,"섬유,의류,신발,호화품",134,1219.6,172.3,0.4,-186.3,22.8,209.1,-620.0,1425.4,2045.4,0.2,0.2,,,174.7,,174.7,0.1,564.8,691.7,168.9,897.6,807.0,109.7,,245.9,649.4
2021/03,신성통상,005390,"섬유,의류,신발,호화품",134,224.1,161.3,0.5,-265.2,130.7,395.9,81.5,930.8,849.2,1.1,1.1,,,101.5,,101.5,2.7,429.3,501.1,,416.0,281.0,2.5,,649.4,685.3
2021/06,신성통상,005390,"섬유,의류,신발,호화품",134,419.7,167.7,0.6,-179.2,245.8,425.0,-351.6,694.5,1046.2,4.5,4.5,,,135.9,,135.9,0.3,508.8,185.7,,433.4,-1119.0,-259.6,,685.3,596.6
2021/09,신성통상,005390,"섬유,의류,신발,호화품",134,195.0,174.4,0.5,-173.9,382.9,556.8,-99.3,582.9,682.2,4.8,4.8,,,110.4,,110.4,0.8,382.3,100.0,,359.6,,,,596.6,531.1
2021/12,신성통상,005390,"섬유,의류,신발,호화품",134,976.8,173.4,0.6,-527.2,352.0,879.3,-317.9,790.4,1108.3,1.4,1.4,,,170.0,,170.0,1.3,190.4,100.0,,577.6,,3.3,,531.1,651.9
2022/03,신성통상,005390,"섬유,의류,신발,호화품",134,-800.3,187.0,0.6,554.6,867.8,313.1,170.3,651.7,481.4,1.0,1.0,,,93.8,,93.8,2.4,582.0,-30.2,,217.9,,,,651.9,574.2
2022/06,신성통상,005390,"섬유,의류,신발,호화품",134,347.3,189.8,0.9,-26.4,136.1,162.5,-268.8,629.2,897.9,-0.2,-0.2,,,107.4,,107.4,11.2,383.1,346.0,,650.1,,,,574.2,630.9
2022/09(E),신성통상,005390,"섬유,의류,신발,호화품",134,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/06,신세계건설,034300,건설,42,183.7,49.7,3.4,-91.3,21.3,112.6,-27.8,114.0,105.9,,,,,,,,,,,,,,,,,
2020/09,신세계건설,034300,건설,42,87.0,36.9,3.5,-33.7,7.0,40.8,-12.6,54.0,62.6,,,,,,,,,,,,,,,,,
2020/12,신세계건설,034300,건설,42,-315.6,48.8,3.5,-14.0,23.3,37.3,16.0,49.3,29.3,12.0,12.0,,,10.9,,10.9,,,,,,,,,675.5,362.0
2021/03,신세계건설,034300,건설,42,1112.9,48.0,3.7,-204.2,27.7,231.9,-23.4,74.0,93.4,,,12.3,,14.8,,14.8,9.0,,,,,,,,362.0,1247.2
2021/06,신세계건설,034300,건설,42,101.1,51.5,3.8,-66.4,9.4,75.8,19.0,118.7,63.7,0.1,0.1,,,24.5,,24.5,0.4,,10.0,,,10.0,,,1247.2,1300.9
2021/09,신세계건설,034300,건설,42,337.1,58.1,3.6,1.9,140.5,138.6,-36.3,21.0,53.3,,,,,14.9,,14.9,,,,,,,,,1300.9,1603.6
2021/12,신세계건설,034300,건설,42,-781.8,52.5,3.5,-88.6,75.3,163.9,-26.3,,22.3,,,,,114.4,,114.4,,,,,,,,,1603.6,706.9
2022/03,신세계건설,034300,건설,42,558.4,72.3,3.5,-130.8,38.2,169.0,-70.5,93.0,159.5,,,,,78.7,,78.7,,,10.0,,,10.0,,,706.9,1064.1
2022/06,신세계건설,034300,건설,42,-252.5,48.8,3.6,-44.3,25.2,69.5,-127.0,367.0,456.0,,,,,36.6,,36.6,,,,,,,,,1064.1,640.3
2022/09(E),신세계건설,034300,건설,42,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/06,신세계,004170,백화점과일반상점,198,2493.8,1645.4,53.0,-982.0,668.8,1650.8,-374.5,19036.8,19059.4,,,,,,,,,,,,,,,,,
2020/09,신세계,004170,백화점과일반상점,198,2980.4,1581.2,57.3,-1335.7,220.9,1556.6,-2640.0,5439.0,8078.9,,,,,,,,,,,,,,,,,
2020/12,신세계,004170,백화점과일반상점,198,2628.9,1609.6,62.0,-1035.2,402.2,1437.4,-853.4,6169.7,7023.1,6.3,6.3,2.5,,1183.4,,1183.4,24.0,5743.4,-0.4,390.0,5817.0,,1200.0,,3150.4,3887.2
2021/03,신세계,004170,백화점과일반상점,198,2843.1,1554.9,56.4,-1197.9,295.1,1493.0,-578.9,13373.5,13952.4,8.6,8.6,23.3,,954.6,,954.6,28.6,8126.2,4436.2,802.5,8281.8,2644.0,1970.0,,3887.2,4952.3
2021/06,신세계,004170,백화점과일반상점,198,2383.9,1519.9,50.2,-2799.8,257.5,3057.3,133.0,11779.6,11358.7,2.4,2.4,1.2,,1807.9,,1807.9,32.9,9685.1,1993.8,60.0,9913.5,326.4,500.1,,4952.3,4671.3
2021/09,신세계,004170,백화점과일반상점,198,2738.2,1558.4,68.0,-2313.3,2517.5,4830.8,-679.9,27469.7,28216.3,-0.2,-0.2,1.4,,1499.2,,1499.2,27.5,26161.0,1196.4,,24582.2,629.6,2870.5,,4671.3,4428.9
2021/12,신세계,004170,백화점과일반상점,198,3079.7,1638.8,69.6,-1942.9,1239.1,3182.1,219.9,1977.7,1757.8,0.4,0.4,,887.6,1582.6,,1582.6,35.1,-861.7,2593.3,193.7,991.8,981.8,-366.8,,4428.9,5777.9
2022/03,신세계,004170,백화점과일반상점,198,1464.8,1539.9,69.0,-1864.3,1271.3,3135.6,3448.7,15697.7,12249.0,11.3,11.3,69.0,4.2,722.2,,722.2,54.3,12233.6,3326.7,,11831.3,,0.3,,5777.9,8825.1
2022/06,신세계,004170,백화점과일반상점,198,3597.7,1550.6,65.7,-2004.8,1364.4,3369.1,-4228.5,6347.0,10035.1,-1.2,-1.2,0.3,0.2,1006.3,,1006.3,28.3,6268.5,,7.0,6485.4,3367.5,0.5,,8825.1,6205.5
2022/09(E),신세계,004170,백화점과일반상점,198,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/06,신세계 I&C,035510,IT서비스,154,331.0,35.9,3.8,175.4,355.8,180.4,-615.6,347.8,930.7,,,,,,,,,,,,,,,,,
2020/09,신세계 I&C,035510,IT서비스,154,-93.5,35.7,3.8,47.9,220.8,173.0,37.4,41.5,4.1,,,,,,,,,,,,,,,,,
2020/12,신세계 I&C,035510,IT서비스,154,55.6,32.9,4.6,43.8,100.4,56.6,-4.4,1.1,5.5,,,,,52.9,,52.9,1.6,,,,,,,,371.7,466.7
2021/03,신세계 I&C,035510,IT서비스,154,15.9,29.4,7.1,-93.2,2.0,95.1,32.5,36.8,4.3,,,,,68.9,,68.9,21.4,,,,,,,,466.7,422.0
2021/06,신세계 I&C,035510,IT서비스,154,159.9,29.0,8.6,-57.3,0.1,57.4,-33.3,0.2,4.4,,,,,47.2,,47.2,0.1,,,,,,,,422.0,491.3
2021/09,신세계 I&C,035510,IT서비스,154,19.5,29.9,9.3,-79.7,1.3,81.0,247.4,252.0,4.5,,,,,58.5,,58.5,0.3,,,,,,,,491.3,678.5
2021/12,신세계 I&C,035510,IT서비스,154,123.5,31.1,9.6,-92.8,1.5,94.3,-4.9,0.2,5.1,,,,,81.7,,81.7,1.0,,,,,,,,678.5,704.3
2022/03,신세계 I&C,035510,IT서비스,154,173.6,31.8,9.7,-110.7,87.7,198.4,-5.0,0.3,5.3,,,,,47.5,,47.5,1.4,,,,,,,,704.3,762.2
2022/06,신세계 I&C,035510,IT서비스,154,183.8,33.3,10.2,-137.9,-83.6,54.3,-38.4,0.2,5.8,,,,,40.3,,40.3,0.3,,,,,,,,762.2,769.7
2022/09(E),신세계 I&C,035510,IT서비스,154,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/06,신세계인터내셔날,031430,"섬유,의류,신발,호화품",134,460.8,144.2,14.1,-201.1,109.2,310.3,397.4,915.7,439.7,,,,,,,,,,,,,,,,,
2020/09,신세계인터내셔날,031430,"섬유,의류,신발,호화품",134,-378.0,149.6,14.8,-197.1,8.7,205.9,-200.9,1748.8,1949.8,,,,,,,,,,,,,,,,,
2020/12,신세계인터내셔날,031430,"섬유,의류,신발,호화품",134,934.5,151.0,15.9,-151.4,119.1,270.5,-564.2,788.9,1353.1,0.4,0.4,,,59.8,,40.6,22.2,788.9,,,1290.3,647.3,,,49.2,267.5
2021/03,신세계인터내셔날,031430,"섬유,의류,신발,호화품",134,232.7,145.8,15.4,-148.1,171.7,319.8,-206.7,989.9,1196.5,1.5,1.4,,,54.2,,13.3,25.2,424.2,557.0,,589.0,,,,267.5,143.5
2021/06,신세계인터내셔날,031430,"섬유,의류,신발,호화품",134,687.4,141.9,16.0,-66.6,53.3,119.9,-561.3,1530.4,2013.2,0.4,0.2,,,42.9,,20.5,32.2,1530.4,,,1629.5,,,,143.5,203.1
2021/09,신세계인터내셔날,031430,"섬유,의류,신발,호화품",134,-243.6,138.9,20.6,-102.5,80.9,183.4,275.0,965.1,690.1,0.9,0.5,1.4,,111.9,,60.0,26.5,965.1,,,631.3,,,,203.1,137.5
2021/12,신세계인터내셔날,031430,"섬유,의류,신발,호화품",134,856.3,131.0,20.3,-57.2,53.4,110.5,-455.3,509.3,964.6,0.5,0.5,,,122.4,,86.7,32.3,509.3,,,799.2,981.8,,,137.5,482.4
2022/03,신세계인터내셔날,031430,"섬유,의류,신발,호화품",134,148.8,122.3,21.0,-403.3,51.0,454.3,19.7,319.3,299.6,10.2,9.9,27.0,,46.8,,31.0,22.5,199.2,,,251.3,,,,482.4,249.4
2022/06,신세계인터내셔날,031430,"섬유,의류,신발,호화품",134,630.1,116.7,20.3,-207.1,346.7,553.8,-81.9,214.9,189.7,-9.9,-9.9,,,113.2,,80.6,16.0,214.9,,,147.7,,,,249.4,595.5
2022/09(E),신세계인터내셔날,031430,"섬유,의류,신발,호화품",134,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/06,신세계푸드,031440,"호텔,레스토랑,레저",161,92.1,132.8,3.9,119.8,204.1,84.2,-546.4,955.1,1472.5,,,,,,,,,,,,,,,,,
2020/09,신세계푸드,031440,"호텔,레스토랑,레저",161,469.8,147.4,5.5,-78.9,14.9,93.8,-98.0,572.5,670.5,,,,,,,,,,,,,,,,,
2020/12,신세계푸드,031440,"호텔,레스토랑,레저",161,251.7,155.6,5.8,-120.6,209.1,329.7,-404.1,141.8,545.9,5.9,5.9,,,69.1,,69.1,0.5,50.5,,,466.2,,,,486.7,207.5
2021/03,신세계푸드,031440,"호텔,레스토랑,레저",161,385.4,137.4,6.4,-35.4,58.8,94.1,-75.2,998.6,1073.8,6.3,6.3,,,84.5,,84.5,0.2,,997.6,,,,,,207.5,485.0
2021/06,신세계푸드,031440,"호텔,레스토랑,레저",161,265.4,139.1,6.4,-30.9,53.2,84.1,-95.2,2.0,68.1,6.2,6.2,,,78.3,,78.3,1.0,,,,,,,,485.0,623.6
2021/09,신세계푸드,031440,"호텔,레스토랑,레저",161,148.8,138.2,6.8,-55.9,48.1,104.0,-63.5,2.5,66.0,12.2,12.2,,,100.2,,100.2,0.8,,,,,,,,623.6,654.6
2021/12,신세계푸드,031440,"호텔,레스토랑,레저",161,-71.4,97.7,6.7,-145.6,3.4,149.0,14.2,2.6,-11.7,4.3,4.3,,,144.1,,144.1,0.1,,,,,,,,654.6,452.5
2022/03,신세계푸드,031440,"호텔,레스토랑,레저",161,87.7,124.8,6.5,145.8,287.7,142.0,-60.4,5.4,65.8,3.9,3.9,5.9,,124.8,,124.8,,4.7,,,4.7,,,,452.5,615.8
2022/06,신세계푸드,031440,"호텔,레스토랑,레저",161,5.7,123.2,6.3,-65.9,26.2,92.1,-90.6,2.1,63.7,6.4,6.4,,,86.2,,86.2,1.2,,,,,,,,615.8,468.6
2022/09(E),신세계푸드,031440,"호텔,레스토랑,레저",161,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/06,신송홀딩스,006880,식품과기본식료품소매,227,38.6,3.4,0.0,-35.8,67.8,107.1,-9.9,774.0,774.4,,,,,,,,,,,,,,,,,
2020/09,신송홀딩스,006880,식품과기본식료품소매,227,-5.8,3.4,,79.9,94.3,14.4,86.2,428.2,342.0,,,,,,,,,,,,,,,,,
2020/12,신송홀딩스,006880,식품과기본식료품소매,227,72.4,3.7,,-32.8,15.0,51.1,-199.7,384.4,584.1,0.2,0.2,,,8.2,,8.2,0.1,,,384.4,,,579.9,2.9,183.8,23.4
2021/03,신송홀딩스,006880,식품과기본식료품소매,227,-172.6,3.9,,3.8,18.4,14.9,210.1,610.9,400.9,,,,,4.8,,4.8,0.1,,,610.9,,,399.9,,23.4,64.9
2021/06,신송홀딩스,006880,식품과기본식료품소매,227,40.4,3.8,,-272.6,24.9,300.8,209.7,448.1,221.6,15.6,15.6,,6.3,-2.8,,-2.8,,,,448.1,,,219.4,1.3,64.9,42.3
2021/09,신송홀딩스,006880,식품과기본식료품소매,227,181.6,5.5,,-22.5,8.4,30.9,-155.0,210.3,370.9,0.1,0.1,,2.9,10.0,,10.0,,,,210.3,,,360.5,9.5,42.3,46.8
2021/12,신송홀딩스,006880,식품과기본식료품소매,227,-15.5,3.2,,-12.4,16.2,33.7,22.7,1312.5,1289.8,0.1,0.1,,3.2,0.3,,0.3,,,,1312.5,,,1279.9,8.8,46.8,41.6
2022/03,신송홀딩스,006880,식품과기본식료품소매,227,39.1,4.4,,-7.4,0.2,7.6,-23.8,549.0,572.9,,,,,2.8,,2.8,,,,549.0,,,569.4,2.5,41.6,49.6
2022/06,신송홀딩스,006880,식품과기본식료품소매,227,-40.5,9.2,,40.7,44.9,4.4,-12.9,369.7,368.5,,,,2.3,4.3,,4.3,0.6,,,369.7,,,367.6,,49.6,38.5
2022/09(E),신송홀딩스,006880,식품과기본식료품소매,227,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/06,신영와코루,005800,"섬유,의류,신발,호화품",134,27.0,6.4,0.5,-101.4,584.0,685.4,184.6,213.4,15.3,,,,,,,,,,,,,,,,,
2020/09,신영와코루,005800,"섬유,의류,신발,호화품",134,71.3,6.8,0.5,94.7,207.3,112.6,3.1,18.3,15.2,,,,,,,,,,,,,,,,,
2020/12,신영와코루,005800,"섬유,의류,신발,호화품",134,6.0,9.0,0.6,186.8,325.8,139.0,-9.1,13.2,22.3,2.3,,,2.6,-2.4,,,0.8,13.2,,,20.0,,,,462.6,646.0
2021/03,신영와코루,005800,"섬유,의류,신발,호화품",134,-16.4,7.6,0.6,-26.9,127.8,154.8,-1.0,7.1,8.1,,,1.7,,,,,0.3,7.1,,,5.8,,,,646.0,601.8
2021/06,신영와코루,005800,"섬유,의류,신발,호화품",134,49.0,8.8,0.6,-328.3,103.0,431.3,-20.3,207.1,213.9,,,,0.2,0.4,,,0.1,207.1,,,210.2,,,,601.8,302.1
2021/09,신영와코루,005800,"섬유,의류,신발,호화품",134,80.3,12.4,0.6,-151.3,111.1,262.4,-4.8,5.7,10.4,,,,,0.2,,,0.6,5.7,,,3.5,,,,302.1,226.3
2021/12,신영와코루,005800,"섬유,의류,신발,호화품",134,53.6,9.5,0.6,-52.6,233.5,286.1,-6.7,-193.1,-186.3,,,,,0.4,,,0.6,-193.1,,,-191.4,,,,226.3,222.5
2022/03,신영와코루,005800,"섬유,의류,신발,호화품",134,-5.7,9.3,0.6,79.1,250.2,171.1,0.4,9.7,9.3,,,,0.3,6.8,,,0.9,9.7,,,4.0,,,,222.5,296.7
2022/06,신영와코루,005800,"섬유,의류,신발,호화품",134,53.8,9.5,0.5,-1.5,212.8,214.4,-123.8,6.1,116.4,,,,,15.8,,,0.6,6.1,,,110.8,,,,296.7,225.4
2022/09(E),신영와코루,005800,"섬유,의류,신발,호화품",134,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/06,신영증권,001720,증권,12,-9672.4,,,37.0,,,7874.4,,,,,,,,,,,,,,,,,,,
2020/09,신영증권,001720,증권,12,4057.9,,,-0.8,,,-4252.0,,,,,,,,,,,,,,,,,,,
2020/12,신영증권,001720,증권,12,-6343.6,,,-90.6,,,7065.1,,,,,,,1.4,,,5.5,,,,,,,11.4,1539.4,2154.2
2021/03,신영증권,001720,증권,12,3713.0,,,-98.7,,,-3467.1,,,7.8,,10.8,,12.5,,,9.8,,,,,,,54.3,2154.2,2304.8
2021/06,신영증권,001720,증권,12,2737.2,,,-449.2,,,-1434.6,,,0.5,,,,3.8,,,9.7,,,,,,,28.8,2304.8,3156.2
2021/09,신영증권,001720,증권,12,414.4,,,45.8,,,-289.6,,,,,,,4.6,,,10.2,,,,,,,5.3,3156.2,3361.8
2021/12,신영증권,001720,증권,12,-7351.7,,,-151.2,,,6867.8,,,0.3,,,,5.5,,,4.9,,,,,,,2.9,3361.8,2728.8
2022/03,신영증권,001720,증권,12,6565.9,,,-643.8,,,-6045.0,,,,,,,16.9,,,6.0,,,,,,,,2728.8,2625.3
2022/06,신영증권,001720,증권,12,2422.8,,,-234.6,,,-1914.6,,,0.4,,5.0,,1.7,,,7.2,,,,,,,62.8,2625.3,2929.3
2022/09(E),신영증권,001720,증권,12,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/06,신원,009270,"섬유,의류,신발,호화품",134,-187.0,10.2,1.4,-56.5,257.2,315.1,71.9,-143.7,-225.7,,,,,,,,,,,,,,,,,
2020/09,신원,009270,"섬유,의류,신발,호화품",134,-127.7,20.8,1.4,18.1,98.6,81.3,144.0,861.8,708.4,,,,,,,,,,,,,,,,,
2020/12,신원,009270,"섬유,의류,신발,호화품",134,162.2,19.8,1.5,-11.0,-14.7,-1.7,-144.6,995.0,1125.7,2.5,2.5,,,1.2,,1.5,10.9,829.9,166.3,,1028.8,71.0,-256.0,21.7,158.5,162.2
2021/03,신원,009270,"섬유,의류,신발,호화품",134,92.8,19.0,1.5,-4.6,31.1,36.4,82.1,539.5,449.7,0.5,0.5,,,17.2,,17.2,3.9,534.8,3.6,,432.3,,,11.5,162.2,339.1
2021/06,신원,009270,"섬유,의류,신발,호화품",134,-134.1,18.5,1.6,-93.9,-21.3,74.3,86.7,-92.4,-199.7,0.4,0.4,,,31.9,,31.9,3.0,-287.3,196.0,,-212.3,,,7.1,339.1,193.7
2021/09,신원,009270,"섬유,의류,신발,호화품",134,-13.4,19.4,1.7,-122.4,131.3,254.3,215.0,585.0,373.2,-0.1,-0.1,,,138.3,,136.1,21.2,538.8,11.2,35.0,367.5,,,,193.7,272.9
2021/12,신원,009270,"섬유,의류,신발,호화품",134,-65.4,18.3,1.5,-32.2,42.1,81.4,-83.8,1389.6,1438.6,0.1,0.1,,,23.1,,25.4,-13.8,1399.3,-11.2,,1433.0,,,,272.9,103.2
2022/03,신원,009270,"섬유,의류,신발,호화품",134,132.0,20.3,1.2,-48.2,32.6,82.8,29.5,659.0,615.7,0.1,0.1,,24.0,22.3,,22.3,3.1,654.0,,5.0,609.9,,,,103.2,215.7
2022/06,신원,009270,"섬유,의류,신발,호화품",134,218.3,23.0,1.4,-13.4,35.1,53.5,-89.8,729.1,763.5,0.1,0.1,,,16.4,,16.4,1.8,679.2,49.9,,732.1,,,25.7,215.7,341.0
2022/09(E),신원,009270,"섬유,의류,신발,호화품",134,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/06,신일전자,002700,가정용기기와용품,214,-35.8,3.7,0.3,-20.4,0.0,20.4,234.1,231.7,-16.5,,,,,,,,,,,,,,,,,
2020/09,신일전자,002700,가정용기기와용품,214,98.0,2.6,0.3,-22.7,0.4,23.1,67.0,56.4,-10.6,,,,,,,,,,,,,,,,,
2020/12,신일전자,002700,가정용기기와용품,214,68.0,3.8,0.3,-2.3,12.3,14.6,-271.3,-259.5,11.8,,,7.5,,1.1,,1.2,12.2,-269.6,,,,,,9.8,459.9,254.0
2021/03,신일전자,002700,가정용기기와용품,214,25.7,2.5,0.3,6.5,11.4,4.9,-14.5,2.7,17.2,,,,,1.4,,1.0,0.3,,,,17.2,,,,254.0,271.7
2021/06,신일전자,002700,가정용기기와용품,214,-108.2,3.5,0.3,9.9,12.1,2.2,218.8,236.6,3.9,,,,,1.7,,0.5,0.4,236.6,,,2.8,,,,271.7,392.2
2021/09,신일전자,002700,가정용기기와용품,214,212.6,2.4,0.3,-2.2,0.2,2.4,23.1,23.1,,,,,,2.3,,1.5,0.1,23.1,,,,,,,392.2,625.6
2021/12,신일전자,002700,가정용기기와용품,214,-58.3,4.2,0.3,-1.3,0.2,1.5,-262.3,-251.8,10.5,,,,,0.5,,0.5,0.1,-259.7,,,-11.3,,,,625.6,303.7
2022/03,신일전자,002700,가정용기기와용품,214,-101.2,2.3,0.3,-13.1,,13.1,31.9,31.9,,,,,,13.0,,0.1,,25.1,,6.8,,,,,303.7,221.3
2022/06,신일전자,002700,가정용기기와용품,214,-78.3,3.7,0.3,-173.1,0.6,173.7,269.3,288.1,1.3,,,,,23.2,,1.6,,266.9,,21.2,,,,,221.3,239.2
2022/09(E),신일전자,002700,가정용기기와용품,214,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/06,신풍제약,019170,제약,35,60.1,27.5,3.4,-53.9,351.4,405.3,-4.2,-2.5,1.6,,,,,,,,,,,,,,,,,
2020/09,신풍제약,019170,제약,35,16.5,27.2,3.4,11.0,350.9,339.9,2153.1,2343.5,190.5,,,,,,,,,,,,,,,,,
2020/12,신풍제약,019170,제약,35,52.1,27.3,3.4,-871.0,1349.2,2220.2,-1061.2,-0.6,1060.6,0.2,0.2,1.3,,10.2,,10.2,0.1,,,-0.6,,,1058.2,,2453.7,558.0
2021/03,신풍제약,019170,제약,35,-28.9,27.3,3.3,163.4,887.5,724.1,-55.9,0.3,4.6,0.1,0.1,2.4,,7.1,,7.1,3.8,,,0.3,,,1.7,,558.0,638.7
2021/06,신풍제약,019170,제약,35,-434.8,28.1,3.4,246.1,992.3,746.2,96.7,99.7,3.0,,,,,19.1,,19.1,-0.5,,,99.7,,,,,638.7,544.1
2021/09,신풍제약,019170,제약,35,-23.5,27.9,3.3,85.2,319.1,233.9,-103.0,,103.0,,,,,11.7,,11.7,0.2,,,,,,100.0,,544.1,516.6
