period,shareName,shareCode,marketName,marketCode,operatingCashFlow,depreciation,amortization,investingCashFlow,investingCashFlowIn,investingCashFlowOut,financingCashFlow,financingCashFlowIn,financingCashFlowOut,decreaseInTangibleAssets,decreaseInOtherTangibleAssets,decreaseInIntangibleAssets,increaseInInvestmentRealEstate,increaseInTangibleAssets,increaseInRealEstate,increaseInOtherTangibleAssets,increaseInIntangibleAssets,increaseInShortTermBorrowings,increaseInDebt,increaseInLongTermBorrowings,decreaseInShortTermBorrowings,decreaseInDebt,decreaseInLongTermBorrowings,acquisitionOfTreasuryStock,beginningOfTermCashAndCashEquivalents,endOfTermCashAndCashEquivalents
2020/06,AJ네트웍스,095570,도로와철도운송,220,-92.4,882.2,,-13.2,959.1,972.3,311.0,2053.0,1597.8,,,,,,,,,,,,,,,,,
2020/09,AJ네트웍스,095570,도로와철도운송,220,22.5,518.8,56.2,550.5,1519.6,969.0,-533.8,2585.3,3119.1,,,,,,,,,,,,,,,,,
2020/12,AJ네트웍스,095570,도로와철도운송,220,422.0,495.5,24.3,-73.4,122.9,196.3,-782.7,1678.0,2464.5,301.7,301.7,-6.1,13.6,67.3,,67.3,1.5,854.8,424.1,403.2,973.7,474.2,,6.4,1590.7,698.1
2021/03,AJ네트웍스,095570,도로와철도운송,220,-44.1,462.6,13.8,-5.2,322.3,327.5,116.9,1924.7,1807.8,2.3,2.3,0.4,,132.5,,132.5,1.1,1056.8,550.0,310.8,1088.2,50.0,,12.4,698.1,795.4
2021/06,AJ네트웍스,095570,도로와철도운송,220,154.0,393.9,10.3,820.5,1014.5,194.0,-877.3,1521.1,2302.8,41.6,41.6,1.8,,42.1,,42.1,2.7,706.6,148.4,651.1,1382.4,440.0,,,795.4,873.7
2021/09,AJ네트웍스,095570,도로와철도운송,220,-166.2,405.0,10.3,1033.0,1311.5,278.4,-602.8,1637.1,2239.8,0.6,0.6,,,150.4,,150.4,18.6,923.4,298.9,414.7,1153.8,400.0,,,873.7,1141.5
2021/12,AJ네트웍스,095570,도로와철도운송,220,-56.9,325.4,9.8,-297.6,142.2,439.7,65.1,1472.3,1407.2,4.5,4.5,,,132.2,,132.2,3.6,625.5,59.6,781.0,742.9,260.0,,,1141.5,852.3
2022/03,AJ네트웍스,095570,도로와철도운송,220,29.9,389.3,9.4,-167.9,85.3,253.2,-12.2,1837.5,1849.8,2.3,2.3,,,84.5,,84.5,2.2,1498.3,159.4,179.3,855.0,550.0,,,852.3,705.7
2022/06,AJ네트웍스,095570,도로와철도운송,220,-230.7,383.7,9.3,92.7,185.7,93.0,42.7,2600.2,2436.6,0.3,0.3,,,59.7,,59.7,9.3,1472.4,119.4,1007.1,1606.5,360.0,7.0,,705.7,619.9
2022/09(E),AJ네트웍스,095570,도로와철도운송,220,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/06,AK홀딩스,006840,화학,140,451.1,661.3,39.2,-12.8,1398.2,1411.1,135.8,4327.9,3955.4,,,,,,,,,,,,,,,,,
2020/09,AK홀딩스,006840,화학,140,-121.5,699.3,38.8,451.5,1993.9,1542.3,315.2,5748.1,5414.2,,,,,,,,,,,,,,,,,
2020/12,AK홀딩스,006840,화학,140,5.5,617.1,40.3,-1068.5,1012.5,2081.0,1977.5,3980.9,2003.2,1.7,1.7,0.1,,452.1,,452.1,32.6,2260.1,,1257.0,1636.3,,-53.8,0.2,3170.8,4052.7
2021/03,AK홀딩스,006840,화학,140,-171.1,557.7,39.1,-123.0,3607.3,3730.2,-233.4,2164.4,2394.7,2.6,2.6,,6.6,376.3,,376.3,8.2,2105.6,,58.6,1926.5,,44.4,,4052.7,3540.8
2021/06,AK홀딩스,006840,화학,140,12.8,555.9,37.7,-67.8,1488.1,1555.9,190.3,3802.0,3469.6,3.0,3.0,,,225.3,,225.3,14.6,3275.7,,482.2,2717.8,,338.3,,3540.8,3661.8
2021/09,AK홀딩스,006840,화학,140,-52.6,561.8,38.3,-3.8,513.3,517.1,642.8,2123.2,1443.1,257.3,257.3,0.2,0.3,448.3,,448.3,8.1,2074.3,,46.7,739.5,,310.9,,3661.8,4254.0
2021/12,AK홀딩스,006840,화학,140,113.2,566.1,37.2,-187.9,1759.5,1947.4,955.6,4532.3,3573.6,12.1,12.1,19.2,-6.6,396.5,,396.5,14.8,1517.6,,1416.3,3752.4,,-592.3,0.1,4254.0,5152.3
2022/03,AK홀딩스,006840,화학,140,-949.0,578.3,46.0,-106.7,1094.0,1200.7,436.2,2624.5,2181.3,89.9,89.9,,,225.2,,225.2,2.0,2521.9,,99.8,1753.2,,27.9,,5152.3,4536.2
2022/06,AK홀딩스,006840,화학,140,921.2,588.0,45.7,-1663.3,4648.1,6311.4,117.2,3433.1,3155.8,13.9,13.9,,,1045.8,,1045.8,4.5,2642.1,,,2669.0,,107.6,,4536.2,3928.2
2022/09(E),AK홀딩스,006840,화학,140,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/06,BGF리테일,282330,백화점과일반상점,198,1852.5,816.1,36.8,-946.2,15658.3,16604.5,-912.9,47.8,494.3,,,,,,,,,,,,,,,,,
2020/09,BGF리테일,282330,백화점과일반상점,198,1532.0,858.3,33.8,-1008.7,16956.7,17965.4,-514.3,274.1,788.4,,,,,,,,,,,,,,,,,
2020/12,BGF리테일,282330,백화점과일반상점,198,1208.4,899.0,33.0,-680.6,17247.7,17928.3,-499.2,103.2,602.4,1.0,1.0,0.7,,484.3,,484.3,16.7,,,103.2,,,117.1,,211.6,240.1
2021/03,BGF리테일,282330,백화점과일반상점,198,767.5,886.4,31.6,-217.8,15711.6,15929.4,-541.2,80.0,621.1,0.9,0.9,0.7,,224.9,,224.9,2.0,,,80.0,,,83.6,,240.1,248.6
2021/06,BGF리테일,282330,백화점과일반상점,198,2527.1,913.3,29.5,-1584.1,17460.6,19044.6,-963.8,33.6,582.7,0.7,0.7,0.3,421.8,464.2,,464.2,5.7,,,33.6,,,33.6,,248.6,227.9
2021/09,BGF리테일,282330,백화점과일반상점,198,923.6,943.0,28.7,-226.7,19978.4,20205.1,-583.1,58.3,641.5,1.3,1.3,1.0,,499.9,,499.9,10.6,,,58.3,,,69.3,,227.9,342.1
2021/12,BGF리테일,282330,백화점과일반상점,198,1163.3,963.3,27.9,-362.2,19663.8,20026.0,-598.2,52.7,650.9,0.4,0.4,0.4,,432.4,,432.4,32.7,,,52.7,,,62.7,,342.1,544.4
2022/03,BGF리테일,282330,백화점과일반상점,198,1133.7,997.6,25.8,-506.9,19496.8,20003.6,-605.8,84.4,690.2,1.0,1.0,0.2,,554.7,,554.7,3.3,,,84.4,,,73.9,,544.4,564.8
2022/06,BGF리테일,282330,백화점과일반상점,198,2239.8,1014.1,25.7,-1125.5,21047.9,22173.4,-1180.0,353.6,1015.3,0.5,0.5,1.8,,555.6,,555.6,58.0,,,353.6,,,396.9,,564.8,500.2
2022/09(E),BGF리테일,282330,백화점과일반상점,198,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/06,BGF,027410,백화점과일반상점,198,184.8,38.0,2.3,76.2,3113.6,3037.4,-52.8,110.2,57.7,,,,,,,,,,,,,,,,,
2020/09,BGF,027410,백화점과일반상점,198,25.9,22.4,3.0,-324.9,1612.9,1969.4,120.8,126.6,5.8,,,,,,,,,,,,,,,,,
2020/12,BGF,027410,백화점과일반상점,198,-8.9,23.0,3.5,13.5,1081.8,1036.8,-20.8,47.0,67.8,0.1,0.1,,,35.6,,35.6,2.7,,,47.0,,,63.0,,105.8,81.7
2021/03,BGF,027410,백화점과일반상점,198,-52.9,18.3,3.5,64.2,3497.7,4929.5,-2.2,2.6,4.8,0.1,0.1,0.5,21.0,25.6,,25.6,20.0,,,2.6,,,,,81.7,98.7
2021/06,BGF,027410,백화점과일반상점,198,101.1,22.3,3.5,-67.9,3039.4,3107.3,6.6,119.8,7.9,0.1,0.1,,4.7,33.4,,33.4,0.3,,,20.0,,,,,98.7,138.5
2021/09,BGF,027410,백화점과일반상점,198,-36.2,22.9,3.5,-35.2,1920.3,1955.5,288.2,300.0,11.8,,,,,62.9,,62.9,0.6,,,66.7,,,,,138.5,355.3
2021/12,BGF,027410,백화점과일반상점,198,3.2,24.3,3.6,1706.9,7696.7,4493.8,7.2,16.6,9.4,,,,,44.7,,44.7,2.8,,,-49.7,,,,,355.3,2072.6
2022/03,BGF,027410,백화점과일반상점,198,-97.6,33.3,29.8,7.8,442.2,434.4,-125.1,,125.1,10.9,10.9,,,42.1,,42.1,1.8,,,,,,113.1,,2072.6,1859.6
2022/06,BGF,027410,백화점과일반상점,198,13.9,31.1,28.0,-259.6,1374.1,1633.7,-135.0,,16.8,1.5,1.5,,,213.3,,213.3,1.3,,,,,,3.5,,1859.6,1485.9
2022/09(E),BGF,027410,백화점과일반상점,198,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/06,BNK금융지주,138930,은행,20,-8525.2,,,-2735.2,,,14575.1,,,,,,,,,,,,,,,,,,,
2020/09,BNK금융지주,138930,은행,20,3569.3,,,-1731.2,,,-5820.1,,,,,,,,,,,,,,,,,,,
2020/12,BNK금융지주,138930,은행,20,-2394.0,,,-6093.7,,,9629.6,,,4.8,,,,332.2,,,174.5,,7838.6,,,5800.0,,,10640.9,11527.9
2021/03,BNK금융지주,138930,은행,20,-9294.4,,,-1930.4,,,13763.0,,,38.1,,0.4,,127.6,,,84.6,,19169.4,,,14420.4,,,11527.9,14122.8
2021/06,BNK금융지주,138930,은행,20,-3963.7,,,-3372.9,,,6765.3,,,218.0,,3.2,,287.8,,,95.4,,19915.6,,,10988.4,,,14122.8,13372.8
2021/09,BNK금융지주,138930,은행,20,-1612.6,,,-4164.2,,,7360.1,,,73.5,,2.5,,249.8,,,185.4,,13851.2,,,7581.7,,,13372.8,15227.9
2021/12,BNK금융지주,138930,은행,20,3705.4,,,-4326.1,,,-977.5,,,22.4,,,,330.7,,,306.3,,8784.4,,,7200.0,,,15227.9,13540.5
2022/03,BNK금융지주,138930,은행,20,-13334.9,,,-4203.0,,,14408.8,,,27.5,,0.1,,110.4,,,121.0,,19819.4,,,18112.6,,,13540.5,10405.3
2022/06,BNK금융지주,138930,은행,20,-7679.6,,,3705.1,,,6586.8,,,43.6,,1.3,,166.7,,,140.7,,14364.9,,,12587.5,,,10405.3,13384.4
2022/09(E),BNK금융지주,138930,은행,20,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/06,BYC,001460,"섬유,의류,신발,호화품",134,134.1,31.0,0.1,24.8,24.3,-0.5,92.1,95.2,-6.1,,,,,,,,,,,,,,,,,
2020/09,BYC,001460,"섬유,의류,신발,호화품",134,61.7,31.2,0.2,-51.1,8.9,60.1,-52.0,-51.5,0.5,,,,,,,,,,,,,,,,,
2020/12,BYC,001460,"섬유,의류,신발,호화품",134,164.7,30.2,0.2,77.9,79.9,2.1,-344.0,247.6,591.6,30.8,30.8,,0.5,1.6,,1.6,,247.6,,,251.4,,340.0,,554.4,453.5
2021/03,BYC,001460,"섬유,의류,신발,호화품",134,70.2,30.0,0.3,39.7,342.0,302.3,-2.4,,2.4,,,1.2,2.0,0.1,,0.1,0.2,,,,2.2,,,,453.5,560.9
2021/06,BYC,001460,"섬유,의류,신발,호화품",134,68.6,29.9,0.2,43.0,45.1,2.1,-114.1,,104.8,23.3,23.3,,-0.6,2.7,,2.7,,,,,104.5,,,,560.9,558.5
2021/09,BYC,001460,"섬유,의류,신발,호화품",134,33.7,30.2,0.2,-206.6,9.5,216.1,-203.8,,203.8,,,,0.7,15.2,,15.2,0.2,,,,203.5,,,,558.5,181.3
2021/12,BYC,001460,"섬유,의류,신발,호화품",134,184.7,29.9,0.2,161.5,90.6,-71.0,-10.4,333.6,343.9,,,,-2.1,26.2,,26.2,0.1,187.6,,,-10.2,,,,181.3,517.0
2022/03,BYC,001460,"섬유,의류,신발,호화품",134,10.4,29.6,0.2,-81.8,439.1,520.9,-3.9,18.4,22.3,,,,0.5,18.9,,18.9,1.5,,,,1.5,,,,517.0,441.6
2022/06,BYC,001460,"섬유,의류,신발,호화품",134,45.1,29.4,0.2,425.4,246.4,-179.1,-11.9,13.3,12.6,8.5,8.5,,0.1,22.2,,22.2,-1.3,1.2,,,0.6,,,,441.6,899.9
2022/09(E),BYC,001460,"섬유,의류,신발,호화품",134,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/06,CJ,001040,복합기업,191,9901.7,4558.0,1812.6,-4038.5,4220.8,8436.6,-1227.7,11270.7,9688.6,,,,,,,,,,,,,,,,,
2020/09,CJ,001040,복합기업,191,9198.0,4602.1,1475.1,1391.8,9115.6,7826.1,-8406.6,1679.6,8651.2,,,,,,,,,,,,,,,,,
2020/12,CJ,001040,복합기업,191,11669.8,4723.9,1404.4,-5367.5,4696.8,10147.9,-4915.3,6151.4,9950.9,1518.4,1518.4,33.7,27.3,4086.9,,4086.9,1346.2,-3310.7,2961.6,5270.1,,821.4,933.7,,25253.0,26031.0
2021/03,CJ,001040,복합기업,191,5643.9,4530.6,1458.1,-335.0,7395.4,7856.1,-5348.2,9823.2,13805.4,274.6,274.6,37.8,4.2,2818.2,,2818.2,2085.3,,4626.1,3600.3,4695.7,,2402.3,,26031.0,25945.1
2021/06,CJ,001040,복합기업,191,3968.8,4377.0,1579.8,-3361.9,4948.6,8445.9,-3364.8,11515.1,12142.7,361.8,361.8,-23.9,9.3,2797.9,,2797.9,2441.4,,6357.8,1027.0,-2151.2,3313.0,-2107.1,,25945.1,23650.2
2021/09,CJ,001040,복합기업,191,9509.9,4535.8,1650.4,-1029.9,6878.5,8074.4,-10078.5,6844.2,15410.2,151.9,151.9,409.7,2.7,3563.9,,3563.9,1015.3,,3758.0,2472.5,2549.3,-3313.0,1936.8,,23650.2,22426.0
2021/12,CJ,001040,복합기업,191,14409.3,4566.0,1777.8,-11508.1,7415.4,18795.5,6489.5,8641.2,542.5,657.5,657.5,-284.1,14.2,5401.1,,5401.1,3007.7,678.1,715.2,4977.9,-5093.8,,6.9,,22426.0,31938.6
2022/03,CJ,001040,복합기업,191,-1521.5,4526.9,2789.8,-16303.7,2512.4,18941.9,7607.6,21731.4,12726.2,300.6,300.6,9.1,9.5,3642.2,,3642.2,3196.9,6402.2,9080.3,3698.5,,,,,31938.6,21849.7
2022/06,CJ,001040,복합기업,191,6909.9,4534.8,3696.7,-7384.7,2009.0,9632.7,1758.6,20485.9,15367.6,1.9,1.9,84.6,16.3,4013.3,,4013.3,3646.8,6265.8,2138.2,9484.8,,,,,21849.7,23611.8
2022/09(E),CJ,001040,복합기업,191,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/06,CJ씨푸드,011150,식품,38,42.4,16.1,0.3,-5.0,,5.0,-39.7,,38.4,,,,,,,,,,,,,,,,,
2020/09,CJ씨푸드,011150,식품,38,92.6,16.0,0.3,-10.4,0.2,10.5,-81.9,,80.9,,,,,,,,,,,,,,,,,
2020/12,CJ씨푸드,011150,식품,38,-121.0,16.1,0.3,-21.3,0.1,21.4,143.5,407.4,261.5,0.2,0.2,,,15.4,,15.4,,,197.0,210.4,,0.5,261.0,,3.0,4.3
2021/03,CJ씨푸드,011150,식품,38,20.6,15.3,0.3,-2.8,0.1,17.4,-14.0,5.8,18.1,0.1,0.1,,,15.7,,15.7,,,,5.8,,,18.1,,4.3,8.0
2021/06,CJ씨푸드,011150,식품,38,128.9,15.6,0.1,-6.8,0.3,7.1,-126.3,-5.8,118.5,,,,,4.4,,4.4,,,,-5.8,,,118.5,,8.0,3.8
2021/09,CJ씨푸드,011150,식품,38,27.7,15.5,,-5.0,2.6,7.6,-15.8,,15.8,2.3,2.3,,,7.7,,7.7,,,,,,,15.8,,3.8,10.8
2021/12,CJ씨푸드,011150,식품,38,-68.1,15.8,,-9.8,,9.8,68.2,114.9,44.0,,,,,10.5,,10.5,,,,114.9,,,44.0,,10.8,1.1
2022/03,CJ씨푸드,011150,식품,38,-82.0,13.8,,18.5,11.0,7.0,74.4,346.8,271.0,0.9,0.9,,,7.0,,7.0,,,,346.8,,,271.0,,1.1,12.0
2022/06,CJ씨푸드,011150,식품,38,6.5,13.7,,1.6,3.1,1.5,-0.9,-255.4,-256.0,0.6,0.6,,,1.5,,1.5,,,,-255.4,,,-256.0,,12.0,19.2
2022/09(E),CJ씨푸드,011150,식품,38,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/06,CS홀딩스,000590,철강,62,47.3,7.0,0.8,-139.5,25.2,164.7,-17.3,,4.2,,,,,,,,,,,,,,,,,
2020/09,CS홀딩스,000590,철강,62,53.3,7.0,0.8,188.8,231.1,42.2,-1.2,,1.2,,,,,,,,,,,,,,,,,
2020/12,CS홀딩스,000590,철강,62,75.4,7.4,0.8,-18.8,2.8,21.6,0.1,1.3,1.3,0.3,0.3,,151.8,-134.0,,-134.0,0.4,1.3,,,,,,,1329.2,1337.9
2021/03,CS홀딩스,000590,철강,62,54.6,8.4,0.8,-7.1,18.7,25.8,-16.0,,16.0,0.1,0.1,,,6.3,,6.3,,,,,,,,,1337.9,1370.2
2021/06,CS홀딩스,000590,철강,62,57.8,8.4,0.8,-98.5,35.6,134.1,-14.1,,1.2,0.8,0.8,,0.1,4.8,,4.8,0.1,,,,,,,,1370.2,1315.2
2021/09,CS홀딩스,000590,철강,62,-2.6,8.5,0.8,-278.5,2.8,281.4,-1.2,,1.2,0.1,0.1,,,4.9,,4.9,0.1,,,,,,,,1315.2,1033.6
2021/12,CS홀딩스,000590,철강,62,-28.7,8.5,0.8,-55.6,45.5,101.2,-14.6,11.3,25.9,-0.2,-0.2,,,13.4,,13.4,,11.3,,,,,,7.2,1033.6,975.6
2022/03,CS홀딩스,000590,철강,62,-35.5,8.6,0.8,61.7,70.8,9.1,-18.5,,18.5,2.1,2.1,,,6.8,,6.8,,,,,,,,12.1,975.6,993.5
2022/06,CS홀딩스,000590,철강,62,80.0,8.4,0.8,3.8,65.5,61.7,-14.2,,1.9,,,,,1.1,,1.1,,,,,,,,0.6,993.5,1066.1
2022/09(E),CS홀딩스,000590,철강,62,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/06,DB,012030,IT서비스,154,-23.1,11.6,8.8,-110.0,39.9,150.0,-36.1,107.4,143.5,,,,,,,,,,,,,,,,,
2020/09,DB,012030,IT서비스,154,82.8,11.0,8.8,23.8,58.3,34.5,-47.0,-34.2,12.8,,,,,,,,,,,,,,,,,
2020/12,DB,012030,IT서비스,154,57.5,10.6,8.9,-0.3,54.3,54.6,-53.8,-41.7,12.1,,,,,0.2,,0.2,3.3,-41.7,,,-0.5,,,,182.5,185.2
2021/03,DB,012030,IT서비스,154,-24.8,10.3,8.9,-88.7,6.2,94.9,58.8,90.1,31.3,,,1.0,,0.4,,0.4,3.8,90.1,,,18.9,,,,185.2,130.1
2021/06,DB,012030,IT서비스,154,119.3,10.2,9.0,20.5,153.9,133.4,-110.6,571.6,682.3,,,,,0.7,,0.7,0.4,65.5,494.5,11.6,19.9,650.0,,,130.1,159.4
2021/09,DB,012030,IT서비스,154,12.5,9.5,9.0,-10.6,82.6,93.2,73.2,87.6,14.3,,,,,0.5,,0.5,2.7,90.4,,-2.8,1.9,,,,159.4,232.7
2021/12,DB,012030,IT서비스,154,79.0,6.9,9.0,68.3,70.8,2.6,-215.4,-207.6,7.8,0.6,0.6,,,1.4,,1.4,1.0,-210.4,,2.8,-1.8,,,,232.7,167.1
2022/03,DB,012030,IT서비스,154,-109.3,7.8,9.0,27.8,31.0,3.1,112.3,125.4,13.1,,,1.0,,2.4,,2.4,0.6,125.4,,,2.8,,,,167.1,198.3
2022/06,DB,012030,IT서비스,154,172.7,7.6,9.1,10.4,28.2,17.8,-39.2,-14.6,24.6,,,,,1.9,,1.9,1.2,-14.6,,,14.4,,,,198.3,343.4
2022/09(E),DB,012030,IT서비스,154,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/06,DB금융투자,016610,증권,12,353.7,,,-1.5,,,170.8,,,,,,,,,,,,,,,,,,,
2020/09,DB금융투자,016610,증권,12,3283.7,,,-11.7,,,-3052.1,,,,,,,,,,,,,,,,,,,
2020/12,DB금융투자,016610,증권,12,144.4,,,-92.6,,,212.6,,,,,,,9.9,,,5.2,,,,,,,,3671.3,3930.3
2021/03,DB금융투자,016610,증권,12,-2281.1,,,-44.8,,,1893.8,,,,,14.0,,23.9,,,18.1,,,,,,,,3930.3,3503.9
2021/06,DB금융투자,016610,증권,12,1094.1,,,-74.7,,,-1548.4,,,,,,,32.6,,,23.4,,,,,,,,3503.9,2974.6
2021/09,DB금융투자,016610,증권,12,-989.8,,,-23.7,,,2209.6,,,,,,,4.8,,,23.1,,,,,,,,2974.6,4181.0
2021/12,DB금융투자,016610,증권,12,204.3,,,-84.2,,,1151.8,,,,,,,7.1,,,3.1,,,,,,,,4181.0,5446.9
2022/03,DB금융투자,016610,증권,12,101.4,,,-36.1,,,-524.9,,,,,,,2.8,,,27.2,,,,,,,16.9,5446.9,4991.6
2022/06,DB금융투자,016610,증권,12,-1008.6,,,-41.5,,,714.5,,,,,5.1,,5.0,,,36.4,,,,,,,26.0,4991.6,4692.8
2022/09(E),DB금융투자,016610,증권,12,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/06,DB손해보험,005830,손해보험,190,1122.0,,,3443.0,,,-2169.4,,,,,,,,,,,,,,,,,,,
2020/09,DB손해보험,005830,손해보험,190,4645.7,,,-6458.8,,,461.6,,,,,,,,,,,,,,,,,,,
2020/12,DB손해보험,005830,손해보험,190,2873.9,,,-2558.5,,,38.1,,,0.9,,4.4,,65.6,,,117.2,,,,,,,,5081.0,5212.6
2021/03,DB손해보험,005830,손해보험,190,7846.9,,,-6276.5,,,-698.0,,,,,0.1,,29.4,,,6.7,,,,,,,,5212.6,6255.4
2021/06,DB손해보험,005830,손해보험,190,-2945.0,,,-1438.1,,,5073.5,,,1.0,,,,25.8,,,83.8,,,,,,,,6255.4,6935.3
2021/09,DB손해보험,005830,손해보험,190,9362.6,,,-8730.8,,,-512.1,,,0.3,,,,16.4,,,44.4,,,,,,,,6935.3,7217.0
2021/12,DB손해보험,005830,손해보험,190,8498.0,,,-9815.4,,,144.2,,,0.3,,0.3,,89.7,,,78.7,,,,,,,,7217.0,6028.5
2022/03,DB손해보험,005830,손해보험,190,2647.6,,,-1564.5,,,-1830.6,,,,,2.1,,44.4,,,36.5,,,,,,,,6028.5,5317.2
2022/06,DB손해보험,005830,손해보험,190,9910.1,,,-6195.9,,,-1306.0,,,1.4,,2.4,,175.3,,,29.5,,,,,,,,5317.2,7917.8
2022/09(E),DB손해보험,005830,손해보험,190,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/06,DB하이텍,000990,반도체와반도체장비,202,561.3,210.6,12.5,-84.4,593.0,677.4,-812.3,396.8,1209.0,,,,,,,,,,,,,,,,,
2020/09,DB하이텍,000990,반도체와반도체장비,202,1033.8,211.4,15.9,-626.4,376.2,1002.6,-209.6,81.4,291.1,,,,,,,,,,,,,,,,,
2020/12,DB하이텍,000990,반도체와반도체장비,202,957.0,439.9,16.8,-1235.2,130.7,1365.8,308.0,531.9,223.9,0.4,0.4,,,638.6,,638.6,8.5,141.9,,390.0,120.3,,,,496.4,482.9
2021/03,DB하이텍,000990,반도체와반도체장비,202,510.0,358.8,16.4,-312.3,188.2,500.5,-82.1,98.0,180.2,1.2,1.2,,,252.2,,252.2,11.3,84.7,,,78.1,,,,482.9,598.0
2021/06,DB하이텍,000990,반도체와반도체장비,202,708.9,359.2,16.5,-535.7,433.3,969.0,-138.8,307.9,446.7,7.4,7.4,4.8,,289.6,,289.6,14.1,307.9,,,144.6,,,,598.0,628.1
2021/09,DB하이텍,000990,반도체와반도체장비,202,1020.9,346.4,17.9,-1073.6,574.3,1647.9,-78.6,89.3,167.9,3.4,3.4,,,264.6,,264.6,7.2,89.3,,,65.7,,,,628.1,500.8
2021/12,DB하이텍,000990,반도체와반도체장비,202,1691.5,314.6,18.1,-606.0,1359.3,1965.3,250.8,444.6,193.9,,,,,529.7,,529.7,7.7,84.6,,360.0,91.7,,,,500.8,1830.2
2022/03,DB하이텍,000990,반도체와반도체장비,202,932.5,292.4,21.7,-614.3,1750.6,2364.9,-158.2,68.7,226.9,,,,,255.6,,255.6,7.5,68.7,,,122.4,,,,1830.2,1986.9
2022/06,DB하이텍,000990,반도체와반도체장비,202,1809.2,274.4,21.1,-2610.8,1486.3,4097.1,-274.9,47.6,322.5,,,,,492.1,,492.1,8.3,47.6,,,247.5,,,,1986.9,918.6
2022/09(E),DB하이텍,000990,반도체와반도체장비,202,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/06,DGB금융지주,139130,은행,20,-6249.4,,,-3684.5,,,12170.7,,,,,,,,,,,,,,,,,,,
2020/09,DGB금융지주,139130,은행,20,8808.4,,,-1658.0,,,-6015.0,,,,,,,,,,,,,,,,,,,
2020/12,DGB금융지주,139130,은행,20,-8819.8,,,1141.9,,,4757.1,,,39.2,,3.5,,212.7,,,142.4,,2592.4,,,1800.0,,,15821.1,12625.2
2021/03,DGB금융지주,139130,은행,20,10389.9,,,-3125.6,,,-5927.2,,,1.3,,,,89.4,,,185.6,,11037.0,,,6570.0,,,12625.2,14011.0
2021/06,DGB금융지주,139130,은행,20,14865.0,,,-2838.4,,,-14920.0,,,6.7,,4.0,,242.8,,,331.7,,6692.5,,,7050.0,,,14011.0,11085.5
2021/09,DGB금융지주,139130,은행,20,6918.3,,,-7059.5,,,1729.8,,,171.8,,,,103.3,,,-24.7,,6518.6,,,4700.0,,,11085.5,12816.2
2021/12,DGB금융지주,139130,은행,20,-23354.6,,,-713.0,,,24500.8,,,26.6,,,,240.1,,,214.6,,6872.5,,,5026.0,,,12816.2,13218.9
2022/03,DGB금융지주,139130,은행,20,-6814.5,,,-3297.6,,,12706.1,,,93.6,,,,82.6,,,155.9,,9370.2,,,4783.0,,,13218.9,15826.1
2022/06,DGB금융지주,139130,은행,20,1546.4,,,2523.7,,,2362.6,,,21.3,,4.5,,104.5,,,44.5,,13171.3,,,9136.0,,,15826.1,22491.0
2022/09(E),DGB금융지주,139130,은행,20,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/06,DI동일,001530,"섬유,의류,신발,호화품",134,257.3,,,57.3,171.0,113.6,-328.4,607.0,906.4,,,,,,,,,,,,,,,,,
2020/09,DI동일,001530,"섬유,의류,신발,호화품",134,64.1,,,-32.3,8.2,40.4,-27.6,670.2,695.3,,,,,,,,,,,,,,,,,
2020/12,DI동일,001530,"섬유,의류,신발,호화품",134,200.7,200.9,1.6,108.1,59.5,-48.6,-249.2,544.8,793.8,0.6,0.6,1.2,1.9,16.0,,16.0,2.6,-2049.9,,-7.1,-2128.3,,-9.1,,286.1,337.4
2021/03,DI동일,001530,"섬유,의류,신발,호화품",134,79.8,,,-39.1,16.6,55.6,38.2,576.6,538.3,0.9,0.9,,,16.7,,16.7,0.9,571.4,,2.0,527.3,,0.3,,337.4,420.0
2021/06,DI동일,001530,"섬유,의류,신발,호화품",134,-67.3,,,-42.1,0.8,42.9,127.1,794.6,637.4,0.8,0.8,,0.2,38.2,,38.2,0.5,791.3,,,622.5,,9.2,,420.0,437.0
2021/09,DI동일,001530,"섬유,의류,신발,호화품",134,106.8,,,-105.3,112.4,217.7,18.9,1149.6,1130.7,1.6,1.6,,2.0,87.8,,87.8,0.3,1101.3,,48.0,1109.6,,11.9,,437.0,465.9
2021/12,DI동일,001530,"섬유,의류,신발,호화품",134,129.1,200.0,1.6,10.0,97.7,87.7,-82.1,936.6,1018.7,4.3,4.3,,0.5,29.6,,29.6,0.8,-2464.1,,-50.0,-2259.4,,-21.3,,465.9,521.8
