period,shareName,shareCode,marketName,marketCode,totalRevenue,costOfRevenue,grossProfit,operationExpense,operationIncome,interestIncome,interestExpense,otherNonOperationIncExp,earningBfTax,incomeTaxExpense,netIncome
2020/06,AJ네트웍스,095570,도로와철도운송,220,3063.5,,3063.5,2976.8,86.7,45.0,171.3,97.8,59.1,29.7,29.4
2020/09,AJ네트웍스,095570,도로와철도운송,220,3128.0,,3128.0,3001.7,126.2,6.1,178.0,5.6,-58.5,16.4,-74.9
2020/12,AJ네트웍스,095570,도로와철도운송,220,880.1,,880.1,983.4,-103.3,24.8,98.2,136.6,-64.9,-41.7,-7.8
2021/03,AJ네트웍스,095570,도로와철도운송,220,2561.4,,2561.4,2516.1,45.3,17.9,88.9,11.1,-29.5,13.7,47.8
2021/06,AJ네트웍스,095570,도로와철도운송,220,2613.9,,2613.9,2495.2,118.6,25.0,101.7,43.0,133.6,35.1,145.1
2021/09,AJ네트웍스,095570,도로와철도운송,220,2826.3,,2826.3,2680.1,146.2,21.1,83.5,-2.2,94.8,2.5,570.1
2021/12(E),AJ네트웍스,095570,도로와철도운송,220,,,,,,,,,,,
2020/06,AK홀딩스,006840,화학,140,5376.0,4449.2,926.8,1620.6,-693.7,18.2,228.3,-134.8,-1031.5,-1.0,-1030.5
2020/09,AK홀딩스,006840,화학,140,6447.7,5137.1,1310.5,1629.2,-318.7,-3.4,214.4,102.4,-425.4,104.0,-529.4
2020/12,AK홀딩스,006840,화학,140,6437.1,5556.8,880.3,1737.6,-857.3,75.2,476.2,154.4,-1122.3,-866.2,-256.0
2021/03,AK홀딩스,006840,화학,140,6828.6,5615.5,1213.1,1608.1,-395.0,124.7,207.6,-164.4,-627.8,-138.2,-489.5
2021/06,AK홀딩스,006840,화학,140,8393.9,6841.5,1552.4,1726.0,-173.6,49.1,213.3,8.0,-267.6,-52.4,-215.3
2021/09,AK홀딩스,006840,화학,140,8323.9,7256.3,1067.6,1714.6,-647.0,117.6,233.4,-209.1,-946.3,-176.7,-769.6
2021/12(E),AK홀딩스,006840,화학,140,,,,,,,,,,,
2020/06,BGF리테일,282330,백화점과일반상점,198,15492.1,12855.8,2636.3,2190.7,445.6,45.9,65.7,16.4,442.2,111.8,330.4
2020/09,BGF리테일,282330,백화점과일반상점,198,16827.3,13900.1,2927.2,2291.1,636.1,52.3,45.2,31.5,674.7,159.7,515.0
2020/12,BGF리테일,282330,백화점과일반상점,198,15562.8,12948.2,2614.7,2259.1,355.5,50.9,58.7,-10.3,337.4,75.8,261.6
2021/03,BGF리테일,282330,백화점과일반상점,198,15012.4,12496.0,2516.3,2300.0,216.3,51.8,61.8,7.6,213.9,55.2,158.7
2021/06,BGF리테일,282330,백화점과일반상점,198,17004.2,14000.0,3004.1,2417.7,586.5,36.8,47.5,29.9,605.7,137.8,467.9
2021/09,BGF리테일,282330,백화점과일반상점,198,18365.6,15164.2,3201.4,2506.4,694.9,28.6,47.0,-33.9,642.6,149.5,493.1
2021/12,BGF리테일,282330,백화점과일반상점,198,17429.5,14380.4,3049.1,2552.4,496.7,38.4,77.4,5.2,462.9,106.2,356.7
2022/03(E),BGF리테일,282330,백화점과일반상점,198,16376.3,,2775.4,,294.5,,,,302.5,,223.0
2020/06,BGF,027410,백화점과일반상점,198,556.5,277.6,278.9,223.9,55.0,44.9,-8.3,0.4,108.5,21.1,87.5
2020/09,BGF,027410,백화점과일반상점,198,492.2,218.3,273.9,158.4,115.5,26.3,-5.3,0.2,147.3,4.7,149.7
2020/12,BGF,027410,백화점과일반상점,198,301.2,243.6,57.7,69.9,-12.2,35.9,54.7,-35.8,-66.8,16.9,-16.5
2021/03,BGF,027410,백화점과일반상점,198,385.8,267.9,117.9,149.3,-31.4,27.5,8.3,0.5,-11.7,18.4,219.5
2021/06,BGF,027410,백화점과일반상점,198,521.2,291.3,230.0,176.5,53.4,22.0,25.7,0.3,50.1,6.4,43.7
2021/09,BGF,027410,백화점과일반상점,198,579.8,327.0,252.7,173.0,79.8,17.1,2.2,0.2,95.0,16.7,78.3
2021/12(E),BGF,027410,백화점과일반상점,198,510.0,,200.0,,20.0,,,,20.0,,20.0
2020/06,BNK금융지주,138930,은행,20,,,,3557.8,2353.6,,,,2433.9,593.6,1840.2
2020/09,BNK금융지주,138930,은행,20,,,,3179.9,1914.0,,,,1909.7,436.2,1473.5
2020/12,BNK금융지주,138930,은행,20,,,,4354.1,1154.7,,,,1050.9,223.7,827.2
2021/03,BNK금융지주,138930,은행,20,,,,3465.2,2627.2,,,,2668.1,632.7,2035.3
2021/06,BNK금융지주,138930,은행,20,,,,3849.1,3739.0,,,,3873.3,1012.2,2861.1
2021/09,BNK금융지주,138930,은행,20,,,,3507.1,3670.5,,,,3860.0,998.4,2861.7
2021/12(E),BNK금융지주,138930,은행,20,,,,,1291.4,,,,1834.2,,961.5
2020/06,BYC,001460,"섬유,의류,신발,호화품",134,469.9,266.0,203.8,119.1,84.8,-0.7,-5.1,19.0,108.1,22.2,86.0
2020/09,BYC,001460,"섬유,의류,신발,호화품",134,368.3,208.3,159.9,101.5,58.4,0.8,16.7,4.2,46.6,23.6,23.0
2020/12,BYC,001460,"섬유,의류,신발,호화품",134,446.1,254.8,191.3,127.7,63.6,5.2,10.5,57.6,120.8,47.7,73.1
2021/03,BYC,001460,"섬유,의류,신발,호화품",134,352.9,196.7,156.2,99.6,56.6,2.5,9.1,40.8,90.8,22.3,68.4
2021/06,BYC,001460,"섬유,의류,신발,호화품",134,395.2,241.8,153.4,117.0,36.4,2.0,7.1,28.5,59.8,14.7,45.1
2021/09,BYC,001460,"섬유,의류,신발,호화품",134,401.2,222.8,178.4,104.1,74.4,1.8,9.0,8.8,75.9,17.1,58.8
2021/12(E),BYC,001460,"섬유,의류,신발,호화품",134,,,,,,,,,,,
2020/06,CJ,001040,복합기업,191,77940.0,56820.3,21119.6,17532.1,3587.5,607.2,1914.5,-803.2,1694.1,1142.2,551.9
2020/09,CJ,001040,복합기업,191,82243.9,59959.4,22284.5,17993.5,4291.0,681.4,2071.8,-821.0,2243.7,825.1,1418.6
2020/12,CJ,001040,복합기업,191,81407.1,59441.3,21965.8,18583.5,3382.3,2387.9,5346.3,-4800.4,-4048.3,-484.9,-3563.4
2021/03,CJ,001040,복합기업,191,80117.1,57134.8,22982.2,18507.3,4474.9,1401.1,3049.5,-320.6,2700.9,986.0,1714.9
2021/06,CJ,001040,복합기업,191,83362.0,59039.2,24322.8,18648.1,5674.7,605.4,1608.3,-226.3,4617.8,1856.9,2760.9
2021/09,CJ,001040,복합기업,191,88526.7,63883.6,24643.1,19667.6,4975.6,1160.7,2705.1,-539.0,3031.6,1427.8,1603.8
2021/12(E),CJ,001040,복합기업,191,90418.3,,,,5374.0,,,,3500.0,,
2020/06,CJ씨푸드,011150,식품,38,330.6,295.2,35.4,29.1,6.3,0.6,2.0,-2.5,8.3,3.1,5.2
2020/09,CJ씨푸드,011150,식품,38,385.6,335.1,50.4,37.7,12.7,-0.8,1.4,-5.0,12.1,4.5,7.6
2020/12,CJ씨푸드,011150,식품,38,390.5,344.6,45.9,41.9,4.0,11.0,12.2,-11.5,-0.4,1.5,-1.8
2021/03,CJ씨푸드,011150,식품,38,409.9,341.8,68.2,43.0,25.2,4.6,10.6,0.1,28.5,2.4,26.1
2021/06,CJ씨푸드,011150,식품,38,359.6,316.8,42.8,36.2,6.6,-0.7,2.0,0.1,12.5,5.8,6.7
2021/09,CJ씨푸드,011150,식품,38,412.8,358.0,54.8,45.4,9.3,0.8,3.6,-1.2,14.1,0.8,13.2
2021/12,CJ씨푸드,011150,식품,38,439.1,384.5,54.6,50.7,3.9,0.3,2.9,-39.8,-28.2,-4.2,-24.0
2022/03(E),CJ씨푸드,011150,식품,38,,,,,,,,,,,
2020/06,CS홀딩스,000590,철강,62,343.5,248.1,95.4,43.6,51.8,-1.9,4.9,0.4,45.4,7.2,38.2
2020/09,CS홀딩스,000590,철강,62,301.4,229.1,72.4,41.9,30.5,0.8,10.5,0.3,21.1,2.4,18.8
2020/12,CS홀딩스,000590,철강,62,324.9,247.7,77.2,43.9,33.4,7.9,48.6,-4.2,-11.5,-3.4,-8.1
2021/03,CS홀딩스,000590,철강,62,379.7,293.7,86.0,47.7,38.3,29.7,7.4,,60.6,9.8,50.8
2021/06,CS홀딩스,000590,철강,62,399.6,290.6,109.0,47.1,61.9,2.6,1.1,1.0,64.4,11.8,52.6
2021/09,CS홀딩스,000590,철강,62,382.5,275.5,107.0,52.3,54.7,51.4,18.1,-0.2,87.8,4.2,83.6
2021/12(E),CS홀딩스,000590,철강,62,,,,,,,,,,,
2020/06,DB,012030,IT서비스,154,699.0,520.2,178.8,93.2,85.6,4.9,14.8,-3.3,72.4,18.4,54.0
2020/09,DB,012030,IT서비스,154,631.9,488.8,143.1,101.5,41.7,3.9,14.3,-2.9,28.4,6.3,22.1
2020/12,DB,012030,IT서비스,154,745.9,587.9,158.0,94.4,63.6,13.3,15.1,-131.4,-69.5,10.5,-80.1
2021/03,DB,012030,IT서비스,154,678.8,508.2,170.5,68.0,102.5,41.3,18.8,4.6,129.6,31.6,98.0
2021/06,DB,012030,IT서비스,154,859.6,690.7,168.9,111.4,57.5,2.1,13.3,1.1,58.5,12.0,46.5
2021/09,DB,012030,IT서비스,154,844.7,695.8,148.8,101.8,47.1,3.1,15.7,12.7,60.1,12.1,48.0
2021/12(E),DB,012030,IT서비스,154,,,,,,,,,,,
2020/06,DB금융투자,016610,증권,12,,,,640.1,325.9,,,,329.7,78.9,250.8
2020/09,DB금융투자,016610,증권,12,,,,573.9,410.4,,,,413.7,120.8,292.9
2020/12,DB금융투자,016610,증권,12,,,,687.7,584.6,,,,589.6,96.5,493.1
2021/03,DB금융투자,016610,증권,12,,,,695.2,591.4,,,,604.3,155.5,448.8
2021/06,DB금융투자,016610,증권,12,,,,651.4,371.6,,,,375.9,101.3,274.7
2021/09,DB금융투자,016610,증권,12,,,,617.7,471.2,,,,462.2,119.4,342.8
2021/12(E),DB금융투자,016610,증권,12,,,,,,,,,,,
2020/06,DB손해보험,005830,손해보험,190,,,,,2590.4,,,,2717.2,706.6,2010.5
2020/09,DB손해보험,005830,손해보험,190,,,,,1761.0,,,,1898.5,463.1,1435.4
2020/12,DB손해보험,005830,손해보험,190,,,,,919.1,,,,872.8,260.3,612.5
2021/03,DB손해보험,005830,손해보험,190,,,,,2760.5,,,,2964.5,789.6,2174.9
2021/06,DB손해보험,005830,손해보험,190,,,,,3388.3,,,,3662.1,945.5,2716.6
2021/09,DB손해보험,005830,손해보험,190,,,,,3312.8,,,,3377.7,877.0,2500.7
2021/12(E),DB손해보험,005830,손해보험,190,,,,,,,,,,,1082.0
2020/06,DB하이텍,000990,반도체와반도체장비,202,2416.5,1366.4,1050.1,279.5,770.6,9.4,35.8,-21.6,678.7,175.2,503.5
2020/09,DB하이텍,000990,반도체와반도체장비,202,2406.5,1429.1,977.3,306.1,671.3,8.3,11.8,-14.7,612.4,142.0,470.4
2020/12,DB하이텍,000990,반도체와반도체장비,202,2278.2,1638.6,639.6,335.5,304.0,29.9,53.1,-53.8,148.0,12.3,135.7
2021/03,DB하이텍,000990,반도체와반도체장비,202,2437.4,1524.3,913.1,307.2,605.9,15.6,19.0,28.9,631.5,153.4,478.1
2021/06,DB하이텍,000990,반도체와반도체장비,202,2746.5,1605.0,1141.5,327.6,813.9,31.3,14.3,-9.7,821.1,230.7,590.4
2021/09,DB하이텍,000990,반도체와반도체장비,202,3284.4,1741.4,1543.0,353.2,1189.8,12.5,15.2,28.5,1262.6,336.0,926.7
2021/12(E),DB하이텍,000990,반도체와반도체장비,202,3432.7,,1803.0,,1201.0,,,,1340.0,,
2020/06,DGB금융지주,139130,은행,20,,,,2427.0,1330.0,,,,1405.1,316.7,1088.4
2020/09,DGB금융지주,139130,은행,20,,,,2620.9,1314.8,,,,1360.8,326.2,1034.6
2020/12,DGB금융지주,139130,은행,20,,,,2891.4,922.8,,,,925.1,256.7,668.4
2021/03,DGB금융지주,139130,은행,20,,,,2421.1,1783.7,,,,1777.0,416.0,1361.0
2021/06,DGB금융지주,139130,은행,20,,,,2738.4,2337.1,,,,2299.0,612.6,1686.4
2021/09,DGB금융지주,139130,은행,20,,,,2723.6,1999.8,,,,2020.9,503.9,1517.0
2021/12(E),DGB금융지주,139130,은행,20,,,,,1058.2,,,,1061.0,,826.7
2020/06,DI동일,001530,"섬유,의류,신발,호화품",134,2398.7,1694.5,704.2,511.4,192.8,-8.1,9.5,53.0,229.2,52.8,176.5
2020/09,DI동일,001530,"섬유,의류,신발,호화품",134,1647.8,1437.0,210.8,138.1,72.7,0.6,22.1,-21.4,51.7,26.5,25.3
2020/12,DI동일,001530,"섬유,의류,신발,호화품",134,1729.3,1491.9,237.5,176.7,60.8,53.6,116.8,7.8,27.1,-14.4,41.4
2021/03,DI동일,001530,"섬유,의류,신발,호화품",134,1941.6,1664.3,277.3,157.4,119.9,62.6,48.4,-31.2,129.3,24.4,104.9
2021/06,DI동일,001530,"섬유,의류,신발,호화품",134,1964.0,1667.6,296.4,164.0,132.3,5.0,16.5,-3.3,192.2,42.9,149.3
2021/09,DI동일,001530,"섬유,의류,신발,호화품",134,1900.8,1643.7,257.1,151.9,105.2,53.7,55.0,-4.1,134.7,43.3,91.4
2021/12(E),DI동일,001530,"섬유,의류,신발,호화품",134,,,,,,,,,,,
2020/06,DL건설,001880,건설,42,3407.8,2822.7,585.1,122.5,462.6,14.3,1.4,14.6,490.1,127.6,362.5
2020/09,DL건설,001880,건설,42,4601.6,3875.1,726.5,195.5,531.0,15.6,22.8,-22.0,501.9,65.5,436.4
2020/12,DL건설,001880,건설,42,5089.9,4537.7,552.2,210.7,341.5,15.9,73.6,-49.4,234.7,77.2,157.5
2021/03,DL건설,001880,건설,42,4174.9,3361.1,813.8,183.9,629.9,13.6,10.4,69.3,702.5,160.3,542.2
2021/06,DL건설,001880,건설,42,4938.6,4272.9,665.7,126.6,539.1,14.8,10.4,-85.0,457.6,94.5,363.1
2021/09,DL건설,001880,건설,42,4647.8,3921.0,726.8,195.8,531.0,17.4,56.7,28.5,520.2,140.0,380.1
2021/12(E),DL건설,001880,건설,42,4939.3,,782.0,,562.0,,,,538.0,,409.0
2020/06,DL,000210,건설,42,25476.7,20969.7,4507.0,1436.1,3070.9,18.6,276.3,20.6,3492.3,781.8,1884.7
2020/09,DL,000210,화학,140,22218.5,18217.8,4000.7,1505.0,2495.7,101.0,410.9,120.2,2953.8,742.3,2291.5
2020/12,DL,000210,화학,140,-56671.4,-46727.9,-9943.5,-2673.5,-7269.9,-489.3,-201.1,-1285.5,-8999.7,-2062.8,-681.6
2021/03,DL,000210,화학,140,5099.1,3941.9,1157.2,497.7,659.5,58.9,217.5,329.9,2415.6,302.0,3246.2
2021/06,DL,000210,화학,140,5812.4,4825.6,986.8,512.3,474.5,32.1,132.7,3420.5,4759.4,257.8,4501.6
2021/09,DL,000210,화학,140,6225.7,5022.7,1203.0,457.6,745.4,70.0,199.1,61.1,1225.5,252.0,973.5
2021/12(E),DL,000210,화학,140,6376.5,,,,597.0,,,,,,511.0
2020/12,DL이앤씨,375500,건설,42,,,,,,,,,,,
2021/03,DL이앤씨,375500,건설,42,16996.1,13790.5,3205.6,1208.0,1997.6,290.7,129.4,134.2,2311.1,565.4,1745.7
2021/06,DL이앤씨,375500,건설,42,19223.2,15979.9,3243.3,953.3,2290.0,99.3,92.5,-317.3,1918.2,761.2,1157.0
2021/09,DL이앤씨,375500,건설,42,18068.0,14743.1,3324.8,735.3,2589.5,324.9,128.3,-16.2,2810.2,748.5,2061.7
2021/12(E),DL이앤씨,375500,건설,42,21837.1,,3706.2,,2478.9,,,,2461.7,,1727.5
2020/06,DSR,155660,비철금속,53,602.7,516.1,86.6,48.7,37.9,1.6,3.5,-1.2,34.7,6.2,28.5
2020/09,DSR,155660,비철금속,53,524.3,450.5,73.8,49.3,24.5,1.2,5.4,4.2,24.5,5.8,18.7
2020/12,DSR,155660,비철금속,53,599.0,507.9,91.1,64.3,26.8,1.6,6.9,-1.8,19.7,2.3,17.4
2021/03,DSR,155660,비철금속,53,605.8,518.8,87.0,45.4,41.6,7.0,3.8,7.7,52.4,10.7,41.7
2021/06,DSR,155660,비철금속,53,718.1,623.1,95.0,57.7,37.3,0.2,3.3,6.0,40.2,9.3,31.0
2021/09,DSR,155660,비철금속,53,682.7,588.1,94.6,50.0,44.5,4.0,3.2,6.6,52.0,12.7,39.3
2021/12(E),DSR,155660,비철금속,53,,,,,,,,,,,
2020/06,DSR제강,069730,철강,62,433.8,385.0,48.7,33.6,15.2,4.0,1.7,-3.9,22.6,4.1,18.5
2020/09,DSR제강,069730,철강,62,413.1,378.7,34.5,32.6,1.9,1.3,1.7,-0.9,6.3,0.9,5.5
2020/12,DSR제강,069730,철강,62,454.0,423.2,30.8,31.0,-0.2,6.6,8.2,-7.7,-3.8,-3.9,0.1
2021/03,DSR제강,069730,철강,62,458.5,433.1,25.3,29.7,-4.4,7.2,5.6,3.4,14.7,1.2,13.5
2021/06,DSR제강,069730,철강,62,509.3,473.4,35.9,39.8,-3.9,4.7,1.9,-0.6,7.7,0.7,7.0
2021/09,DSR제강,069730,철강,62,493.8,455.6,38.1,32.0,6.2,5.7,8.1,6.1,22.1,3.4,18.7
2021/12,DSR제강,069730,철강,62,609.9,532.6,77.3,32.3,45.0,1.4,5.4,0.6,45.0,8.1,37.0
2022/03(E),DSR제강,069730,철강,62,,,,,,,,,,,
2020/06,E1,017940,가스유틸리티,168,9204.6,8597.6,607.0,571.5,35.4,20.8,130.9,-28.7,100.8,24.2,76.6
2020/09,E1,017940,가스유틸리티,168,8213.1,7695.3,517.8,659.8,-142.0,19.5,123.5,115.0,177.3,56.1,121.3
2020/12,E1,017940,가스유틸리티,168,9548.8,8851.0,697.8,903.3,-205.5,26.5,196.4,399.5,244.6,177.8,66.8
2021/03,E1,017940,가스유틸리티,168,12626.1,11706.6,919.5,548.7,370.8,34.2,117.0,-50.5,566.8,140.0,426.7
2021/06,E1,017940,가스유틸리티,168,10639.6,9917.7,721.9,671.8,50.1,19.3,115.5,762.0,1009.7,265.2,744.4
2021/09,E1,017940,가스유틸리티,168,13339.5,13370.2,-30.6,577.0,-607.6,41.0,116.3,695.5,263.5,-52.2,315.7
2021/12(E),E1,017940,가스유틸리티,168,,,,,,,,,,,
2020/08,ESR켄달스퀘어리츠,365550,부동산,229,,,,,,,,,,,
2020/11,ESR켄달스퀘어리츠,365550,부동산,229,,,,,,,,,,,
2021/02,ESR켄달스퀘어리츠,365550,부동산,229,109.8,,109.8,102.2,7.6,7.3,30.0,,-15.0,,-15.0
2021/05,ESR켄달스퀘어리츠,365550,부동산,229,127.3,,127.3,53.9,73.5,0.3,30.8,,69.1,,69.1
2021/08,ESR켄달스퀘어리츠,365550,부동산,229,150.2,,150.2,89.3,60.9,0.5,45.2,,25.9,,25.9
2021/11,ESR켄달스퀘어리츠,365550,부동산,229,150.5,,150.5,64.0,86.4,0.5,44.2,0.0,69.0,,69.0
2022/02(E),ESR켄달스퀘어리츠,365550,부동산,229,,,,,,,,,,,
2020/12,F&F,383220,"섬유,의류,신발,호화품",134,,,,,,,,,,,
2021/03,F&F,383220,"섬유,의류,신발,호화품",134,,,,,,,,,,,
2021/06,F&F,383220,"섬유,의류,신발,호화품",134,1971.2,539.4,1431.9,999.9,432.0,19.0,5.5,2.4,447.9,130.3,317.6
2021/09,F&F,383220,"섬유,의류,신발,호화품",134,3289.0,902.0,2386.9,1429.5,957.5,48.4,38.6,3.5,963.6,252.5,711.1
2021/12(E),F&F,383220,"섬유,의류,신발,호화품",134,5349.6,,3839.0,,1546.3,,,,1440.8,,1169.3
2020/06,F&F홀딩스,007700,"섬유,의류,신발,호화품",134,1668.0,520.1,1147.9,943.0,204.9,7.6,7.9,-5.6,198.7,58.0,140.6
2020/09,F&F홀딩스,007700,"섬유,의류,신발,호화품",134,1596.5,515.4,1081.1,954.9,126.2,7.4,9.4,-1.6,122.6,37.6,85.0
2020/12,F&F홀딩스,007700,"섬유,의류,신발,호화품",134,3451.9,1145.6,2306.3,1584.8,721.5,5.7,34.7,-1.7,688.5,198.2,490.2
2021/03,F&F홀딩스,007700,"섬유,의류,신발,호화품",134,80.1,37.4,42.7,35.0,7.8,24.9,5.4,-1.1,25.7,12.3,563.9
2021/06,F&F홀딩스,007700,"섬유,의류,신발,호화품",134,88.2,45.2,43.0,38.7,4.2,40.0,0.2,0.1,42.8,0.9,17998.6
2021/09,F&F홀딩스,007700,"섬유,의류,신발,호화품",134,1452.3,396.0,1056.3,584.7,471.6,42.5,9.1,-2.6,502.4,144.2,354.5
2021/12(E),F&F홀딩스,007700,"섬유,의류,신발,호화품",134,,,,,,,,,,,
2020/06,GS건설,006360,건설,42,25473.7,22417.5,3056.2,1404.8,1651.4,173.6,237.6,-313.6,1268.4,416.5,851.9
2020/09,GS건설,006360,건설,42,23167.7,19651.0,3516.7,1423.2,2093.5,147.3,356.1,-459.2,1418.9,391.1,1027.9
2020/12,GS건설,006360,건설,42,28173.2,22305.2,5868.0,3819.2,2048.8,1251.1,584.4,-2034.0,650.4,548.6,101.8
2021/03,GS건설,006360,건설,42,20141.4,16975.9,3165.5,1399.2,1766.2,290.7,611.2,800.6,2236.9,658.2,1578.6
2021/06,GS건설,006360,건설,42,22316.7,18440.8,3875.9,2626.7,1249.2,171.4,271.1,-135.5,1022.1,401.4,620.7
2021/09,GS건설,006360,건설,42,21716.6,18741.5,2975.1,1452.5,1522.6,563.4,734.1,556.5,1936.1,603.1,1333.0
2021/12(E),GS건설,006360,건설,42,25653.2,,4183.4,,2303.7,,,,1472.5,,1322.9
2020/06,GS,078930,석유와가스,217,36654.8,30541.9,6113.0,4540.3,1572.7,157.5,802.8,88.7,1016.1,920.9,95.2
2020/09,GS,078930,석유와가스,217,39296.7,29917.8,9378.9,4637.9,4741.0,280.4,784.0,232.4,4469.8,1758.5,2711.3
2020/12,GS,078930,석유와가스,217,36529.3,29103.8,7425.5,4628.1,2797.4,467.5,943.8,-2932.5,-611.4,1120.5,-1731.9
2021/03,GS,078930,석유와가스,217,42845.7,31374.9,11470.8,4406.8,7064.0,184.5,843.9,1865.3,8269.9,2423.6,5846.4
2021/06,GS,078930,석유와가스,217,44405.1,34753.9,9651.2,4796.0,4855.2,188.0,826.0,61.8,4279.1,2221.4,2057.7
2021/09,GS,078930,석유와가스,217,55139.9,42199.1,12940.9,6571.3,6369.6,560.0,943.1,2537.1,8523.6,3286.0,5237.6
2021/12(E),GS,078930,석유와가스,217,51402.4,,,,6169.5,,,,5181.0,,3225.0
2020/06,HDC,012630,건설,42,12353.2,9739.1,2614.2,846.8,1767.4,197.9,210.5,102.0,1753.8,525.7,1228.2
2020/09,HDC,012630,건설,42,11043.5,8604.7,2438.8,838.7,1600.0,131.4,201.7,-2186.8,-799.9,-116.0,-683.9
2020/12,HDC,012630,건설,42,12551.9,9640.5,2911.4,1078.9,1832.6,228.1,283.0,-211.1,1511.5,516.9,994.6
2021/03,HDC,012630,건설,42,10234.1,7880.9,2353.3,1029.4,1323.9,210.3,221.9,204.7,1449.6,542.7,906.9
2021/06,HDC,012630,건설,42,11758.4,9429.2,2329.1,1130.2,1198.9,183.8,194.5,42.9,1206.2,261.0,945.2
2021/09,HDC,012630,건설,42,12145.0,10280.4,1864.6,1030.1,834.5,141.3,150.0,248.7,1064.8,350.2,714.5
2021/12(E),HDC,012630,건설,42,,,,,,,,,,,
2020/06,HDC현대산업개발,294870,건설,42,9568.6,7573.4,1995.2,522.4,1472.8,163.0,105.3,-48.6,1421.9,410.4,1011.5
2020/09,HDC현대산업개발,294870,건설,42,8124.7,6353.9,1770.8,444.4,1326.4,110.4,122.7,-2131.1,-906.1,-157.3,-748.8
2020/12,HDC현대산업개발,294870,건설,42,8942.1,6702.4,2239.7,554.8,1684.9,159.5,148.1,-176.8,1514.2,623.4,890.8
2021/03,HDC현대산업개발,294870,건설,42,6946.1,5300.2,1645.9,461.9,1184.0,170.9,116.9,125.5,1336.7,420.9,915.8
2021/06,HDC현대산업개발,294870,건설,42,8123.8,6445.3,1678.6,629.9,1048.6,148.9,97.1,15.6,1119.1,331.2,787.9
2021/09,HDC현대산업개발,294870,건설,42,8594.4,7417.3,1177.1,513.1,664.0,123.6,39.4,126.1,899.8,462.0,437.8
2021/12(E),HDC현대산업개발,294870,건설,42,9127.1,,1637.2,,1173.4,,,,1144.0,,796.3
2020/06,IHQ,003560,방송과엔터테인먼트,204,183.9,,183.9,205.4,-21.4,2.7,0.8,2.4,-17.2,-14.4,-2.8
2020/09,IHQ,003560,방송과엔터테인먼트,204,179.6,,179.6,197.0,-17.4,3.0,0.7,1.4,-13.9,-2.4,-11.5
2020/12,IHQ,003560,방송과엔터테인먼트,204,226.9,,226.9,263.4,-36.5,3.0,1.3,-29.2,-63.8,49.1,-112.9
2021/03,IHQ,003560,방송과엔터테인먼트,204,146.9,,146.9,165.6,-18.7,2.6,0.6,5.0,-11.6,,-11.6
2021/06,IHQ,003560,방송과엔터테인먼트,204,157.5,,157.5,178.8,-21.3,1.7,6.4,3.7,11.6,3.5,8.0
2021/09,IHQ,003560,방송과엔터테인먼트,204,151.2,,151.2,172.4,-21.2,0.7,21.9,7.8,-44.5,-15.7,-28.8
2021/12(E),IHQ,003560,방송과엔터테인먼트,204,,,,,,,,,,,
2020/06,JB금융지주,175330,은행,20,,,,1519.9,1313.2,,,,1314.7,328.6,986.1
2020/09,JB금융지주,175330,은행,20,,,,1568.5,1531.3,,,,1533.7,357.0,1176.7
2020/12,JB금융지주,175330,은행,20,,,,2178.0,486.5,,,,440.5,-289.1,729.6
2021/03,JB금융지주,175330,은행,20,,,,1625.2,1778.4,,,,1826.8,444.9,1382.0
2021/06,JB금융지주,175330,은행,20,,,,1575.0,1938.3,,,,1928.0,417.0,1511.0
2021/09,JB금융지주,175330,은행,20,,,,1645.8,1850.6,,,,1867.1,488.1,1379.0
2021/12(E),JB금융지주,175330,은행,20,,,,,1018.3,,,,1189.8,,711.5
2020/06,JW생명과학,234080,제약,35,475.6,322.0,153.6,50.6,103.1,0.7,3.3,1.0,101.5,22.3,79.2
2020/09,JW생명과학,234080,제약,35,463.4,319.0,144.4,49.3,95.1,0.9,3.5,-9.5,82.9,3.1,79.8
2020/12,JW생명과학,234080,제약,35,446.5,292.9,153.6,49.5,104.1,17.2,147.0,-34.8,-60.5,-0.7,-59.8
2021/03,JW생명과학,234080,제약,35,424.3,295.5,128.8,45.9,82.9,1.0,3.8,-3.6,76.6,18.6,57.9
2021/06,JW생명과학,234080,제약,35,427.3,297.4,129.8,55.2,74.6,1.2,4.5,-1.1,62.2,10.3,51.9
2021/09,JW생명과학,234080,제약,35,402.4,292.4,109.9,49.7,60.2,1.0,5.0,1.3,52.2,10.4,41.8
2021/12(E),JW생명과학,234080,제약,35,,,,,,,,,,,
2020/06,JW중외제약,001060,제약,35,1364.6,974.4,390.2,443.9,-53.7,12.9,34.5,0.3,-75.7,9.3,-85.0
2020/09,JW중외제약,001060,제약,35,1371.4,952.9,418.5,417.2,1.2,-0.8,19.8,4.6,-16.1,-45.7,29.6
2020/12,JW중외제약,001060,제약,35,1447.1,912.8,534.3,490.5,43.8,6.2,53.1,-2.8,-11.5,58.3,-69.9
2021/03,JW중외제약,001060,제약,35,1420.9,831.9,589.1,495.4,93.7,11.8,40.7,-8.9,53.5,12.7,40.8
2021/06,JW중외제약,001060,제약,35,1460.3,903.6,556.7,536.7,20.0,0.6,26.4,4.2,-5.0,32.9,-37.9
2021/09,JW중외제약,001060,제약,35,1489.9,947.6,542.3,466.7,75.7,22.6,23.7,-1.5,69.7,19.5,50.2
