period,shareName,shareCode,marketName,marketCode,totalRevenue,costOfRevenue,grossProfit,operationExpense,operationIncome,interestIncome,interestExpense,otherNonOperationIncExp,earningBfTax,incomeTaxExpense,netIncome
2020/12,한솔케미칼,014680,화학,140,1592.3,1111.2,481.1,213.1,268.0,9.2,33.5,-101.4,162.0,35.3,203.4
2021/03,한솔케미칼,014680,화학,140,1770.4,1100.8,669.6,147.2,522.4,16.3,14.3,13.0,572.1,135.9,436.1
2021/06,한솔케미칼,014680,화학,140,1873.4,1186.9,686.5,147.3,539.2,6.6,16.5,4.0,584.4,134.7,449.8
2021/09,한솔케미칼,014680,화학,140,1965.1,1245.3,719.8,159.6,560.2,15.2,15.0,2.8,598.4,141.3,457.0
2021/12,한솔케미칼,014680,화학,140,2078.0,1474.2,603.8,248.7,355.1,3.9,15.9,-23.5,332.1,88.4,243.8
2022/03(E),한솔케미칼,014680,화학,140,2078.1,,705.0,,528.1,,,,567.8,,434.8
2020/06,한솔테크닉스,004710,디스플레이장비및부품,199,2891.2,2469.9,421.4,307.6,113.7,56.5,66.1,3.9,108.0,33.0,75.0
2020/09,한솔테크닉스,004710,디스플레이장비및부품,199,3624.3,3140.4,484.0,336.5,147.5,59.7,56.3,-63.9,87.0,38.2,48.8
2020/12,한솔테크닉스,004710,디스플레이장비및부품,199,3057.2,2862.4,194.8,239.8,-45.1,109.1,111.5,-5.9,-53.2,-79.0,25.7
2021/03,한솔테크닉스,004710,디스플레이장비및부품,199,3061.7,2834.7,227.0,204.4,22.6,56.1,52.1,3.5,30.0,-2.7,32.6
2021/06,한솔테크닉스,004710,디스플레이장비및부품,199,3509.0,3222.3,286.7,245.6,41.1,53.6,85.3,5.8,15.1,14.3,0.9
2021/09,한솔테크닉스,004710,디스플레이장비및부품,199,3913.1,3645.1,268.0,296.9,-28.9,69.6,81.5,12.8,-27.9,8.2,-36.2
2021/12,한솔테크닉스,004710,디스플레이장비및부품,199,4422.3,4169.6,252.7,330.1,-77.4,65.2,67.1,-3.7,-82.9,7.9,-90.8
2022/03(E),한솔테크닉스,004710,디스플레이장비및부품,199,,,,,,,,,,,
2020/06,한솔홀딩스,004150,종이와목재,196,1211.1,1081.2,130.0,93.1,36.9,3.0,17.1,13.3,138.2,7.2,131.0
2020/09,한솔홀딩스,004150,종이와목재,196,1280.2,1179.2,101.0,97.2,3.9,1.6,15.8,17.7,58.0,-4.3,62.3
2020/12,한솔홀딩스,004150,종이와목재,196,-224.6,-287.3,62.7,1.8,60.9,-10.0,-30.2,-23.4,52.7,-168.7,381.4
2021/03,한솔홀딩스,004150,종이와목재,196,969.7,827.8,141.8,76.8,65.0,2.6,2.0,2.4,84.7,16.2,68.5
2021/06,한솔홀딩스,004150,종이와목재,196,940.3,824.0,116.3,74.0,42.3,2.0,2.7,-1.1,112.2,16.9,95.3
2021/09,한솔홀딩스,004150,종이와목재,196,961.7,853.2,108.5,72.7,35.8,2.4,3.0,-26.8,49.0,4.0,45.0
2021/12(E),한솔홀딩스,004150,종이와목재,196,,,,,,,,,,,
2020/06,한솔홈데코,025750,건축자재,162,682.5,581.7,100.8,79.0,21.8,4.8,-20.4,12.2,59.3,16.2,43.1
2020/09,한솔홈데코,025750,건축자재,162,576.8,503.3,73.5,82.0,-8.5,-5.3,15.0,2.6,-26.2,-5.8,-20.4
2020/12,한솔홈데코,025750,건축자재,162,621.3,522.7,98.6,92.4,6.1,9.4,3.3,-31.9,-19.6,-5.6,-14.0
2021/03,한솔홈데코,025750,건축자재,162,574.7,478.2,96.5,79.1,17.4,12.7,9.0,0.9,22.0,2.6,19.4
2021/06,한솔홈데코,025750,건축자재,162,658.0,525.9,132.1,89.0,43.1,-1.0,5.8,-19.6,16.7,-11.5,28.2
2021/09,한솔홈데코,025750,건축자재,162,679.0,557.0,122.0,98.1,24.0,22.9,7.6,-4.3,35.0,-0.1,35.0
2021/12,한솔홈데코,025750,건축자재,162,720.7,609.7,111.1,109.4,1.7,0.2,7.5,11.0,5.4,33.4,-28.0
2022/03(E),한솔홈데코,025750,건축자재,162,,,,,,,,,,,
2020/06,한신공영,004960,건설,42,4326.2,3887.8,438.4,176.3,262.0,110.5,68.5,-11.0,292.9,79.8,213.2
2020/09,한신공영,004960,건설,42,3393.0,2909.3,483.7,215.8,267.9,45.8,102.0,-6.9,204.9,59.5,145.4
2020/12,한신공영,004960,건설,42,4264.2,3633.2,631.1,247.2,383.9,432.5,25.5,-135.1,655.1,155.4,499.8
2021/03,한신공영,004960,건설,42,2662.1,2350.9,311.2,196.1,115.1,62.6,68.6,33.6,142.6,34.8,107.8
2021/06,한신공영,004960,건설,42,3310.9,3027.5,283.4,235.0,48.4,61.3,91.0,75.4,93.9,37.5,56.4
2021/09,한신공영,004960,건설,42,3254.3,2942.2,312.1,232.9,79.1,10.3,35.4,11.1,64.8,28.3,36.5
2021/12(E),한신공영,004960,건설,42,,,,,,,,,,,
2020/06,한신기계,011700,기계,138,123.1,97.5,25.6,16.7,8.9,5.6,0.1,-0.0,14.4,3.1,11.3
2020/09,한신기계,011700,기계,138,123.5,99.4,24.0,15.9,8.1,2.4,1.4,,9.1,1.9,7.2
2020/12,한신기계,011700,기계,138,162.2,127.5,34.7,20.7,14.0,4.0,5.1,-2.8,10.1,2.4,7.7
2021/03,한신기계,011700,기계,138,124.0,97.6,26.3,16.4,10.0,5.3,5.8,0.8,10.3,2.4,7.8
2021/06,한신기계,011700,기계,138,115.3,91.4,23.9,13.6,10.3,4.4,0.3,2.3,16.7,3.6,13.2
2021/09,한신기계,011700,기계,138,122.6,103.5,19.1,17.7,1.4,7.1,4.1,0.4,4.8,1.5,3.3
2021/12(E),한신기계,011700,기계,138,,,,,,,,,,,
2020/06,한양증권,001750,증권,12,,,,283.6,143.0,,,,152.0,43.5,108.5
2020/09,한양증권,001750,증권,12,,,,363.9,246.5,,,,262.7,74.3,188.4
2020/12,한양증권,001750,증권,12,,,,357.9,118.1,,,,106.2,34.7,71.5
2021/03,한양증권,001750,증권,12,,,,421.5,359.5,,,,348.4,103.5,244.9
2021/06,한양증권,001750,증권,12,,,,444.8,359.1,,,,353.0,95.2,257.7
2021/09,한양증권,001750,증권,12,,,,445.7,249.4,,,,250.8,80.0,170.7
2021/12(E),한양증권,001750,증권,12,,,,,,,,,,,
2020/06,한온시스템,018880,자동차부품,36,11953.9,11206.0,747.9,1326.0,-578.1,42.6,375.9,128.4,-809.7,-205.9,-603.8
2020/09,한온시스템,018880,자동차부품,36,19014.1,16497.5,2516.5,1320.9,1195.7,69.4,394.0,-265.2,641.2,132.2,509.1
2020/12,한온시스템,018880,자동차부품,36,21011.9,17613.0,3398.8,1455.7,1943.2,292.3,686.1,-454.5,1113.6,216.5,897.1
2021/03,한온시스템,018880,자동차부품,36,18690.3,16471.6,2218.7,1278.3,940.4,383.1,427.0,-165.3,753.0,152.3,600.7
2021/06,한온시스템,018880,자동차부품,36,18520.7,16272.6,2248.0,1243.8,1004.2,190.2,224.8,316.3,1306.0,309.5,996.5
2021/09,한온시스템,018880,자동차부품,36,17042.0,15057.2,1984.9,1279.1,705.8,271.9,344.4,-88.0,532.9,6.8,526.2
2021/12(E),한온시스템,018880,자동차부품,36,19026.5,,2487.2,,936.2,,,,723.9,,511.3
2020/06,한올바이오파마,009420,제약,35,226.0,98.2,127.8,111.7,16.2,48.3,0.5,0.0,64.0,5.0,59.0
2020/09,한올바이오파마,009420,제약,35,221.1,99.7,121.5,111.1,10.3,6.4,,-0.4,16.2,-20.9,37.1
2020/12,한올바이오파마,009420,제약,35,217.9,95.1,122.8,118.4,4.5,74.4,0.3,1.7,80.2,17.4,62.8
2021/03,한올바이오파마,009420,제약,35,278.0,100.0,178.0,124.0,54.0,2.4,0.5,-10.5,45.3,,45.3
2021/06,한올바이오파마,009420,제약,35,234.4,97.3,137.1,121.4,15.7,2.2,0.4,0.7,18.1,-14.5,32.6
2021/09,한올바이오파마,009420,제약,35,254.7,106.3,148.4,126.3,22.1,2.5,0.8,-3.2,20.6,,20.6
2021/12,한올바이오파마,009420,제약,35,248.9,109.0,139.9,130.6,9.2,1.4,2.7,-4.9,3.0,12.6,-9.5
2022/03(E),한올바이오파마,009420,제약,35,,,,,,,,,,,
2020/06,한익스프레스,014130,항공화물운송과물류,234,1496.3,1429.3,67.0,21.9,45.1,1.2,10.3,-2.1,33.9,7.6,26.4
2020/09,한익스프레스,014130,항공화물운송과물류,234,1544.9,1495.4,49.5,22.8,26.7,0.5,10.7,-4.0,12.5,2.8,9.7
2020/12,한익스프레스,014130,항공화물운송과물류,234,1573.1,1533.8,39.3,26.0,13.3,1.7,13.3,-71.8,-70.0,-1.3,-68.7
2021/03,한익스프레스,014130,항공화물운송과물류,234,1884.3,1827.2,57.1,23.5,33.6,2.7,8.4,-1.0,26.8,5.2,21.7
2021/06,한익스프레스,014130,항공화물운송과물류,234,1945.4,1858.9,86.5,23.3,63.3,19.8,9.1,1.3,75.2,16.4,58.8
2021/09,한익스프레스,014130,항공화물운송과물류,234,1920.2,1841.6,78.5,26.0,52.5,0.8,10.5,0.7,43.5,9.6,33.8
2021/12(E),한익스프레스,014130,항공화물운송과물류,234,,,,,,,,,,,
2020/06,한일시멘트,300720,건축자재,162,2227.8,1658.1,569.7,270.9,298.8,9.7,12.4,-4.3,291.7,77.0,214.8
2020/09,한일시멘트,300720,건축자재,162,2517.1,1846.5,670.6,310.4,360.2,12.0,43.7,102.6,431.0,108.2,322.8
2020/12,한일시멘트,300720,건축자재,162,3194.5,2222.9,971.6,400.1,571.6,107.5,55.8,-30.3,593.0,189.7,403.3
2021/03,한일시멘트,300720,건축자재,162,2606.3,2098.4,508.0,355.1,152.9,16.9,46.5,9.1,132.4,39.0,93.4
2021/06,한일시멘트,300720,건축자재,162,3467.0,2429.4,1037.6,437.8,599.8,6.9,40.4,33.6,599.9,179.3,420.7
2021/09,한일시멘트,300720,건축자재,162,3118.1,2378.6,739.5,403.3,336.2,5.3,41.2,10.9,311.2,86.1,225.1
2021/12(E),한일시멘트,300720,건축자재,162,3480.0,,760.0,,380.0,,,,,,
2020/06,한일철강,002220,철강,62,411.5,407.3,4.2,18.5,-14.3,3.1,10.5,20.4,-4.4,11.6,-16.0
2020/09,한일철강,002220,철강,62,773.3,757.9,15.3,35.9,-20.5,15.5,47.2,7.1,-45.0,0.9,-45.9
2020/12,한일철강,002220,철강,62,386.4,360.2,26.3,33.8,-7.5,42.3,27.0,1.3,10.0,-4.0,14.0
2021/03,한일철강,002220,철강,62,513.8,439.0,74.7,26.0,48.7,2.5,11.7,-2.0,41.4,2.3,39.1
2021/06,한일철강,002220,철강,62,656.0,525.5,130.5,20.5,110.0,0.7,15.4,5.9,113.7,10.6,103.1
2021/09,한일철강,002220,철강,62,626.4,538.2,88.2,23.6,64.6,31.2,69.8,-2.4,41.6,1.1,40.4
2021/12,한일철강,002220,철강,62,689.7,592.7,97.0,23.9,73.1,34.8,15.8,0.6,89.0,16.5,72.5
2022/03(E),한일철강,002220,철강,62,,,,,,,,,,,
2020/06,한일현대시멘트,006390,건축자재,162,956.3,576.7,379.6,120.1,259.5,-43.2,7.5,0.4,209.3,41.1,168.2
2020/09,한일현대시멘트,006390,건축자재,162,744.3,466.6,277.7,98.3,179.4,5.7,7.5,2.6,180.1,38.5,141.6
2020/12,한일현대시멘트,006390,건축자재,162,916.1,618.5,297.6,117.1,180.5,85.3,9.5,49.0,305.3,49.1,256.2
2021/03,한일현대시멘트,006390,건축자재,162,776.4,665.2,111.2,108.6,2.6,8.6,9.0,0.1,2.3,1.6,0.8
2021/06,한일현대시멘트,006390,건축자재,162,1075.1,728.5,346.6,144.3,202.3,7.1,6.4,26.4,229.4,51.2,178.1
2021/09,한일현대시멘트,006390,건축자재,162,994.8,717.2,277.6,132.5,145.2,2.4,6.9,2.9,143.5,34.8,108.7
2021/12(E),한일현대시멘트,006390,건축자재,162,1060.0,,190.0,,60.0,,,,,,
2020/06,한일홀딩스,003300,건축자재,162,4230.9,3262.4,968.5,413.5,555.0,-8.4,52.6,-76.0,418.2,129.6,288.5
2020/09,한일홀딩스,003300,건축자재,162,3592.9,2817.4,775.5,362.4,413.1,22.4,57.9,108.1,485.6,131.8,353.8
2020/12,한일홀딩스,003300,건축자재,162,4154.7,3124.7,1030.0,419.9,610.0,128.2,59.5,-136.8,541.9,140.0,401.9
2021/03,한일홀딩스,003300,건축자재,162,3497.6,2968.6,529.0,379.6,149.5,32.4,56.7,9.7,134.8,88.6,46.2
2021/06,한일홀딩스,003300,건축자재,162,4549.4,3432.1,1117.2,453.8,663.4,14.5,50.0,35.2,663.1,116.3,546.8
2021/09,한일홀딩스,003300,건축자재,162,4514.9,3727.8,787.0,434.0,353.0,15.4,44.0,13.9,338.4,90.4,248.0
2021/12(E),한일홀딩스,003300,건축자재,162,,,,,,,,,,,
2020/06,한전KPS,051600,전기유틸리티,176,3280.0,2759.1,520.9,171.2,349.7,20.9,9.0,175.8,537.5,114.3,423.2
2020/09,한전KPS,051600,전기유틸리티,176,3240.0,2601.8,638.2,166.9,471.3,13.0,7.1,-442.2,35.0,2.6,32.4
2020/12,한전KPS,051600,전기유틸리티,176,4001.2,3474.1,527.0,264.8,262.3,16.1,24.0,-23.9,230.5,47.7,182.8
2021/03,한전KPS,051600,전기유틸리티,176,3216.5,2445.4,771.0,206.9,564.2,26.6,6.1,9.8,594.5,153.6,440.8
2021/06,한전KPS,051600,전기유틸리티,176,3679.6,3106.6,573.0,212.0,361.1,13.6,7.5,47.9,415.0,94.2,320.9
2021/09,한전KPS,051600,전기유틸리티,176,3114.0,2607.7,506.3,200.7,305.6,27.8,5.4,9.6,340.9,77.4,263.5
2021/12,한전KPS,051600,전기유틸리티,176,3795.5,3475.3,320.1,311.1,9.0,13.7,19.1,5.7,9.0,47.4,-38.5
2022/03(E),한전KPS,051600,전기유틸리티,176,3151.5,,809.0,,485.3,,,,425.0,,418.0
2020/06,한전산업,130660,전기유틸리티,176,814.8,671.8,143.0,45.7,97.3,1.5,2.8,0.7,96.6,26.2,69.9
2020/09,한전산업,130660,전기유틸리티,176,690.7,558.1,132.6,38.8,93.9,1.0,2.7,0.3,92.4,19.0,74.2
2020/12,한전산업,130660,전기유틸리티,176,1053.3,1027.4,25.9,106.4,-80.5,2.1,7.3,5.0,-80.7,-16.7,-64.7
2021/03,한전산업,130660,전기유틸리티,176,716.9,610.5,106.4,42.2,64.1,5.2,1.6,-3.7,64.0,17.0,47.0
2021/06,한전산업,130660,전기유틸리티,176,885.6,754.7,130.9,50.8,80.1,0.7,1.4,-29.1,50.3,11.1,39.2
2021/09,한전산업,130660,전기유틸리티,176,726.5,624.6,101.9,41.3,60.6,3.3,1.7,2.5,64.6,15.9,48.7
2021/12(E),한전산업,130660,전기유틸리티,176,,,,,,,,,,,
2020/06,한진,002320,항공화물운송과물류,234,5322.1,4830.6,491.5,202.9,288.6,3.4,271.8,39.9,56.6,11.7,44.9
2020/09,한진,002320,항공화물운송과물류,234,5457.8,4973.0,484.8,203.5,281.3,-5.2,266.9,-17.6,14.0,,14.0
2020/12,한진,002320,항공화물운송과물류,234,6011.8,5559.9,451.9,216.7,235.2,29.6,281.8,3.8,22.3,16.0,6.3
2021/03,한진,002320,항공화물운송과물류,234,5536.9,5177.5,359.3,223.6,135.7,58.9,243.3,2612.4,2581.0,658.6,1922.4
2021/06,한진,002320,항공화물운송과물류,234,5998.8,5499.3,499.5,224.9,274.6,15.2,255.5,-140.6,-83.9,-73.5,-10.5
2021/09,한진,002320,항공화물운송과물류,234,6488.4,5913.7,574.7,241.8,332.9,41.7,248.6,-22.2,120.3,-35.6,155.9
2021/12(E),한진,002320,항공화물운송과물류,234,5920.0,,550.0,,300.0,,,,,,
2020/06,한진중공업,097230,건설,42,4903.8,4728.0,175.8,171.5,4.3,7.3,141.1,-26.0,-146.0,-847.0,701.0
2020/09,HJ중공업,097230,건설,42,4709.7,4063.3,646.4,201.3,445.1,41.6,127.4,1.0,361.8,-45.6,407.4
2020/12,HJ중공업,097230,건설,42,3991.3,3866.1,125.2,229.2,-104.1,272.6,119.5,-72.0,-22.2,244.9,-267.1
2021/03,HJ중공업,097230,건설,42,2744.8,2783.6,-38.8,212.8,-251.6,16.3,157.6,-13.5,-406.1,,-406.1
2021/06,HJ중공업,097230,건설,42,4409.8,4165.0,244.8,235.1,9.7,7.2,113.2,-114.2,-197.0,23.2,-220.2
2021/09,HJ중공업,097230,건설,42,4777.1,4494.6,282.5,200.2,82.3,152.5,178.7,-17.7,44.2,1.0,43.3
2021/12(E),HJ중공업,097230,건설,42,,,,,,,,,,,
2020/06,한진중공업홀딩스,003480,가스유틸리티,168,1355.2,1092.9,262.3,189.5,72.8,4.1,121.9,13.1,-32.0,3.6,-35.6
2020/09,한진중공업홀딩스,003480,가스유틸리티,168,1011.3,757.0,254.4,207.2,47.2,4.1,129.2,4.7,-73.3,-6.5,-66.8
2020/12,한진중공업홀딩스,003480,가스유틸리티,168,2379.4,2029.6,349.8,210.0,139.9,4.1,131.0,-49.8,-36.9,17.1,-53.9
2021/03,한진중공업홀딩스,003480,가스유틸리티,168,3141.6,2621.7,519.8,186.3,333.5,3.7,120.7,3.4,219.9,25.4,194.5
2021/06,한진중공업홀딩스,003480,가스유틸리티,168,1343.1,1177.3,165.8,199.5,-33.7,4.2,140.0,4.4,-165.1,-6.0,-159.1
2021/09,한진중공업홀딩스,003480,가스유틸리티,168,1335.0,1091.2,243.8,215.7,28.1,6.2,196.8,2.3,-160.2,-13.3,-146.9
2021/12(E),한진중공업홀딩스,003480,가스유틸리티,168,,,,,,,,,,,
2020/06,한진칼,180640,항공사,187,481.6,987.6,-506.0,218.3,-724.3,38.8,90.1,9.0,-513.3,12.3,-525.6
2020/09,한진칼,180640,항공사,187,838.4,1220.2,-381.8,211.1,-593.0,14.0,127.7,83.8,-826.6,-17.3,-809.3
2020/12,한진칼,180640,항공사,187,830.8,1141.7,-311.0,243.4,-554.4,39.1,149.0,86.0,825.6,99.4,726.2
2021/03,한진칼,180640,항공사,187,745.8,1191.6,-445.7,209.1,-654.8,81.0,193.2,-678.2,-1174.4,-176.1,-998.3
2021/06,한진칼,180640,항공사,187,1010.9,1290.9,-280.1,217.1,-497.2,9.2,204.0,-396.3,-832.1,-151.8,-680.3
2021/09,한진칼,180640,항공사,187,997.4,1266.1,-268.8,216.6,-485.3,8.6,202.7,-198.3,-596.6,-66.4,-530.2
2021/12(E),한진칼,180640,항공사,187,,,,,,,,,,,
2020/06,한창,005110,부동산,229,66.8,52.1,14.8,27.1,-12.3,21.4,12.9,-1.9,-5.7,-7.9,1.7
2020/09,한창,005110,부동산,229,139.8,97.0,42.9,41.3,1.5,42.7,40.3,-13.3,-9.4,,-10.0
2020/12,한창,005110,부동산,229,111.7,67.1,44.5,51.4,-6.9,5.4,-3.2,-114.6,-112.8,-1.0,-145.6
2021/03,한창,005110,부동산,229,244.6,188.4,56.2,60.0,-3.8,18.0,12.1,22.4,24.6,,24.5
2021/06,한창,005110,부동산,229,141.2,98.4,42.8,37.9,5.0,14.2,38.8,2.9,-16.8,,-23.2
2021/09,한창,005110,부동산,229,77.9,63.6,14.3,52.4,-38.0,11.1,11.0,-1.7,-39.6,,-37.1
2021/12(E),한창,005110,부동산,229,,,,,,,,,,,
2020/06,한창제지,009460,포장재,173,402.0,322.1,80.0,43.3,36.7,1.1,6.7,-0.3,31.3,7.8,23.5
2020/09,한창제지,009460,포장재,173,456.1,351.2,104.8,47.0,57.9,1.3,6.0,-0.1,53.0,13.8,39.2
2020/12,한창제지,009460,포장재,173,409.3,323.0,86.3,39.6,46.7,1.8,13.9,-6.9,24.0,6.4,17.6
2021/03,한창제지,009460,포장재,173,429.6,332.8,96.8,49.9,46.9,5.7,4.9,0.5,48.1,12.6,35.5
2021/06,한창제지,009460,포장재,173,441.5,335.5,106.0,49.6,56.4,1.7,4.4,0.9,54.6,4.1,50.5
2021/09,한창제지,009460,포장재,173,441.1,345.6,95.5,54.5,40.9,1.9,4.6,1.7,39.9,6.6,33.4
2021/12(E),한창제지,009460,포장재,173,,,,,,,,,,,
2020/03,한컴라이프케어,372910,건강관리장비와용품,211,,,,,,,,,,,
2020/06,한컴라이프케어,372910,건강관리장비와용품,211,,,,,,,,,,,
2020/09,한컴라이프케어,372910,건강관리장비와용품,211,,,,,,,,,,,
2020/12,한컴라이프케어,372910,건강관리장비와용품,211,,,,,,,,,,,
2021/03,한컴라이프케어,372910,건강관리장비와용품,211,,,,,,,,,,,
2021/06,한컴라이프케어,372910,건강관리장비와용품,211,,,,,,,,,,,
2021/09,한컴라이프케어,372910,건강관리장비와용품,211,189.5,162.1,27.4,46.8,-19.4,6.4,3.6,1.9,-14.6,-2.1,-12.6
2021/12,한컴라이프케어,372910,건강관리장비와용품,211,425.4,343.3,82.1,82.5,-0.4,0.6,-2.0,1.8,2.9,6.5,-3.6
2022/03(E),한컴라이프케어,372910,건강관리장비와용품,211,,,,,,,,,,,
2020/06,한화생명,088350,생명보험,192,,,,,1229.2,,,,1106.3,318.5,787.8
2020/09,한화생명,088350,생명보험,192,,,,,2069.1,,,,2058.7,569.9,1488.8
2020/12,한화생명,088350,생명보험,192,,,,,-529.2,,,,-1160.6,-456.7,-704.0
2021/03,한화생명,088350,생명보험,192,,,,,4367.0,,,,4494.5,1130.6,3363.9
2021/06,한화생명,088350,생명보험,192,,,,,2407.8,,,,2399.4,746.8,1652.6
2021/09,한화생명,088350,생명보험,192,,,,,2502.6,,,,5741.8,1952.4,3789.3
2021/12(E),한화생명,088350,생명보험,192,,,,,,,,,580.0,,430.0
2020/06,한화손해보험,000370,손해보험,190,,,,,388.4,,,,388.0,106.9,281.1
2020/09,한화손해보험,000370,손해보험,190,,,,,207.2,,,,205.5,61.7,143.8
2020/12,한화손해보험,000370,손해보험,190,,,,,-248.0,,,,-245.2,-21.2,-224.0
2021/03,한화손해보험,000370,손해보험,190,,,,,694.4,,,,694.8,192.9,502.0
2021/06,한화손해보험,000370,손해보험,190,,,,,384.8,,,,388.5,116.6,271.9
2021/09,한화손해보험,000370,손해보험,190,,,,,762.0,,,,762.3,235.1,527.2
2021/12,한화손해보험,000370,손해보험,190,,,,,-498.0,,,,-450.0,-97.6,-352.4
2022/03(E),한화손해보험,000370,손해보험,190,,,,,,,,,,,
2020/06,한화솔루션,009830,화학,140,19564.3,15175.2,4389.0,3104.1,1285.0,62.7,594.6,51.1,2035.8,457.9,1472.8
2020/09,한화솔루션,009830,화학,140,24284.3,18754.8,5529.5,3198.0,2331.6,44.1,501.1,-153.6,2652.7,570.2,1896.8
2020/12,한화솔루션,009830,화학,140,25617.9,21023.3,4594.7,3940.9,653.8,87.3,397.9,-1436.0,-761.9,188.0,-992.8
2021/03,한화솔루션,009830,화학,140,24043.0,18312.2,5730.8,3185.1,2545.8,46.0,359.4,1926.9,5385.4,1533.7,3851.7
2021/06,한화솔루션,009830,화학,140,27774.9,21803.8,5971.2,3759.8,2211.3,65.5,395.5,257.2,2883.5,655.7,2227.8
2021/09,한화솔루션,009830,화학,140,25803.4,20636.0,5167.3,3383.6,1783.7,44.6,367.1,153.6,2485.6,551.1,1934.4
2021/12(E),한화솔루션,009830,화학,140,28327.6,,,,1920.4,,,,1601.0,,1181.0
2020/06,한화시스템,272210,우주항공과국방,216,3230.6,2723.4,507.1,324.8,182.3,14.0,23.0,2.5,168.3,38.4,129.9
2020/09,한화시스템,272210,우주항공과국방,216,3795.8,2984.2,811.6,364.8,446.8,8.7,15.2,-28.1,400.6,87.3,313.3
2020/12,한화시스템,272210,우주항공과국방,216,6579.6,5894.3,685.3,495.0,190.3,6.6,27.3,-48.9,104.4,-292.0,396.4
2021/03,한화시스템,272210,우주항공과국방,216,3667.3,3019.1,648.2,341.2,307.0,13.4,11.5,24.0,316.8,78.4,238.4
2021/06,한화시스템,272210,우주항공과국방,216,4858.9,4151.2,707.6,393.4,314.3,16.4,18.7,-3.5,286.2,66.3,219.9
2021/09,한화시스템,272210,우주항공과국방,216,5573.6,4743.5,830.1,404.3,425.7,41.7,11.7,-10.0,422.1,110.2,311.9
2021/12(E),한화시스템,272210,우주항공과국방,216,6277.0,,750.0,,150.8,,,,161.0,,
2020/06,한화에어로스페이스,012450,우주항공과국방,216,11926.9,9207.0,2719.9,2018.1,701.8,160.8,326.1,70.7,610.0,186.8,423.2
2020/09,한화에어로스페이스,012450,우주항공과국방,216,13771.4,10822.4,2949.0,2006.1,942.9,89.7,240.0,-32.1,756.1,195.8,560.3
2020/12,한화에어로스페이스,012450,우주항공과국방,216,17242.2,14262.6,2979.6,2217.0,762.6,149.5,413.7,-19.6,446.3,-309.1,755.4
2021/03,한화에어로스페이스,012450,우주항공과국방,216,12123.6,9494.9,2628.8,1970.2,658.6,948.2,223.9,51.6,1426.7,425.4,1001.3
2021/06,한화에어로스페이스,012450,우주항공과국방,216,16864.7,13281.9,3582.8,2256.9,1325.9,59.8,279.8,34.4,1150.1,290.5,859.6
2021/09,한화에어로스페이스,012450,우주항공과국방,216,15424.6,12279.0,3145.6,2112.1,1033.5,272.7,300.3,81.8,1056.8,310.0,746.8
2021/12(E),한화에어로스페이스,012450,우주항공과국방,216,18817.4,,3230.0,,765.1,,,,567.5,,507.5
2020/06,한화투자증권,003530,증권,12,,,,642.4,427.4,,,,423.9,113.8,310.1
2020/09,한화투자증권,003530,증권,12,,,,664.1,594.6,,,,617.8,154.6,463.1
2020/12,한화투자증권,003530,증권,12,,,,649.9,448.6,,,,374.2,114.4,259.7
2021/03,한화투자증권,003530,증권,12,,,,817.1,603.5,,,,661.0,180.3,480.7
2021/06,한화투자증권,003530,증권,12,,,,747.5,389.6,,,,320.9,49.6,271.3
2021/09,한화투자증권,003530,증권,12,,,,737.9,388.7,,,,385.3,91.5,293.8
2021/12(E),한화투자증권,003530,증권,12,,,,,,,,,,,
2020/06,해성디에스,195870,반도체와반도체장비,202,1189.7,962.8,226.9,80.3,146.7,0.4,4.5,-6.3,132.6,30.1,102.5
2020/09,해성디에스,195870,반도체와반도체장비,202,1190.0,979.5,210.5,85.9,124.6,0.4,3.3,-9.3,107.7,23.7,84.0
2020/12,해성디에스,195870,반도체와반도체장비,202,1134.5,991.7,142.8,82.0,60.7,0.5,3.1,-30.3,21.5,-0.9,22.4
2021/03,해성디에스,195870,반도체와반도체장비,202,1374.8,1178.1,196.7,95.1,101.6,0.5,3.7,24.0,118.8,25.7,93.1
2021/06,해성디에스,195870,반도체와반도체장비,202,1594.3,1297.1,297.2,114.7,182.4,1.1,3.7,-0.3,175.2,28.3,146.9
2021/09,해성디에스,195870,반도체와반도체장비,202,1709.5,1303.9,405.6,125.5,280.1,0.4,3.5,25.3,302.2,73.7,228.5
2021/12,해성디에스,195870,반도체와반도체장비,202,1875.2,1418.2,457.1,157.9,299.1,0.6,3.1,2.3,299.0,57.0,242.0
2022/03(E),해성디에스,195870,반도체와반도체장비,202,1824.5,,421.0,,283.7,,,,258.0,,211.0
2020/06,해태제과식품,101530,식품,38,1880.9,1177.2,703.7,533.4,170.3,-1.2,22.9,-7.5,139.8,30.3,109.5
2020/09,해태제과식품,101530,식품,38,1327.5,830.6,497.0,416.7,80.3,0.2,21.4,-5.6,53.7,4.3,98.1
2020/12,해태제과식품,101530,식품,38,1517.0,963.9,553.1,510.6,42.6,0.4,15.9,-42.7,-16.3,27.1,41.4
2021/03,해태제과식품,101530,식품,38,1442.5,923.0,519.5,426.2,93.2,0.3,10.4,-42.6,43.0,10.7,32.3
2021/06,해태제과식품,101530,식품,38,1340.1,890.6,449.5,409.7,39.8,0.3,12.2,68.1,95.8,22.8,73.0
