period,shareName,shareCode,marketName,marketCode,totalRevenue,costOfRevenue,grossProfit,operationExpense,operationIncome,interestIncome,interestExpense,otherNonOperationIncExp,earningBfTax,incomeTaxExpense,netIncome
2016/12,태웅로직스,124560,해운사,212,1852.8,1631.2,221.6,141.4,80.3,1.0,11.9,-5.8,63.5,16.1,47.5
2017/12,태웅로직스,124560,해운사,212,2547.6,2277.5,270.0,201.9,68.2,3.0,19.6,-17.3,13.8,12.0,1.8
2018/12,태웅로직스,124560,해운사,212,2439.5,2112.8,326.6,209.8,116.9,0.9,16.5,-5.6,94.5,21.3,73.2
2019/12,태웅로직스,124560,해운사,212,2860.7,2480.2,380.5,230.7,149.8,55.1,85.1,-0.1,122.4,26.8,95.6
2020/12,태웅로직스,124560,해운사,212,3412.9,3011.8,401.1,254.6,146.5,55.8,79.2,-1.1,124.0,44.6,79.4
2021/12(E),태웅로직스,124560,해운사,212,7537.0,,897.0,,615.0,,,,599.0,,479.0
2016/12,테고사이언스,191420,생물공학,146,83.4,15.7,67.7,44.4,23.3,2.6,17.8,-1.7,6.1,-1.4,7.5
2017/12,테고사이언스,191420,생물공학,146,86.4,17.6,68.8,50.0,18.8,4.4,86.5,-0.6,-63.8,-3.4,-60.5
2018/12,테고사이언스,191420,생물공학,146,78.5,18.7,59.8,51.1,8.7,8.2,27.8,5.4,-5.5,13.1,-18.6
2019/12,테고사이언스,191420,생물공학,146,63.5,16.3,47.2,43.7,3.5,6.8,0.1,-1.5,8.6,0.3,8.3
2020/12,테고사이언스,191420,생물공학,146,87.9,21.5,66.4,50.6,15.8,3.2,12.2,14.1,20.9,2.6,18.3
2021/12(E),테고사이언스,191420,생물공학,146,,,,,,,,,,,
2016/12,테라사이언스,073640,기계,138,259.0,250.2,8.9,51.6,-42.8,8.0,22.8,-29.2,-86.8,4.8,-91.5
2017/12,테라사이언스,073640,기계,138,240.3,201.6,38.8,40.3,-1.6,2.5,31.1,6.3,-23.9,-0.6,-23.3
2018/12,테라사이언스,073640,기계,138,195.7,161.4,34.3,31.0,3.3,3.9,17.1,-9.6,-19.6,0.3,-19.9
2019/12,테라사이언스,073640,기계,138,161.9,144.6,17.4,46.8,-29.4,15.4,17.4,-0.9,-32.4,-4.8,-27.6
2020/12,테라사이언스,073640,기계,138,160.9,131.1,29.8,40.6,-10.8,7.9,75.6,-5.1,-83.6,0.6,-84.2
2021/12(E),테라사이언스,073640,기계,138,,,,,,,,,,,
2016/12,테라셈,182690,반도체와반도체장비,202,174.7,181.0,-6.3,36.7,-43.1,3.0,1.1,-5.8,-46.9,-3.0,-43.9
2017/12,테라셈,182690,반도체와반도체장비,202,80.6,98.1,-17.6,34.2,-51.8,0.9,1.4,-8.5,-60.8,2.0,-62.8
2018/12,테라셈,182690,반도체와반도체장비,202,87.6,122.5,-34.9,30.3,-65.2,4.5,5.7,1.7,-64.7,,-64.7
2019/12,테라셈,182690,반도체와반도체장비,202,123.5,142.5,-19.0,22.8,-41.8,2.9,11.2,3.3,-46.9,3.3,-50.2
2020/12,테라셈,182690,반도체와반도체장비,202,175.1,143.2,31.9,37.0,-5.1,0.1,26.4,-0.2,-31.6,,-31.6
2021/12(E),테라셈,182690,반도체와반도체장비,202,,,,,,,,,,,
2016/12,테라젠이텍스,066700,제약,35,1012.8,701.8,311.0,297.9,13.1,6.7,9.7,11.5,15.2,-3.2,20.3
2017/12,테라젠이텍스,066700,제약,35,1075.9,750.9,325.0,323.0,2.1,14.2,15.8,11.9,8.7,-2.8,11.5
2018/12,테라젠이텍스,066700,제약,35,1174.7,888.3,286.4,325.7,-39.2,9.1,17.2,-8.0,-88.5,11.1,-99.6
2019/12,테라젠이텍스,066700,제약,35,1380.8,1003.7,377.1,340.1,37.1,11.3,29.9,-0.7,560.0,120.3,439.7
2020/12,테라젠이텍스,066700,제약,35,1430.2,974.4,455.9,518.8,-62.9,17.9,23.1,-15.0,-83.4,7.4,-90.8
2021/12(E),테라젠이텍스,066700,제약,35,,,,,,,,,,,
2016/12,테스,095610,반도체와반도체장비,202,1789.1,1308.2,480.9,117.2,363.7,25.8,17.3,-2.7,370.0,57.5,312.6
2017/12,테스,095610,반도체와반도체장비,202,2757.9,1983.7,774.2,141.0,633.1,95.1,25.4,5.0,695.1,152.4,542.8
2018/12,테스,095610,반도체와반도체장비,202,2870.7,2107.8,762.8,184.7,578.2,66.6,68.1,-34.5,531.1,106.8,424.3
2019/12,테스,095610,반도체와반도체장비,202,1783.7,1489.1,294.7,177.2,117.5,70.1,21.9,-44.6,118.8,21.3,97.5
2020/12,테스,095610,반도체와반도체장비,202,2459.7,1939.3,520.3,203.5,316.8,141.1,48.9,-18.0,385.0,84.8,300.2
2021/12,테스,095610,반도체와반도체장비,202,3751.9,2824.6,927.3,305.5,621.8,186.0,29.2,2.1,780.8,40.9,739.9
2022/12(E),테스,095610,반도체와반도체장비,202,3939.5,,996.0,,703.0,,,,774.0,,609.0
2016/12,테스나,131970,반도체와반도체장비,202,302.8,302.9,-0.1,14.0,-14.1,3.0,5.8,20.3,3.3,-4.1,7.4
2017/12,테스나,131970,반도체와반도체장비,202,471.9,355.9,116.0,17.4,98.7,2.6,4.3,3.4,101.8,11.8,89.9
2018/12,테스나,131970,반도체와반도체장비,202,652.7,441.5,211.2,23.7,187.5,3.6,4.6,0.5,187.5,25.2,162.3
2019/12,테스나,131970,반도체와반도체장비,202,968.3,663.9,304.4,62.6,241.9,5.2,20.1,9.6,226.3,12.1,214.2
2020/12,테스나,131970,반도체와반도체장비,202,1325.2,993.2,332.0,26.4,305.6,9.1,51.6,-7.6,253.4,-118.9,372.3
2021/12(E),테스나,131970,반도체와반도체장비,202,2045.0,,567.0,,528.7,,,,474.3,,419.3
2016/12,테크윙,089030,반도체와반도체장비,202,1419.8,904.6,515.2,284.2,230.9,10.5,39.1,-21.3,181.0,34.6,146.4
2017/12,테크윙,089030,반도체와반도체장비,202,2227.7,1445.4,782.3,367.2,415.2,61.5,55.0,58.3,479.9,86.1,393.9
2018/12,테크윙,089030,반도체와반도체장비,202,1937.1,1290.4,646.7,395.7,250.9,17.7,56.5,16.1,228.2,42.6,185.6
2019/12,테크윙,089030,반도체와반도체장비,202,1868.7,1225.7,643.0,399.0,244.0,23.6,67.3,-72.6,127.8,14.6,113.2
2020/12,테크윙,089030,반도체와반도체장비,202,2281.5,1447.3,834.2,455.1,379.1,35.2,55.7,47.9,406.6,77.3,329.3
2021/12(E),테크윙,089030,반도체와반도체장비,202,,,,,,,,,,,
2016/12,텔레칩스,054450,반도체와반도체장비,202,1009.7,579.3,430.4,364.0,66.4,8.1,,3.9,89.8,-15.4,105.2
2017/12,텔레칩스,054450,반도체와반도체장비,202,1226.7,831.6,395.0,331.7,63.3,6.3,,-59.9,0.1,-15.4,15.4
2018/12,텔레칩스,054450,반도체와반도체장비,202,1261.0,757.5,503.5,421.9,81.5,8.2,2.1,-33.3,62.4,-29.8,92.2
2019/12,텔레칩스,054450,반도체와반도체장비,202,1322.0,733.1,588.8,512.4,76.5,9.5,1.5,-27.0,72.8,-10.3,83.2
2020/12,텔레칩스,054450,반도체와반도체장비,202,1007.2,660.6,346.6,431.4,-84.8,7.2,4.9,-3.0,-81.2,12.9,-94.1
2021/12(E),텔레칩스,054450,반도체와반도체장비,202,1300.0,,467.0,,45.0,,,,49.0,,48.0
2016/12,텔레필드,091440,통신장비,136,431.0,330.1,100.9,117.8,-16.9,1.2,5.5,-4.6,-25.8,0.5,-26.4
2017/12,텔레필드,091440,통신장비,136,374.3,244.8,129.6,120.6,9.0,7.8,7.2,0.5,10.0,3.6,6.4
2018/12,텔레필드,091440,통신장비,136,302.3,288.2,14.0,122.7,-108.7,17.7,34.9,1.3,-124.6,3.3,-127.9
2019/12,텔레필드,091440,통신장비,136,565.4,382.9,182.5,125.6,56.9,1.6,17.9,-0.7,40.0,-8.9,48.9
2020/12,텔레필드,091440,통신장비,136,400.0,323.0,77.0,134.6,-57.6,14.9,13.1,-0.3,-56.2,12.6,-68.8
2021/12(E),텔레필드,091440,통신장비,136,,,,,,,,,,,
2016/12,텔콘RF제약,200230,통신장비,136,298.4,267.7,30.7,111.7,-81.0,51.4,21.2,-16.6,-70.3,-4.6,-65.7
2017/12,텔콘RF제약,200230,통신장비,136,411.5,366.1,45.4,172.4,-127.1,12.2,66.9,-6.4,-204.1,0.6,-204.7
2018/12,텔콘RF제약,200230,통신장비,136,577.1,482.0,95.1,173.8,-78.7,65.9,60.8,-105.5,-151.7,,-151.7
2019/12,텔콘RF제약,200230,통신장비,136,524.8,376.2,148.6,117.3,31.3,17.5,286.2,-181.0,-549.4,,-549.6
2020/12,텔콘RF제약,200230,통신장비,136,331.4,258.5,72.9,93.8,-20.9,117.7,75.8,-400.7,-416.5,0.2,-420.3
2021/12(E),텔콘RF제약,200230,통신장비,136,,,,,,,,,,,
2016/12,토박스코리아,215480,"섬유,의류,신발,호화품",134,237.8,100.6,137.1,96.5,40.6,0.1,0.1,-2.6,38.1,7.7,30.4
2017/12,토박스코리아,215480,"섬유,의류,신발,호화품",134,305.4,123.2,182.1,136.8,45.3,0.8,1.5,-28.3,16.4,10.9,5.5
2018/12,토박스코리아,215480,"섬유,의류,신발,호화품",134,243.7,127.9,115.8,139.9,-24.2,2.2,7.3,-12.6,-41.8,-3.1,-38.7
2019/12,토박스코리아,215480,"섬유,의류,신발,호화품",134,283.7,130.6,153.1,141.8,11.2,2.2,6.5,-6.7,0.2,-1.3,1.5
2020/12,토박스코리아,215480,"섬유,의류,신발,호화품",134,253.2,149.1,104.1,133.9,-29.8,7.0,9.6,-2.5,-34.9,,-35.0
2021/12(E),토박스코리아,215480,"섬유,의류,신발,호화품",134,,,,,,,,,,,
2016/12,토비스,051360,디스플레이장비및부품,199,4544.5,3773.1,771.4,536.8,234.6,176.8,187.6,-6.4,213.1,51.4,161.7
2017/12,토비스,051360,디스플레이장비및부품,199,5227.2,4504.9,722.3,516.0,206.2,139.3,163.4,-19.9,156.3,26.6,129.6
2018/12,토비스,051360,디스플레이장비및부품,199,4301.8,3521.9,779.8,494.8,285.1,84.4,109.7,-13.8,233.2,36.4,196.8
2019/12,토비스,051360,디스플레이장비및부품,199,4188.8,3364.4,824.4,517.9,306.6,109.8,107.0,-27.8,280.9,60.1,220.8
2020/12,토비스,051360,디스플레이장비및부품,199,2727.5,2355.9,371.6,427.5,-55.9,124.4,105.0,-24.5,-60.9,5.2,-66.2
2021/12,토비스,051360,디스플레이장비및부품,199,2633.9,2165.5,468.5,477.3,-8.8,96.9,45.4,6.9,45.5,34.5,11.0
2022/12(E),토비스,051360,디스플레이장비및부품,199,3750.0,,,,215.0,,,,,,
2016/12,토탈소프트,045340,운송인프라,189,94.2,52.0,42.2,34.1,8.2,0.1,1.0,1.7,10.4,,10.4
2017/12,토탈소프트,045340,운송인프라,189,97.5,61.2,36.3,32.2,4.1,0.1,1.2,-0.5,3.3,,3.3
2018/12,토탈소프트,045340,운송인프라,189,116.3,69.3,47.0,27.5,19.5,0.2,1.3,2.4,21.3,-6.7,28.0
2019/12,토탈소프트,045340,운송인프라,189,118.2,62.5,55.7,31.4,24.3,0.6,1.0,2.7,27.3,1.5,25.8
2020/12,토탈소프트,045340,운송인프라,189,121.4,68.8,52.7,27.1,25.5,0.5,0.5,-4.1,21.9,-0.3,22.3
2021/12(E),토탈소프트,045340,운송인프라,189,,,,,,,,,,,
2016/12,톱텍,108230,디스플레이장비및부품,199,3926.6,3402.8,523.8,103.7,420.1,14.4,8.1,-47.3,379.1,120.4,258.7
2017/12,톱텍,108230,디스플레이장비및부품,199,11384.4,9073.7,2310.7,193.7,2117.0,32.2,20.5,-226.6,1902.0,407.3,1494.7
2018/12,톱텍,108230,디스플레이장비및부품,199,3087.9,2815.0,272.9,190.6,82.3,34.7,3.1,188.6,302.3,125.4,176.9
2019/12,톱텍,108230,디스플레이장비및부품,199,1671.6,1460.8,210.8,276.5,-65.6,33.0,37.5,104.1,33.4,31.3,2.1
2020/12,톱텍,108230,디스플레이장비및부품,199,3220.3,2426.6,793.7,505.0,288.7,8.4,11.6,-141.9,143.6,5.3,138.3
2021/12(E),톱텍,108230,디스플레이장비및부품,199,,,,,,,,,,,
2016/12,투비소프트,079970,소프트웨어,33,391.8,205.9,185.9,160.2,25.6,5.0,8.1,-12.9,3.3,-1.1,-4.9
2017/12,투비소프트,079970,소프트웨어,33,394.5,234.4,160.1,260.2,-100.1,31.5,172.1,-14.9,-292.8,-36.3,-256.5
2018/12,투비소프트,079970,소프트웨어,33,411.2,247.6,163.6,258.1,-94.5,5.6,19.1,-170.5,-278.6,-20.9,-251.8
2019/12,투비소프트,079970,소프트웨어,33,407.8,234.2,173.7,281.7,-108.0,4.8,16.7,-65.0,-185.0,27.5,-214.7
2020/12,투비소프트,079970,소프트웨어,33,388.1,198.0,190.1,210.0,-19.9,3.8,32.4,-223.3,-271.9,-13.8,-261.9
2021/12(E),투비소프트,079970,소프트웨어,33,,,,,,,,,,,
2016/12,트루윈,105550,자동차부품,36,332.3,323.4,8.9,157.5,-148.6,14.0,22.0,-20.6,-188.5,7.0,-195.4
2017/12,트루윈,105550,자동차부품,36,353.9,313.4,40.5,65.3,-24.8,7.2,22.1,-23.4,-66.0,,-66.0
2018/12,트루윈,105550,자동차부품,36,336.5,269.4,67.1,48.9,18.1,0.9,13.6,-11.1,-10.8,1.2,-12.0
2019/12,트루윈,105550,자동차부품,36,295.6,269.5,26.1,58.4,-32.3,3.5,17.3,12.3,-31.8,,-31.8
2020/12,트루윈,105550,자동차부품,36,376.7,288.7,88.0,74.9,13.0,31.6,35.0,-2.3,6.3,,6.3
2021/12(E),트루윈,105550,자동차부품,36,,,,,,,,,,,
2016/12,특수건설,026150,건설,42,1381.2,1304.1,77.1,70.5,6.6,2.9,9.6,-22.9,-23.0,-6.0,-69.4
2017/12,특수건설,026150,건설,42,1480.2,1363.0,117.3,107.9,9.4,2.4,8.6,14.3,17.6,13.2,4.4
2018/12,특수건설,026150,건설,42,1862.0,1749.9,112.1,100.9,11.2,7.8,19.7,3.1,2.3,-4.8,7.1
2019/12,특수건설,026150,건설,42,1932.0,1806.3,125.7,116.7,8.9,12.0,15.2,7.1,14.2,6.4,7.8
2020/12,특수건설,026150,건설,42,1988.6,1849.7,138.8,103.6,35.2,4.5,15.3,9.8,34.7,10.8,23.9
2021/12(E),특수건설,026150,건설,42,,,,,,,,,,,
2016/12,티라유텍,322180,IT서비스,154,,,,,,,,,,,
2017/12,티라유텍,322180,IT서비스,154,219.7,163.1,56.7,37.8,18.9,0.2,3.3,0.2,15.9,2.6,13.4
2018/12,티라유텍,322180,IT서비스,154,227.7,169.0,58.7,41.5,17.1,0.6,4.8,-0.6,12.3,-3.0,15.3
2019/12,티라유텍,322180,IT서비스,154,285.4,216.3,69.1,46.9,22.2,0.6,3.4,,19.3,-6.8,26.2
2020/12,티라유텍,322180,IT서비스,154,346.2,302.9,43.3,56.7,-13.3,1.8,1.1,-0.7,-14.9,-4.1,-10.8
2021/12(E),티라유텍,322180,IT서비스,154,,,,,,,,,,,
2016/12,티로보틱스,117730,디스플레이장비및부품,199,491.4,402.4,89.0,55.2,33.7,0.3,11.9,2.0,24.2,,24.2
2017/12,티로보틱스,117730,디스플레이장비및부품,199,703.8,567.4,136.4,72.5,63.9,13.0,19.6,-10.7,46.6,-26.5,73.1
2018/12,티로보틱스,117730,디스플레이장비및부품,199,665.2,505.7,159.5,103.1,56.4,6.4,11.0,9.5,61.4,9.4,51.9
2019/12,티로보틱스,117730,디스플레이장비및부품,199,515.5,423.3,92.2,132.2,-40.0,10.4,14.1,4.6,-39.1,-5.3,-33.7
2020/12,티로보틱스,117730,디스플레이장비및부품,199,663.6,479.1,184.4,149.5,34.9,44.6,21.0,-73.0,-14.5,-2.6,-11.9
2021/12(E),티로보틱스,117730,디스플레이장비및부품,199,519.0,,121.0,,-26.0,,,,-27.0,,-28.0
2016/12,티비씨,033830,방송과엔터테인먼트,204,388.3,288.6,99.7,81.5,18.3,12.9,0.1,2.4,32.7,6.2,26.5
2017/12,티비씨,033830,방송과엔터테인먼트,204,422.1,310.1,112.0,85.3,26.8,12.5,,-2.3,38.0,7.3,30.7
2018/12,티비씨,033830,방송과엔터테인먼트,204,406.1,304.4,101.7,76.0,25.7,15.0,0.2,-0.9,39.6,5.8,33.8
2019/12,티비씨,033830,방송과엔터테인먼트,204,492.8,361.8,131.0,78.6,52.5,15.2,0.1,0.7,67.9,12.2,55.7
2020/12,티비씨,033830,방송과엔터테인먼트,204,352.9,253.9,99.0,69.9,29.2,13.0,0.1,4.6,46.6,8.9,37.7
2021/12(E),티비씨,033830,방송과엔터테인먼트,204,,,,,,,,,,,
2016/12,티사이언티픽,057680,양방향미디어와서비스,236,297.8,283.3,14.5,84.7,-70.2,0.5,6.4,-29.1,-115.4,-7.0,-108.4
2017/12,티사이언티픽,057680,양방향미디어와서비스,236,54.9,28.2,26.7,59.7,-33.0,1.7,16.8,-0.8,-54.1,-6.9,-47.2
2018/12,티사이언티픽,057680,양방향미디어와서비스,236,52.1,24.9,27.3,41.4,-14.1,88.3,21.4,-22.4,24.6,1.2,23.4
2019/12,티사이언티픽,057680,양방향미디어와서비스,236,76.9,35.8,41.1,20.8,20.3,2.0,7.0,-1.2,19.5,-33.4,52.9
2020/12,티사이언티픽,057680,양방향미디어와서비스,236,95.2,57.7,37.5,30.3,7.3,1.8,5.2,0.5,-6.8,-13.4,6.5
2021/12(E),티사이언티픽,057680,양방향미디어와서비스,236,,,,,,,,,,,
2016/12,티씨케이,064760,반도체와반도체장비,202,894.5,510.2,384.3,110.0,274.3,7.2,,-1.3,280.2,52.7,227.4
2017/12,티씨케이,064760,반도체와반도체장비,202,1303.1,690.9,612.2,134.9,477.3,7.6,,-4.1,480.8,107.8,373.0
2018/12,티씨케이,064760,반도체와반도체장비,202,1705.2,894.1,811.1,220.4,590.8,13.2,,1.6,605.6,137.0,468.6
2019/12,티씨케이,064760,반도체와반도체장비,202,1713.8,967.3,746.5,154.8,591.7,15.9,0.1,-2.0,605.5,137.2,468.3
2020/12,티씨케이,064760,반도체와반도체장비,202,2282.1,1293.4,988.7,186.0,802.7,13.8,0.1,-14.0,802.3,197.2,605.1
2021/12,티씨케이,064760,반도체와반도체장비,202,2707.7,1466.4,1241.2,207.2,1034.0,16.0,0.2,13.4,1063.2,244.3,818.9
2022/12(E),티씨케이,064760,반도체와반도체장비,202,3200.5,,1481.5,,1238.5,,,,1244.5,,950.0
2016/12,티앤알바이오팹,246710,생물공학,146,2.7,2.2,0.5,31.5,-31.0,0.9,0.4,0.3,-30.2,,-30.2
2017/12,티앤알바이오팹,246710,생물공학,146,4.1,3.0,1.1,42.7,-41.6,1.1,0.1,,-40.6,,-40.6
2018/12,티앤알바이오팹,246710,생물공학,146,9.7,6.9,2.8,52.2,-49.3,2.3,,0.3,-46.8,0.2,-46.9
2019/12,티앤알바이오팹,246710,생물공학,146,12.9,6.8,6.1,74.7,-68.6,8.5,3.4,1.0,-62.5,,-62.5
2020/12,티앤알바이오팹,246710,생물공학,146,68.1,41.5,26.6,81.7,-55.1,4.7,3.6,-2.0,-56.0,,-56.0
2021/12(E),티앤알바이오팹,246710,생물공학,146,,,,,,,,,,,
2016/12,티앤엘,340570,건강관리장비와용품,211,234.7,154.7,80.0,34.9,45.1,0.2,0.7,3.3,47.9,6.3,41.6
2017/12,티앤엘,340570,건강관리장비와용품,211,265.9,171.5,94.4,36.9,57.5,0.5,1.0,-1.1,55.9,7.9,48.0
2018/12,티앤엘,340570,건강관리장비와용품,211,263.3,156.2,107.1,54.3,52.7,0.1,1.3,-0.1,51.3,4.7,46.6
2019/12,티앤엘,340570,건강관리장비와용품,211,326.5,195.2,131.4,54.2,77.2,0.2,1.0,7.3,83.7,10.9,72.9
2020/12,티앤엘,340570,건강관리장비와용품,211,406.3,248.3,158.1,62.2,95.9,0.6,0.3,18.5,114.8,14.3,100.4
2021/12(E),티앤엘,340570,건강관리장비와용품,211,694.3,,319.0,,241.3,,,,252.3,,208.3
2016/12,티에스아이,277880,기계,138,162.9,133.7,29.2,13.4,15.8,,1.5,8.2,22.5,,22.5
2017/12,티에스아이,277880,기계,138,183.1,151.2,31.8,27.3,4.6,,2.0,-1.5,1.1,-0.9,2.0
2018/12,티에스아이,277880,기계,138,660.5,558.8,101.7,50.8,50.9,,24.3,0.7,27.4,6.0,21.3
2019/12,티에스아이,277880,기계,138,610.0,489.3,120.8,62.3,58.5,0.2,163.4,-0.9,-105.6,15.5,-121.1
2020/12,티에스아이,277880,기계,138,457.3,403.3,54.0,62.8,-8.8,0.4,2.4,-8.3,-19.1,-3.0,-16.1
2021/12(E),티에스아이,277880,기계,138,,,,,,,,,,,
2016/12,티에스이,131290,반도체와반도체장비,202,1267.1,1153.1,114.0,240.6,-126.5,42.7,30.7,-14.4,-137.6,0.2,-137.9
2017/12,티에스이,131290,반도체와반도체장비,202,1857.5,1380.6,476.9,248.7,228.2,28.2,50.5,1.3,193.5,24.6,168.9
2018/12,티에스이,131290,반도체와반도체장비,202,1844.3,1392.5,451.8,303.4,148.3,89.1,71.6,-2.1,165.3,37.3,128.0
2019/12,티에스이,131290,반도체와반도체장비,202,1914.9,1393.6,521.3,314.7,206.6,97.1,77.4,-8.0,213.3,53.4,159.9
2020/12,티에스이,131290,반도체와반도체장비,202,2855.1,2033.3,821.8,394.7,427.1,295.6,332.5,-25.6,373.9,79.7,294.2
2021/12(E),티에스이,131290,반도체와반도체장비,202,2997.0,,1011.0,,558.0,,,,636.0,,463.0
2016/12,TS인베스트먼트,246690,창업투자,109,,,,,13.5,,,,13.5,3.0,10.4
2017/12,TS인베스트먼트,246690,창업투자,109,,,,,21.7,,,,21.7,4.7,17.0
2018/12,TS인베스트먼트,246690,창업투자,109,,,,,53.0,,,,53.0,11.6,41.4
2019/12,TS인베스트먼트,246690,창업투자,109,,,,,55.6,,,,57.4,13.0,44.3
2020/12,TS인베스트먼트,246690,창업투자,109,,,,,100.6,,,,99.4,21.6,77.8
2021/12(E),TS인베스트먼트,246690,창업투자,109,,,,,,,,,,,
2016/12,TS트릴리온,317240,가정용품,174,206.3,121.0,85.4,71.2,14.2,,0.1,-2.6,11.4,2.8,8.6
2017/12,TS트릴리온,317240,가정용품,174,559.0,211.2,347.8,318.6,29.1,0.1,0.1,-1.5,27.7,5.6,22.1
2018/12,TS트릴리온,317240,가정용품,174,741.2,264.3,476.9,442.7,34.2,0.4,1.1,-0.9,32.6,6.7,25.9
2019/12,TS트릴리온,317240,가정용품,174,704.6,267.4,437.2,389.1,48.1,0.4,4.8,-2.9,40.7,8.5,32.2
2020/12,TS트릴리온,317240,가정용품,174,616.5,247.1,369.4,332.8,36.6,0.1,4.2,-55.3,-22.8,-0.2,-22.6
2021/12(E),TS트릴리온,317240,가정용품,174,,,,,,,,,,,
2016/12,티엘비,356860,반도체와반도체장비,202,1238.1,1203.4,34.8,47.0,-12.3,0.7,8.9,4.4,-17.3,-3.6,-13.7
2017/12,티엘비,356860,반도체와반도체장비,202,1106.1,1048.0,58.2,43.9,14.2,0.4,8.1,-1.1,4.0,-0.3,4.3
2018/12,티엘비,356860,반도체와반도체장비,202,1221.2,1124.9,96.2,52.5,43.8,0.6,9.2,1.4,35.9,4.5,31.4
2019/12,티엘비,356860,반도체와반도체장비,202,1491.4,1314.0,177.4,72.3,105.1,0.8,8.9,7.2,104.7,13.8,90.9
2020/12,티엘비,356860,반도체와반도체장비,202,1841.1,1602.1,239.0,87.5,151.6,0.3,5.0,-3.9,142.9,24.8,118.2
2021/12(E),티엘비,356860,반도체와반도체장비,202,,,,,,,,,,,
2016/12,티엘아이,062860,디스플레이장비및부품,199,774.3,550.1,224.2,234.5,-10.3,5.9,1.0,-1.8,0.7,5.4,-4.8
2017/12,티엘아이,062860,디스플레이장비및부품,199,672.4,496.3,176.1,215.8,-39.7,6.6,,29.9,-18.2,17.7,-36.0
2018/12,티엘아이,062860,디스플레이장비및부품,199,484.9,457.9,27.0,216.9,-190.0,4.5,,-21.3,-209.6,-2.8,-206.7
2019/12,티엘아이,062860,디스플레이장비및부품,199,419.8,310.5,109.3,106.8,2.5,5.1,1.5,18.7,21.3,-9.2,30.5
2020/12,티엘아이,062860,디스플레이장비및부품,199,367.1,276.5,90.6,169.2,-78.6,3.7,5.6,12.9,-67.7,5.8,-73.4
2021/12(E),티엘아이,062860,디스플레이장비및부품,199,,,,,,,,,,,
2016/12,티움바이오,321550,제약,35,,,,,,,,,,,
2017/12,티움바이오,321550,제약,35,2.3,,2.3,44.7,-42.4,0.6,46.9,0.8,-87.9,,-87.9
2018/12,티움바이오,321550,제약,35,11.3,,11.3,63.7,-52.4,3.2,87.7,-0.6,-137.5,,-137.5
2019/12,티움바이오,321550,제약,35,11.1,,11.1,91.3,-80.2,9.7,0.2,-0.2,-70.9,,-70.9
2020/12,티움바이오,321550,제약,35,10.5,,10.5,143.5,-133.0,14.9,3.6,0.5,-121.2,,-121.2
2021/12(E),티움바이오,321550,제약,35,3.0,,,,-260.0,,,,-240.0,,-240.0
2016/12,TJ미디어,032540,전자제품,213,779.5,595.8,183.7,180.9,2.8,6.1,2.2,0.2,6.8,-1.8,8.6
2017/12,TJ미디어,032540,전자제품,213,836.4,623.0,213.3,190.7,22.6,1.7,9.3,3.5,18.5,1.7,16.7
2018/12,TJ미디어,032540,전자제품,213,685.2,522.8,162.4,180.1,-17.7,3.8,3.9,3.2,-14.6,1.3,-15.9
2019/12,TJ미디어,032540,전자제품,213,754.2,564.6,189.6,185.0,4.5,4.7,4.7,3.5,8.0,-1.0,9.0
2020/12,TJ미디어,032540,전자제품,213,556.3,425.7,130.6,157.8,-27.2,1.7,4.8,3.2,-27.0,-2.5,-24.5
2021/12,TJ미디어,032540,전자제품,213,618.5,435.2,183.4,155.1,28.3,5.0,4.3,4.6,33.7,1.6,32.1
2022/12(E),TJ미디어,032540,전자제품,213,,,,,,,,,,,
2016/12,티케이케미칼,104480,화학,140,6123.9,5791.0,332.9,264.0,68.8,53.8,142.1,-28.6,170.5,44.3,77.4
2017/12,티케이케미칼,104480,화학,140,7143.9,6739.9,404.0,309.2,94.8,71.8,139.4,-268.9,215.3,8.5,202.1
2018/12,티케이케미칼,104480,화학,140,7890.3,7108.1,782.3,236.8,545.4,47.6,143.8,-269.1,380.1,79.6,282.8
2019/12,티케이케미칼,104480,화학,140,6208.0,5835.9,372.2,275.8,96.4,41.5,137.1,-95.2,105.7,10.8,94.9
2020/12,티케이케미칼,104480,화학,140,4293.0,4190.2,102.8,310.8,-208.0,42.5,127.4,-82.2,9.6,23.2,-13.6
2021/12(E),티케이케미칼,104480,화학,140,,,,,,,,,,,
2016/12,티플랙스,081150,비철금속,53,1004.0,916.8,87.2,49.5,37.7,2.9,13.2,-4.4,23.1,9.3,13.8
2017/12,티플랙스,081150,비철금속,53,1176.9,1088.6,88.4,50.1,38.3,0.9,11.0,4.5,32.7,4.1,28.6
2018/12,티플랙스,081150,비철금속,53,1216.7,1129.5,87.2,52.1,35.1,0.8,12.2,2.0,25.7,4.6,21.1
2019/12,티플랙스,081150,비철금속,53,1312.2,1220.5,91.7,52.2,39.4,0.7,11.9,4.6,32.9,10.7,22.2
2020/12,티플랙스,081150,비철금속,53,1326.2,1228.9,97.2,49.4,47.8,0.9,7.4,6.0,47.3,9.4,37.9
2021/12(E),티플랙스,081150,비철금속,53,,,,,,,,,,,
2016/12,티피씨글로벌,130740,자동차부품,36,543.9,451.1,92.8,54.2,38.5,24.9,8.9,2.1,56.7,9.4,47.3
2017/12,티피씨글로벌,130740,자동차부품,36,515.9,445.2,70.7,57.7,13.0,16.9,10.7,2.4,21.7,6.6,15.1
