period,shareName,shareCode,marketName,marketCode,totalRevenue,costOfRevenue,grossProfit,operationExpense,operationIncome,interestIncome,interestExpense,otherNonOperationIncExp,earningBfTax,incomeTaxExpense,netIncome
2016/12,AJ네트웍스,095570,도로와철도운송,220,12538.8,,12538.8,11920.2,618.6,18.1,442.4,90.0,286.3,115.5,170.8
2017/12,AJ네트웍스,095570,도로와철도운송,220,8439.4,,8439.4,8215.0,224.4,12.8,260.7,32.2,7.9,78.1,206.5
2018/12,AJ네트웍스,095570,도로와철도운송,220,10455.3,,10455.3,10667.6,-212.4,42.9,400.2,67.4,-494.1,62.5,372.7
2019/12,AJ네트웍스,095570,도로와철도운송,220,10002.6,,10002.6,9846.1,156.5,96.2,565.8,1378.3,1070.5,408.2,421.3
2020/12,AJ네트웍스,095570,도로와철도운송,220,10170.5,,10170.5,9941.0,229.5,148.2,582.7,229.2,-22.4,26.1,-33.2
2021/12(E),AJ네트웍스,095570,도로와철도운송,220,,,,,,,,,,,
2016/12,AK홀딩스,006840,화학,140,29218.3,20017.9,9200.4,7063.7,2136.7,208.3,374.1,-108.4,1940.8,607.5,1333.2
2017/12,AK홀딩스,006840,화학,140,33924.5,23281.8,10642.8,7986.4,2656.4,183.5,413.0,-127.6,2406.8,552.7,1854.1
2018/12,AK홀딩스,006840,화학,140,37111.8,26655.7,10456.1,7759.0,2697.2,395.6,485.7,-51.2,2698.0,631.8,2066.2
2019/12,AK홀딩스,006840,화학,140,37595.4,28324.8,9270.6,7957.2,1313.4,443.7,825.7,-244.0,809.1,235.3,573.8
2020/12,AK홀딩스,006840,화학,140,26199.8,21570.4,4629.4,6844.9,-2215.5,247.7,1304.6,-190.5,-3455.2,-797.5,-2657.8
2021/12(E),AK홀딩스,006840,화학,140,,,,,,,,,,,
2016/12,BGF리테일,282330,백화점과일반상점,198,,,,,,,,,,,
2017/12,BGF리테일,282330,백화점과일반상점,198,9387.4,7695.4,1692.0,1426.8,265.2,29.2,20.3,76.2,350.3,70.4,279.8
2018/12,BGF리테일,282330,백화점과일반상점,198,57758.6,47562.2,10196.4,8301.2,1895.2,155.1,76.9,52.0,2025.4,483.5,1541.9
2019/12,BGF리테일,282330,백화점과일반상점,198,59460.7,48895.6,10565.1,8598.8,1966.2,202.7,203.5,45.3,2010.8,497.0,1513.8
2020/12,BGF리테일,282330,백화점과일반상점,198,61812.7,51295.1,10517.6,8895.5,1622.0,210.1,234.6,33.4,1631.0,403.9,1227.1
2021/12,BGF리테일,282330,백화점과일반상점,198,67811.6,56040.6,11771.0,9776.6,1994.4,155.7,233.7,8.8,1925.2,448.7,1476.4
2022/12(E),BGF리테일,282330,백화점과일반상점,198,73048.8,,12735.5,,2362.4,,,,2376.9,,1806.3
2016/12,BGF,027410,백화점과일반상점,198,860.8,102.5,758.3,678.1,80.2,52.9,51.2,82.0,198.8,33.3,1846.2
2017/12,BGF,027410,백화점과일반상점,198,1243.5,451.5,791.9,682.4,109.5,83.0,20.9,-214.5,-42.9,66.6,34978.8
2018/12,BGF,027410,백화점과일반상점,198,2205.9,1005.1,1200.8,906.1,294.7,118.4,30.6,140.0,522.5,50.5,472.0
2019/12,BGF,027410,백화점과일반상점,198,1333.9,583.5,750.4,486.8,263.6,101.8,14.5,-105.0,245.9,83.3,175.2
2020/12,BGF,027410,백화점과일반상점,198,1543.8,868.3,675.5,529.1,146.4,120.8,70.7,-35.2,161.4,43.9,178.8
2021/12(E),BGF,027410,백화점과일반상점,198,1990.0,,800.0,,120.0,,,,150.0,,360.0
2016/12,BNK금융지주,138930,은행,20,,,,11221.5,7122.8,,,,6884.0,1702.9,5181.1
2017/12,BNK금융지주,138930,은행,20,,,,11376.7,5943.2,,,,5577.5,1327.9,4249.6
2018/12,BNK금융지주,138930,은행,20,,,,12647.4,7498.3,,,,7186.4,1805.0,5381.4
2019/12,BNK금융지주,138930,은행,20,,,,12733.7,8068.8,,,,7933.7,1944.3,5989.5
2020/12,BNK금융지주,138930,은행,20,,,,14367.3,7481.9,,,,7344.2,1718.6,5625.6
2021/12(E),BNK금융지주,138930,은행,20,,,,,11453.4,,,,11781.1,,8811.8
2016/12,BYC,001460,"섬유,의류,신발,호화품",134,2118.6,1443.4,675.1,513.6,161.5,10.2,63.5,99.2,207.5,32.0,175.4
2017/12,BYC,001460,"섬유,의류,신발,호화품",134,1958.2,1264.5,693.7,521.6,172.1,5.1,84.5,3.6,96.2,34.3,61.9
2018/12,BYC,001460,"섬유,의류,신발,호화품",134,1978.6,1240.4,738.2,524.8,213.5,12.3,87.9,54.4,191.8,100.9,90.9
2019/12,BYC,001460,"섬유,의류,신발,호화품",134,1705.9,1011.7,694.2,460.3,233.9,18.8,84.4,249.1,417.7,139.8,277.9
2020/12,BYC,001460,"섬유,의류,신발,호화품",134,1618.6,931.1,687.5,458.1,229.4,14.9,59.4,92.7,282.3,99.4,182.9
2021/12(E),BYC,001460,"섬유,의류,신발,호화품",134,,,,,,,,,,,
2016/12,CJ,001040,복합기업,191,239542.0,165019.6,74522.4,61993.3,12529.1,2849.3,5959.1,-2166.6,7952.7,2254.4,5698.2
2017/12,CJ,001040,복합기업,191,268986.0,186085.9,82900.1,69640.6,13259.6,7318.0,7351.9,1660.2,15751.8,4374.5,11377.3
2018/12,CJ,001040,복합기업,191,295234.4,211702.2,83532.2,70207.4,13324.8,3581.8,8411.7,4138.0,13196.6,4396.4,8800.3
2019/12,CJ,001040,복합기업,191,337797.1,246344.0,91453.1,76361.5,15091.5,4028.7,10904.5,-2791.8,5970.7,2732.3,3238.4
2020/12,CJ,001040,복합기업,191,319991.0,233915.3,86075.7,72172.3,13903.4,5668.0,13358.1,-1916.6,5137.0,3096.9,2040.1
2021/12(E),CJ,001040,복합기업,191,338467.0,,99025.0,,20058.7,,,,13008.8,,7974.5
2016/12,CJ씨푸드,011150,식품,38,1737.4,1383.3,354.1,295.5,58.6,10.7,27.9,-4.5,55.8,2.0,53.7
2017/12,CJ씨푸드,011150,식품,38,1646.3,1314.8,331.5,265.9,65.6,25.8,32.1,-12.7,58.8,12.9,45.9
2018/12,CJ씨푸드,011150,식품,38,1507.0,1324.0,183.0,141.7,41.3,7.0,25.8,-18.9,30.1,8.5,21.5
2019/12,CJ씨푸드,011150,식품,38,1491.7,1309.1,182.6,145.6,37.0,12.6,32.0,-18.8,27.2,8.9,18.3
2020/12,CJ씨푸드,011150,식품,38,1490.5,1304.9,185.6,146.0,39.6,15.0,27.8,-23.6,32.3,11.2,21.1
2021/12,CJ씨푸드,011150,식품,38,1621.4,1401.1,220.3,175.3,45.0,4.9,19.0,-40.8,26.8,4.8,22.0
2022/12(E),CJ씨푸드,011150,식품,38,,,,,,,,,,,
2016/12,CS홀딩스,000590,철강,62,1231.4,896.7,334.8,136.5,198.3,38.6,19.4,-8.5,209.0,37.6,171.4
2017/12,CS홀딩스,000590,철강,62,1209.6,897.6,312.0,141.7,170.4,39.5,31.1,-5.5,173.3,30.6,142.6
2018/12,CS홀딩스,000590,철강,62,1225.5,940.2,285.3,152.1,133.2,45.9,17.7,-2.3,159.1,32.7,126.4
2019/12,CS홀딩스,000590,철강,62,1349.7,1018.8,330.9,160.7,170.3,60.0,22.3,-3.8,204.1,38.1,166.0
2020/12,CS홀딩스,000590,철강,62,1316.4,984.6,331.7,172.7,159.0,58.8,74.4,-3.1,140.3,21.9,118.4
2021/12(E),CS홀딩스,000590,철강,62,,,,,,,,,,,
2016/12,DB,012030,IT서비스,154,2048.1,1770.6,277.5,168.5,109.0,38.2,294.9,4.9,-142.9,63.7,-207.1
2017/12,DB,012030,IT서비스,154,1968.2,1735.2,233.0,194.5,38.5,21.3,192.8,2.6,-130.4,-120.9,-9.6
2018/12,DB,012030,IT서비스,154,2371.1,2020.7,350.5,334.3,16.2,24.4,67.9,-19.5,-46.7,-7.4,-39.8
2019/12,DB,012030,IT서비스,154,2385.1,1824.0,561.1,376.2,184.9,27.6,92.4,-22.9,97.2,52.6,44.0
2020/12,DB,012030,IT서비스,154,2724.5,2093.0,631.4,362.7,268.7,47.5,59.9,-139.7,116.6,53.9,62.7
2021/12(E),DB,012030,IT서비스,154,,,,,,,,,,,
2016/12,DB금융투자,016610,증권,12,,,,1961.5,97.9,,,,124.6,60.1,64.5
2017/12,DB금융투자,016610,증권,12,,,,1996.1,223.5,,,,251.0,97.3,153.7
2018/12,DB금융투자,016610,증권,12,,,,2124.2,864.1,,,,869.7,238.5,631.2
2019/12,DB금융투자,016610,증권,12,,,,2150.7,873.6,,,,894.0,310.0,583.9
2020/12,DB금융투자,016610,증권,12,,,,2442.2,1366.2,,,,1379.1,310.2,1068.9
2021/12(E),DB금융투자,016610,증권,12,,,,,,,,,,,
2016/12,DB손해보험,005830,손해보험,190,,,,,7260.8,,,,7036.9,1699.1,5337.8
2017/12,DB손해보험,005830,손해보험,190,,,,,8678.6,,,,8893.0,2201.0,6692.0
2018/12,DB손해보험,005830,손해보험,190,,,,,7207.1,,,,7352.9,1975.2,5377.7
2019/12,DB손해보험,005830,손해보험,190,,,,,5088.7,,,,5215.7,1414.1,3801.6
2020/12,DB손해보험,005830,손해보험,190,,,,,7309.8,,,,7510.0,1898.9,5611.1
2021/12(E),DB손해보험,005830,손해보험,190,,,,,10380.0,,,,10860.0,,7940.0
2016/12,DB하이텍,000990,반도체와반도체장비,202,7731.4,4831.3,2900.1,1175.8,1724.3,73.8,443.5,-156.2,854.9,-28.5,883.4
2017/12,DB하이텍,000990,반도체와반도체장비,202,6797.4,4261.7,2535.7,1103.7,1432.0,236.7,408.6,-123.0,1049.6,-52.1,1101.8
2018/12,DB하이텍,000990,반도체와반도체장비,202,6692.8,4539.4,2153.4,1023.4,1129.9,62.4,194.7,45.3,961.1,92.9,868.3
2019/12,DB하이텍,000990,반도체와반도체장비,202,8074.2,5132.9,2941.2,1128.3,1812.9,79.3,199.3,-86.1,1439.7,393.3,1046.4
2020/12,DB하이텍,000990,반도체와반도체장비,202,9359.2,5770.3,3588.8,1195.5,2393.4,86.7,158.6,-61.3,2096.6,436.3,1660.3
2021/12(E),DB하이텍,000990,반도체와반도체장비,202,11968.3,,5174.0,,3810.3,,,,3824.7,,2908.0
2016/12,DGB금융지주,139130,은행,20,,,,6390.0,3869.3,,,,3877.8,859.3,3018.5
2017/12,DGB금융지주,139130,은행,20,,,,6768.6,4092.4,,,,4103.0,940.3,3162.7
2018/12,DGB금융지주,139130,은행,20,,,,8169.7,3334.1,,,,4848.5,812.5,4036.0
2019/12,DGB금융지주,139130,은행,20,,,,9501.8,4056.8,,,,4119.8,926.9,3428.2
2020/12,DGB금융지주,139130,은행,20,,,,10222.9,4900.3,,,,4991.5,1223.4,3768.0
2021/12(E),DGB금융지주,139130,은행,20,,,,,7195.6,,,,7220.4,,5218.8
2016/12,DI동일,001530,"섬유,의류,신발,호화품",134,8224.1,6265.3,1958.9,1786.2,172.7,142.8,236.1,10.3,89.7,78.8,10.9
2017/12,DI동일,001530,"섬유,의류,신발,호화품",134,8471.2,6352.9,2118.4,1898.8,219.5,54.9,178.0,-107.1,-8.4,32.7,-41.0
2018/12,DI동일,001530,"섬유,의류,신발,호화품",134,9093.5,6640.4,2453.1,2008.6,444.5,69.2,153.0,-101.2,265.7,127.5,138.2
2019/12,DI동일,001530,"섬유,의류,신발,호화품",134,6849.3,6071.5,777.8,603.4,174.4,53.0,143.2,-13.4,183.3,46.7,136.5
2020/12,DI동일,001530,"섬유,의류,신발,호화품",134,6796.7,5924.1,872.6,608.9,263.7,97.6,211.6,47.4,308.4,67.9,240.5
2021/12(E),DI동일,001530,"섬유,의류,신발,호화품",134,,,,,,,,,,,
2016/12,DL건설,001880,건설,42,9112.9,7880.2,1232.7,311.3,921.3,47.6,57.7,51.8,962.8,213.7,749.1
2017/12,DL건설,001880,건설,42,8586.3,7416.9,1169.3,331.5,837.8,110.4,57.3,-20.6,868.8,222.7,646.1
2018/12,DL건설,001880,건설,42,9655.7,8382.9,1272.8,363.8,909.0,80.5,41.5,-64.7,883.3,238.0,645.3
2019/12,DL건설,001880,건설,42,12799.1,10975.4,1823.7,394.1,1429.7,94.3,29.9,-175.1,1319.0,368.0,951.0
2020/12,DL건설,001880,건설,42,17346.4,14705.5,2640.9,607.3,2033.6,62.5,99.2,-65.3,1932.0,438.8,1493.2
2021/12(E),DL건설,001880,건설,42,19173.0,,2987.7,,2262.0,,,,2212.0,,1680.0
2016/12,DL,000210,화학,140,98537.7,88778.6,9759.1,5565.3,4193.9,861.0,1132.5,-2124.0,4364.0,1432.1,2932.0
2017/12,DL,000210,화학,140,123355.4,111394.7,11960.7,6501.7,5459.0,623.5,1885.3,-1811.8,6753.3,1673.3,5080.0
2018/12,DL,000210,화학,140,109844.9,95643.2,14201.6,5748.0,8453.6,1123.6,1486.7,-1748.3,8944.4,2163.5,6780.9
2019/12,DL,000210,화학,140,16604.3,14006.2,2598.1,1238.3,1359.9,213.4,599.5,-187.0,2693.0,286.5,7103.1
2020/12,DL,000210,화학,140,15661.5,12518.0,3143.5,1953.0,1190.5,287.8,780.4,-1098.7,444.1,233.6,5726.6
2021/12(E),DL,000210,화학,140,23513.5,,4640.0,,2476.0,,,,8790.0,,9232.5
2020/12,DL이앤씨,375500,건설,42,,,,,,,,,,,
2021/12,DL이앤씨,375500,건설,42,,,,,,,,,,,
2022/12(E),DL이앤씨,375500,건설,42,83504.7,,14201.5,,9358.9,,,,9356.1,,6822.5
2016/12,DSR,155660,비철금속,53,2010.6,1675.4,335.2,201.6,133.6,11.3,7.5,9.5,146.9,39.5,107.4
2017/12,DSR,155660,비철금속,53,2263.7,1923.4,340.4,201.4,138.9,10.4,15.8,2.6,136.1,25.8,110.3
2018/12,DSR,155660,비철금속,53,2360.2,2084.7,275.5,176.5,99.1,9.7,15.7,4.2,97.2,17.0,80.2
2019/12,DSR,155660,비철금속,53,2363.2,2068.6,294.7,188.1,106.6,11.9,14.1,12.2,116.7,28.8,87.9
2020/12,DSR,155660,비철금속,53,2309.8,1985.9,323.9,203.1,120.8,7.7,19.5,4.7,113.6,23.9,89.8
2021/12(E),DSR,155660,비철금속,53,,,,,,,,,,,
2016/12,DSR제강,069730,철강,62,1725.4,1503.3,222.0,145.4,76.6,7.4,22.6,8.2,104.0,17.1,86.9
2017/12,DSR제강,069730,철강,62,1775.5,1600.2,175.3,150.5,24.8,14.8,13.7,-3.9,57.0,6.9,50.2
2018/12,DSR제강,069730,철강,62,1852.5,1675.5,177.1,114.7,62.4,11.0,15.8,6.4,89.2,15.3,73.9
2019/12,DSR제강,069730,철강,62,1914.8,1738.1,176.7,124.7,52.0,11.2,12.0,2.9,81.2,13.7,67.6
2020/12,DSR제강,069730,철강,62,1762.1,1598.9,163.2,127.8,35.3,15.2,14.5,-2.6,61.5,8.7,52.8
2021/12,DSR제강,069730,철강,62,2071.4,1894.7,176.7,133.8,42.9,16.6,18.7,9.5,89.5,13.3,76.2
2022/12(E),DSR제강,069730,철강,62,,,,,,,,,,,
2016/12,E1,017940,가스유틸리티,168,39959.0,35828.7,4130.3,4019.4,110.9,150.1,478.9,-72.0,-338.2,-20.1,-379.4
2017/12,E1,017940,가스유틸리티,168,44082.2,39750.3,4331.9,3395.0,936.9,144.2,463.7,219.8,1229.5,361.9,867.6
2018/12,E1,017940,가스유틸리티,168,46302.0,43368.0,2933.9,2793.8,140.1,198.0,453.2,842.8,1053.3,260.9,792.4
2019/12,E1,017940,가스유틸리티,168,46082.7,42190.8,3891.9,2828.8,1063.1,213.0,526.8,-480.9,-49.4,474.6,-524.0
2020/12,E1,017940,가스유틸리티,168,39275.5,36131.1,3144.4,2749.1,395.3,112.2,577.4,197.0,956.9,393.6,563.3
2021/12(E),E1,017940,가스유틸리티,168,,,,,,,,,,,
2019/05,ESR켄달스퀘어리츠,365550,부동산,229,,,,,,,,,,,
2020/05,ESR켄달스퀘어리츠,365550,부동산,229,,,,1.3,-1.3,,,,-1.3,,-1.3
2020/11,ESR켄달스퀘어리츠,365550,부동산,229,,,,7.1,-7.1,0.1,6.6,,-13.7,,-13.7
2021/05,ESR켄달스퀘어리츠,365550,부동산,229,237.1,,237.1,156.1,81.0,7.6,60.9,,54.1,,54.1
2021/11,ESR켄달스퀘어리츠,365550,부동산,229,300.6,,300.6,153.3,147.3,1.0,89.4,0.0,94.9,,94.9
2022/05(E),ESR켄달스퀘어리츠,365550,부동산,229,,,,,,,,,,,
2020/12,F&F,383220,"섬유,의류,신발,호화품",134,,,,,,,,,,,
2021/12,F&F,383220,"섬유,의류,신발,호화품",134,,,,,,,,,,,
2022/12(E),F&F,383220,"섬유,의류,신발,호화품",134,18856.5,,13682.5,,5420.8,,,,5268.5,,3968.0
2016/12,GS건설,006360,건설,42,110356.0,105473.6,4882.4,3452.6,1429.8,2919.1,3880.8,-284.8,213.5,417.8,-204.3
2017/12,GS건설,006360,건설,42,116794.6,108761.1,8033.4,4846.7,3186.7,2888.2,3048.3,-4573.1,-1607.4,29.3,-1636.8
2018/12,GS건설,006360,건설,42,131393.7,115118.1,16275.7,5630.8,10644.9,1064.4,2830.5,-593.4,8350.5,2476.1,5874.3
2019/12,GS건설,006360,건설,42,104165.9,90187.2,13978.7,6306.0,7672.7,2604.4,2259.4,-1251.3,6737.3,2262.6,4474.8
2020/12,GS건설,006360,건설,42,101229.3,85878.4,15350.9,7846.9,7504.0,2103.2,2227.7,-2133.7,5184.4,1887.6,3296.8
2021/12(E),GS건설,006360,건설,42,90198.2,,14323.9,,6886.0,,,,6870.4,,4628.9
2016/12,GS,078930,석유와가스,217,134624.3,102730.0,31894.2,14352.0,17542.2,332.3,2491.6,907.8,16290.8,6628.3,9233.1
2017/12,GS,078930,석유와가스,217,155800.6,119257.2,36543.5,16135.5,20408.0,512.4,2615.8,434.9,18739.5,8085.9,10919.0
2018/12,GS,078930,석유와가스,217,177443.9,136506.1,40937.7,18839.4,22098.4,465.6,3236.5,69.9,19397.4,11248.4,10304.6
2019/12,GS,078930,석유와가스,217,177860.6,138036.4,39824.2,19492.8,20331.4,1298.9,3639.8,-254.5,17736.1,11046.6,6689.5
2020/12,GS,078930,석유와가스,217,154442.1,126855.2,27586.9,18381.2,9205.7,1232.1,3385.3,-2744.2,4308.2,6185.9,-1877.8
2021/12(E),GS,078930,석유와가스,217,190059.0,,45631.7,,24637.7,,,,25512.3,,14991.2
2016/12,HDC,012630,건설,42,47498.9,38547.3,8951.5,3779.5,5172.1,426.2,623.5,-321.8,4595.2,1285.6,3309.6
2017/12,HDC,012630,건설,42,15210.2,12750.4,2459.9,1604.3,855.5,197.7,438.7,-233.9,483.7,38.2,4136.7
2018/12,HDC,012630,건설,42,15478.4,12800.3,2678.1,1723.8,954.3,178.3,445.7,62.5,1141.5,228.5,9313.0
2019/12,HDC,012630,건설,42,16166.9,13160.7,3006.2,1725.0,1281.2,158.0,453.3,840.8,3077.4,326.5,2750.9
2020/12,HDC,012630,건설,42,39518.6,30826.7,8691.9,3245.2,5446.7,637.0,849.4,-2333.3,2890.6,977.1,1913.4
2021/12(E),HDC,012630,건설,42,,,,,,,,,,,
2017/12,HDC현대산업개발,294870,건설,42,,,,,,,,,,,
2018/12,HDC현대산업개발,294870,건설,42,27927.4,23438.0,4489.4,1310.1,3179.3,292.6,141.3,-82.7,3248.0,949.5,2298.5
2019/12,HDC현대산업개발,294870,건설,42,42164.9,34628.4,7536.4,2021.6,5514.9,544.7,175.3,-156.5,5589.0,1452.3,4136.7
2020/12,HDC현대산업개발,294870,건설,42,36702.2,28851.5,7850.7,1993.5,5857.2,575.0,409.7,-2334.6,3476.1,1274.0,2202.1
2021/12(E),HDC현대산업개발,294870,건설,42,32820.0,,6299.3,,4072.5,,,,4447.8,,3047.1
2016/12,IHQ,003560,방송과엔터테인먼트,204,1094.0,,1094.0,981.8,112.2,11.4,3.8,-5.8,62.4,20.2,42.2
2017/12,IHQ,003560,방송과엔터테인먼트,204,1268.0,,1268.0,1114.5,153.5,16.0,4.1,-43.8,55.1,28.7,26.4
2018/12,IHQ,003560,방송과엔터테인먼트,204,1094.5,,1094.5,995.2,99.3,16.5,1.1,-234.4,-64.1,34.8,-99.0
2019/12,IHQ,003560,방송과엔터테인먼트,204,992.9,,992.9,1063.3,-70.4,12.1,3.9,-571.1,-631.3,31.5,-662.8
2020/12,IHQ,003560,방송과엔터테인먼트,204,810.5,,810.5,972.8,-162.3,11.8,3.5,7.1,-147.0,35.5,-182.5
2021/12(E),IHQ,003560,방송과엔터테인먼트,204,,,,,,,,,,,
2016/12,JB금융지주,175330,은행,20,,,,5895.5,2527.4,,,,2620.0,601.5,2018.5
2017/12,JB금융지주,175330,은행,20,,,,6263.7,3480.0,,,,3451.8,807.4,2644.4
2018/12,JB금융지주,175330,은행,20,,,,6539.5,4167.7,,,,4164.8,954.5,3210.3
2019/12,JB금융지주,175330,은행,20,,,,6643.9,4849.4,,,,4833.3,1211.9,3621.4
2020/12,JB금융지주,175330,은행,20,,,,6894.7,4695.2,,,,4639.8,731.3,3908.5
2021/12(E),JB금융지주,175330,은행,20,,,,,6648.2,,,,6660.1,,5029.3
2016/12,JW중외제약,001060,제약,35,4674.7,2941.2,1733.4,1488.1,245.4,93.4,252.3,-16.6,70.8,180.1,-109.3
2017/12,JW중외제약,001060,제약,35,5029.2,3142.9,1886.3,1669.1,217.2,29.8,281.6,15.5,-13.5,-6.1,-7.4
2018/12,JW중외제약,001060,제약,35,5371.8,3401.4,1970.4,1754.6,215.8,81.9,194.7,1.3,102.3,21.8,80.6
2019/12,JW중외제약,001060,제약,35,5113.4,3502.2,1611.2,1801.3,-190.1,36.2,206.5,23.3,-343.4,-90.6,-252.8
2020/12,JW중외제약,001060,제약,35,5473.4,3698.1,1775.3,1788.5,-13.2,37.6,159.2,14.4,-132.1,20.7,-152.8
2021/12(E),JW중외제약,001060,제약,35,,,,,,,,,,,
2016/12,JW홀딩스,096760,제약,35,6848.4,4032.1,2816.2,2382.8,433.5,152.4,485.2,-53.5,113.8,257.6,-143.8
2017/12,JW홀딩스,096760,제약,35,6811.6,3864.1,2947.5,2530.4,417.1,84.0,545.2,-1.6,585.6,0.5,568.7
2018/12,JW홀딩스,096760,제약,35,7253.8,4154.6,3099.2,2766.1,333.1,114.9,423.4,-4.3,4.3,72.5,364.4
2019/12,JW홀딩스,096760,제약,35,7264.2,4428.3,2835.9,2834.0,1.9,99.4,394.3,4.6,-286.2,55.5,-341.8
2020/12,JW홀딩스,096760,제약,35,7819.5,4755.0,3064.4,2719.5,345.0,87.4,666.9,469.9,269.9,217.0,53.0
2021/12(E),JW홀딩스,096760,제약,35,,,,,,,,,,,
2016/12,KB금융,105560,은행,20,,,,52287.1,16769.5,,,,26286.6,4384.8,21901.8
2017/12,KB금융,105560,은행,20,,,,56286.6,40152.7,,,,41384.2,7949.6,33434.6
2018/12,KB금융,105560,은행,20,,,,59185.1,42674.8,,,,43015.3,12395.9,30619.5
2019/12,KB금융,105560,은행,20,,,,62710.2,44906.5,,,,45339.9,12207.9,33132.0
2020/12,KB금융,105560,은행,20,,,,68331.5,46159.9,,,,47616.3,12593.5,35022.8
2021/12(E),KB금융,105560,은행,20,,,,,61485.0,,,,61751.2,,44821.1
2016/12,KCTC,009070,항공화물운송과물류,234,3497.8,2943.8,554.1,417.4,136.7,11.0,32.5,-15.8,130.2,47.9,82.3
2017/12,KCTC,009070,항공화물운송과물류,234,3645.5,3128.9,516.6,401.0,115.6,3.8,31.1,4.2,120.2,30.2,89.9
2018/12,KCTC,009070,항공화물운송과물류,234,4004.4,3449.7,554.7,405.1,149.6,7.9,39.1,-3.1,111.3,38.6,72.7
2019/12,KCTC,009070,항공화물운송과물류,234,4461.7,3815.7,646.0,455.9,190.1,9.7,53.0,6.1,108.7,26.7,82.0
2020/12,KCTC,009070,항공화물운송과물류,234,4887.3,4201.2,686.1,476.5,209.6,6.9,57.7,8.2,170.4,32.4,138.0
2021/12(E),KCTC,009070,항공화물운송과물류,234,,,,,,,,,,,
2016/12,KG동부제철,016380,철강,62,23280.4,20325.3,2955.1,1519.0,1436.1,475.1,2425.4,-58.7,-637.8,89.3,-727.1
2017/12,KG동부제철,016380,철강,62,25962.0,24301.3,1660.7,1778.4,-117.7,741.4,1819.3,-1644.0,-2849.9,-175.3,-2674.5
2018/12,KG동부제철,016380,철강,62,25451.0,24546.9,904.0,1067.8,-163.7,1556.1,1710.0,-223.1,-566.2,94.4,-660.6
2019/12,KG동부제철,016380,철강,62,24282.5,22893.3,1389.2,1042.8,346.4,832.4,1464.9,-30.9,-316.6,18.7,-335.4
2020/12,KG동부제철,016380,철강,62,23424.4,21326.7,2097.7,989.9,1107.8,369.0,778.1,-24.5,674.5,5.5,668.9
2021/12(E),KG동부제철,016380,철강,62,,,,,,,,,,,
2016/12,KG케미칼,001390,에너지장비및서비스,205,8084.7,5853.8,2230.9,1504.3,726.6,154.8,127.7,-77.0,628.7,142.4,283.5
2017/12,KG케미칼,001390,에너지장비및서비스,205,10994.8,7774.0,3220.8,2458.4,762.5,58.5,131.4,-152.5,570.1,105.2,102.1
2018/12,KG케미칼,001390,에너지장비및서비스,205,12827.8,8840.6,3987.2,3262.5,724.6,55.1,105.3,-152.0,498.7,221.1,277.7
2019/12,KG케미칼,001390,에너지장비및서비스,205,20684.0,15874.9,4809.0,3629.3,1179.7,474.3,552.0,1488.9,2632.4,439.0,2193.4
2020/12,KG케미칼,001390,에너지장비및서비스,205,36863.5,30188.3,6675.2,4245.7,2429.6,953.9,1024.3,-254.3,2114.3,567.6,1546.6
2021/12(E),KG케미칼,001390,에너지장비및서비스,205,,,,,,,,,,,
2016/12,KH 필룩스,033180,전기제품,221,1077.9,703.6,374.3,268.2,106.1,18.1,31.7,-5.9,93.4,34.8,58.6
2017/12,KH 필룩스,033180,전기제품,221,1120.1,725.0,395.0,311.1,84.0,22.0,41.5,-3.2,62.6,25.4,37.3
2018/12,KH 필룩스,033180,전기제품,221,1100.1,703.7,396.4,386.0,10.4,53.8,126.0,-26.9,-101.7,8.7,-110.4
2019/12,KH 필룩스,033180,전기제품,221,1351.0,894.6,456.4,427.4,29.0,71.5,108.8,-4.6,-149.2,-32.4,-116.8
2020/12,KH 필룩스,033180,전기제품,221,1188.2,816.6,371.6,371.0,0.6,135.6,172.8,-13.6,-449.9,21.5,-471.3
2021/12(E),KH 필룩스,033180,전기제품,221,,,,,,,,,,,
2016/12,KISCO홀딩스,001940,철강,62,10580.6,9062.3,1518.3,647.7,870.6,112.8,1.5,23.8,1006.0,227.3,778.6
2017/12,KISCO홀딩스,001940,철강,62,12212.5,10627.7,1584.9,611.3,973.5,116.5,3.3,-1176.7,-89.1,-16.6,-72.4
2018/12,KISCO홀딩스,001940,철강,62,12886.2,11621.3,1265.0,607.7,657.2,143.6,5.4,-192.2,604.9,218.9,363.2
2019/12,KISCO홀딩스,001940,철강,62,11829.9,10686.6,1143.2,567.6,575.7,168.6,13.2,103.6,837.4,210.6,628.9
2020/12,KISCO홀딩스,001940,철강,62,10645.7,9024.1,1621.5,794.7,826.8,181.4,23.6,-325.9,660.1,286.3,364.8
2021/12(E),KISCO홀딩스,001940,철강,62,,,,,,,,,,,
2016/12,KPX홀딩스,092230,화학,140,6965.2,5961.7,1003.6,481.1,522.5,232.9,182.3,-8.7,633.0,122.9,534.3
2017/12,KPX홀딩스,092230,화학,140,7533.3,6656.5,876.7,512.3,364.4,226.0,126.4,179.6,685.6,145.6,583.8
2018/12,KPX홀딩스,092230,화학,140,10224.2,9172.4,1051.8,713.4,338.4,330.6,373.3,-28.2,269.1,67.4,147.4
2019/12,KPX홀딩스,092230,화학,140,9727.0,8332.6,1394.5,760.7,633.8,360.0,161.1,-4.3,980.8,238.5,757.7
