period,shareName,shareCode,marketName,marketCode,mv,totalRevenue,operationIncome,operationIncomePublished,continuingIncomeAndLoseBeforeIncomeTaxes,netIncome,controllingNetIncome,nonControllingNetIncome,assets,liabilities,equity,controllingEquity,nonControllingEquity,commonStock,operatingCashFlow,investingCashFlow,financingCashFlow,capex,fcf,interestBearingLiabilities,operationIncomeMargin,netIncomeMargin,roe,roa,liabilitiesRatio,equityRatio,eps,per,bps,pbr,cashDps,dividendYield,dividendPayoutRatio,shareNum,ev,ebitda,ev/ebitda,ebitdaMargin,psr,sps,por,ops,depreciation,amortization,price
2021/06,BYC,001460,"섬유,의류,신발,호화품",134,3520.32,395.0,36.0,36.0,60.0,45.0,45.0,,6826.0,2194.0,4631.0,4632.0,,42.0,69.0,43.0,-114.0,3.0,66.0,966.0,9.21,11.42,4.63,3.02,47.38,10952.71,20900.0,16.84,463200.0,0.76,,,,624615.0,3112.82,95.0,6.65,24.05,2.25,156200.0,16.37,21500.0,29.9,0.2,563598.38
2021/09,BYC,001460,"섬유,의류,신발,호화품",134,2886.0,401.0,74.0,74.0,76.0,59.0,59.0,,6663.0,1970.0,4693.0,4693.0,,42.0,34.0,-207.0,-204.0,15.0,18.0,766.0,18.53,14.65,5.37,3.58,41.99,11092.67,24500.0,11.78,469300.0,0.61,,,,624615.0,2301.3,113.6,4.72,28.33,1.81,159500.0,12.49,23100.0,30.2,0.2,462044.62
2021/12(E),BYC,001460,"섬유,의류,신발,호화품",134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624615.0,,,,,,,,,,,
2022/03(E),BYC,001460,"섬유,의류,신발,호화품",134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624615.0,,,,,,,,,,,
2022/06(E),BYC,001460,"섬유,의류,신발,호화품",134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624615.0,,,,,,,,,,,
2020/09,CJ,001040,복합기업,191,27255.12,82244.0,4291.0,4291.0,2244.0,1419.0,632.0,786.0,408465.0,254798.0,153668.0,47816.0,105851.0,1790.0,9198.0,1392.0,-8407.0,2868.0,6330.0,169466.0,5.22,1.73,4.66,0.99,165.81,2672.74,,,164882.76,0.57,,,,29176998.0,-116957.88,9547.2,,11.61,,,,,4602.1,1475.1,93413.04
2020/12,CJ,001040,복합기업,191,31111.45,81407.0,3382.0,3382.0,-4048.0,-3563.0,-1564.0,-1999.0,400250.0,246287.0,153962.0,46435.0,107527.0,1790.0,11670.0,-5367.0,-4915.0,4087.0,7583.0,161623.0,4.15,-4.38,1.89,0.51,159.97,2567.7,,,160120.69,0.67,2000.0,,-42.95,29176998.0,-104480.55,4710.2,,5.79,,,,,4723.9,1404.4,106630.06
2021/03,CJ,001040,복합기업,191,31481.45,80117.0,4475.0,4475.0,2701.0,1715.0,522.0,1193.0,406022.0,247377.0,158645.0,48433.0,110212.0,1790.0,5644.0,-335.0,-5348.0,2818.0,2826.0,156764.0,5.59,2.14,-0.28,0.03,155.93,2562.27,,,167010.34,0.65,,,,29176998.0,-99337.45,10143.0,-2.96,12.66,,,,,4530.6,1458.1,107898.18
2021/06,CJ,001040,복합기업,191,35758.08,83362.0,5675.0,5675.0,4618.0,2761.0,931.0,1830.0,402549.0,240017.0,162531.0,49664.0,112867.0,1790.0,3969.0,-3362.0,-3365.0,2798.0,1171.0,159708.0,6.81,3.31,1.07,0.57,147.68,2614.28,1796.55,68.63,171255.17,0.72,,,,29176998.0,-100299.72,11405.2,-2.8,13.68,0.11,1128034.48,2.01,61458.62,4377.0,1579.8,122555.72
2021/09,CJ,001040,복합기업,191,24159.0,88527.0,4976.0,4976.0,3032.0,1604.0,522.0,1082.0,408242.0,245070.0,163172.0,51632.0,111540.0,1790.0,9510.0,-1030.0,-10078.0,3564.0,5946.0,160960.0,5.62,1.81,0.83,0.62,150.19,2644.12,1417.24,58.78,178041.38,0.47,,,,29176998.0,-114375.0,10622.8,-3.1,12.0,0.07,1149700.0,1.31,63820.69,4535.8,1650.4,82801.53
2021/12(E),CJ,001040,복합기업,191,28218.4,90418.0,5374.0,,3500.0,,1270.0,,402598.0,239188.0,163410.0,50390.0,,1825.0,,,,,,,5.94,,,,146.37,,11189.66,8.7,173758.62,0.56,,,,29176998.0,,5240.7,,5.8,0.08,1180772.41,1.38,70689.66,,,96714.54
2022/03(E),CJ,001040,복합기업,191,,88100.0,5160.0,,3570.0,2558.0,760.0,,,,,,,,,,,,,,5.86,2.8,,,,,12010.34,,,,,,,29176998.0,,,,,,1208300.0,,73051.72,,,
2022/06(E),CJ,001040,복합기업,191,,96388.0,6561.0,,,3955.0,,,,,,,,,,,,,,,6.81,4.1,,,,,,,,,,,,29176998.0,,,,,,1253217.24,,76106.9,,,
2020/09,CJ씨푸드,011150,식품,38,1613.52,386.0,13.0,13.0,12.0,8.0,8.0,,1179.0,515.0,664.0,664.0,,181.0,93.0,-10.0,-82.0,11.0,82.0,318.0,3.3,1.97,5.49,2.99,77.62,268.79,,,1844.44,2.43,,,,35930773.0,1298.52,24.0,,6.22,,,,,16.0,0.3,4490.64
2020/12,CJ씨푸드,011150,식품,38,1845.2,390.0,4.0,4.0,,-2.0,-2.0,,1353.0,695.0,659.0,659.0,,181.0,-121.0,-21.0,144.0,15.0,-136.0,374.0,1.03,-0.47,3.23,1.6,105.49,267.92,,,1830.56,2.8,,,,35930773.0,1475.5,8.9,,2.28,,,,,16.1,0.3,5135.43
2021/03,CJ씨푸드,011150,식품,38,1727.99,410.0,25.0,25.0,28.0,26.0,26.0,,1350.0,667.0,683.0,683.0,,181.0,21.0,-3.0,-14.0,16.0,5.0,369.0,6.14,6.36,5.56,2.84,97.64,282.35,,,1897.22,2.53,,,,35930773.0,1366.99,40.9,14.54,9.98,,,,,15.3,0.3,4809.22
2021/06,CJ씨푸드,011150,식품,38,1704.3,360.0,7.0,7.0,12.0,7.0,7.0,,1207.0,517.0,690.0,690.0,,181.0,129.0,-7.0,-126.0,4.0,125.0,306.0,1.83,1.88,5.72,3.17,74.94,286.14,108.33,43.7,1916.67,2.47,,,,35930773.0,1402.1,22.4,14.57,6.22,1.1,4294.44,34.78,136.11,15.6,0.1,4743.29
2021/09,CJ씨푸드,011150,식품,38,1446.0,413.0,9.0,9.0,14.0,13.0,13.0,,1250.0,547.0,703.0,703.0,,181.0,28.0,-5.0,-16.0,8.0,20.0,304.0,2.26,3.21,6.47,3.64,77.85,293.47,122.22,32.86,1952.78,2.06,,,,35930773.0,1152.8,23.6,12.03,5.71,0.92,4369.44,32.13,125.0,15.5,0.0,4024.41
2021/12(E),CJ씨푸드,011150,식품,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35930773.0,,,,,,,,,,,
2022/03(E),CJ씨푸드,011150,식품,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35930773.0,,,,,,,,,,,
2022/06(E),CJ씨푸드,011150,식품,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35930773.0,,,,,,,,,,,
2020/09,CS홀딩스,000590,철강,62,603.72,301.0,30.0,30.0,21.0,19.0,11.0,8.0,3248.0,292.0,2957.0,2322.0,634.0,58.0,53.0,189.0,-1.0,37.0,16.0,25.0,10.12,6.23,4.39,4.79,9.87,4116.87,,,232200.0,0.26,,,,1154482.0,1907.92,38.6,,12.82,,,,,7.0,0.8,52293.58
2020/12,CS홀딩스,000590,철강,62,679.0,325.0,33.0,33.0,-12.0,-8.0,-3.0,-5.0,3237.0,282.0,2956.0,2425.0,531.0,58.0,29.0,-19.0,,-134.0,163.0,25.0,10.27,-2.49,3.2,3.71,9.53,4150.19,,,242500.0,0.28,500.0,,-191.26,1154482.0,1991.9,37.4,,11.51,,,,,7.4,0.8,58814.26
2021/03,CS홀딩스,000590,철강,62,737.4,380.0,38.0,38.0,61.0,51.0,31.0,19.0,3312.0,326.0,2986.0,2458.0,528.0,58.0,55.0,-7.0,-16.0,6.0,48.0,26.0,10.08,13.37,2.67,3.06,10.93,4194.59,,,245800.0,0.3,,,,1154482.0,2081.6,47.5,11.34,12.5,,,,,8.4,0.8,63872.8
2021/06,CS홀딩스,000590,철강,62,825.66,400.0,62.0,62.0,64.0,53.0,38.0,15.0,3374.0,329.0,3046.0,2502.0,544.0,58.0,58.0,-99.0,-14.0,5.0,53.0,24.0,15.49,13.17,3.19,3.45,10.8,4263.03,7700.0,10.72,250200.0,0.33,,,,1154482.0,2116.86,72.1,10.82,18.02,0.59,140600.0,5.07,16300.0,8.4,0.8,71517.79
2021/09,CS홀딩스,000590,철강,62,805.0,383.0,55.0,55.0,88.0,84.0,58.0,26.0,3490.0,354.0,3136.0,2567.0,569.0,58.0,-3.0,-279.0,-1.0,5.0,-8.0,30.0,14.29,21.85,5.08,5.31,11.3,4363.36,12400.0,6.49,256700.0,0.31,,,,1154482.0,1808.6,63.8,8.19,16.66,0.54,148800.0,4.28,18800.0,8.5,0.8,69728.24
2021/12(E),CS홀딩스,000590,철강,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1154482.0,,,,,,,,,,,
2022/03(E),CS홀딩스,000590,철강,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1154482.0,,,,,,,,,,,
2022/06(E),CS홀딩스,000590,철강,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1154482.0,,,,,,,,,,,
2020/09,DB,012030,IT서비스,154,1344.87,632.0,42.0,42.0,28.0,22.0,22.0,,4067.0,1430.0,2637.0,2637.0,,1006.0,83.0,24.0,-47.0,3.0,80.0,833.0,6.59,3.49,4.21,2.56,54.23,202.92,,,1311.94,0.51,,,,201173933.0,694.37,58.6,,9.27,,,,,11.0,8.8,668.51
2020/12,DB,012030,IT서비스,154,1505.76,746.0,64.0,64.0,-70.0,-80.0,-80.0,,4725.0,1588.0,3137.0,3137.0,,1006.0,57.0,,-54.0,,57.0,821.0,8.52,-10.73,2.39,1.5,50.62,194.55,,,1560.7,0.48,,,,201173933.0,869.96,-48.3,,-6.47,,,,,10.6,8.9,748.49
2021/03,DB,012030,IT서비스,154,1667.04,679.0,103.0,103.0,130.0,98.0,98.0,,5130.0,1657.0,3473.0,3473.0,,1006.0,-25.0,-89.0,59.0,,-25.0,884.0,15.1,14.44,3.49,2.2,47.71,204.29,,,1727.86,0.48,,,,201173933.0,913.14,126.3,3.82,18.6,,,,,10.3,8.9,828.66
2021/06,DB,012030,IT서비스,154,2003.93,860.0,57.0,57.0,58.0,46.0,46.0,,5496.0,1715.0,3781.0,3781.0,,1006.0,119.0,21.0,-111.0,1.0,119.0,777.0,6.69,5.4,2.87,1.89,45.36,208.91,42.79,23.3,1881.09,0.53,,,,201173933.0,1386.33,77.8,6.47,9.05,0.69,1451.24,7.53,132.34,10.2,9.0,996.12
2021/09,DB,012030,IT서비스,154,1752.0,845.0,47.0,47.0,60.0,48.0,48.0,,5186.0,1693.0,3494.0,3494.0,,1006.0,12.0,-11.0,73.0,,12.0,892.0,5.57,5.69,3.67,2.43,48.46,213.69,55.72,15.64,1738.31,0.5,,,,201173933.0,1092.7,78.3,4.67,9.27,0.56,1557.21,6.46,134.83,9.5,9.0,870.89
2021/12(E),DB,012030,IT서비스,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201173933.0,,,,,,,,,,,
2022/03(E),DB,012030,IT서비스,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201173933.0,,,,,,,,,,,
2022/06(E),DB,012030,IT서비스,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201173933.0,,,,,,,,,,,
2020/09,DB금융투자,016610,증권,12,1578.99,3236.0,410.0,410.0,414.0,293.0,289.0,4.0,89104.0,80421.0,8684.0,7519.0,1165.0,2122.0,3284.0,-12.0,-3052.0,5.0,,12601.0,12.68,9.05,8.3,0.82,926.09,312.72,,,17902.38,0.21,,,,42446389.0,,410.4,,12.68,,,,,,,3719.96
2020/12,DB금융투자,016610,증권,12,1920.72,3264.0,585.0,585.0,590.0,493.0,441.0,52.0,99596.0,90375.0,9221.0,8003.0,1217.0,2122.0,144.0,-93.0,213.0,10.0,,14038.0,17.91,15.1,12.86,1.16,980.15,338.01,,,19054.76,0.24,300.0,,28.2,42446389.0,,584.6,,17.91,,,,,,,4525.05
2021/03,DB금융투자,016610,증권,12,2496.3,4742.0,591.0,591.0,604.0,449.0,408.0,41.0,95381.0,85808.0,9574.0,8321.0,1253.0,2122.0,-2281.0,-45.0,1894.0,24.0,,14792.0,12.47,9.46,17.63,1.57,896.27,354.66,,,19811.9,0.3,,,,42446389.0,,591.4,,12.47,,,,,,,5881.07
2021/06,DB금융투자,016610,증권,12,3017.35,3106.0,372.0,372.0,376.0,275.0,262.0,13.0,92858.0,82970.0,9888.0,8621.0,1266.0,2122.0,1094.0,-75.0,-1548.0,33.0,,15152.0,11.96,8.84,17.66,1.63,839.1,369.46,3333.33,2.16,20526.19,0.35,,,,42446389.0,,371.6,,11.96,0.21,34161.9,1.54,4661.9,,,7108.61
2021/09,DB금융투자,016610,증권,12,2661.0,3103.0,471.0,471.0,462.0,343.0,309.0,34.0,97592.0,87340.0,10252.0,8948.0,1304.0,2122.0,-990.0,-24.0,2210.0,5.0,,16647.0,15.18,11.05,17.24,1.67,851.9,386.63,3380.95,1.87,21304.76,0.3,,,,42446389.0,,471.2,,15.19,0.19,33845.24,1.32,4807.14,,,6269.08
2021/12(E),DB금융투자,016610,증권,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42446389.0,,,,,,,,,,,
2022/03(E),DB금융투자,016610,증권,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42446389.0,,,,,,,,,,,
2022/06(E),DB금융투자,016610,증권,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42446389.0,,,,,,,,,,,
2020/09,DB손해보험,005830,손해보험,190,27012.44,47519.0,1761.0,1761.0,1898.0,1435.0,1420.0,16.0,587439.0,520638.0,66801.0,65884.0,917.0,354.0,4646.0,-6459.0,462.0,81.0,,10078.0,3.71,3.02,8.53,0.97,779.39,19201.13,,,92794.37,0.41,,,,70800000.0,,1761.0,,3.71,,,,,,,38153.16
2020/12,DB손해보험,005830,손해보험,190,26298.22,53641.0,919.0,919.0,873.0,613.0,602.0,10.0,600513.0,535467.0,65046.0,64142.0,904.0,354.0,2882.0,-2566.0,38.0,66.0,,10175.0,1.71,1.14,9.04,0.97,823.21,18705.32,,,90340.85,0.41,2200.0,,219.27,70800000.0,,919.1,,1.71,,,,,,,37144.38
2021/03,DB손해보험,005830,손해보험,190,28608.96,54230.0,2761.0,2761.0,2964.0,2175.0,2179.0,-4.0,603985.0,543500.0,60485.0,59602.0,883.0,354.0,7847.0,-6277.0,-698.0,29.0,,10933.0,5.09,4.01,10.41,1.07,898.57,17416.99,,,83946.48,0.48,,,,70800000.0,,2760.5,,5.09,,,,,,,40408.14
2021/06,DB손해보험,005830,손해보험,190,33082.92,49469.0,3388.0,3388.0,3662.0,2717.0,2702.0,14.0,623228.0,558710.0,64519.0,63621.0,897.0,354.0,-2945.0,-1438.0,5073.0,26.0,,16106.0,6.85,5.49,10.86,1.15,865.97,18556.36,9722.54,4.79,89607.04,0.52,,,,70800000.0,,3388.3,,6.85,0.16,288533.8,3.75,12435.21,,,46727.29
2021/09,DB손해보험,005830,손해보험,190,41560.0,55068.0,3313.0,3313.0,3378.0,2501.0,2487.0,13.0,631516.0,565276.0,66240.0,65330.0,910.0,354.0,9363.0,-8731.0,-512.0,16.0,,15712.0,6.02,4.54,12.15,1.31,853.38,19042.66,11225.35,5.21,92014.08,0.64,,,,70800000.0,,3312.8,,6.02,0.2,299166.2,4.0,14621.13,,,58700.56
2021/12(E),DB손해보험,005830,손해보험,190,38599.0,34620.0,,,,1082.0,,,569165.0,502185.0,66980.0,66550.0,,350.0,,,,,,,,3.13,,,749.75,,,,93732.39,0.58,,,,70800000.0,,,,,0.2,272376.06,,,,,54518.36
2022/03(E),DB손해보험,005830,손해보험,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70800000.0,,,,,,,,,,,
2022/06(E),DB손해보험,005830,손해보험,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70800000.0,,,,,,,,,,,
2020/09,DB하이텍,000990,반도체와반도체장비,202,16257.28,2406.0,671.0,671.0,612.0,470.0,470.0,,11574.0,3758.0,7816.0,7816.0,,2226.0,1034.0,-626.0,-210.0,201.0,833.0,1482.0,27.89,19.55,23.28,14.51,48.09,287.96,,,17763.64,2.08,,,,44398588.0,15271.68,883.9,,36.74,,,,,211.4,15.9,36616.66
2020/12,DB하이텍,000990,반도체와반도체장비,202,22169.34,2278.0,304.0,304.0,148.0,136.0,136.0,,11786.0,3840.0,7946.0,7946.0,,2226.0,957.0,-1235.0,308.0,639.0,318.0,1779.0,13.35,5.96,23.07,14.64,48.33,293.62,,,18059.09,2.79,350.0,,112.1,44398588.0,20873.24,706.9,,31.03,,,,,439.9,16.8,49932.53
2021/03,DB하이텍,000990,반도체와반도체장비,202,24440.75,2437.0,606.0,606.0,631.0,478.0,478.0,,11962.0,3678.0,8285.0,8285.0,,2226.0,510.0,-312.0,-82.0,252.0,258.0,1690.0,24.86,19.62,20.98,13.55,44.39,308.27,,,18829.55,2.95,,,,44398588.0,23348.75,1010.0,6.53,41.44,,,,,358.8,16.4,55048.48
2021/06,DB하이텍,000990,반도체와반도체장비,202,27163.62,2747.0,814.0,814.0,821.0,590.0,590.0,,12489.0,3612.0,8877.0,8877.0,,2226.0,709.0,-536.0,-139.0,290.0,419.0,1550.0,29.63,21.5,20.64,14.14,40.69,334.8,3804.55,16.23,20175.0,3.06,,,,44398588.0,26241.72,1179.9,6.94,42.95,2.75,22427.27,11.34,5443.18,359.2,16.5,61181.27
2021/09,DB하이텍,000990,반도체와반도체장비,202,30946.0,3284.0,1190.0,1190.0,1263.0,927.0,927.0,,13625.0,3819.0,9806.0,9806.0,,2226.0,1021.0,-1074.0,-79.0,265.0,756.0,1475.0,36.23,28.21,24.18,16.91,38.95,376.43,4843.18,14.52,22286.36,3.16,,,,44398588.0,29971.8,1582.6,6.69,48.19,2.88,24422.73,10.62,6622.73,346.4,17.9,69700.41
2021/12(E),DB하이텍,000990,반도체와반도체장비,202,30083.86,3433.0,1201.0,,1340.0,,904.0,,14606.0,3900.0,10706.0,10706.0,,2227.0,,,,,,,34.99,,,,36.42,,6588.64,10.38,24331.82,2.81,,,,44398588.0,,1036.3,,30.19,2.53,27047.73,7.89,8661.36,,,67758.6
2022/03(E),DB하이텍,000990,반도체와반도체장비,202,,3703.0,1475.0,,1494.0,1083.0,1151.0,,,,,,,,,,,,,,39.83,29.24,,,,,8118.18,,,,,,,44398588.0,,,,,,29925.0,,10636.36,,,
2022/06(E),DB하이텍,000990,반도체와반도체장비,202,,3866.0,1578.0,,1413.0,1119.0,,,,,,,,,,,,,,,40.81,28.94,,,,,,,,,,,,44398588.0,,,,,,32468.18,,12372.73,,,
2020/09,DGB금융지주,139130,은행,20,9500.95,11841.0,1315.0,1315.0,1361.0,1035.0,912.0,123.0,796464.0,738280.0,58184.0,50005.0,8178.0,8457.0,8808.0,-1658.0,-6015.0,143.0,,110567.0,11.1,8.74,6.48,0.47,1268.88,587.97,,,29588.76,0.19,,,,169145833.0,,1314.8,,11.1,,,,,,,5617.02
2020/12,DGB금융지주,139130,은행,20,11473.78,14179.0,923.0,923.0,925.0,668.0,560.0,108.0,799718.0,741678.0,58040.0,49886.0,8155.0,8457.0,-8820.0,1142.0,4757.0,213.0,,114339.0,6.51,4.71,6.93,0.5,1277.86,586.28,,,29518.34,0.23,390.0,,117.75,169145833.0,,922.8,,6.51,,,,,,,6783.37
2021/03,DGB금융지주,139130,은행,20,14233.52,13947.0,1784.0,1784.0,1777.0,1361.0,1235.0,126.0,834970.0,775938.0,59033.0,50834.0,8198.0,8457.0,10390.0,-3126.0,-5927.0,89.0,,117973.0,12.79,9.76,7.47,0.52,1314.42,598.01,,,30079.29,0.28,,,,169145833.0,,1783.7,,12.79,,,,,,,8414.94
2021/06,DGB금융지주,139130,은행,20,15705.0,11684.0,2337.0,2337.0,2299.0,1686.0,1553.0,133.0,863264.0,802660.0,60605.0,52350.0,8255.0,8457.0,14865.0,-2838.0,-14920.0,243.0,,121191.0,20.0,14.43,8.44,0.58,1324.41,616.6,2520.71,3.69,30976.33,0.3,,,,169145833.0,,2337.1,,20.0,0.3,30562.72,2.47,3762.72,,,9284.89
2021/09,DGB금융지주,139130,은행,20,15392.0,12614.0,2000.0,2000.0,2021.0,1517.0,1386.0,131.0,861474.0,798623.0,62850.0,54534.0,8317.0,8457.0,6918.0,-7059.0,1730.0,103.0,,122504.0,15.85,12.03,9.06,0.63,1270.67,643.15,2801.18,3.25,32268.64,0.28,,,,169145833.0,,1999.8,,15.85,0.29,31020.12,2.19,4168.05,,,9099.84
2021/12(E),DGB금융지주,139130,은행,20,16232.75,,1058.0,,1061.0,827.0,632.0,,864638.0,801052.0,63590.0,55975.0,,8458.0,,,,,,,,,,,1259.71,,2843.79,3.38,33121.3,0.29,,,,169145833.0,,1191.1,,,,,2.26,4247.93,,,9596.9
2022/03(E),DGB금융지주,139130,은행,20,,,2222.0,,2320.0,1720.0,1570.0,,,,,,,,,,,,,,,,,,,,3042.01,,,,,,,169145833.0,,,,,,,,4507.1,,,
2022/06(E),DGB금융지주,139130,은행,20,,,2132.0,,2302.0,1650.0,1586.0,,,,,,,,,,,,,,,,,,,,3061.54,,,,,,,169145833.0,,,,,,,,4385.8,,,
2020/09,DI동일,001530,"섬유,의류,신발,호화품",134,1585.6,1648.0,73.0,73.0,52.0,25.0,12.0,13.0,9072.0,3934.0,5138.0,4955.0,184.0,123.0,64.0,-32.0,-28.0,20.0,44.0,2487.0,4.41,1.53,2.46,0.63,76.56,4197.26,,,165166.67,0.32,,,,2556827.0,-615.3,51.3,,3.11,,,,,,,62014.36
2020/12,DI동일,001530,"섬유,의류,신발,호화품",134,2739.0,1729.0,61.0,61.0,27.0,41.0,40.0,1.0,8826.0,3659.0,5167.0,4980.0,187.0,123.0,201.0,108.0,-249.0,16.0,185.0,2271.0,3.51,2.4,4.0,2.72,70.82,4228.12,,,166000.0,0.55,1446.0,,67.34,2556827.0,805.4,271.1,,15.68,,,,,200.9,1.6,107124.96
2021/03,DI동일,001530,"섬유,의류,신발,호화품",134,3185.28,1942.0,120.0,120.0,129.0,105.0,93.0,12.0,9144.0,3892.0,5252.0,5056.0,196.0,123.0,80.0,-39.0,38.0,17.0,63.0,2346.0,6.18,5.4,5.08,3.17,74.1,4279.97,,,168533.33,0.63,,,,2556827.0,1259.28,88.7,1.92,4.57,,,,,,,124579.41
2021/06,DI동일,001530,"섬유,의류,신발,호화품",134,3637.9,1964.0,132.0,132.0,192.0,149.0,140.0,9.0,9383.0,3981.0,5402.0,5197.0,205.0,126.0,-67.0,-42.0,127.0,38.0,-105.0,2515.0,6.74,7.6,5.56,3.35,73.69,4314.61,9500.0,12.76,173233.33,0.7,,,,2556827.0,1559.9,129.0,2.89,6.57,0.5,242766.67,9.42,12866.67,,,142281.82
2021/09,DI동일,001530,"섬유,의류,신발,호화품",134,6528.0,1901.0,105.0,105.0,135.0,91.0,83.0,8.0,9622.0,4134.0,5488.0,5274.0,214.0,126.0,107.0,-105.0,19.0,88.0,19.0,2586.0,5.53,4.81,6.97,4.14,75.33,4380.71,11866.67,18.34,175800.0,1.24,,,,2556827.0,4407.9,101.1,7.47,5.32,0.87,251200.0,15.62,13933.33,,,255316.45
2021/12(E),DI동일,001530,"섬유,의류,신발,호화품",134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2510655.0,,,,,,,,,,,
2022/03(E),DI동일,001530,"섬유,의류,신발,호화품",134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2510655.0,,,,,,,,,,,
2022/06(E),DI동일,001530,"섬유,의류,신발,호화품",134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2510655.0,,,,,,,,,,,
2020/09,DL건설,001880,건설,42,5611.84,4602.0,531.0,531.0,502.0,436.0,436.0,,15526.0,7621.0,7904.0,7904.0,,1165.0,-124.0,1114.0,-24.0,9.0,-132.0,1828.0,11.54,9.48,21.85,11.21,96.42,578.33,,,35927.27,0.71,,,,22053284.0,9274.94,542.7,,11.79,,,,,25.0,8.7,25446.73
2020/12,DL건설,001880,건설,42,7136.91,5090.0,342.0,342.0,235.0,158.0,158.0,,14984.0,6965.0,8019.0,8019.0,,1165.0,808.0,118.0,-780.0,1.0,807.0,1125.0,6.71,3.09,23.71,12.71,86.87,588.16,,,36450.0,0.89,550.0,,115.08,22053284.0,11645.71,322.4,,6.33,,,,,21.7,8.6,32362.12
2021/03,DL건설,001880,건설,42,8127.63,4175.0,630.0,630.0,702.0,542.0,542.0,,15794.0,7415.0,8379.0,8379.0,,1165.0,347.0,-449.0,241.0,2.0,346.0,1404.0,15.09,12.99,22.31,11.62,88.49,619.13,,,38086.36,0.97,,,,22053284.0,12496.63,730.1,5.97,17.49,,,,,22.2,8.7,36854.51
2021/06,DL건설,001880,건설,42,8304.9,4939.0,539.0,539.0,458.0,363.0,363.0,,15394.0,6652.0,8742.0,8742.0,,1165.0,-363.0,88.0,-203.0,2.0,-365.0,1410.0,10.91,7.35,21.17,12.01,76.09,650.29,6813.64,5.54,39736.36,0.95,,,,22053284.0,12189.3,485.2,5.86,9.82,0.44,85481.82,4.07,9281.82,22.6,8.5,37658.34
2021/09,DL건설,001880,건설,42,6285.0,4648.0,531.0,531.0,520.0,380.0,380.0,,15167.0,6045.0,9122.0,9122.0,,1165.0,-556.0,-31.0,66.0,6.0,-562.0,1541.0,11.43,8.18,16.95,9.4,66.27,682.9,6559.09,4.36,41463.64,0.69,,,,22053284.0,9517.8,591.6,4.47,12.73,0.33,85690.91,3.08,9281.82,23.2,8.9,28499.16
2021/12(E),DL건설,001880,건설,42,6285.18,4939.0,562.0,,538.0,409.0,409.0,,16510.0,6987.0,9523.0,9523.0,,1170.0,,,,,,,11.38,8.28,,,73.36,,7700.0,3.71,43286.36,0.66,,,,22053284.0,,568.0,,11.5,0.34,85004.55,2.78,10281.82,,,28499.97
2022/03(E),DL건설,001880,건설,42,,4793.0,427.0,,407.0,308.0,308.0,,,,,,,,,,,,,,8.91,6.43,,,,,6636.36,,,,,,,22053284.0,,,,,,87813.64,,9359.09,,,
2022/06(E),DL건설,001880,건설,42,,4903.0,436.0,,426.0,341.0,341.0,,,,,,,,,,,,,,8.89,6.96,,,,,6536.36,,,,,,,22053284.0,,,,,,87650.0,,8890.91,,,
2020/09,DL,000210,화학,140,30007.64,22219.0,2496.0,2496.0,2954.0,2291.0,2037.0,254.0,139520.0,68108.0,71412.0,65234.0,6178.0,2185.0,861.0,-1909.0,182.0,693.0,168.0,32454.0,11.23,10.31,11.81,5.88,95.37,2959.79,,,186382.86,0.46,,,,34800000.0,21178.84,3121.0,,14.05,,,,,405.0,100.1,86228.85
2020/12,DL,000210,화학,140,32154.44,-56671.0,-7270.0,-7270.0,-9000.0,-682.0,-768.0,86.0,139019.0,106905.0,32113.0,25931.0,6183.0,2185.0,7842.0,-3230.0,-52.0,811.0,7031.0,23834.0,12.83,1.2,11.84,4.19,332.9,2917.79,,,74088.57,1.24,1300.0,,-65.6,34800000.0,19668.24,-8067.2,,14.24,,,,,394.2,94.0,92397.82
