period,shareName,shareCode,marketName,marketCode,mv,totalRevenue,operationIncome,operationIncomePublished,continuingIncomeAndLoseBeforeIncomeTaxes,netIncome,controllingNetIncome,nonControllingNetIncome,assets,liabilities,equity,controllingEquity,nonControllingEquity,commonStock,operatingCashFlow,investingCashFlow,financingCashFlow,capex,fcf,interestBearingLiabilities,operationIncomeMargin,netIncomeMargin,roe,roa,liabilitiesRatio,equityRatio,eps,per,bps,pbr,cashDps,dividendYield,dividendPayoutRatio,shareNum
2022/03(E),파라텍,033540,기계,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50135131.0
2022/06(E),파라텍,033540,기계,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50135131.0
2020/09,파루,043200,에너지장비및서비스,205,1067.22,76.0,-18.0,-18.0,-19.0,-19.0,-19.0,,700.0,259.0,441.0,441.0,,194.0,8.0,35.0,6.0,4.0,5.0,116.0,-24.42,-25.26,-23.96,-16.78,58.69,131.18,-49.0,,1138.0,2.42,,,,38785447.0
2020/12,파루,043200,에너지장비및서비스,205,1067.84,152.0,-57.0,-57.0,-159.0,-159.0,-159.0,,610.0,326.0,284.0,284.0,,194.0,13.0,-6.0,49.0,14.0,-1.0,159.0,-37.44,-104.37,-65.0,-37.38,114.91,50.0,-409.0,,732.0,3.76,,,,38785447.0
2021/03,파루,043200,에너지장비및서비스,205,516.14,26.0,-20.0,-20.0,-22.0,-22.0,-22.0,,636.0,374.0,262.0,262.0,,194.0,-20.0,-3.0,48.0,1.0,-21.0,207.0,-77.51,-81.99,-62.16,-34.66,142.85,38.79,-56.0,,676.0,1.97,,,,38785447.0
2021/06,파루,043200,에너지장비및서비스,205,496.6,140.0,-1.0,-1.0,-2.0,-2.0,-2.0,,638.0,378.0,260.0,260.0,,194.0,-27.0,,-11.0,1.0,-27.0,196.0,-0.98,-1.66,-56.41,-30.46,145.61,38.27,-6.0,,670.0,1.91,,,,38785447.0
2021/09,파루,043200,에너지장비및서비스,205,401.0,119.0,-7.0,-7.0,-8.0,-8.0,-8.0,,644.0,392.0,252.0,252.0,,194.0,-65.0,-6.0,-8.0,1.0,-66.0,189.0,-5.95,-6.45,-54.89,-28.32,155.29,34.33,-20.0,,650.0,1.74,,,,38785447.0
2021/12(E),파루,043200,에너지장비및서비스,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41804315.0
2022/03(E),파루,043200,에너지장비및서비스,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41804315.0
2022/06(E),파루,043200,에너지장비및서비스,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41804315.0
2020/09,파마리서치,214450,제약,35,6103.68,291.0,95.0,95.0,89.0,72.0,77.0,-5.0,3091.0,603.0,2488.0,2312.0,176.0,48.0,72.0,-419.0,148.0,165.0,-93.0,345.0,32.55,24.84,12.35,8.8,24.22,4801.77,774.0,22.87,23517.0,2.64,,,,9627643.0
2020/12,파마리서치,214450,제약,35,5644.2,312.0,113.0,113.0,130.0,115.0,101.0,14.0,3198.0,554.0,2644.0,2454.0,190.0,49.0,113.0,-66.0,-1.0,126.0,-13.0,324.0,36.31,36.8,14.42,11.0,20.96,5026.43,1011.0,17.4,24843.0,2.3,500.0,,48.89,9789072.0
2021/03,파마리서치,214450,제약,35,6615.0,345.0,123.0,123.0,131.0,123.0,123.0,1.0,3315.0,501.0,2814.0,2625.0,190.0,51.0,139.0,20.0,-6.0,28.0,111.0,223.0,35.59,35.73,16.88,13.42,17.79,5204.14,1223.0,16.49,26309.0,2.52,,,,10111930.0
2021/06,파마리서치,214450,제약,35,8977.36,388.0,139.0,139.0,143.0,118.0,115.0,3.0,3386.0,456.0,2930.0,2737.0,193.0,51.0,135.0,-274.0,-54.0,49.0,86.0,220.0,35.86,30.31,16.71,13.74,15.56,5430.94,1134.0,21.72,27439.0,3.28,,,,10111930.0
2021/09,파마리서치,214450,제약,35,9303.0,387.0,137.0,137.0,156.0,133.0,133.0,,3589.0,527.0,3062.0,2870.0,192.0,51.0,197.0,-99.0,-5.0,68.0,128.0,217.0,35.27,34.33,18.18,14.64,17.21,5693.74,1314.0,18.09,28768.0,2.94,,,,10111930.0
2021/12(E),파마리서치,214450,제약,35,9170.82,403.0,139.0,,150.0,123.0,,,3670.0,480.0,3190.0,2997.0,,51.0,,,,,,,34.49,30.55,,,15.05,,,,30042.0,3.06,,,,10111930.0
2022/03(E),파마리서치,214450,제약,35,,416.0,152.0,,157.0,126.0,,,,,,,,,,,,,,,36.56,30.28,,,,,,,,,,,,10111930.0
2022/06(E),파마리서치,214450,제약,35,,447.0,164.0,,172.0,141.0,,,,,,,,,,,,,,,36.78,31.53,,,,,,,,,,,,10111930.0
2020/09,파멥신,208340,생물공학,146,3051.0,,-67.0,-67.0,-97.0,-97.0,-97.0,,1506.0,967.0,540.0,540.0,,71.0,-40.0,321.0,,7.0,-47.0,867.0,-66934.2,-96951.18,-32.98,-14.4,179.23,655.45,-489.0,,2678.0,5.65,,,,20146655.0
2020/12,파멥신,208340,생물공학,146,2997.92,,-80.0,-80.0,-76.0,-76.0,-76.0,,1336.0,878.0,457.0,457.0,,71.0,-73.0,-70.0,18.0,12.0,-85.0,568.0,-16010.42,-15250.11,-54.06,-20.81,192.14,549.46,-377.0,,2269.0,6.56,,,,20146655.0
2021/03,파멥신,208340,생물공학,146,2833.05,,-81.0,-81.0,-163.0,-163.0,-163.0,,1279.0,977.0,303.0,303.0,,71.0,-84.0,95.0,-1.0,2.0,-86.0,585.0,-16261.84,-32682.88,-88.99,-28.94,322.77,322.15,-811.0,,1501.0,9.35,,,,20158656.0
2021/06,파멥신,208340,생물공학,146,1703.62,,-106.0,-106.0,-97.0,-97.0,-97.0,,816.0,610.0,206.0,206.0,,71.0,-70.0,589.0,-395.0,,-71.0,340.0,,,-113.79,-36.13,296.2,185.97,-481.0,,1022.0,8.27,,,,20158656.0
2021/09,파멥신,208340,생물공학,146,1520.0,,-146.0,-146.0,-133.0,-133.0,-133.0,,776.0,196.0,580.0,580.0,,128.0,-165.0,-9.0,131.0,9.0,-174.0,89.0,,,-83.87,-41.13,33.84,345.35,-591.0,,2257.0,3.34,,,,25678786.0
2021/12(E),파멥신,208340,생물공학,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25678786.0
2022/03(E),파멥신,208340,생물공학,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25678786.0
2022/06(E),파멥신,208340,생물공학,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25678786.0
2020/09,파버나인,177830,비철금속,53,682.52,399.0,45.0,45.0,39.0,32.0,32.0,,1419.0,814.0,605.0,604.0,,68.0,-13.0,-24.0,41.0,32.0,-45.0,482.0,11.23,7.98,-9.1,-3.81,134.59,845.46,237.0,,4778.0,1.13,,,,13532347.0
2020/12,파버나인,177830,비철금속,53,678.21,356.0,19.0,19.0,-9.0,,1.0,,1327.0,715.0,611.0,611.0,,68.0,79.0,,-32.0,1.0,78.0,446.0,5.4,0.07,7.64,3.11,117.02,864.16,4.0,16.51,4832.0,1.11,,,,13532347.0
2021/03,파버나인,177830,비철금속,53,745.92,348.0,26.0,26.0,40.0,32.0,32.0,,1333.0,667.0,666.0,666.0,,69.0,18.0,-31.0,-51.0,8.0,10.0,388.0,7.39,9.16,7.04,2.9,100.28,915.67,234.0,18.69,5128.0,1.12,,,,13861021.0
2021/06,파버나인,177830,비철금속,53,851.16,369.0,19.0,19.0,7.0,5.0,5.0,,1332.0,640.0,692.0,692.0,,71.0,20.0,-8.0,8.0,18.0,2.0,383.0,5.03,1.38,11.15,5.08,92.5,927.45,38.0,12.54,5197.0,1.23,,,,14198704.0
2021/09,파버나인,177830,비철금속,53,702.0,279.0,-4.0,-4.0,48.0,42.0,42.0,,1391.0,657.0,734.0,734.0,,71.0,-24.0,-73.0,138.0,17.0,-41.0,453.0,-1.52,14.91,11.95,5.61,89.47,979.85,296.0,8.48,5524.0,0.88,,,,14198704.0
2021/12(E),파버나인,177830,비철금속,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14198704.0
2022/03(E),파버나인,177830,비철금속,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14198704.0
2022/06(E),파버나인,177830,비철금속,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14198704.0
2020/09,파세코,037070,가정용기기와용품,214,2301.39,556.0,66.0,66.0,70.0,55.0,55.0,,1376.0,533.0,843.0,843.0,,70.0,194.0,-19.0,,9.0,185.0,173.0,11.9,9.91,17.1,10.62,63.24,1105.02,275.0,11.89,4218.0,2.73,,,,20000000.0
2020/12,파세코,037070,가정용기기와용품,214,2762.54,424.0,26.0,26.0,25.0,23.0,23.0,,1153.0,287.0,866.0,866.0,,70.0,5.0,-29.0,-154.0,13.0,-8.0,24.0,6.24,5.34,17.46,12.51,33.14,1137.37,113.0,13.63,4333.0,3.19,210.0,,185.26,20000000.0
2021/03,파세코,037070,가정용기기와용품,214,4746.98,241.0,-3.0,-3.0,1.0,6.0,6.0,,1202.0,375.0,827.0,827.0,,70.0,-86.0,-55.0,50.0,10.0,-96.0,74.0,-1.24,2.42,20.27,13.28,45.28,1085.78,29.0,21.26,4141.0,5.74,,,,20000000.0
2021/06,파세코,037070,가정용기기와용품,214,3836.38,653.0,73.0,73.0,72.0,57.0,57.0,,1594.0,709.0,886.0,886.0,,70.0,-111.0,25.0,128.0,14.0,-125.0,245.0,11.2,8.67,16.74,9.45,80.04,1166.69,283.0,19.17,4432.0,4.33,,,,20000000.0
2021/09,파세코,037070,가정용기기와용품,214,2492.0,840.0,74.0,74.0,73.0,58.0,58.0,,1559.0,616.0,944.0,944.0,,70.0,227.0,-64.0,-40.0,5.0,222.0,209.0,8.82,6.96,16.07,9.78,65.22,1249.98,292.0,19.36,4724.0,4.2,,,,20000000.0
2021/12(E),파세코,037070,가정용기기와용품,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000000.0
2022/03(E),파세코,037070,가정용기기와용품,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000000.0
2022/06(E),파세코,037070,가정용기기와용품,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000000.0
2020/09,파수,150900,소프트웨어,33,824.1,60.0,-18.0,-18.0,-20.0,-20.0,-20.0,-1.0,400.0,273.0,127.0,123.0,3.0,53.0,-4.0,-5.0,4.0,,-4.0,168.0,-29.84,-33.73,-51.48,-18.06,215.69,148.75,-192.0,,1179.0,6.7,,,,10653234.0
2020/12,파수,150900,소프트웨어,33,872.0,185.0,58.0,58.0,71.0,74.0,73.0,1.0,464.0,259.0,205.0,200.0,5.0,56.0,81.0,-17.0,-24.0,,81.0,135.0,31.48,39.86,-3.7,-1.6,126.18,279.42,667.0,,1831.0,4.36,,,,11153093.0
2021/03,파수,150900,소프트웨어,33,841.8,63.0,-18.0,-18.0,-18.0,-18.0,-18.0,,419.0,231.0,188.0,183.0,5.0,56.0,-13.0,-5.0,-14.0,1.0,-14.0,121.0,-29.28,-29.18,-3.29,-1.47,123.03,247.29,-161.0,,1673.0,4.6,,,,11153093.0
2021/06,파수,150900,소프트웨어,33,830.0,78.0,-17.0,-17.0,-20.0,-17.0,-17.0,,391.0,221.0,171.0,166.0,4.0,56.0,21.0,-23.0,-14.0,,21.0,108.0,-21.8,-22.11,12.85,4.35,129.22,217.17,-151.0,44.6,1521.0,5.0,,,,11153093.0
2021/09,파수,150900,소프트웨어,33,1123.0,89.0,6.0,6.0,5.0,5.0,5.0,,374.0,198.0,177.0,172.0,4.0,56.0,19.0,,-20.0,,18.0,89.0,6.39,5.84,29.53,11.2,112.0,226.84,48.0,18.23,1576.0,4.55,,,,11153093.0
2021/12(E),파수,150900,소프트웨어,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11629922.0
2022/03(E),파수,150900,소프트웨어,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11629922.0
2022/06(E),파수,150900,소프트웨어,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11629922.0
2020/09,파워넷,037030,전기제품,221,816.25,461.0,28.0,28.0,9.0,7.0,7.0,,1274.0,621.0,653.0,653.0,,144.0,29.0,-5.0,49.0,3.0,26.0,248.0,6.06,1.46,6.16,2.99,95.23,347.07,49.0,20.4,4545.0,1.25,,,,14365391.0
2020/12,파워넷,037030,전기제품,221,954.2,396.0,12.0,12.0,-8.0,-15.0,-15.0,,1202.0,468.0,734.0,734.0,,162.0,24.0,20.0,-11.0,5.0,19.0,183.0,3.01,-3.69,0.3,0.17,63.7,346.18,-94.0,431.41,4521.0,1.3,,,,16243783.0
2021/03,파워넷,037030,전기제품,221,1021.08,443.0,14.0,14.0,2.0,2.0,2.0,,1397.0,635.0,762.0,762.0,,165.0,-12.0,-91.0,90.0,14.0,-26.0,236.0,3.14,0.4,-1.07,-0.59,83.37,350.55,11.0,,4618.0,1.34,,,,16500694.0
2021/06,파워넷,037030,전기제품,221,946.25,545.0,28.0,28.0,5.0,1.0,1.0,,1576.0,818.0,757.0,757.0,,165.0,-35.0,-142.0,155.0,2.0,-37.0,324.0,5.21,0.19,-0.74,-0.38,108.05,350.31,6.0,,4592.0,1.25,,,,16500694.0
2021/09,파워넷,037030,전기제품,221,928.0,547.0,3.0,3.0,9.0,8.0,8.0,,1551.0,782.0,769.0,769.0,,165.0,-6.0,-70.0,39.0,65.0,-71.0,328.0,0.52,1.48,-0.52,-0.26,101.72,355.56,49.0,,4662.0,1.08,,,,16500694.0
2021/12(E),파워넷,037030,전기제품,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17611170.0
2022/03(E),파워넷,037030,전기제품,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17611170.0
2022/06(E),파워넷,037030,전기제품,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17611170.0
2020/09,파워로직스,047310,전기제품,221,2396.16,3079.0,16.0,16.0,3.0,2.0,3.0,-1.0,4517.0,2164.0,2354.0,2304.0,50.0,174.0,117.0,17.0,-29.0,7.0,110.0,575.0,0.52,0.07,-1.55,-0.96,91.94,1224.8,10.0,,6693.0,1.04,,,,34420982.0
2020/12,파워로직스,047310,전기제품,221,3015.36,2062.0,-128.0,-128.0,-191.0,-155.0,-152.0,-3.0,3715.0,1574.0,2141.0,2094.0,47.0,174.0,323.0,-246.0,-62.0,215.0,107.0,499.0,-6.19,-7.5,-11.02,-6.57,73.51,1137.75,-441.0,,6083.0,1.44,,,,34420982.0
2021/03,파워로직스,047310,전기제품,221,3082.06,2224.0,-62.0,-62.0,-15.0,-16.0,-14.0,-2.0,3967.0,1811.0,2156.0,2111.0,45.0,174.0,258.0,-63.0,61.0,67.0,191.0,565.0,-2.79,-0.74,-6.49,-3.78,84.01,1129.61,-41.0,,6133.0,1.46,,,,34420982.0
2021/06,파워로직스,047310,전기제품,221,3311.28,1942.0,-46.0,-46.0,-54.0,-77.0,-69.0,-8.0,3689.0,1609.0,2081.0,2044.0,37.0,174.0,-165.0,-46.0,-60.0,57.0,-222.0,473.0,-2.35,-3.95,-10.67,-6.16,77.33,1090.09,-200.0,,5937.0,1.62,,,,34420982.0
2021/09,파워로직스,047310,전기제품,221,3051.24,2526.0,8.0,8.0,48.0,50.0,59.0,-8.0,4345.0,2153.0,2193.0,2164.0,29.0,174.0,-91.0,-35.0,141.0,27.0,-119.0,619.0,0.31,2.0,-7.88,-4.45,98.19,1128.21,171.0,,6287.0,1.41,,,,34420982.0
2021/12,파워로직스,047310,전기제품,221,2506.0,2391.0,-41.0,-41.0,-61.0,-64.0,-58.0,-6.0,4504.0,2360.0,2144.0,2122.0,22.0,174.0,173.0,-134.0,59.0,123.0,50.0,710.0,-1.71,-2.67,-3.88,-2.59,110.04,1100.47,-167.0,,6165.0,1.31,,,,34420982.0
2022/03(E),파워로직스,047310,전기제품,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34420982.0
2022/06(E),파워로직스,047310,전기제품,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34420982.0
2022/09(E),파워로직스,047310,전기제품,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34420982.0
2020/09,파이오링크,170790,통신장비,136,1024.25,96.0,15.0,15.0,28.0,28.0,28.0,,581.0,155.0,425.0,425.0,,34.0,3.0,-7.0,-1.0,,3.0,8.0,15.27,29.58,24.25,17.59,36.47,1255.27,413.0,11.76,6711.0,2.41,,,,6856330.0
2020/12,파이오링크,170790,통신장비,136,910.0,134.0,32.0,32.0,29.0,52.0,52.0,,707.0,186.0,520.0,520.0,,34.0,36.0,-53.0,47.0,5.0,31.0,7.0,24.28,39.06,23.54,17.21,35.81,1457.02,761.0,8.77,7791.0,1.75,150.0,,19.2,6856330.0
2021/03,파이오링크,170790,통신장비,136,842.4,93.0,9.0,9.0,10.0,10.0,10.0,,703.0,182.0,520.0,520.0,,34.0,19.0,-13.0,-1.0,4.0,15.0,7.0,9.85,10.72,24.18,17.65,34.99,1457.03,146.0,7.96,7791.0,1.62,,,,6856330.0
2021/06,파이오링크,170790,통신장비,136,1027.58,106.0,16.0,16.0,18.0,17.0,17.0,,736.0,198.0,538.0,538.0,,34.0,5.0,1.0,-11.0,1.0,4.0,15.0,14.91,16.35,23.06,16.75,36.82,1507.38,252.0,9.8,8049.0,1.91,,,,6856330.0
2021/09,파이오링크,170790,통신장비,136,1044.0,147.0,37.0,37.0,42.0,42.0,42.0,,766.0,186.0,580.0,580.0,,34.0,-4.0,-70.0,-1.0,1.0,-6.0,14.0,25.16,28.82,24.24,18.1,32.02,1631.04,618.0,8.78,8684.0,1.8,,,,6856330.0
2021/12,파이오링크,170790,통신장비,136,1056.0,197.0,47.0,47.0,51.0,42.0,42.0,,838.0,219.0,619.0,619.0,,34.0,95.0,-34.0,-1.0,4.0,91.0,7.0,24.08,21.3,19.6,14.46,35.33,1755.59,613.0,10.84,9268.0,1.9,250.0,,39.76,6856330.0
2022/03(E),파이오링크,170790,통신장비,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6856330.0
2022/06(E),파이오링크,170790,통신장비,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6856330.0
2022/09(E),파이오링크,170790,통신장비,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6856330.0
2020/09,파인디앤씨,049120,디스플레이장비및부품,199,517.88,116.0,-18.0,-18.0,-11.0,-13.0,-13.0,,977.0,549.0,428.0,428.0,,132.0,12.0,-18.0,21.0,16.0,-4.0,374.0,-15.96,-11.37,-9.98,-4.3,128.27,420.16,-50.0,,1634.0,1.21,,,,26359944.0
2020/12,파인디앤씨,049120,디스플레이장비및부품,199,451.44,108.0,-10.0,-10.0,-63.0,-82.0,-82.0,,864.0,522.0,342.0,342.0,,132.0,26.0,28.0,-14.0,-6.0,31.0,338.0,-9.13,-76.51,-28.66,-11.99,152.32,361.21,-313.0,,1308.0,1.32,,,,26359944.0
2021/03,파인디앤씨,049120,디스플레이장비및부품,199,470.0,67.0,-26.0,-26.0,-29.0,-28.0,-28.0,,918.0,514.0,404.0,376.0,28.0,132.0,-48.0,-36.0,33.0,9.0,-56.0,347.0,-39.48,-41.81,-39.72,-15.53,127.27,340.06,-106.0,,1435.0,1.25,,,,26359944.0
2021/06,파인디앤씨,049120,디스플레이장비및부품,199,822.12,49.0,-31.0,-31.0,-32.0,-30.0,-30.0,,912.0,512.0,400.0,372.0,28.0,132.0,15.0,21.0,-14.0,5.0,10.0,334.0,-63.97,-61.57,-39.23,-16.41,128.01,317.2,-114.0,,1421.0,2.21,,,,26359944.0
2021/09,파인디앤씨,049120,디스플레이장비및부품,199,640.0,91.0,-29.0,-29.0,-57.0,-49.0,-49.0,,1186.0,663.0,522.0,492.0,31.0,140.0,26.0,-115.0,155.0,9.0,17.0,385.0,-32.09,-53.07,-41.09,-17.47,126.98,346.38,-184.0,,1763.0,1.29,,,,28065269.0
2021/12(E),파인디앤씨,049120,디스플레이장비및부품,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28178121.0
2022/03(E),파인디앤씨,049120,디스플레이장비및부품,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28178121.0
2022/06(E),파인디앤씨,049120,디스플레이장비및부품,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28178121.0
2020/09,파인디지털,038950,전자제품,213,484.92,280.0,27.0,27.0,53.0,52.0,52.0,,1053.0,122.0,930.0,898.0,32.0,51.0,-12.0,-9.0,-1.0,,-13.0,4.0,9.55,18.48,9.03,7.53,13.14,1887.29,507.0,7.64,10953.0,0.54,,,,10210765.0
2020/12,파인디지털,038950,전자제품,213,584.35,266.0,-12.0,-12.0,-10.0,-15.0,-14.0,-1.0,1094.0,163.0,931.0,899.0,32.0,51.0,55.0,-39.0,-1.0,3.0,52.0,2.0,-4.5,-5.57,6.96,5.56,17.46,1860.44,-134.0,11.94,10967.0,0.65,100.0,,-59.84,10210765.0
2021/03,파인디지털,038950,전자제품,213,516.42,236.0,9.0,9.0,12.0,9.0,10.0,-1.0,1074.0,138.0,936.0,906.0,30.0,51.0,-46.0,23.0,-1.0,2.0,-48.0,3.0,3.92,3.81,8.35,6.74,14.74,1865.39,103.0,8.77,11048.0,0.57,,,,10210765.0
2021/06,파인디지털,038950,전자제품,213,673.4,271.0,9.0,9.0,11.0,6.0,7.0,-1.0,1073.0,130.0,943.0,910.0,33.0,51.0,6.0,-4.0,-9.0,2.0,4.0,4.0,3.18,2.31,6.32,4.93,13.77,1871.69,68.0,15.13,11092.0,0.74,,,,10210765.0
2021/09,파인디지털,038950,전자제품,213,746.0,260.0,20.0,20.0,25.0,22.0,20.0,1.0,1089.0,128.0,961.0,926.0,35.0,51.0,38.0,-22.0,-1.0,3.0,35.0,2.0,7.83,8.33,2.63,2.06,13.29,1911.38,198.0,25.23,11288.0,0.53,,,,10210765.0
2021/12(E),파인디지털,038950,전자제품,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10210765.0
2022/03(E),파인디지털,038950,전자제품,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10210765.0
2022/06(E),파인디지털,038950,전자제품,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10210765.0
2020/09,파인테크닉스,106240,핸드셋,207,1863.04,495.0,44.0,44.0,64.0,63.0,52.0,11.0,1557.0,712.0,845.0,656.0,189.0,217.0,53.0,-29.0,-2.0,35.0,18.0,351.0,8.85,12.74,-9.74,-4.1,84.3,194.2,121.0,,1515.0,2.84,,,,43407136.0
2020/12,파인테크닉스,106240,핸드셋,207,1909.3,415.0,20.0,20.0,-6.0,-16.0,-16.0,1.0,1389.0,597.0,793.0,610.0,182.0,217.0,66.0,-45.0,24.0,32.0,35.0,370.0,4.8,-3.81,9.22,4.5,75.3,183.91,-38.0,34.98,1409.0,3.13,,,,43407136.0
2021/03,파인테크닉스,106240,핸드셋,207,2849.7,309.0,9.0,9.0,12.0,11.0,16.0,-5.0,1551.0,652.0,899.0,690.0,209.0,223.0,-6.0,-50.0,17.0,16.0,-22.0,373.0,2.95,3.58,8.63,4.1,72.57,191.64,37.0,50.47,1548.0,4.13,,,,44642035.0
2021/06,파인테크닉스,106240,핸드셋,207,3841.0,650.0,47.0,47.0,48.0,36.0,35.0,1.0,2421.0,1407.0,1013.0,835.0,178.0,226.0,8.0,-90.0,550.0,36.0,-28.0,776.0,7.21,5.61,12.16,4.91,138.93,258.19,79.0,42.75,1852.0,4.6,,,,45192369.0
2021/09,파인테크닉스,106240,핸드셋,207,5581.0,1668.0,145.0,145.0,185.0,179.0,166.0,13.0,2913.0,1703.0,1210.0,1009.0,200.0,226.0,566.0,-169.0,-82.0,61.0,506.0,707.0,8.71,10.7,24.14,9.41,140.81,331.55,367.0,23.14,2239.0,4.69,,,,45192369.0
2021/12(E),파인테크닉스,106240,핸드셋,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45192369.0
2022/03(E),파인테크닉스,106240,핸드셋,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45192369.0
2022/06(E),파인테크닉스,106240,핸드셋,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45192369.0
2020/09,파인텍,131760,디스플레이장비및부품,199,706.86,304.0,31.0,31.0,29.0,29.0,29.0,,1261.0,667.0,594.0,594.0,,215.0,-53.0,,21.0,4.0,-57.0,331.0,10.22,9.54,-9.12,-4.59,112.18,186.62,68.0,,1392.0,1.19,,,,42925080.0
2020/12,파인텍,131760,디스플레이장비및부품,199,728.2,178.0,-24.0,-24.0,-209.0,-246.0,-245.0,,1002.0,671.0,332.0,331.0,,215.0,-32.0,12.0,48.0,1.0,-33.0,390.0,-13.32,-137.66,-57.81,-25.13,202.34,71.96,-572.0,,776.0,2.2,,,,42925080.0
2021/03,파인텍,131760,디스플레이장비및부품,199,583.54,241.0,18.0,18.0,21.0,18.0,17.0,1.0,979.0,619.0,360.0,358.0,1.0,215.0,56.0,4.0,-68.0,,56.0,326.0,7.63,7.69,-49.56,-21.67,172.1,80.03,40.0,,840.0,1.63,,,,42925688.0
2021/06,파인텍,131760,디스플레이장비및부품,199,651.6,140.0,-2.0,-2.0,3.0,4.0,5.0,-1.0,930.0,568.0,363.0,362.0,,215.0,-43.0,-4.0,6.0,2.0,-46.0,338.0,-1.52,2.69,-41.46,-18.22,156.55,82.39,12.0,,849.0,1.8,,,,42926793.0
2021/09,파인텍,131760,디스플레이장비및부품,199,601.0,117.0,-2.0,-2.0,9.0,9.0,9.0,,965.0,589.0,376.0,376.0,,215.0,58.0,-9.0,-14.0,8.0,49.0,339.0,-1.71,7.38,-44.19,-19.29,156.35,86.44,20.0,,882.0,1.77,,,,42926793.0
2021/12(E),파인텍,131760,디스플레이장비및부품,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42926793.0
2022/03(E),파인텍,131760,디스플레이장비및부품,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42926793.0
2022/06(E),파인텍,131760,디스플레이장비및부품,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42926793.0
2020/09,파커스,065690,컴퓨터와주변기기,203,357.76,215.0,6.0,6.0,6.0,6.0,6.0,,1149.0,314.0,835.0,832.0,3.0,70.0,9.0,-71.0,-1.0,86.0,-76.0,173.0,2.78,2.86,-1.33,-0.95,37.6,1172.44,42.0,,6284.0,0.43,,,,13963509.0
2020/12,파커스,065690,컴퓨터와주변기기,203,383.76,164.0,-15.0,-15.0,-122.0,-112.0,-106.0,-6.0,1075.0,339.0,736.0,738.0,-3.0,70.0,-7.0,-19.0,-1.0,31.0,-38.0,169.0,-9.4,-68.18,-10.56,-7.76,46.13,1021.04,-757.0,,5575.0,0.52,150.0,,-18.8,13963509.0
2021/03,파커스,065690,컴퓨터와주변기기,203,403.76,228.0,-18.0,-18.0,9.0,11.0,9.0,1.0,1104.0,385.0,719.0,721.0,-2.0,70.0,8.0,-21.0,-1.0,20.0,-12.0,165.0,-7.98,4.68,-11.19,-7.86,53.58,1006.15,68.0,,5441.0,0.56,,,,13963509.0
2021/06,파커스,065690,컴퓨터와주변기기,203,514.8,250.0,3.0,3.0,,-8.0,-9.0,1.0,1431.0,717.0,714.0,715.0,-1.0,70.0,-10.0,-325.0,325.0,340.0,-350.0,516.0,1.37,-3.22,-12.95,-8.08,100.3,989.96,-65.0,,5366.0,0.72,,,,14049331.0
