period,shareName,shareCode,marketName,marketCode,assets,currentAssets,inventory,shortTermFinancialAssets,accountsReceivables,contractAssets,otherCurrentAssets,cashAndEquivalents,nonCurrentAssetsHeldForSaleOrDisposedAssets,nonCurrentAssets,tangibleAssets,intangibleAssets,InvestmentProperty,investments,longTermAccountsReceivables,deferredIncomeTaxAssets,otherNonCurrentAssets,liabilities,currentLiabilities,shorTermBonds,shorTermBorrowings,longTernCurrentLiabilities,currentFinancialLiabilities,accountsPayable,currentPortionOfProvision,currentDeferredIncomeTaxLiabilities,contractLiabilities,returnLiabilities,otherCurrentLiabilities,nonCurrentLiabilities,bonds,longTermBorrowings,nonCurrentFinancialLiabilities,longTermAccountsPayable,nonCurrentPortionOfProvision,deferredIncomeTaxLiabilities,otherNonCurrentLiabilities,interestBearingLiabilities,netDebt,capex,equity,controllingInterest,commonStock,hybridSecurities,capitalSurplus,capitalAdjustments,retainedEarnings
2020/06,키움증권,039490,증권,12,,,,,,,,,,,1300.2,683.6,2233.8,,,49.0,,,,,,,,,,693.7,,,,,,,,,,240.1,,,,,,23619.0,,,,,
2020/09,키움증권,039490,증권,12,,,,,,,,,,,1303.9,706.7,2339.4,,,181.8,,,,,,,,,,1324.7,,,,,,,,,,477.2,,,,,,26165.8,,,,,
2020/12,키움증권,039490,증권,12,,,,,,,,,,,1349.9,387.2,3595.3,,,130.4,,,,,,,,,,1841.2,,,,,,,,,,721.0,,,,,,28567.3,,,,,
2021/03,키움증권,039490,증권,12,,,,,,,,,,,1389.5,822.7,2259.2,,,110.9,,,,,,,,,,2166.9,,,,,,,,,,673.2,,,,,,31034.0,,,,,
2021/06,키움증권,039490,증권,12,,,,,,,,,,,1392.7,852.3,3038.3,,,96.4,,,,,,,,,,1910.0,,,,,,,,,,679.4,,,,,,38086.0,,,,,
2021/09,키움증권,039490,증권,12,,,,,,,,,,,1398.2,921.4,2998.7,,,227.1,,,,,,,,,,1926.3,,,,,,,,,,727.0,,,,,,40584.6,,,,,
2021/12(E),키움증권,039490,증권,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41993.8,,,,,
2020/06,태경비케이,014580,비철금속,53,2899.9,991.2,222.5,330.8,290.8,,15.2,129.8,,1908.7,1094.8,135.9,,643.6,4.1,,30.3,913.3,632.0,,410.0,,1.7,201.9,,16.8,,,1.5,281.4,,,2.9,2.8,58.1,155.7,5.5,414.4,-43.1,53.8,1986.6,1316.8,137.9,,287.5,-2.3,693.1
2020/09,태경비케이,014580,비철금속,53,2932.0,1033.1,203.4,335.1,301.8,,20.1,170.6,,1898.9,1076.1,135.3,,656.4,4.1,,27.0,922.5,630.2,,410.0,,1.8,200.3,,17.2,,,0.8,292.4,,,2.7,2.9,58.1,161.2,5.5,414.4,-88.2,56.6,2009.5,1324.5,137.9,,287.5,-2.3,696.4
2020/12,태경비케이,014580,비철금속,53,2958.8,1026.2,184.2,350.6,297.0,,19.6,174.2,,1932.5,1054.6,134.8,,724.6,4.2,,14.5,871.4,531.7,,300.0,,1.8,211.8,,17.5,,,,339.7,,70.0,2.2,2.7,58.1,180.9,5.5,373.9,-150.8,58.7,2087.4,1365.3,137.9,,287.5,-2.3,718.3
2021/03,태경비케이,014580,비철금속,53,3156.5,1075.3,158.3,375.7,345.1,,26.9,168.8,,2081.2,1042.8,134.7,,885.8,4.3,,13.7,940.0,613.2,,334.0,,1.9,247.3,,24.8,,,5.1,326.8,,,2.1,6.8,58.1,227.0,,338.1,-206.2,10.6,2216.5,1422.9,137.9,,287.5,-2.3,723.1
2021/06,태경비케이,014580,비철금속,53,3061.4,1078.7,161.7,375.6,305.2,,22.9,213.1,,1982.7,1039.3,133.9,,790.0,4.2,,15.3,872.0,563.7,,333.9,,1.6,201.6,,26.4,,,,308.2,,,2.4,6.9,58.1,202.8,,338.0,-250.3,30.9,2189.4,1416.9,137.9,,287.5,-2.3,749.7
2021/09,태경비케이,014580,비철금속,53,3064.7,1108.4,133.4,325.6,300.9,,26.4,321.8,,1956.3,1038.1,133.2,,767.7,4.2,,13.1,849.7,542.3,,285.5,,1.6,221.5,,27.7,,,0.4,307.3,,,2.0,3.0,58.1,197.0,4.0,289.2,-357.8,55.1,2215.1,1435.2,137.9,,287.5,-2.3,777.2
2021/12(E),태경비케이,014580,비철금속,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/06,태경산업,015890,비철금속,53,5346.3,2150.2,601.6,479.6,609.8,,52.0,407.1,,3196.2,2664.4,155.3,79.0,139.0,90.4,,68.1,1945.9,1334.9,,911.2,,6.3,389.0,,26.1,,,2.2,611.1,,169.6,146.8,3.5,58.1,149.5,,1095.2,214.8,78.4,3400.4,2336.5,146.1,,221.0,-150.9,1759.2
2020/09,태경산업,015890,비철금속,53,5483.5,2162.0,598.3,388.4,629.1,,68.7,472.7,,3321.6,2704.8,247.4,78.6,137.6,89.4,,63.7,2084.9,1346.6,,914.6,,7.5,397.4,,25.4,,,1.6,738.3,,167.7,247.7,4.3,58.1,165.4,,1096.7,237.0,102.6,3398.6,2312.0,146.1,,218.2,-164.4,1751.0
2020/12,태경산업,015890,비철금속,53,5412.9,2167.2,579.5,443.3,627.3,,58.5,458.6,,3245.7,2664.2,265.3,68.6,118.7,79.0,,49.9,1956.9,1465.9,,773.8,0.1,256.7,402.4,,31.0,,,1.2,491.0,,223.0,9.8,3.8,58.1,175.6,,1013.1,126.6,118.1,3456.0,2328.8,146.1,,219.5,-172.0,1790.2
2021/03,태경산업,015890,비철금속,53,5415.4,2202.2,569.3,445.8,690.5,,66.7,429.9,,3213.2,2634.3,264.5,68.3,119.5,79.1,,47.5,1980.3,1547.3,,782.0,0.1,254.1,392.3,,36.8,,,9.4,433.0,,146.1,9.3,3.8,58.1,177.2,,944.1,77.8,15.9,3435.0,2305.0,146.1,,219.5,-172.0,1763.1
2021/06,태경산업,015890,비철금속,53,5443.6,2254.0,531.4,437.0,679.1,,75.0,531.6,,3189.5,2610.7,262.7,68.0,121.4,79.5,,47.3,1921.1,1476.4,,768.0,0.1,256.1,407.6,,41.9,,,2.5,444.7,,145.9,8.4,3.8,58.1,180.4,,929.1,-37.5,38.8,3522.4,2360.8,146.1,,224.2,-165.8,1807.8
2021/09,태경산업,015890,비철금속,53,5489.1,2325.0,482.4,378.9,660.6,,86.9,716.1,,3164.1,2593.8,261.3,67.6,118.7,78.7,,44.0,1856.1,1410.8,,688.1,0.1,222.7,441.6,,49.2,,,3.6,445.3,,129.6,7.2,6.7,58.1,182.5,,831.3,-252.9,75.4,3632.9,2439.4,146.1,,234.5,-155.1,1860.6
2021/12(E),태경산업,015890,비철금속,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/06,태경케미컬,006890,화학,140,1308.3,495.9,15.3,330.8,87.9,,2.9,56.8,,812.5,370.3,4.2,9.7,425.6,2.7,,,157.0,87.1,,,,1.2,75.9,,9.9,,,0.0,69.9,,,3.1,0.5,,57.1,,4.3,-380.2,31.6,1151.3,1151.3,58.0,,120.9,-12.5,794.3
2020/09,태경케미컬,006890,화학,140,1326.4,504.9,15.9,335.1,95.6,,2.2,54.1,,821.5,368.1,4.2,9.7,436.8,2.7,,,150.0,76.5,,,,1.3,64.4,,10.8,,,,73.6,,,3.0,0.5,,59.6,,4.3,-381.9,36.9,1176.4,1176.4,58.0,,120.9,-12.5,810.0
2020/12,태경케미컬,006890,화학,140,1406.8,520.0,15.9,350.6,98.7,,0.8,53.3,,886.8,364.3,4.2,9.6,499.1,2.8,,6.8,164.8,91.1,,,,1.3,76.6,,13.2,,,,73.7,,,2.7,0.5,,70.1,,4.1,-399.8,36.3,1242.0,1242.0,58.0,,120.9,-12.5,831.4
2021/03,태경케미컬,006890,화학,140,1576.6,555.7,13.7,345.7,126.2,,2.5,67.2,,1020.9,363.2,4.5,9.6,635.7,2.8,,5.1,210.7,107.0,,,,1.4,58.1,,18.4,,,29.0,103.7,,,2.8,0.5,,100.4,,4.2,-408.5,4.6,1365.9,1365.9,58.0,,120.9,-12.5,850.1
2021/06,태경케미컬,006890,화학,140,1507.4,554.7,16.8,345.6,103.3,,2.1,86.7,,952.7,374.0,4.5,9.6,556.0,4.3,,4.3,175.2,87.6,,,,1.7,69.3,,16.5,,,,87.6,,,2.7,0.5,,83.9,,4.4,-427.5,22.6,1332.2,1332.2,58.0,,120.9,-12.5,878.3
2021/09,태경케미컬,006890,화학,140,1522.1,583.9,14.6,295.6,98.8,,2.5,172.2,,938.3,374.8,4.5,9.5,541.3,4.3,,3.9,173.1,89.3,,,,1.7,71.5,,16.1,,,0.0,83.7,,,2.2,0.5,,79.0,,4.0,-463.4,30.5,1349.1,1349.1,58.0,,120.9,-12.5,907.5
2021/12(E),태경케미컬,006890,화학,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/06,태광산업,003240,화학,140,40515.2,17023.4,1575.3,618.5,2740.4,,324.9,3620.0,,23491.8,4852.1,552.6,1959.7,15950.2,27.4,2.9,146.9,7133.7,3566.4,,992.7,86.9,,1809.2,,292.1,,,385.5,3567.3,,,219.7,100.0,1653.1,1483.4,43.5,1299.3,-11083.4,654.9,33381.5,33100.0,55.7,,1318.3,-2117.2,32621.4
2020/09,태광산업,003240,화학,140,41118.0,16793.0,1254.1,656.2,2976.0,,334.6,3023.8,,24325.0,5180.2,518.5,1946.9,16454.2,26.4,3.0,195.9,7363.2,3724.0,,975.2,176.0,,1906.0,,216.6,,,450.2,3639.2,,,155.1,147.9,,1551.7,1705.5,1306.2,-10884.5,1103.9,33754.8,33468.1,55.7,,1318.3,-2117.2,32988.5
2020/12,태광산업,003240,화학,140,40601.6,16286.2,1136.9,618.5,2852.3,,219.7,2713.4,,24315.4,4885.5,636.8,2247.8,16393.3,20.6,3.7,127.7,7250.6,3719.2,,893.6,101.0,,2439.2,,91.5,,,186.8,3531.5,,,205.4,110.0,1671.2,1492.4,29.5,1200.0,-10877.4,1273.4,33351.0,33060.9,55.7,,1318.3,-2117.2,32607.2
2021/03,태광산업,003240,화학,140,42907.8,17908.8,1280.1,618.5,3884.7,,318.3,3366.8,,24999.0,4968.1,625.8,2245.1,17016.4,15.4,3.6,124.5,8178.8,4521.6,,917.4,105.5,,2806.2,,298.2,,,394.4,3657.2,,,180.9,95.9,,1622.4,1722.3,1203.8,-11221.9,124.2,34729.0,34438.5,55.7,,1318.3,-2117.2,33424.6
2021/06,태광산업,003240,화학,140,45869.6,19057.9,1561.1,620.2,3852.6,,556.4,4401.5,,26811.7,5154.4,617.3,2243.8,18652.9,11.1,3.5,128.6,8752.3,4791.8,,858.4,105.8,,2869.4,,611.5,,,346.7,3960.5,,,159.8,89.9,1689.9,1931.6,40.0,1123.9,-11963.9,393.3,37117.3,36824.2,55.7,,1318.3,-2117.2,34599.1
2021/09,태광산업,003240,화학,140,47691.5,20423.2,1833.8,664.2,4347.3,,360.5,4639.6,,27268.4,5213.3,607.1,2241.1,19058.4,7.7,3.8,136.9,9318.0,5296.4,,902.1,109.2,,3081.1,,847.0,,,357.0,4021.6,,,142.4,83.4,,1991.2,1741.9,1153.8,-12683.8,617.4,38373.5,38077.8,55.7,,1318.3,-2117.2,36064.6
2021/12(E),태광산업,003240,화학,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/06,태림포장,011280,포장재,173,6101.8,1767.0,241.7,0.5,763.3,,6.5,590.9,163.4,4334.8,4145.8,108.1,63.3,1.7,9.5,6.5,,2878.1,2421.5,,1816.3,111.7,11.6,469.1,,8.0,,,4.8,456.6,,131.1,14.4,2.9,,227.9,0.2,2085.2,1493.7,76.6,3223.7,3060.5,354.0,,545.3,-69.1,2232.5
2020/09,태림포장,011280,포장재,173,5974.7,1630.7,213.3,0.5,879.0,,7.9,364.9,163.4,4344.0,4154.6,107.6,63.1,2.8,9.3,6.7,,2741.3,2227.9,,1601.1,103.3,12.5,499.3,,7.3,,,4.3,513.4,,180.9,13.7,2.9,,226.9,0.2,1911.5,1545.1,139.7,3233.4,3068.9,354.0,,545.3,-69.1,2240.9
2020/12,태림포장,011280,포장재,173,5667.9,1147.8,172.6,2.0,902.7,,8.6,59.6,,4520.1,4203.2,110.6,184.6,3.6,8.2,9.8,,2423.7,1875.5,,1133.2,98.0,12.0,619.7,,5.6,,,7.0,548.1,,228.0,13.2,2.9,,228.8,0.2,1484.5,1422.5,227.7,3244.2,3081.7,354.0,,545.3,-69.1,2254.7
2021/03,태림포장,011280,포장재,173,5806.7,1284.4,218.9,1.9,959.9,,6.0,94.3,,4522.3,4210.6,107.5,183.9,3.4,10.2,6.7,,2459.7,1858.4,,1141.1,98.0,11.9,573.8,,27.7,,,6.0,601.3,,269.2,12.9,2.9,,230.7,0.2,1533.2,1435.6,74.3,3346.9,3171.8,354.0,,545.3,-69.1,2344.8
2021/06,태림포장,011280,포장재,173,5861.7,1342.5,299.1,2.6,922.4,,5.6,112.9,,4519.2,4210.1,110.3,183.1,2.4,10.7,2.5,,2453.6,1924.1,,1058.7,209.0,12.0,589.1,,40.2,,,15.2,529.4,,184.6,12.8,3.0,,230.9,0.1,1477.1,1364.2,150.8,3408.1,3219.0,354.0,,545.3,-69.1,2392.0
2021/09,태림포장,011280,포장재,173,5907.3,1404.7,335.9,2.1,919.4,,9.0,103.3,35.0,4502.6,4182.4,122.5,182.4,2.5,10.3,2.6,,2454.7,1906.3,,1047.2,204.5,11.9,578.1,,52.1,,,12.5,548.5,,194.3,12.2,3.0,,229.5,0.1,1470.1,1366.8,221.1,3452.6,3260.3,354.0,,545.3,-69.1,2433.2
2021/12(E),태림포장,011280,포장재,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/06,태양금속,004100,자동차부품,36,3684.5,1632.4,799.6,63.4,580.7,,44.2,142.5,,2052.0,1834.8,38.1,40.1,31.7,0.9,97.8,8.5,2959.8,2320.2,,1591.5,139.9,,587.5,,0.9,,,0.4,639.6,70.0,138.0,73.5,,,14.5,,2013.0,1806.3,49.2,724.7,718.6,200.0,,200.1,-1.2,391.4
2020/09,태양금속,004100,자동차부품,36,3895.6,1783.7,827.4,27.3,740.2,,48.3,139.0,,2111.9,1852.9,35.0,40.1,30.9,,146.3,6.7,3098.0,2463.8,,1512.9,130.2,,808.2,,0.8,,,11.7,634.2,100.0,110.1,70.6,,,,,1924.0,1756.7,88.7,797.6,791.4,200.0,,200.1,-1.2,463.4
2020/12,태양금속,004100,자동차부품,36,4422.5,1836.7,769.7,19.0,832.8,,60.5,129.8,14.8,2585.8,2374.7,29.1,40.0,31.6,,98.6,11.8,3428.3,2626.6,,1486.1,120.4,11.2,988.5,4.2,,,,16.2,801.7,100.0,114.1,68.7,,4.7,126.1,,1896.0,1746.1,141.1,994.2,986.9,200.0,,200.1,-1.2,234.0
2021/03,태양금속,004100,자동차부품,36,4472.9,1879.2,837.5,20.6,853.9,,52.1,105.0,,2593.7,2384.7,29.5,40.0,18.6,,102.7,18.3,3435.7,2644.6,,1484.7,117.5,14.0,990.7,3.6,20.0,,,14.0,791.1,,209.1,75.1,,4.7,104.9,,1895.8,1769.1,46.4,1037.3,1029.6,200.0,,200.1,-1.2,269.9
2021/06,태양금속,004100,자동차부품,36,4474.0,1884.2,914.9,19.2,787.7,,59.8,101.1,,2589.7,2369.2,27.4,39.9,32.8,,103.8,16.6,3426.1,2704.6,,1455.6,181.9,13.8,985.8,5.0,25.5,,,36.9,721.6,,139.8,72.7,,5.7,120.1,,1859.3,1738.0,83.3,1047.8,1038.8,200.0,,200.1,-1.2,278.3
2021/09,태양금속,004100,자동차부품,36,4464.9,1866.0,953.8,15.6,748.6,,69.8,76.5,,2598.9,2382.0,28.4,39.9,23.8,,109.6,15.2,3456.5,2697.4,,1451.6,182.5,14.7,989.9,3.8,17.8,,,37.1,759.1,,159.8,73.8,,4.3,106.1,,1877.0,1783.8,119.8,1008.3,1000.0,200.0,,200.1,-1.2,231.7
2021/12(E),태양금속,004100,자동차부품,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/06,태영건설,009410,건설,42,54669.5,29792.9,9543.1,2418.6,6108.8,,4470.2,6918.2,,24876.6,11639.7,1666.8,4169.5,5247.6,1206.2,806.3,140.4,38321.4,19232.0,,3253.2,2536.0,227.0,8804.0,995.7,604.2,,,2811.8,19089.4,4794.5,8012.3,200.6,3157.1,1545.5,785.2,296.5,18791.3,10003.9,833.5,16348.1,12389.2,394.8,,1374.8,-314.6,10800.7
2020/09,태영건설,009410,건설,42,37563.6,24818.3,9654.7,1371.5,5861.5,,5163.1,2758.7,,12745.3,2669.8,510.2,4252.9,2490.0,1968.1,818.1,36.3,31305.1,17231.8,,3343.1,2771.6,249.7,6920.7,1078.4,427.9,,,2440.3,14073.3,3791.0,8121.1,15.9,1241.0,677.6,,19.2,18066.9,14848.4,926.9,6258.5,6196.8,201.0,,250.9,-10614.9,16215.5
2020/12,태영건설,009410,건설,42,37982.7,25012.3,12545.2,1678.0,5975.6,,1664.9,3138.9,,12970.4,2999.2,383.8,4330.1,3039.5,1161.5,1034.0,22.5,31514.6,19347.5,,1793.6,5754.5,200.4,6187.9,801.3,349.6,,,4260.2,12167.1,3792.1,5089.9,23.8,2301.5,852.3,32.7,14.6,16480.0,12106.5,1365.2,6468.1,6421.7,201.0,,1085.4,-10614.9,15498.2
2021/03,태영건설,009410,건설,42,37210.5,24284.7,11397.9,1750.7,5249.6,,2203.9,3665.3,,12925.7,2899.2,372.7,4465.7,3175.9,947.3,1042.4,22.5,30568.0,19097.5,,2513.2,5587.0,202.4,5758.1,779.6,484.3,,,3772.8,11470.6,2794.6,4813.3,20.1,3005.4,664.6,76.1,26.6,15763.1,10786.6,180.2,6642.5,6614.3,201.0,,1085.0,-10614.9,15647.6
2021/06,태영건설,009410,건설,42,38780.4,25531.9,11085.7,1302.7,7053.3,,2572.6,3283.6,,13248.5,3099.4,364.4,4457.9,3266.7,963.6,1074.0,22.5,31948.0,21643.9,,2734.0,5678.8,201.2,7942.8,783.5,424.5,,,3879.2,10304.1,2795.5,4714.4,19.1,1585.5,738.0,41.3,342.5,15980.7,11666.9,391.0,6832.4,6832.0,201.0,,1085.0,-10614.9,15825.9
2021/09,태영건설,009410,건설,42,40911.1,26318.0,12583.2,1231.5,6606.1,,2265.6,3404.8,,14593.1,3328.7,354.0,5103.3,3290.4,1353.7,1140.3,22.6,33905.1,23127.6,,4347.0,7003.9,201.3,6735.6,706.1,190.9,,,3942.8,10777.5,2394.4,4715.0,19.3,1756.8,756.3,140.7,917.7,18518.2,14115.3,627.2,7006.0,7026.9,201.0,,1085.0,-10614.9,16030.2
2021/12(E),태영건설,009410,건설,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/06,태원물산,001420,자동차부품,36,376.9,217.6,13.3,144.5,31.8,,1.0,14.6,,159.4,149.7,0.0,,3.1,,5.6,1.0,62.3,37.6,,10.0,,,27.6,,,,,0.0,24.7,,,,,,,,10.0,-161.1,,314.6,314.6,38.0,,148.5,-7.9,136.0
2020/09,태원물산,001420,자동차부품,36,382.1,223.8,12.2,144.2,29.5,,0.9,24.6,,158.3,148.5,,,3.1,,5.7,1.0,67.7,42.4,,10.0,,,32.4,,,,,,25.3,,,,,,,,10.0,-170.8,0.3,314.4,314.4,38.0,,148.5,-7.9,135.8
2020/12,태원물산,001420,자동차부품,36,383.0,226.3,12.7,145.2,37.3,,1.0,16.6,,156.7,146.8,,1.4,3.1,,5.3,,66.8,44.1,,10.0,,0.1,33.9,,,,,,22.7,,,,,,,,10.1,-164.7,0.3,316.2,316.2,38.0,,148.5,-7.9,137.6
2021/03,태원물산,001420,자동차부품,36,386.5,231.1,14.4,145.2,42.2,,1.6,14.6,,155.4,145.8,,1.4,3.1,,5.1,,76.6,53.3,,10.0,,,43.3,,,,,,23.3,,,,,,,,10.0,-162.1,,309.9,309.9,38.0,,148.5,-7.9,131.3
2021/06,태원물산,001420,자동차부품,36,378.5,222.8,13.3,85.2,33.2,,0.4,78.4,,155.7,145.7,,1.4,3.1,,5.5,,65.7,41.7,,10.0,,0.4,31.3,,,,,,23.9,,,,,,,,10.4,-165.3,0.3,312.8,312.8,38.0,,148.5,-7.9,134.2
2021/09,태원물산,001420,자동차부품,36,372.2,216.8,15.5,115.4,25.4,,0.6,47.5,,155.4,145.2,0.0,1.4,3.1,,5.7,0.0,59.9,35.8,,10.0,,0.2,25.5,,,,,,24.1,,,,,,,,10.2,-164.8,1.1,312.3,312.3,38.0,,148.5,-7.9,133.7
2021/12(E),태원물산,001420,자동차부품,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/06,태평양물산,007980,"섬유,의류,신발,호화품",134,7290.5,4154.7,2654.4,57.9,744.1,,142.7,549.0,,3135.8,1834.0,91.6,1026.0,23.8,37.5,9.9,113.0,5597.4,4579.0,,2749.5,844.2,26.7,910.2,,3.2,,0.5,43.8,1018.4,381.1,148.4,110.1,32.6,,138.7,,4256.3,3670.8,184.6,1693.1,1579.9,249.6,,681.1,-37.9,470.0
2020/09,태평양물산,007980,"섬유,의류,신발,호화품",134,6889.8,3802.9,1714.8,72.0,1490.3,,110.9,408.0,,3086.9,1802.1,87.4,1023.4,25.9,26.9,11.4,109.9,5187.9,4034.7,0.7,2393.2,790.6,28.4,760.8,1.6,11.0,,0.6,48.3,1153.2,494.2,141.9,110.1,27.3,,159.1,,3950.2,3485.8,216.6,1701.9,1608.3,249.6,,679.5,-37.9,509.7
2020/12,태평양물산,007980,"섬유,의류,신발,호화품",134,6759.8,3447.8,1826.6,87.7,557.0,,100.9,864.4,,3312.0,1895.6,83.5,1143.4,24.9,26.5,17.5,120.8,4987.4,3680.8,0.7,2093.6,869.4,33.3,616.6,,7.5,,0.3,57.9,1306.6,599.5,125.3,126.6,33.9,,177.7,43.9,3832.6,2886.9,257.9,1772.4,1679.1,249.6,,607.7,32.5,519.1
2021/03,태평양물산,007980,"섬유,의류,신발,호화품",134,7169.2,3835.3,2024.8,393.7,687.7,,127.9,593.6,,3333.9,1856.0,83.0,1192.5,24.2,38.9,17.5,121.8,5463.3,3081.8,0.7,1803.6,377.4,17.2,832.3,,4.0,,0.3,45.0,2381.5,603.4,1202.2,126.4,29.4,,163.9,40.0,4130.6,3157.2,19.6,1706.0,1612.3,249.6,,607.7,32.5,424.5
2021/06,태평양물산,007980,"섬유,의류,신발,호화품",134,7590.9,4276.7,2611.4,280.1,757.6,,134.8,485.6,,3314.2,1825.0,81.6,1211.2,21.4,38.7,18.8,117.6,5956.5,3502.5,249.9,1838.3,331.7,15.8,1007.9,,1.3,,0.3,56.1,2454.0,676.3,1200.8,121.2,25.5,,161.0,47.6,4433.8,3679.0,39.8,1634.4,1545.7,249.6,,607.7,31.6,357.2
2021/09,태평양물산,007980,"섬유,의류,신발,호화품",134,7746.6,4368.3,2089.6,296.1,1371.0,,129.6,472.9,,3378.3,1854.6,83.5,1211.2,40.1,32.2,18.8,137.9,6240.5,3756.8,255.3,2147.5,270.1,19.5,993.4,,4.9,,0.3,64.7,2483.8,681.2,1207.4,136.8,18.2,,164.2,42.7,4717.2,3972.4,61.5,1506.1,1499.6,249.6,,607.7,-53.1,360.5
2021/12(E),태평양물산,007980,"섬유,의류,신발,호화품",134,6814.0,3690.0,,,,,,,,,,,,,,,,5187.0,3730.0,,,,,,,,,,,1457.0,,,,,,,,,3239.0,,1627.0,1537.0,250.0,,,,
2020/06,테이팩스,055490,화학,140,1528.1,558.6,105.6,80.0,145.4,,2.8,167.5,56.5,969.5,288.4,618.1,,41.0,,,22.1,451.2,175.3,,,,4.8,149.4,1.1,16.7,,,2.2,275.9,155.5,,16.4,,,99.6,,176.7,-70.8,7.4,1076.9,1076.9,37.7,,761.4,,277.7
2020/09,테이팩스,055490,화학,140,1592.2,640.3,101.3,243.3,176.4,,3.1,86.9,28.2,951.9,287.0,616.3,,28.0,,,20.7,470.7,354.3,,,152.1,4.7,168.6,1.1,21.9,,,4.5,116.4,,,15.4,,,95.9,,172.2,-154.7,12.2,1121.5,1121.5,37.7,,761.0,0.8,322.0
2020/12,테이팩스,055490,화학,140,1626.1,661.2,111.4,250.0,167.1,,6.7,96.5,28.3,964.9,304.5,614.4,,22.9,,,23.1,481.9,388.7,,,141.1,13.2,171.5,1.2,49.7,,,10.8,93.2,,,16.8,,,71.8,,163.8,-182.7,28.8,1144.2,1144.2,37.7,,761.0,1.0,344.5
2021/03,테이팩스,055490,화학,140,1676.7,682.9,136.7,290.9,178.1,,4.2,71.9,,993.8,333.0,614.3,,20.7,,,25.8,510.6,423.8,,,147.2,7.0,217.0,1.2,47.6,,,2.6,86.8,,,16.3,,,65.0,,169.5,-192.4,23.1,1166.1,1166.1,37.7,,761.0,1.4,365.5
2021/06,테이팩스,055490,화학,140,1705.0,635.5,181.6,160.9,210.4,,4.4,77.1,,1069.5,379.3,612.7,,20.2,,,57.3,489.7,404.0,,,146.9,7.5,203.9,1.2,32.1,,,8.0,85.7,,,16.7,,,62.7,,170.0,-67.1,84.2,1215.3,1215.3,37.7,,761.0,1.7,414.6
2021/09,테이팩스,055490,화학,140,1734.7,665.6,179.1,190.9,224.9,,3.6,65.8,,1069.1,379.3,610.7,,22.6,,,56.5,463.9,225.4,,,,6.6,187.0,1.2,20.0,,,8.2,238.5,153.2,,16.1,,,62.2,,175.9,-80.0,108.2,1270.8,1270.8,37.7,,761.0,2.0,469.4
2021/12(E),테이팩스,055490,화학,140,1810.0,800.0,,,,,,,,,,,,,,,,480.0,200.0,,,,,,,,,,,280.0,,,,,,,,,-160.0,,1330.0,1330.0,40.0,,,,
2020/06,텔코웨어,078000,소프트웨어,33,1147.7,568.4,2.8,362.5,56.0,,2.4,144.6,,579.4,220.4,59.4,13.3,275.1,,9.7,1.4,85.0,70.9,,,,5.4,60.6,4.7,,,,0.1,14.1,,,0.7,2.3,,,,1.3,-494.1,2.0,1062.7,1062.7,50.3,,382.8,-337.3,967.0
2020/09,텔코웨어,078000,소프트웨어,33,1156.1,712.6,0.5,594.1,14.6,,10.3,93.1,,443.5,246.5,61.7,13.3,106.5,,10.6,4.8,74.0,62.1,,,,5.4,49.7,4.3,,,,2.7,11.8,,,0.6,,,,,1.2,-673.3,36.7,1082.2,1082.2,50.3,,382.8,-337.3,986.4
2020/12,텔코웨어,078000,소프트웨어,33,1231.0,822.9,,666.1,95.1,,1.0,60.8,,408.0,247.6,65.1,24.7,60.4,,9.1,1.1,130.8,116.5,,,,3.3,108.8,3.7,0.1,,,0.6,14.3,,,3.1,,,,,1.0,-715.9,49.1,1100.1,1100.1,50.3,,382.8,-337.3,1004.4
2021/03,텔코웨어,078000,소프트웨어,33,1142.8,759.7,,600.8,47.0,,1.0,110.8,,383.1,244.5,59.6,24.6,44.1,,9.4,1.0,91.7,72.1,,,,0.5,67.6,3.5,0.1,,,0.4,19.6,,,8.0,1.0,,,,0.9,-705.5,0.4,1051.1,1051.1,50.3,,382.8,-337.3,955.4
2021/06,텔코웨어,078000,소프트웨어,33,1116.1,671.4,,598.5,59.2,,1.0,12.0,,444.7,244.2,67.4,24.4,93.1,,11.1,4.5,71.6,53.3,,,,0.6,49.1,3.1,,,,0.5,18.3,,,0.4,,,,,8.6,-599.2,1.9,1044.5,1044.5,50.3,,382.8,-337.3,948.7
