period,shareName,shareCode,marketName,marketCode,assets,currentAssets,inventory,shortTermFinancialAssets,accountsReceivables,contractAssets,otherCurrentAssets,cashAndEquivalents,nonCurrentAssetsHeldForSaleOrDisposedAssets,nonCurrentAssets,tangibleAssets,intangibleAssets,InvestmentProperty,investments,longTermAccountsReceivables,deferredIncomeTaxAssets,otherNonCurrentAssets,liabilities,currentLiabilities,shorTermBonds,shorTermBorrowings,longTernCurrentLiabilities,currentFinancialLiabilities,accountsPayable,currentPortionOfProvision,currentDeferredIncomeTaxLiabilities,contractLiabilities,returnLiabilities,otherCurrentLiabilities,nonCurrentLiabilities,bonds,longTermBorrowings,nonCurrentFinancialLiabilities,longTermAccountsPayable,nonCurrentPortionOfProvision,deferredIncomeTaxLiabilities,otherNonCurrentLiabilities,interestBearingLiabilities,netDebt,capex,equity,controllingInterest,commonStock,hybridSecurities,capitalSurplus,capitalAdjustments,retainedEarnings
2020/06,AJ네트웍스,095570,도로와철도운송,220,17783.6,4887.2,790.1,,996.5,,201.3,1570.7,157.8,12896.4,2708.8,796.3,35.8,1587.7,,240.6,7527.3,14427.9,7697.4,,3086.2,3300.4,0.4,310.5,,76.3,,,251.3,6730.5,1745.4,3663.1,1158.3,,,10.4,59.8,13715.8,10974.4,238.0,3355.8,3064.8,468.2,,1006.7,-297.6,1893.4
2020/09,AJ네트웍스,095570,도로와철도운송,220,17282.1,4352.8,758.2,581.5,960.3,,234.2,1590.7,177.9,12929.3,2679.0,504.1,58.7,1655.3,,236.9,7795.4,14038.1,7590.2,,2880.7,3426.7,568.6,368.2,,62.1,,,283.9,6447.9,2493.6,2596.1,1308.4,,,9.7,40.1,12604.5,10963.8,360.2,3244.0,2946.3,468.2,,1006.7,-298.4,1808.4
2020/12,AJ네트웍스,095570,도로와철도운송,220,15881.7,3546.9,336.6,244.5,912.0,,254.2,698.1,1061.3,12334.8,2295.6,417.4,143.9,1280.6,20.7,220.6,7956.0,13001.6,7089.0,,2626.7,2644.1,357.7,867.7,,10.3,,,98.5,5912.7,2434.5,2090.2,1255.0,66.1,12.8,27.6,9.5,11318.9,10418.2,427.6,2880.1,2850.9,468.2,,1006.0,-315.1,1806.3
2021/03,AJ네트웍스,095570,도로와철도운송,220,15743.6,4881.5,308.0,2.5,812.7,,211.3,795.4,2396.7,10862.1,2193.0,381.6,189.1,1268.2,,177.1,6653.1,12865.6,8198.3,,2308.0,3056.5,521.0,289.2,,63.6,,,126.9,4667.3,2335.1,1901.1,373.2,,,23.5,14.9,9907.1,8756.7,132.5,2877.9,2850.8,468.2,,1006.0,-327.5,1758.4
2021/06,AJ네트웍스,095570,도로와철도운송,220,13582.1,3214.8,499.2,,810.6,,234.3,873.7,647.3,10367.3,7959.6,369.3,187.2,1325.7,,85.4,440.0,10562.7,6000.6,,1615.5,3278.5,0.2,518.8,,7.2,,,157.1,4562.1,2126.0,1966.6,368.4,,,34.0,14.6,9759.1,8735.7,174.6,3019.4,2987.4,468.2,,1006.0,-327.4,1905.4
2021/09,AJ네트웍스,095570,도로와철도운송,220,13577.2,2855.8,379.9,164.5,903.9,,233.4,1141.5,,10721.5,1826.1,383.5,183.6,1326.6,,53.9,6947.8,9911.4,5453.8,,1371.3,3035.6,333.3,445.9,,116.8,,,150.9,4457.6,2016.2,1991.5,381.2,,,33.3,14.6,8815.8,7641.7,325.0,3665.8,3638.1,468.2,,1005.9,-327.4,2473.8
2021/12(E),AJ네트웍스,095570,도로와철도운송,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/06,AK홀딩스,006840,화학,140,41396.2,11502.1,2639.2,124.7,3287.3,,1117.4,2525.1,,29894.1,14411.3,2036.3,1101.4,1291.5,946.3,647.2,9460.1,29335.2,15828.2,,6249.2,2470.8,65.7,5022.4,789.0,125.5,,,1105.5,13507.0,,10159.8,454.7,540.9,1526.7,355.3,118.7,19328.7,14995.3,629.3,12061.0,7122.0,662.4,,2675.7,-55.4,3780.0
2020/09,AK홀딩스,006840,화학,140,41194.5,11652.0,2488.0,277.6,3826.5,,1071.3,3170.8,,29542.5,14546.5,1997.0,1101.3,1266.4,960.3,635.2,9035.6,28886.4,15939.8,,6235.4,2662.7,37.4,5041.2,800.4,151.7,,,1011.0,12946.6,,9483.8,468.9,543.0,1550.0,357.5,107.7,18838.9,14850.3,1010.4,12308.1,6892.9,662.4,,2768.0,-55.2,3464.7
2020/12,AK홀딩스,006840,화학,140,41520.9,11852.5,2369.6,125.8,3213.7,,525.1,4052.7,,29668.4,14766.1,2001.8,1136.4,1215.4,531.6,1535.1,8481.9,29086.0,16116.7,,6973.8,2890.0,11.3,4785.7,812.3,157.9,,,485.7,12969.3,,9741.4,547.1,504.0,1287.8,340.4,101.7,20070.4,14471.3,1462.5,12435.0,6686.2,662.4,,2763.5,-55.0,3298.1
2021/03,AK홀딩스,006840,화학,140,41974.2,12211.5,2895.2,116.5,3654.8,,711.7,3540.8,,29762.7,14818.3,1980.2,1142.9,1218.5,517.0,1773.8,8312.1,30150.5,17270.9,,7188.6,2914.3,1.4,4896.9,1104.2,185.5,,,980.0,12879.6,,9687.9,505.0,503.3,1175.1,351.9,144.7,20264.6,15447.6,376.3,11823.7,6365.7,662.4,,2763.5,-54.8,2963.1
2021/06,AK홀딩스,006840,화학,140,43056.0,12354.5,3101.2,183.2,3844.8,,881.4,3661.8,,30701.5,16466.2,1929.9,158.0,1298.3,535.1,1962.1,8351.9,31514.1,18103.8,,7872.9,2532.3,0.3,5151.5,1268.4,224.0,5.1,,1047.1,13410.4,,10249.4,509.4,549.9,1039.6,350.0,117.3,21137.1,16807.4,601.6,11541.9,6199.3,662.4,,2763.5,-54.7,2846.2
2021/09,AK홀딩스,006840,화학,140,43616.8,13169.9,3374.7,132.0,3768.6,,853.5,4254.0,,30447.0,16370.4,1920.9,158.2,1367.9,468.7,2221.7,7939.2,32795.6,19975.3,,9357.3,2465.0,3.4,5386.2,1664.8,192.9,,,905.6,12820.3,,1538.7,8629.5,553.5,959.8,353.2,110.0,21989.6,16957.0,1049.8,10821.2,5805.2,662.4,,2763.5,-54.6,2386.4
2021/12(E),AK홀딩스,006840,화학,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/06,BGF리테일,282330,백화점과일반상점,198,22470.1,7414.3,1021.5,4062.7,578.9,,71.9,202.6,,15055.9,5736.6,412.5,,2892.0,,114.0,5900.8,16262.7,9752.8,,58.6,8.0,3197.6,5709.8,143.3,193.3,,,442.1,6509.9,,114.5,6140.5,,16.8,13.3,163.5,181.2,-5560.8,761.0,6207.4,6207.4,172.8,,3216.5,224.2,2593.9
2020/09,BGF리테일,282330,백화점과일반상점,198,24476.1,9140.1,1679.0,6150.7,1031.5,,67.1,211.6,,15336.1,5848.5,397.4,,2834.2,,120.2,6135.8,17754.5,10914.2,,99.9,12.0,3363.8,6562.7,146.9,267.6,,,461.2,6840.2,,143.6,6397.6,,17.2,12.9,163.5,255.5,-4512.1,1245.9,6721.7,6721.7,172.8,,3216.5,224.2,3108.2
2020/12,BGF리테일,282330,백화점과일반상점,198,23711.7,8290.9,1215.4,5843.9,958.4,,32.8,240.1,,15420.8,5914.5,379.1,,2431.3,0.2,94.6,6601.1,16743.4,10033.9,,84.5,18.0,2287.2,7227.4,151.3,226.9,,,20.9,6709.5,,139.1,6362.7,,17.3,9.4,141.9,6196.5,1369.8,1730.2,6968.3,6968.3,172.8,,3216.5,224.2,3357.1
2021/03,BGF리테일,282330,백화점과일반상점,198,24210.6,8215.2,1289.6,5942.0,664.9,,70.0,248.6,,15995.4,5941.1,355.3,,2926.9,,102.5,6669.5,17499.4,10305.4,,80.9,6.0,3766.9,5620.3,181.7,191.7,,,458.0,7193.9,,151.1,6822.8,,19.1,9.6,161.9,238.1,-4214.7,224.9,6711.2,6711.2,172.8,,3216.5,224.2,3100.1
2021/06,BGF리테일,282330,백화점과일반상점,198,25592.0,8747.8,1268.1,4722.5,592.9,,84.2,227.9,,16844.3,6045.2,345.5,421.5,2927.5,,112.7,6991.8,18414.4,11053.2,,80.9,57.2,3657.5,6350.5,189.3,203.2,,,514.6,7361.2,,99.9,7005.7,,17.9,10.8,164.3,238.0,-6564.6,689.1,7177.6,7177.6,172.8,,3216.5,224.2,3566.4
2021/09,BGF리테일,282330,백화점과일반상점,198,25919.3,8641.3,1382.5,6017.7,721.7,,177.4,342.1,,17277.9,6109.2,330.1,421.0,3022.8,,142.3,7252.5,18249.9,10550.7,,70.9,61.2,3784.3,5700.3,197.3,200.1,,,536.6,7699.1,,94.9,7312.2,,17.8,8.1,169.9,227.0,-4298.2,1188.9,7669.4,7669.4,172.8,,3216.5,224.2,4058.3
2021/12(E),BGF리테일,282330,백화점과일반상점,198,26414.0,10319.3,,,,,,,,,,,,,,,,18301.8,10937.8,,,,,,,,,,,7364.8,,,,,,,,,-216.3,,8137.7,8154.1,171.4,,,,
2020/06,BGF,027410,백화점과일반상점,198,16518.1,3284.2,27.9,0.0,131.5,,7.5,284.0,,13234.0,1967.5,234.5,952.6,9814.8,,75.9,188.6,1254.8,607.1,,185.9,62.5,,57.9,,27.3,,,55.8,647.6,,8.3,203.9,,,400.4,4.4,474.3,-2642.8,39.9,15263.4,14941.0,957.2,,7594.5,-79.1,6700.8
2020/09,BGF,027410,백화점과일반상점,198,16625.1,2964.4,20.4,45.9,105.2,,8.7,105.8,,13660.7,2097.7,260.9,951.9,10205.1,,81.5,63.6,1231.9,524.9,,145.4,62.8,185.6,63.7,,17.5,,,50.0,707.0,,134.5,136.2,,,408.6,3.8,342.8,-2441.1,178.1,15393.2,15095.0,957.2,,7594.5,-79.1,6874.3
2020/12,BGF,027410,백화점과일반상점,198,16582.0,4627.7,23.3,2662.6,155.1,,12.2,81.7,1683.5,11954.3,548.4,126.7,940.7,10198.3,,72.6,67.7,1211.1,689.7,,9.9,,15.5,326.9,,9.7,,,4.1,521.4,,126.6,47.4,40.7,,289.3,1.3,199.4,-2544.8,213.7,15371.0,15104.6,957.2,,7594.5,-79.1,6886.9
2021/03,BGF,027410,백화점과일반상점,198,16626.8,4359.1,25.3,39.3,241.6,,13.9,98.7,,12267.7,573.3,144.0,961.0,10221.9,,64.9,302.5,1270.9,520.3,,9.9,,308.1,69.5,,66.5,,,66.4,750.6,,126.6,316.9,,,289.0,3.0,136.5,-3892.9,25.6,15355.9,15274.4,957.2,,7594.5,-79.1,7029.4
2021/06,BGF,027410,백화점과일반상점,198,16743.4,4337.6,33.2,,143.1,,10.4,138.5,,12405.8,597.6,140.9,965.1,10353.7,,57.0,291.6,1216.5,514.3,,29.9,,,74.9,,59.9,,,77.2,702.2,,126.6,,,,287.6,2.3,698.4,-3451.9,59.0,15526.9,15381.9,957.2,,7594.5,-79.1,7108.7
2021/09,BGF,027410,백화점과일반상점,198,17086.6,4574.4,43.3,,148.0,,16.1,355.3,,12512.2,648.1,138.0,964.4,10402.6,,73.3,285.8,1488.5,626.7,,29.9,,93.0,84.9,,61.5,,,72.9,861.8,,193.3,91.6,,,293.6,2.3,862.4,-3504.0,121.9,15598.1,15462.8,957.2,,7594.5,-57.2,7225.6
2021/12(E),BGF,027410,백화점과일반상점,198,16830.0,4390.0,,,,,,,,,,,,,,,,1210.0,510.0,,,,,,,,,,,700.0,,,,,,,,,,,15620.0,15510.0,960.0,,,,
2020/06,BNK금융지주,138930,은행,20,,,,,,,,,,,10682.4,2416.0,1193.0,,,,,,,,,,,,,911.6,,,,,,,,,,459.4,,,,,,86075.9,,,,,
2020/09,BNK금융지주,138930,은행,20,,,,,,,,,,,10710.6,2358.7,1187.9,,,,,,,,,,,,,869.7,,,,,,,,,,525.0,,,,,,86855.0,,,,,
2020/12,BNK금융지주,138930,은행,20,,,,,,,,,,,11726.7,2503.0,6653.5,,,,,,,,,,,,,862.4,,,,,,,,,,270.3,,,,,,87288.3,,,,,
2021/03,BNK금융지주,138930,은행,20,,,,,,,,,,,11453.0,2739.5,6634.5,,,,,,,,,,,,,1064.4,,,,,,,,,,539.4,,,,,,87970.1,,,,,
2021/06,BNK금융지주,138930,은행,20,,,,,,,,,,,11412.1,2665.0,6620.9,,,,,,,,,,,,,940.1,,,,,,,,,,644.4,,,,,,90486.0,,,,,
2021/09,BNK금융지주,138930,은행,20,,,,,,,,,,,11445.9,2555.1,6664.2,,,,,,,,,,,,,1100.6,,,,,,,,,,626.1,,,,,,93051.9,,,,,
2021/12(E),BNK금융지주,138930,은행,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93033.0,,,,,
2020/06,BYC,001460,"섬유,의류,신발,호화품",134,7061.5,1382.1,411.7,300.0,66.8,,8.1,595.5,,5679.4,674.2,2.7,4925.1,54.9,,22.4,,2640.7,1860.5,,661.2,325.0,1.9,837.5,0.9,25.8,,,8.3,780.2,,485.0,2.0,244.5,8.2,,16.6,1475.0,579.5,1.2,4420.7,4420.9,42.0,,79.6,-3.5,4315.8
2020/09,BYC,001460,"섬유,의류,신발,호화품",134,7059.2,1374.2,427.8,300.0,73.8,,18.2,554.4,,5685.0,641.0,5.4,4973.8,54.7,,10.1,,2616.8,1352.9,,397.7,80.0,1.9,832.4,1.1,13.2,,,26.8,1263.8,,940.0,1.1,255.1,8.2,12.6,15.8,1420.6,566.3,2.2,4442.4,4442.7,42.0,,79.5,-3.5,4339.0
2020/12,BYC,001460,"섬유,의류,신발,호화품",134,6791.3,1163.6,347.0,300.0,55.6,,7.4,453.5,,5627.8,614.3,5.2,4942.0,65.8,,0.5,,2264.7,1211.7,,388.1,225.0,0.3,529.1,1.2,55.7,,,12.2,1053.0,,455.0,0.2,567.3,6.0,,19.7,1068.6,315.1,3.8,4526.7,4526.9,42.0,,79.5,-3.5,4416.3
2021/03,BYC,001460,"섬유,의류,신발,호화품",134,6856.2,1263.9,335.1,300.0,55.6,,12.3,560.9,,5592.3,609.6,4.7,4912.3,65.7,,0.1,,2269.9,1606.4,,388.2,225.0,0.5,919.4,1.1,52.9,,,19.2,663.5,,455.0,0.6,177.7,6.0,,11.7,1069.3,208.4,0.1,4586.4,4586.5,42.0,,79.5,-3.5,4475.5
2021/06,BYC,001460,"섬유,의류,신발,호화품",134,6825.6,1265.1,348.3,300.0,50.3,,8.0,558.5,,5560.5,626.6,4.5,4861.1,68.3,,,,2194.2,1527.3,,283.4,225.0,1.1,967.8,0.8,34.3,,,14.9,666.9,,455.0,1.6,146.7,6.0,1.9,41.6,966.1,107.7,2.8,4631.3,4631.5,42.0,,79.5,-3.5,4520.6
2021/09,BYC,001460,"섬유,의류,신발,호화품",134,6663.2,1107.7,353.5,500.0,65.0,,7.9,181.3,,5555.5,668.6,4.4,4814.5,68.0,,,,1970.5,1530.4,,83.9,470.0,1.1,935.6,1.2,22.3,,,16.3,440.1,,210.0,1.4,183.6,6.0,1.7,15.4,766.4,85.1,18.1,4692.7,4692.9,42.0,,79.5,-3.5,4579.4
2021/12(E),BYC,001460,"섬유,의류,신발,호화품",134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/06,CJ,001040,복합기업,191,413160.4,119127.6,27146.1,367.8,33375.3,397.4,9245.3,23234.4,963.2,294032.7,134806.4,71240.2,2396.7,26995.8,1250.1,4144.9,52801.2,260910.0,124957.3,,39678.7,24653.6,24897.2,22629.4,1138.4,4035.6,1132.4,,6503.3,135952.6,38900.7,32112.6,44730.8,2320.9,374.5,10652.0,1672.6,177679.9,133931.9,5386.5,152250.4,47385.9,1790.5,,9928.2,-375.5,36733.9
2020/09,CJ,001040,복합기업,191,408465.2,116858.6,24134.1,2585.8,36817.1,383.7,9665.8,25253.0,84.1,291606.7,134038.9,70053.6,2368.5,26758.6,1390.1,4460.1,52153.3,254797.6,119498.3,,35362.8,21592.6,26582.2,22308.6,1127.1,3800.8,1095.8,,7045.1,135299.4,39511.4,31216.0,44048.6,2379.3,387.4,10404.1,1764.9,169465.6,128461.0,8254.8,153667.6,47816.5,1790.5,,10397.8,-770.2,37457.0
2020/12,CJ,001040,복합기업,191,400249.7,111181.1,22381.5,13978.3,36794.9,276.9,6993.0,26031.0,406.1,289068.6,130025.3,65619.5,2331.1,33927.0,1319.6,5338.8,50230.4,246287.4,114226.0,,30926.1,20866.8,6126.7,45779.1,846.3,3362.6,1120.7,,5214.0,132061.4,40736.9,30652.1,41467.7,3929.3,790.4,10708.3,603.8,161623.3,123927.0,12341.7,153962.3,46435.0,1790.5,,9928.2,401.3,36045.7
2021/03,CJ,001040,복합기업,191,406021.8,119841.0,25386.8,9742.4,35472.9,267.9,7999.3,25945.1,10813.1,286180.8,128894.8,63696.4,3275.9,35699.6,1298.7,5233.3,47814.2,247377.1,118941.2,,25422.8,25619.3,25806.9,25328.7,724.8,2827.6,880.9,,6156.5,128435.9,39446.4,28347.2,41341.1,2487.9,790.9,11245.7,1584.3,156763.6,123149.2,2818.2,158644.6,48433.0,1790.5,,9928.2,401.3,35948.6
2021/06,CJ,001040,복합기업,191,402548.7,118454.8,28525.4,14862.1,37739.9,257.1,8376.2,23650.2,645.2,284093.9,129085.5,61951.8,2962.9,36979.6,1374.3,4948.9,46533.8,240017.4,115686.1,,27588.0,31007.5,21532.2,24793.1,720.9,1591.3,872.5,,6454.9,124331.3,39374.3,24617.2,40539.3,2506.3,811.5,11424.2,1608.8,159708.3,123525.5,5616.1,162531.3,49664.5,1790.5,,9928.2,401.3,36879.8
2021/09,CJ,001040,복합기업,191,408241.8,117559.6,27633.3,12023.9,40593.3,251.4,9117.4,22426.0,631.6,290682.2,132022.6,63363.5,3003.8,38674.9,1354.1,5048.6,46963.2,245069.5,118249.9,,26052.3,31979.9,23053.6,25227.2,740.6,1479.9,863.3,,7373.6,126819.7,41787.8,23616.5,40332.4,2460.7,823.2,12250.1,1695.0,160959.6,129021.3,9180.0,163172.3,51632.4,1790.5,,9928.2,2421.9,37414.1
2021/12(E),CJ,001040,복합기업,191,404883.0,117700.7,,,,,,,,,,,,,,,,240851.0,113772.8,,,,,,,,,,,127080.0,,,,,,,,,159612.7,,164032.0,50768.3,1825.3,,,,
2020/06,CJ씨푸드,011150,식품,38,1223.3,339.7,217.3,2.8,110.3,,1.5,2.7,,883.5,735.6,2.4,,145.5,,,,564.0,499.8,,320.0,,70.9,91.0,,3.7,,,14.2,64.2,,,,2.2,,52.6,,320.0,312.1,18.6,659.3,659.3,180.7,,,,478.0
2020/09,CJ씨푸드,011150,식품,38,1179.1,302.2,145.8,0.6,147.4,,2.9,3.0,,876.9,728.3,2.1,,146.5,,,,515.3,449.0,,234.6,,,111.3,,3.0,,,16.3,66.3,,,,,,51.5,2.2,318.4,312.9,29.2,663.8,663.8,180.7,,,,485.6
2020/12,CJ씨푸드,011150,식품,38,1353.3,463.1,277.4,,23.1,,2.6,4.3,,890.3,734.3,1.9,,154.1,,,,694.7,437.3,,174.7,,7.7,251.5,,2.0,,,1.3,257.4,199.5,,,1.9,,53.9,,374.2,214.2,44.6,658.6,658.6,180.7,,,,484.0
2021/03,CJ씨푸드,011150,식품,38,1349.9,478.6,239.2,,224.5,,4.9,8.0,,871.3,722.3,1.8,,147.2,,,,666.9,408.7,,169.0,,66.6,148.9,,5.0,,,19.3,258.1,199.6,,,,,51.4,2.0,368.5,358.6,15.7,683.0,683.0,180.7,,,,510.1
2021/06,CJ씨푸드,011150,식품,38,1207.5,337.6,199.2,0.2,130.9,,1.4,3.8,,869.9,712.4,1.7,,155.8,,,,517.2,254.7,,38.6,,,121.7,,8.6,,,18.1,262.5,199.6,,,,,52.7,1.9,305.9,300.1,20.1,690.2,690.2,180.7,,,,516.9
2021/09,CJ씨푸드,011150,식품,38,1249.6,382.0,121.5,,245.1,,3.2,10.8,,867.6,702.6,1.7,,163.4,,,,547.0,281.1,,23.6,,,151.2,,6.9,,,18.8,265.9,199.6,,,,,53.1,1.8,303.8,291.6,27.8,702.6,702.6,180.7,,,,530.2
2021/12(E),CJ씨푸드,011150,식품,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/06,CS홀딩스,000590,철강,62,3233.3,1934.4,328.4,257.0,202.0,,18.1,1088.8,,1298.9,509.3,261.1,480.3,26.7,14.3,,7.3,293.8,190.1,,21.1,1.5,,146.0,,20.1,,,1.4,103.6,,,1.6,7.7,,70.8,,24.2,-1343.2,116.5,2939.6,2312.9,57.7,,523.9,-93.3,1841.9
2020/09,CS홀딩스,000590,철강,62,3248.4,1925.9,323.5,67.7,194.4,,11.1,1329.2,,1322.5,539.6,260.6,479.9,31.1,2.6,,8.8,291.8,185.4,,20.8,3.3,,141.9,,16.8,,,2.7,106.3,,,1.4,9.9,,68.3,,25.5,-1352.8,153.6,2956.6,2322.4,57.7,,523.9,-93.3,1852.5
2020/12,CS홀딩스,000590,철강,62,3237.3,1898.6,312.0,67.3,178.0,,3.5,1337.9,,1338.7,343.4,260.1,684.5,39.9,2.7,,8.1,281.6,189.7,,20.7,2.8,,154.5,,7.9,,,3.8,91.9,,,1.5,13.4,,69.5,,25.1,-1362.1,19.7,2955.6,2425.1,57.7,,523.9,-8.1,1871.7
2021/03,CS홀딩스,000590,철강,62,3312.0,1955.9,301.5,52.9,220.3,,11.0,1370.2,,1356.2,345.4,259.4,682.8,57.1,3.1,,8.4,326.3,221.1,,21.1,2.6,,178.8,,15.8,,,2.8,105.3,,,2.1,19.8,,67.8,,25.7,-1379.5,6.3,2985.7,2457.5,57.7,,523.9,-8.0,1897.4
2021/06,CS홀딩스,000590,철강,62,3374.4,1921.7,313.3,53.5,231.9,,7.7,1315.2,,1452.7,344.1,258.7,681.2,158.3,3.1,,7.3,328.8,222.2,,21.0,1.6,,176.0,,20.1,,,3.5,106.6,,,1.8,19.8,,71.6,,24.4,-1340.2,11.1,3045.6,2502.0,57.7,,523.9,-8.0,1936.9
2021/09,CS홀딩스,000590,철강,62,3490.4,1859.5,405.6,161.5,242.3,,16.6,1033.6,,1630.9,345.3,258.0,679.6,324.7,5.4,5.8,12.0,354.3,236.1,,22.1,4.2,,190.5,,16.5,,,2.8,118.2,,,3.6,17.7,,79.7,,30.0,-1161.0,16.0,3136.0,2566.9,57.7,,523.9,-8.0,1994.8
2021/12(E),CS홀딩스,000590,철강,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/06,DB,012030,IT서비스,154,3666.9,846.0,30.1,85.0,491.2,,50.1,124.5,,2820.9,17.7,827.5,,1738.0,35.0,86.5,116.2,1424.0,1152.9,,114.9,645.2,40.7,270.3,,29.2,,,52.5,271.1,,,103.6,,,31.5,,881.9,631.3,1.4,2242.9,2242.9,1005.9,,1417.3,-285.7,601.8
2020/09,DB,012030,IT서비스,154,4067.1,869.0,40.7,99.2,472.0,,44.6,182.5,,3198.2,19.6,819.3,,2215.1,34.5,9.9,99.8,1430.1,1137.0,,80.6,645.7,36.5,281.4,,27.7,,,65.1,293.1,,,92.9,,,56.9,,832.9,539.2,4.5,2637.1,2637.1,1005.9,,1417.3,-285.7,623.9
2020/12,DB,012030,IT서비스,154,4724.9,886.0,14.3,119.6,528.6,,38.3,185.2,,3839.0,18.5,691.0,,2964.2,33.0,4.2,128.1,1587.9,1179.2,,38.9,646.2,62.4,354.6,,16.9,,,60.2,408.7,,,91.5,,,225.5,,821.2,535.8,4.7,3137.0,3137.0,1005.9,,1417.3,-285.7,539.6
2021/03,DB,012030,IT서비스,154,5130.2,1094.4,20.2,244.8,552.5,,96.8,130.1,,4035.8,17.8,684.8,,3177.5,34.1,5.2,116.5,1657.0,1163.2,,110.1,648.8,43.3,265.4,,25.6,,,69.9,493.8,,,82.2,,,309.3,,884.2,473.4,0.4,3473.2,3473.2,1005.9,,1417.3,-285.7,637.7
2021/06,DB,012030,IT서비스,154,5495.6,1022.2,29.8,110.7,559.8,,112.3,159.4,,4473.5,17.3,676.3,,3635.3,33.9,5.8,104.9,1714.8,639.4,,155.7,,39.4,323.3,,26.1,,,94.9,1075.4,494.9,11.6,75.2,,,384.4,,776.9,470.1,1.0,3780.8,3780.8,1005.9,,1417.3,-285.7,684.1
2021/09,DB,012030,IT서비스,154,5186.3,1111.1,60.2,175.0,530.8,,112.4,232.7,,4075.2,16.6,670.0,,3216.2,33.9,6.9,131.8,1692.8,688.7,,246.0,,35.6,264.9,,18.4,,,123.9,1004.1,495.6,8.8,106.3,,,292.9,,892.2,502.8,1.5,3493.5,3493.5,1005.9,,1417.3,-285.7,732.1
2021/12(E),DB,012030,IT서비스,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/06,DB금융투자,016610,증권,12,,,,,,,,,,,1010.8,229.2,483.3,,,,,,,,,,,,,,,,,,,,,,,325.0,,,,,,7226.1,,,,,
2020/09,DB금융투자,016610,증권,12,,,,,,,,,,,1007.9,235.4,482.5,,,,,,,,,,,,,5.4,,,,,,,,,,323.2,,,,,,7518.6,,,,,
2020/12,DB금융투자,016610,증권,12,,,,,,,,,,,1012.1,233.5,479.9,,,,,,,,,,,,,9.2,,,,,,,,,,386.3,,,,,,8003.4,,,,,
2021/03,DB금융투자,016610,증권,12,,,,,,,,,,,1027.9,248.4,479.1,,,3.6,,,,,,,,,,108.3,,,,,,,,,,421.2,,,,,,8320.8,,,,,
2021/06,DB금융투자,016610,증권,12,,,,,,,,,,,1064.4,310.4,478.3,,,3.6,,,,,,,,,,209.1,,,,,,,,,,385.7,,,,,,8621.5,,,,,
2021/09,DB금융투자,016610,증권,12,,,,,,,,,,,1058.9,326.2,477.5,,,3.6,,,,,,,,,,269.4,,,,,,,,,,404.6,,,,,,8948.0,,,,,
2021/12(E),DB금융투자,016610,증권,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/06,DB손해보험,005830,손해보험,190,,,,,,,,,,,4092.9,1600.9,13388.8,,,132.4,,,,,,,,,,380.0,,,,,,,,,,7062.5,,,,,,63519.0,,,,,
2020/09,DB손해보험,005830,손해보험,190,,,,,,,,,,,4207.3,1641.5,13123.7,,,323.4,,,,,,,,,,594.1,,,,,,,,,,7690.7,,,,,,65884.1,,,,,
2020/12,DB손해보험,005830,손해보험,190,,,,,,,,,,,4252.6,1657.4,12638.7,,,314.5,,,,,,,,,,940.6,,,,,,,,,,6640.1,,,,,,64141.9,,,,,
2021/03,DB손해보험,005830,손해보험,190,,,,,,,,,,,4421.7,1592.5,12356.9,,,504.9,,,,,,,,,,1207.1,,,,,,,,,,5001.2,,,,,,59602.1,,,,,
2021/06,DB손해보험,005830,손해보험,190,,,,,,,,,,,4455.7,1600.1,11895.9,,,477.8,,,,,,,,,,1355.0,,,,,,,,,,5456.3,,,,,,63621.2,,,,,
2021/09,DB손해보험,005830,손해보험,190,,,,,,,,,,,4334.3,1531.5,12161.3,,,554.5,,,,,,,,,,1700.2,,,,,,,,,,5342.9,,,,,,65330.3,,,,,
2021/12(E),DB손해보험,005830,손해보험,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65215.0,,,,,
2020/06,DB하이텍,000990,반도체와반도체장비,202,11190.8,4005.2,547.9,0.3,2402.7,,106.7,307.5,,7185.6,6543.7,244.4,,234.9,14.4,133.2,15.0,3840.0,2590.8,,241.0,580.0,43.8,875.8,43.7,372.2,,,419.9,1249.3,,770.0,96.3,28.8,5.5,,,1700.4,752.9,738.2,7350.7,7350.7,2225.6,,1280.9,-601.5,4657.5
