shareCode,shareName,shareNameEn,marketType,shareType
318410,비비씨,Best Bristle Company CO. Ltd.,KOSDAQ,보통주
200780,비씨월드제약,BCWORLDPHARM Co. Ltd.,KOSDAQ,보통주
141000,비아트론,Viatron Technologies Inc.,KOSDAQ,보통주
090460,비에이치,BH Co. Ltd.,KOSDAQ,보통주
083650,비에이치아이,BHI Co. LTD.,KOSDAQ,보통주
086670,비엠티,BMT Co.Ltd.,KOSDAQ,보통주
335890,비올,VIOL Co. Ltd.,KOSDAQ,보통주
138580,비즈니스온,BusinessOn Communication Co. Ltd,KOSDAQ,보통주
082920,비츠로셀,VITZROCELL Co. Ltd.,KOSDAQ,보통주
054220,비츠로시스,VitzroSys. Co. LTD,KOSDAQ,보통주
042370,비츠로테크,Vitzro Tech Co. LTD.,KOSDAQ,보통주
307870,비투엔,B2En,KOSDAQ,보통주
357880,비트나인,Bitnine Co Ltd.,KOSDAQ,보통주
032850,비트컴퓨터,BITComputer,KOSDAQ,보통주
238200,비피도,BIFIDO. Co. Ltd,KOSDAQ,보통주
093190,빅솔론,BIXOLON Co. Ltd,KOSDAQ,보통주
065450,빅텍,VICTEK. Co. Ltd.,KOSDAQ,보통주
072950,빛샘전자,VISSEM Electronics Co. Ltd.,KOSDAQ,보통주
143240,사람인에이치알,SaraminHR Co. Ltd,KOSDAQ,보통주
100090,삼강엠앤티,SAMKANG M&T Co. Ltd,KOSDAQ,보통주
122350,삼기,SAMKEE CORP.,KOSDAQ,보통주
014970,삼륭물산,Samryoong,KOSDAQ,보통주
018310,삼목에스폼,SAMMOK S-FORM CO.LTD.,KOSDAQ,보통주
053700,삼보모터스,SAMBO MOTORS CO. LTD.,KOSDAQ,보통주
009620,삼보산업,SAMBO Industrial Co. Ltd.,KOSDAQ,보통주
023600,삼보판지,SAMBO CORRUGATED BOARD CO. LTD.,KOSDAQ,보통주
377630,삼성스팩4호,SAMSUNG SPECIAL PURPOSE ACQUISITION 4 COMPANY,KOSDAQ,보통주
380320,삼성머스트스팩5호,SAMSUNG MUST SPECIAL PURPOSE ACQUISITION 5 COMPANY,KOSDAQ,보통주
009300,삼아제약,Sam-A Pharm. Co. Ltd,KOSDAQ,보통주
225190,삼양옵틱스,SAMYANG OPTICS CO. LTD,KOSDAQ,보통주
060310,3S,3S KOREA CO. LTD,KOSDAQ,보통주
361670,삼영에스앤씨,SAMYOUNG S&C CO. LTD.,KOSDAQ,보통주
054540,삼영엠텍,SAMYOUNG M-TEK CO. LTD.,KOSDAQ,보통주
065570,삼영이엔씨,Samyung ENC Co. Ltd.,KOSDAQ,보통주
032280,삼일,SamIl,KOSDAQ,보통주
002290,삼일기업공사,SAMIL ENTERPRISE CO. LTD.,KOSDAQ,보통주
037460,삼지전자,SAMJI ELECTRONICS CO. LTD.,KOSDAQ,보통주
032750,삼진,Samjin,KOSDAQ,보통주
054090,삼진엘앤디,SAMJIN LND COMPANY LIMITED,KOSDAQ,보통주
000250,삼천당제약,SAM CHUN DANG PHARM CO. LTD,KOSDAQ,보통주
024950,삼천리자전거,SAMCHULY BICYCLE CO. LTD,KOSDAQ,보통주
038500,삼표시멘트,SAMPYO Cement Co. Ltd.,KOSDAQ,보통주
017480,삼현철강,SAMHYUN STEEL Co. Ltd,KOSDAQ,보통주
046390,삼화네트웍스,SAMHWA NETWORKS Co.Ltd.,KOSDAQ,보통주
027580,상보,SANG BO Co.Ltd,KOSDAQ,보통주
038540,상상인,Sangsangin Co. Ltd.,KOSDAQ,보통주
329560,상상인이안제2호스팩,Sangsangin Ian No.2 Special Purpose Acquisition Company,KOSDAQ,보통주
101000,상상인인더스트리,Sangsangin Industry Co. Ltd.,KOSDAQ,보통주
091580,상신이디피,SANGSIN ENERGY DISPLAY PRECISION CO.LTD,KOSDAQ,보통주
263810,상신전자,Sangshin Electronics Co.Ltd.,KOSDAQ,보통주
089980,상아프론테크,SANG-A FRONTEC CO. LTD.,KOSDAQ,보통주
042940,상지카일룸,Sangji Caelum Inc.,KOSDAQ,보통주
042600,새로닉스,SERONICS. CO. LTD.,KOSDAQ,보통주
252990,샘씨엔에스,SEMCNS Co. Ltd.,KOSDAQ,보통주
263540,샘코,Sacheon Aerospace Manufacturing Ind. Co. Ltd,KOSDAQ,보통주
294630,서남,SuNAM Co. Ltd.,KOSDAQ,보통주
038070,서린바이오,SeouLinBioscience CO. LTD.,KOSDAQ,보통주
006730,서부T&D,Seobu T&D Co.Ltd,KOSDAQ,보통주
079650,서산,Seo San Co. Ltd.,KOSDAQ,보통주
100660,서암기계공업,SEOAM MACHINERY INDUSTRY CO. LTD.,KOSDAQ,보통주
019770,서연탑메탈,SEOYON TOPMETAL CO. LTD.,KOSDAQ,보통주
043710,서울리거,SEOULEAGUER CO. LTD.,KOSDAQ,보통주
092190,서울바이오시스,SEOUL VIOSYS CO. LTD.,KOSDAQ,보통주
046890,서울반도체,SEOUL SEMICONDUCTOR CO. LTD.,KOSDAQ,보통주
063170,서울옥션,Seoul Auction Co. Ltd..,KOSDAQ,보통주
027040,서울전자통신,SEOUL ELECTRONICS & TELECOM,KOSDAQ,보통주
018680,서울제약,SEOUL PHARMA CO. LTD,KOSDAQ,보통주
093920,서원인텍,SEOWONINTECH.CO.LTD,KOSDAQ,보통주
189860,서전기전,SEOJEON ELECTRIC MACHINERY Co.Ltd.,KOSDAQ,보통주
178320,서진시스템,SEOJIN SYSTEM CO. LTD,KOSDAQ,보통주
122690,서진오토모티브,Seojin Automotive Co.Ltd.,KOSDAQ,보통주
140070,서플러스글로벌,SurplusGLOBALInc.,KOSDAQ,보통주
011370,서한,Seohan,KOSDAQ,보통주
065710,서호전기,Seoho Electric Co.Ltd.,KOSDAQ,보통주
035890,서희건설,SEOHEE CONSTRUCTION CO. LTD.,KOSDAQ,보통주
357550,석경에이티,Sukgyung AT Co. Ltd.,KOSDAQ,보통주
003100,선광,SUN KWANG Co. Ltd,KOSDAQ,보통주
123420,선데이토즈,SundayToz Corp,KOSDAQ,보통주
171090,선익시스템,SUNIC SYSTEM Co. Ltd.,KOSDAQ,보통주
086710,선진뷰티사이언스,SUNJIN BEAUTY SCIENCE CO. LTD.,KOSDAQ,보통주
014620,성광벤드,SUNG KWANG BEND CO. LTD.,KOSDAQ,보통주
037350,성도이엔지,SUNGDO Engineering & Construction,KOSDAQ,보통주
081580,성우전자,SUNGWOO ELECTRONICS CO. LTD.,KOSDAQ,보통주
045300,성우테크론,SUNGWOO TECHRON COMPANY,KOSDAQ,보통주
015750,성우하이텍,SUNGWOO HITECH CO. LTD,KOSDAQ,보통주
080470,성창오토텍,SUNGCHANG AUTOTECH CO.LTD.,KOSDAQ,보통주
043260,성호전자,SUNGHO ELECTRONICS CORP.,KOSDAQ,보통주
148150,세경하이테크,Se Gyung Hi Tech Co. Ltd.,KOSDAQ,보통주
053060,세동,SAE DONG CO.LTD,KOSDAQ,보통주
017510,세명전기,SemyungElectricMachinery,KOSDAQ,보통주
011560,세보엠이씨,SEBO MANUFACTURING ENGINEERING CORP.,KOSDAQ,보통주
052190,세영디앤씨,SEYOUNG D&C,KOSDAQ,보통주
100700,세운메디칼,SEWOONMEDICAL CO. LTD.,KOSDAQ,보통주
234100,세원,Sewon Co.Ltd,KOSDAQ,보통주
024830,세원물산,SewonCorporation,KOSDAQ,보통주
258830,세종메디칼,SEJONG MEDICAL Co.Ltd.,KOSDAQ,보통주
036630,세종텔레콤,Sejong Telecom Inc.,KOSDAQ,보통주
039310,세중,SEJOONG CO. LTD.,KOSDAQ,보통주
067770,세진티에스,SEJIN T.S CO. LTD.,KOSDAQ,보통주
053450,세코닉스,SEKONIX CO. LTD.,KOSDAQ,보통주
234340,세틀뱅크,Settlebank Corporation,KOSDAQ,보통주
252500,세화피앤씨,SEWHA P&C INC.,KOSDAQ,보통주
347000,센코,SENKO Co.Ltd.,KOSDAQ,보통주
331920,셀레믹스,Celemics Inc.,KOSDAQ,보통주
049180,셀루메드,CELLUMED CO. LTD.,KOSDAQ,보통주
299660,셀리드,Cellid Co. Ltd.,KOSDAQ,보통주
268600,셀리버리,Cellivery Therapeutics Inc.,KOSDAQ,보통주
108860,셀바스AI,SELVAS AI Inc.,KOSDAQ,보통주
208370,셀바스헬스케어,SELVAS Healthcare Inc.,KOSDAQ,보통주
068760,셀트리온제약,Celltrion Pharm Inc.,KOSDAQ,보통주
091990,셀트리온헬스케어,Celltrion Healthcare Co. Ltd.,KOSDAQ,보통주
290690,소룩스,Solux Co. Ltd.,KOSDAQ,보통주
053110,소리바다,SORIBADA INC.,KOSDAQ,보통주
950200,소마젠,Psomagen Inc.,KOSDAQ,보통주
032680,소프트센,SOFTCEN CO. LTD.,KOSDAQ,보통주
258790,소프트캠프,SOFTCAMP CO. LTD,KOSDAQ,보통주
066910,손오공,SONOKONG CO. LTD.,KOSDAQ,보통주
043100,솔고바이오,Solco Biomedical Co.Ltd,KOSDAQ,보통주
154040,솔루에타,Solueta Co.Ltd.,KOSDAQ,보통주
035610,솔본,SOLBORN Inc.,KOSDAQ,보통주
357780,솔브레인,Soulbrain Co. Ltd.,KOSDAQ,보통주
036830,솔브레인홀딩스,Soulbrain Holdings Co. Ltd.,KOSDAQ,보통주
304100,솔트룩스,SALTLUX Inc,KOSDAQ,보통주
086980,쇼박스,SHOWBOX Corp.,KOSDAQ,보통주
050960,수산아이앤티,SOOSAN INT Co. LTD.,KOSDAQ,보통주
084180,수성이노베이션,SOOSUNG INNOVATION. CO. LTD.,KOSDAQ,보통주
253840,수젠텍,Sugentech Inc.,KOSDAQ,보통주
058530,슈펙스비앤피,SUPEX BNP CO. LTD.,KOSDAQ,보통주
236200,슈프리마,Suprema Inc.,KOSDAQ,보통주
317770,슈프리마아이디,Suprema ID Inc.,KOSDAQ,보통주
094840,슈프리마에이치큐,Suprema HQ Inc.,KOSDAQ,보통주
192440,슈피겐코리아,Spigen Korea Co. Ltd,KOSDAQ,보통주
099440,스맥,SMEC CO.LTD,KOSDAQ,보통주
033790,스카이문스테크놀로지,Skymoons Technology Inc.,KOSDAQ,보통주
159910,스킨앤스킨,Skin n Skin Co. Ltd.,KOSDAQ,보통주
115570,스타플렉스,STARFLEX CO. LTD,KOSDAQ,보통주
204630,스튜디오산타클로스,STUDIO SANTA CLAUS ENTERTAINMENT Co. Ltd.,KOSDAQ,보통주
253450,스튜디오드래곤,Studio Dragon Corporation,KOSDAQ,보통주
013810,스페코,Speco,KOSDAQ,보통주
039670,스포츠서울,The Sports Seoul,KOSDAQ,보통주
049830,승일,SEUNG IL Corporation,KOSDAQ,보통주
020710,시공테크,SIGONG TECH Co.Ltd.,KOSDAQ,보통주
033170,시그네틱스,Signetics Corp.,KOSDAQ,보통주
048870,시너지이노베이션,Synergy Innovation Co. Ltd.,KOSDAQ,보통주
025320,시노펙스,Synopex Inc.,KOSDAQ,보통주
269620,시스웍,SYSWORK CO. LTD,KOSDAQ,보통주
131090,시큐브,SECUVE Co. Ltd.,KOSDAQ,보통주
139050,시티랩스,CITYLABS Co.LTD.,KOSDAQ,보통주
290520,신도기연,Shindo Eng. Lab. Ltd.,KOSDAQ,보통주
001000,신라섬유,SillaTextile,KOSDAQ,보통주
025870,신라에스지,SILLA SG CO. LTD.,KOSDAQ,보통주
215600,신라젠,SillaJen Inc.,KOSDAQ,보통주
065350,신성델타테크,SHINSUNG DELTA TECH CO. LTD,KOSDAQ,보통주
002800,신신제약,SINSIN PHARMACEUTICAL CO. LTD.,KOSDAQ,보통주
323280,신영스팩5호,Shinyoung HappyTomorrow No.5 Special Purpose Acquisition Company,KOSDAQ,보통주
344050,신영스팩6호,Shinyoung HappyTomorrow No.6 Special Purpose Acquisition Company,KOSDAQ,보통주
017000,신원종합개발,ShinwonConstruction,KOSDAQ,보통주
012790,신일제약,SHINIL PHARMACEUTICAL CO. LTD.,KOSDAQ,보통주
138070,신진에스엠,SINJIN SM CO. LTD.,KOSDAQ,보통주
226330,신테카바이오,SyntekaBioInc.,KOSDAQ,보통주
333050,신한제6호스팩,Shinhan 6th Special Purpose Acquisition Company,KOSDAQ,보통주
366330,신한제7호스팩,Shinhan 7th Special Purpose Acquisition Company,KOSDAQ,보통주
393360,신한제8호스팩,Shinhan 8th Special Purpose Acquisition Company,KOSDAQ,보통주
056700,신화인터텍,SHINWHA INTERTEK CORP.,KOSDAQ,보통주
187270,신화콘텍,Shin Hwa Contech Co.Ltd.,KOSDAQ,보통주
243840,신흥에스이씨,SHIN HEUNG ENERGY & ELECTRONICS CO. LTD.,KOSDAQ,보통주
257720,실리콘투,SILICON 2 Co.Ltd.,KOSDAQ,보통주
222800,심텍,SIMMTECH Co. Ltd.,KOSDAQ,보통주
036710,심텍홀딩스,SIMMTECH HOLDINGS Co. Ltd.,KOSDAQ,보통주
160980,싸이맥스,CYMECHS Inc.,KOSDAQ,보통주
356890,싸이버원,CyberOne Co. Ltd.,KOSDAQ,보통주
217330,싸이토젠,Cytogen Inc.,KOSDAQ,보통주
010280,쌍용정보통신,SsangYong Information & Communications,KOSDAQ,보통주
208640,썸에이지,Thumbage Co. Ltd.,KOSDAQ,보통주
222420,쎄노텍,CENOTEC Co. Ltd,KOSDAQ,보통주
037760,쎄니트,CENIT CO. LTD,KOSDAQ,보통주
099320,쎄트렉아이,Satrec Initiative Co. Ltd.,KOSDAQ,보통주
049960,쎌바이오텍,CELL BIOTECH CO . LTD,KOSDAQ,보통주
050890,쏠리드,Solid Inc.,KOSDAQ,보통주
013720,CBI,CBI,KOSDAQ,보통주
066790,씨씨에스,KOREA CABLE T.V CHUNG-BUK SYSTEM CO.LTD.,KOSDAQ,보통주
222080,씨아이에스,Creative & Innovative System Corporation,KOSDAQ,보통주
352480,씨앤씨인터내셔널,C&C International Corporation,KOSDAQ,보통주
023460,CNH,CNH CO. LTD.,KOSDAQ,보통주
264660,씨앤지하이테크,C&G Hi Tech Co. Ltd,KOSDAQ,보통주
352700,씨앤투스성진,CNTUS SUNGJIN CO.Ltd,KOSDAQ,보통주
056730,CNT85,CNT85,KOSDAQ,보통주
065770,CS,CS CORPORATION,KOSDAQ,보통주
297090,씨에스베어링,CS BEARING Co. Ltd.,KOSDAQ,보통주
083660,CSA 코스믹,CSA COSMIC CO. LTD.,KOSDAQ,보통주
115530,씨엔플러스,CNPLUS Co. Ltd.,KOSDAQ,보통주
225330,씨엠에스에듀,CMS Edu Co. Ltd.,KOSDAQ,보통주
056000,COWON,COWON,KOSDAQ,보통주
115480,씨유메디칼,CU MEDICAL SYSTEMS Inc.,KOSDAQ,보통주
376290,씨유테크,CU TECH CORPORATION,KOSDAQ,보통주
189330,씨이랩,XIIlab Co. Ltd,KOSDAQ,보통주
035760,CJ ENM,CJ ENM CO. Ltd.,KOSDAQ,보통주
051500,CJ프레시웨이,CJ Freshway Corporation,KOSDAQ,보통주
096530,씨젠,Seegene Inc.,KOSDAQ,보통주
900120,씨케이에이치,CKH Food & Health Limited,KOSDAQ,보통주
101240,씨큐브,CQV Co. Ltd.,KOSDAQ,보통주
060590,씨티씨바이오,CTC BIO INC.,KOSDAQ,보통주
260930,씨티케이,CTK,KOSDAQ,보통주
013990,아가방컴퍼니,AGABANG&COMPANY,KOSDAQ,보통주
123860,아나패스,Anapass Inc.,KOSDAQ,보통주
025980,아난티,Ananti Inc.,KOSDAQ,보통주
050320,아래스,RS Inc.,KOSDAQ,보통주
058220,아리온,ARION TECHNOLOGY INC.,KOSDAQ,보통주
125210,아모그린텍,AMOGREENTECH Co. Ltd.,KOSDAQ,보통주
052710,아모텍,Amotech Co. Ltd.,KOSDAQ,보통주
074430,아미노로직스,AMINOLOGICS CO.LTD.,KOSDAQ,보통주
092040,아미코젠,Amicogen Inc.,KOSDAQ,보통주
083930,아바코,AVACO CO.LTD.,KOSDAQ,보통주
149950,아바텍,AVATEC CO. LTD.,KOSDAQ,보통주
036010,아비코전자,ABCO ELECTRONICS CO. LTD.,KOSDAQ,보통주
050860,아세아텍,ASIA TECHNOLOGY Co. Ltd.,KOSDAQ,보통주
246720,아스타,ASTA Co. Ltd.,KOSDAQ,보통주
067390,아스트,AeroSpace Technology of Korea Inc.,KOSDAQ,보통주
159010,아스플로,ASFLOW CO.LTD.,KOSDAQ,보통주
127710,아시아경제,The Asia Business Daily Co. Ltd.,KOSDAQ,보통주
227610,아우딘퓨쳐스,Outin Futures Co. Ltd.,KOSDAQ,보통주
143160,아이디스,Intelligent Digital Integrated Security Co. Ltd,KOSDAQ,보통주
054800,아이디스홀딩스,IDIS Holdings Co. Ltd.,KOSDAQ,보통주
332370,아이디피,IDP Corp. Ltd.,KOSDAQ,보통주
339950,아이비김영,IBKIMYOUNG CO.LTD.,KOSDAQ,보통주
335870,IBKS제12호스팩,IBKS No.12 Special Purpose Acquisition Company,KOSDAQ,보통주
351340,IBKS제13호스팩,IBKS No.13 Special Purpose Acquisition Company,KOSDAQ,보통주
351320,IBKS제14호스팩,IBKS No.14 Special Purpose Acquisition Company,KOSDAQ,보통주
373200,IBKS제15호스팩,IBKS No.15 Special Purpose Acquisition Company,KOSDAQ,보통주
388790,IBKS제16호스팩,IBKS No.16 Special Purpose Acquisition Company,KOSDAQ,보통주
099190,아이센스,i-SENS Inc.,KOSDAQ,보통주
289010,아이스크림에듀,i-Scream Edu Co. Ltd.,KOSDAQ,보통주
214430,아이쓰리시스템,i3system Ind.,KOSDAQ,보통주
040910,아이씨디,ICD Co. Ltd.,KOSDAQ,보통주
068940,아이씨케이,ICK Co. Ltd.,KOSDAQ,보통주
052860,아이앤씨,I&C Technology Co. Ltd.,KOSDAQ,보통주
095340,ISC,ISC Co. LTD.,KOSDAQ,보통주
069920,아이에스이커머스,ISE Commerce Company Limited,KOSDAQ,보통주
038880,아이에이,iA Inc.,KOSDAQ,보통주
307180,아이엘사이언스,IL SCIENCE CO.LTD.,KOSDAQ,보통주
101390,아이엠,IM CO. LTD,KOSDAQ,보통주
052220,iMBC,iMBC Co. Ltd.,KOSDAQ,보통주
078860,아이오케이,IOKCOMPANY Co. Ltd.,KOSDAQ,보통주
114810,아이원스,IONES Co. Ltd.,KOSDAQ,보통주
031310,아이즈비전,EYESVISION CORPORATION,KOSDAQ,보통주
185490,아이진,EyeGeneInc,KOSDAQ,보통주
059100,아이컴포넌트,i-Components Co. Ltd,KOSDAQ,보통주
262840,아이퀘스트,IQUEST Co. Ltd.,KOSDAQ,보통주
175250,아이큐어,Icure Pharmaceutical Incorporation,KOSDAQ,보통주
052460,아이크래프트,iCRAFT Co. Ltd.,KOSDAQ,보통주
119830,아이텍,ITEK Inc.,KOSDAQ,보통주
052770,아이톡시,ITOXI Corp.,KOSDAQ,보통주
124500,아이티센,ITCEN CO. LTD.,KOSDAQ,보통주
372800,아이티아이즈,ITEYES Inc.,KOSDAQ,보통주
099520,ITX-AI,ITX-AI Co. Ltd.,KOSDAQ,보통주
084850,아이티엠반도체,ITM Semiconductor Co. Ltd,KOSDAQ,보통주
114840,아이패밀리에스씨,iFamilySC Co. Ltd.,KOSDAQ,보통주
027360,아주IB투자,AJU IB INVESTMENT CO. LTD.,KOSDAQ,보통주
032080,아즈텍WB,AZTECH WB CO. LTD,KOSDAQ,보통주
013310,아진산업,A-JIN INDUSTRY CO.LTD,KOSDAQ,보통주
059120,아진엑스텍,AJINEXTEK Co. Ltd.,KOSDAQ,보통주
158430,아톤,ATON Inc.,KOSDAQ,보통주
067160,아프리카TV,AfreecaTV Co. Ltd.,KOSDAQ,보통주
001540,안국약품,AHN-GOOK PHARMACEUTICAL Co. Ltd.,KOSDAQ,보통주
053800,안랩,AHNLABINC.,KOSDAQ,보통주
065660,안트로젠,ANTEROGEN CO. LTD.,KOSDAQ,보통주
297570,알로이스,ALOYS Inc.,KOSDAQ,보통주
260660,알리코제약,KOREA ARLICO PHARM CO.LTD.,KOSDAQ,보통주
361570,알비더블유,RBW Inc.,KOSDAQ,보통주
131370,알서포트,RSUPPORT Co. Ltd.,KOSDAQ,보통주
140670,알에스오토메이션,RS Automation Co. Ltd.,KOSDAQ,보통주
327260,RF머트리얼즈,RF Materials,KOSDAQ,보통주
096610,알에프세미,RFsemi TechnologiesInc.,KOSDAQ,보통주
218410,RFHIC,RFHIC CORPORATION,KOSDAQ,보통주
061040,알에프텍,RFTECH CO. LTD,KOSDAQ,보통주
148250,알엔투테크놀로지,RN2 Technologies Co. Ltd.,KOSDAQ,보통주
347860,알체라,Alchera Inc.,KOSDAQ,보통주
196170,알테오젠,Alteogen Inc.,KOSDAQ,보통주
123750,알톤스포츠,Alton Sports Co. Ltd.,KOSDAQ,보통주
085810,알티캐스트,Alticast Corporation,KOSDAQ,보통주
117670,알파홀딩스,Alpha Holdings Inc.,KOSDAQ,보통주
291650,압타머사이언스,Aptamer Sciences Inc,KOSDAQ,보통주
293780,압타바이오,Aptabio Therapeutics Inc.,KOSDAQ,보통주
196300,애니젠,ANYGEN CO. LTD.,KOSDAQ,보통주
310200,애니플러스,ANIPLUS INC.,KOSDAQ,보통주
900100,애머릿지,Ameridge Corporation,KOSDAQ,보통주
205500,액션스퀘어,Action Square Co. Ltd.,KOSDAQ,보통주
052790,액토즈소프트,ACTOZ SOFT CO. LTD.,KOSDAQ,보통주
290740,액트로,ActRo,KOSDAQ,보통주
238090,앤디포스,NDFOS Co. Ltd.,KOSDAQ,보통주
092600,앤씨앤,NC& Co. Ltd.,KOSDAQ,보통주
129890,앱코,ABKO CO. LTD.,KOSDAQ,보통주
174900,앱클론,AbClon Inc.,KOSDAQ,보통주
255440,야스,YAS Co. Ltd,KOSDAQ,보통주
060230,얍엑스,Yapex,KOSDAQ,보통주
030960,양지사,Yangjisa,KOSDAQ,보통주
102120,어보브반도체,ABOV Semiconductor Co.Ltd.,KOSDAQ,보통주
238120,얼라인드,Aligned Genetics Inc.,KOSDAQ,보통주
019990,에너토크,ENERTORK LTD.,KOSDAQ,보통주
136510,에디슨EV,EdisonEV,KOSDAQ,보통주
270660,에브리봇,EVERYBOT Inc.,KOSDAQ,보통주
038680,에스넷,S NET SYSTEMS.Inc,KOSDAQ,보통주
217480,에스디생명공학,SD BIOTECHNOLOGIES CO. LTD.,KOSDAQ,보통주
121890,에스디시스템,SD system Co. Ltd,KOSDAQ,보통주
099220,SDN,SDN Company Ltd.,KOSDAQ,보통주
097780,에스맥,S-MAC CO.LTD,KOSDAQ,보통주
289080,SV인베스트먼트,SV INVESTMENT CORPORATION,KOSDAQ,보통주
019550,SBI인베스트먼트,SBI Investment KOREA Co. Ltd.,KOSDAQ,보통주
046140,SBS콘텐츠허브,SBS Contents Hub Co.Ltd.,KOSDAQ,보통주
042110,에스씨디,SCD CO.LTD.,KOSDAQ,보통주
036120,SCI평가정보,SCI Information Service Inc.,KOSDAQ,보통주
298060,에스씨엠생명과학,SCM Lifescience Co. Ltd.,KOSDAQ,보통주
065420,에스아이리소스,SI RESOURCES CO.LTD.,KOSDAQ,보통주
103230,에스앤더블류,S&W Corporation,KOSDAQ,보통주
260970,에스앤디,S&D Co. Ltd,KOSDAQ,보통주
101490,에스앤에스텍,S&S TECH CORPORATION,KOSDAQ,보통주
950180,SNK,SNK CORPORATION,KOSDAQ,보통주
095910,에스에너지,S-Energy CO. LTD.,KOSDAQ,보통주
275630,에스에스알,SSR Inc.,KOSDAQ,보통주
031330,에스에이엠티,SAMT CO.LTD.,KOSDAQ,보통주
060540,에스에이티,System and Application Technologies Inc.,KOSDAQ,보통주
056190,에스에프에이,SFA Engineering Corporation,KOSDAQ,보통주
036540,SFA반도체,SFA Semicon Co. Ltd,KOSDAQ,보통주
080000,에스엔유,SNU Precision Co. Ltd.,KOSDAQ,보통주
091340,S&K폴리텍,S&K POLYTEC CO. LTD.,KOSDAQ,보통주
214310,에스엘바이오닉스,SL Vionics,KOSDAQ,보통주
063440,SM Life Design,SM Life Design Group Co. Ltd.,KOSDAQ,보통주
041510,에스엠,SM ENTERTAINMENT CO. Ltd.,KOSDAQ,보통주
048550,SM C&C,SM Culture & Contents Co. Ltd.,KOSDAQ,보통주
007820,에스엠코어,SMCore.Inc,KOSDAQ,보통주
109610,에스와이,SY CO. LTD.,KOSDAQ,보통주
306040,에스제이그룹,SJ Group Co. Ltd.,KOSDAQ,보통주
016250,SGC이테크건설,SGC eTEC E&C Co. Ltd.,KOSDAQ,보통주
049470,SGA,SGA Co.Ltd,KOSDAQ,보통주
184230,SGA솔루션즈,SGA Solutions Co.Ltd.,KOSDAQ,보통주
040610,SG&G,SG&G Corporation,KOSDAQ,보통주
255220,SG,SG CO. LTD.,KOSDAQ,보통주
036490,SK머티리얼즈,SK Materials Co. Ltd.,KOSDAQ,보통주
337450,SK5호스팩,SK NO.5 SPECIAL PURPOSE ACQUISITION CO. LTD.,KOSDAQ,보통주
340350,SK6호스팩,SK NO.6 SPECIAL PURPOSE ACQUISITION COMPANY,KOSDAQ,보통주
096630,에스코넥,S Connect Co. LTD,KOSDAQ,보통주
069510,에스텍,ESTec Corporation,KOSDAQ,보통주
041910,에스텍파마,ESTECHPHARMA CO. LTD,KOSDAQ,보통주
234300,에스트래픽,STraffic Co. Ltd.,KOSDAQ,보통주
039440,에스티아이,Systems Technology Incorporated,KOSDAQ,보통주
098660,에스티오,STO Co. Ltd.,KOSDAQ,보통주
052020,에스티큐브,STCUBE,KOSDAQ,보통주
237690,에스티팜,ST Pharm Co. Ltd.,KOSDAQ,보통주
050760,에스폴리텍,S POLYTECH CO.LTD.,KOSDAQ,보통주
288620,에스퓨얼셀,S-Fuelcell Co. Ltd.,KOSDAQ,보통주
317830,에스피시스템스,SP SYSTEMS CO.LTD.,KOSDAQ,보통주
058610,에스피지,SPG CO. LTD,KOSDAQ,보통주
043340,에쎈테크,ESSEN TECH CO. LTD.,KOSDAQ,보통주
187660,에이디엠코리아,ADM Korea Inc.,KOSDAQ,보통주
054630,에이디칩스,Advanced Digital Chips Inc.,KOSDAQ,보통주
200710,에이디테크놀로지,ADTechnology Co. Ltd.,KOSDAQ,보통주
096690,에이루트,Aroot Co. Ltd.,KOSDAQ,보통주
298380,에이비엘바이오,ABL Bio Inc.,KOSDAQ,보통주
203400,에이비온,ABION Inc.,KOSDAQ,보통주
195990,에이비프로바이오,Abpro Bio Co. Ltd.,KOSDAQ,보통주
003800,에이스침대,AceBed,KOSDAQ,보통주
088800,에이스테크,Ace Technologies Corp.,KOSDAQ,보통주
241840,에이스토리,ASTORY Co. Ltd.,KOSDAQ,보통주
312610,에이에프더블류,A.F.W Co. Ltd,KOSDAQ,보통주
297890,HB솔루션,HB SOLUTION,KOSDAQ,보통주
078150,HB테크놀러지,HB Technology CO.LTD.,KOSDAQ,보통주
072990,에이치시티,HCT,KOSDAQ,보통주
036640,HRS,HRS Co. Ltd,KOSDAQ,보통주
227100,에이치앤비디자인,H&B Design,KOSDAQ,보통주
176440,에이치엔티,HNT Electronics Company Ltd.,KOSDAQ,보통주
028300,에이치엘비,HLB INC.,KOSDAQ,보통주
067630,에이치엘비생명과학,HLB Life Science CO.LTD.,KOSDAQ,보통주
047920,에이치엘비제약,HLB PHARMACEUTICAL CO. LTD.,KOSDAQ,보통주
043220,에이치엘비파워,HLB POWER Co. Ltd.,KOSDAQ,보통주
239610,에이치엘사이언스,HLSCIENCE Co. LTD,KOSDAQ,보통주
353070,에이치엠씨제4호스팩,HMCIB No.4 Special Purpose Acquisition Company,KOSDAQ,보통주
353060,에이치엠씨제5호스팩,HMCIB No.5 Special Purpose Acquisition Company,KOSDAQ,보통주
044780,에이치케이,HK CO. LTD.,KOSDAQ,보통주
195940,HK이노엔,HK inno.N Corporation,KOSDAQ,보통주
357230,에이치피오,H.PIO Co.Ltd,KOSDAQ,보통주
071670,에이테크솔루션,A-Tech Solution CO. LTD.,KOSDAQ,보통주
