shareCode,shareName,shareNameEn,marketType,shareType
053050,지에스이,GSE Co. Ltd.,KOSDAQ,보통주
130500,GH신소재,GH Advanced Materials Inc.,KOSDAQ,보통주
119850,지엔씨에너지,GnCenergy Co. Ltd.,KOSDAQ,보통주
270520,지엔원에너지,G Enone Energy Co.Ltd.,KOSDAQ,보통주
065060,지엔코,Great New wave Coming Co. Ltd.,KOSDAQ,보통주
204840,지엘팜텍,GL Pharm Tech Corp.,KOSDAQ,보통주
311320,지오엘리먼트,GO Element Co. Ltd.,KOSDAQ,보통주
115450,지트리비앤티,G-treeBNT Co. Ltd.,KOSDAQ,보통주
219750,지티지웰니스,GTG Wellness Co.Ltd,KOSDAQ,보통주
018120,진로발효,JinroDistillers,KOSDAQ,보통주
109820,진매트릭스,GENEMATRIX INC.,KOSDAQ,보통주
086060,진바이오텍,Gene Bio Tech Co. Ltd.,KOSDAQ,보통주
036890,진성티이씨,JINSUNG T.E.C.,KOSDAQ,보통주
363250,진시스템,Genesystem Co. Ltd,KOSDAQ,보통주
007370,진양제약,JIN YANG PHARMACETICAL. CO. LTD,KOSDAQ,보통주
085660,차바이오텍,Chabiotech Co.Ltd.,KOSDAQ,보통주
261780,차백신연구소,CHA Vaccine Research Institute,KOSDAQ,보통주
900250,크리스탈신소재,China Crystal New Material Holdings Co. Ltd.,KOSDAQ,보통주
158310,참존글로벌,Charmzone Global,KOSDAQ,보통주
094850,참좋은여행,Very Good Tour Co.Ltd.,KOSDAQ,보통주
004650,창해에탄올,Changhae Ethanol Co. Ltd.,KOSDAQ,보통주
311690,천랩,ChunLabInc.,KOSDAQ,보통주
278280,천보,Chunbo Co. Ltd.,KOSDAQ,보통주
096240,청담러닝,Chungdahm Learning Inc.,KOSDAQ,보통주
066360,체리부로,Cherrybro Co.Ltd,KOSDAQ,보통주
047820,초록뱀미디어,CHOROKBAEM MEDIA CO.LTD.,KOSDAQ,보통주
052300,초록뱀컴퍼니,CHOROKBAEM COMPANY,KOSDAQ,보통주
094360,칩스앤미디어,Chips&Media Inc.,KOSDAQ,보통주
016920,카스,Cas,KOSDAQ,보통주
284620,카이노스메드,KAINOS MEDICINE INC.,KOSDAQ,보통주
293490,카카오게임즈,Kakao Games Corp.,KOSDAQ,보통주
042000,카페24,Cafe24 Corp.,KOSDAQ,보통주
317530,캐리소프트,CARRIESOFT Co. Ltd.,KOSDAQ,보통주
071850,캐스텍코리아,CASTEC KOREA CO.LTD,KOSDAQ,보통주
180400,캔서롭,Cancer Rop Co. Ltd.,KOSDAQ,보통주
050110,캠시스,CammSys Corp.,KOSDAQ,보통주
900310,컬러레이,Coloray International Investment Co. Limited,KOSDAQ,보통주
078340,컴투스,Com2uS Corporation,KOSDAQ,보통주
307930,컴퍼니케이,COMPANY K PARTNERS LIMITED,KOSDAQ,보통주
263700,케어랩스,Carelabs Co.Ltd,KOSDAQ,보통주
214370,케어젠,Caregen Co.LTD.,KOSDAQ,보통주
221980,케이디켐,KDCHEM CO. LTD.,KOSDAQ,보통주
900280,골든센츄리,Cayman Golden Century Wheel Group Limited,KOSDAQ,보통주
024840,KBI메탈,KBI METAL CO. LTD.,KOSDAQ,보통주
323940,케이비제18호스팩,KB No.18 Special Purpose Acquisition Company,KOSDAQ,보통주
330990,케이비제19호스팩,KB No.19 Special Purpose Acquisition Company,KOSDAQ,보통주
342550,케이비제20호스팩,KB No.20 Special Purpose Acquisition Company,KOSDAQ,보통주
192250,케이사인,KSIGN CO. Ltd.,KOSDAQ,보통주
021320,KCC건설,KCC ENGINEERING & CONSTRUCTION CO. LTD.,KOSDAQ,보통주
036670,KCI,KCI Limited,KOSDAQ,보통주
115500,케이씨에스,Korea Computer & Systems Inc.,KOSDAQ,보통주
089150,케이씨티,Korea Computer Terminal Inc.,KOSDAQ,보통주
025880,케이씨피드,KC FEED CO. LTD.,KOSDAQ,보통주
093320,케이아이엔엑스,KINX Inc.,KOSDAQ,보통주
073010,케이에스피,KSP CO. LTD,KOSDAQ,보통주
060720,KH바텍,KH VATEC Co. LTD,KOSDAQ,보통주
226360,KH E&T,KH E&T,KOSDAQ,보통주
111870,KH 일렉트론,KH ELECTRON,KOSDAQ,보통주
105330,케이엔더블유,KNW Co. Ltd.,KOSDAQ,보통주
058400,KNN,KOREA NEW NETWORK CORPORATION,KOSDAQ,보통주
272110,케이엔제이,KnJ Co. Ltd.,KOSDAQ,보통주
039420,케이엘넷,KL-Net Corp.,KOSDAQ,보통주
083550,케이엠,KM CORPORATION,KOSDAQ,보통주
032500,케이엠더블유,KMW CO. LTD,KOSDAQ,보통주
122450,KMH,KMH Co. Ltd.,KOSDAQ,보통주
052900,KMH하이텍,KMH HITECH CO.LTD,KOSDAQ,보통주
225430,케이엠제약,KMPHARMACEUTICAL Co.Ltd.,KOSDAQ,보통주
046440,KG모빌리언스,KGMobilians Co. Ltd.,KOSDAQ,보통주
035600,KG이니시스,KGINICIS CO.LTD.,KOSDAQ,보통주
151860,KG ETS,KG Eco Technology Services Co. Ltd.,KOSDAQ,보통주
060370,KT서브마린,KT Submarine Co. Ltd.,KOSDAQ,보통주
036030,케이티알파,kt alpha,KOSDAQ,보통주
064820,케이프,CAPE INDUSTRIES LTD.,KOSDAQ,보통주
347140,케이프이에스제4호,CAPE-ES No.4 Special Purpose Acquisition Company,KOSDAQ,보통주
256940,케이피에스,KPS Corporation,KOSDAQ,보통주
024880,케이피에프,KPF,KOSDAQ,보통주
114450,KPX생명과학,KPX LIFESCIENCE CO. LTD.,KOSDAQ,보통주
042040,케이피엠테크,KPM TECH CO. LTD.,KOSDAQ,보통주
054410,케이피티유,Korea Plasma Technology U Co.Ltd,KOSDAQ,보통주
274090,켄코아에어로스페이스,Kencoa Aerospace Corporation,KOSDAQ,보통주
217600,켐온,CHEMON Inc.,KOSDAQ,보통주
089010,켐트로닉스,CHEMTRONICS Co. Ltd.,KOSDAQ,보통주
220260,켐트로스,Chemtros Co. Ltd.,KOSDAQ,보통주
052400,코나아이,KONA I CO.LTD.,KOSDAQ,보통주
046070,코다코,KODACO CO. LTD,KOSDAQ,보통주
047770,코데즈컴바인,Codes Combine Co.Ltd.,KOSDAQ,보통주
078940,코드네이처,CODENATURE INC.,KOSDAQ,보통주
080530,코디,KODI Co.LTD.,KOSDAQ,보통주
224060,코디엠,CODI-M Co. LTD.,KOSDAQ,보통주
104540,코렌텍,Corentec Co. Ltd.,KOSDAQ,보통주
027050,코리아나,COREANA COSMETICS CO.LTD,KOSDAQ,보통주
290510,코리아센터,Koreacenter Co.Ltd.,KOSDAQ,보통주
190650,코리아에셋투자증권,KOREA ASSET INVESTMENT SECURITIES CO.LTD.,KOSDAQ,보통주
101670,코리아에스이,KOREA SE CORPORATION,KOSDAQ,보통주
123410,코리아에프티,KOREA FUEL-TECH CORPORATION,KOSDAQ,보통주
036690,코맥스,COMMAX Co.Ltd.,KOSDAQ,보통주
049430,코메론,KOMELON CORPORATION,KOSDAQ,보통주
183300,코미코,KoMiCo Ltd.,KOSDAQ,보통주
041960,코미팜,KOMIPHARM INTERNATIONAL CO. LTD.,KOSDAQ,보통주
089890,코세스,KOSES Co.Ltd,KOSDAQ,보통주
009730,코센,KOSSEN Co.Ltd.,KOSDAQ,보통주
082660,코스나인,Cosnine Co. Ltd,KOSDAQ,보통주
222040,코스맥스엔비티,COSMAX NBT INC.,KOSDAQ,보통주
241710,코스메카코리아,COSMECCA KOREA CO.LTD.,KOSDAQ,보통주
069110,코스온,COSON Co. Ltd.,KOSDAQ,보통주
166480,코아스템,CORESTEM Inc.,KOSDAQ,보통주
045970,코아시아,CoAsia Corporation,KOSDAQ,보통주
196450,코아시아옵틱스,CoAsia Optics,KOSDAQ,보통주
029960,코엔텍,Korea Environment Technology Co. LTD.,KOSDAQ,보통주
102940,코오롱생명과학,KOLON LIFE SCIENCE Inc.,KOSDAQ,보통주
950160,코오롱티슈진,Kolon TissueGene Inc.,KOSDAQ,보통주
033290,코웰패션,COWELL FASHION CO.LTD,KOSDAQ,보통주
056360,코위버,COWEAVER Co.Ltd.,KOSDAQ,보통주
282880,코윈테크,COWINTECH Co. Ltd,KOSDAQ,보통주
121850,코이즈,KOYJ.CO.LTD,KOSDAQ,보통주
015710,코콤,KOCOM CO. LTD,KOSDAQ,보통주
052330,코텍,KORTEK CORPORATION,KOSDAQ,보통주
322780,코퍼스코리아,COPUS KOREA Co. Ltd.,KOSDAQ,보통주
126600,코프라,KOPLA Co. LTD.,KOSDAQ,보통주
200130,콜마비앤에이치,KolmarBNH Co. Ltd,KOSDAQ,보통주
294570,쿠콘,coocon Corporation,KOSDAQ,보통주
317690,퀀타매트릭스,QuantaMatrix Incorporated,KOSDAQ,보통주
365270,큐라클,curacle co. ltd.,KOSDAQ,보통주
060280,큐렉소,CUREXO INC.,KOSDAQ,보통주
040350,큐로컴,CUROCOM Co.Ltd,KOSDAQ,보통주
051780,큐로홀딩스,CUROHOLDINGS Co. Ltd.,KOSDAQ,보통주
115180,큐리언트,Qurient Co. Ltd.,KOSDAQ,보통주
182360,큐브엔터,CUBE ENTERTAINMENT INC.,KOSDAQ,보통주
066310,큐에스아이,Q.S.I Co. Ltd.,KOSDAQ,보통주
016600,큐캐피탈,Q Capital Partners Co. Ltd.,KOSDAQ,보통주
043590,크로바하이텍,CLOVER HITECHNOLOGY CO. LTD,KOSDAQ,보통주
114120,크루셜텍,Crucialtec Co. Ltd.,KOSDAQ,보통주
110790,크리스에프앤씨,CreaS F&C Co. Ltd.,KOSDAQ,보통주
083790,크리스탈지노믹스,CrystalGenomics,KOSDAQ,보통주
045520,크린앤사이언스,Clean & Science Co. Ltd,KOSDAQ,보통주
036170,클라우드에어,Cloud Air Co.Ltd.,KOSDAQ,보통주
214150,클래시스,CLASSYS Inc.,KOSDAQ,보통주
352770,클리노믹스,Clinomics Inc.,KOSDAQ,보통주
237880,클리오,CLIO Cosmetics Co. Ltd,KOSDAQ,보통주
139670,키네마스터,KineMaster Corporation,KOSDAQ,보통주
054780,키이스트,KEYEAST Co. Ltd.,KOSDAQ,보통주
219130,타이거일렉,TigerElec Co.Ltd.,KOSDAQ,보통주
065130,탑엔지니어링,Top Engineering Company Limited,KOSDAQ,보통주
023160,태광,T. K. CORPORATION,KOSDAQ,보통주
053620,태양,TAEYANG Corporation,KOSDAQ,보통주
044490,태웅,TAEWOONG CO. LTD.,KOSDAQ,보통주
124560,태웅로직스,Taewoong Logistics Co. Ltd.,KOSDAQ,보통주
191420,테고사이언스,Tego Science Inc.,KOSDAQ,보통주
073640,테라사이언스,TERA SCIENCE Co.LTD,KOSDAQ,보통주
182690,테라셈,TerraSem Co. Ltd.,KOSDAQ,보통주
066700,테라젠이텍스,THERAGEN ETEX CO.LTD.,KOSDAQ,보통주
095610,테스,TES CO. LTD.,KOSDAQ,보통주
131970,테스나,TESNA Inc.,KOSDAQ,보통주
089030,테크윙,Techwing Inc.,KOSDAQ,보통주
054450,텔레칩스,Telechips Inc.,KOSDAQ,보통주
091440,텔레필드,Telefield Inc.,KOSDAQ,보통주
200230,텔콘RF제약,TELCON RF PHARMACEUTICAL. Inc.,KOSDAQ,보통주
215480,토박스코리아,TOEBOX KOREA Ltd.,KOSDAQ,보통주
051360,토비스,TOVIS Co. LTD,KOSDAQ,보통주
045340,토탈소프트,TOTAL SOFT BANK LTD.,KOSDAQ,보통주
108230,톱텍,TOPTEC COMPANYLIMITED,KOSDAQ,보통주
079970,투비소프트,TOBESOFT Co.Ltd.,KOSDAQ,보통주
105550,트루윈,Truwin Company Limited,KOSDAQ,보통주
290090,트윔,TWIM Corp,KOSDAQ,보통주
026150,특수건설,TuksuConstruction,KOSDAQ,보통주
322180,티라유텍,THiRA-UTECH CO. LTD.,KOSDAQ,보통주
117730,티로보틱스,T-Robotics co. Ltd.,KOSDAQ,보통주
033830,티비씨,TAEGU BROADCASTING CORPORATION,KOSDAQ,보통주
057680,티사이언티픽,T Scientific Co.Ltd,KOSDAQ,보통주
064760,티씨케이,TOKAI CARBON KOREA CO. LTD,KOSDAQ,보통주
246710,티앤알바이오팹,T&R Biofab Co. Ltd,KOSDAQ,보통주
340570,티앤엘,T&L Co. LTD.,KOSDAQ,보통주
277880,티에스아이,TSI Co. Ltd.,KOSDAQ,보통주
131290,티에스이,TSE CO.Ltd,KOSDAQ,보통주
246690,TS인베스트먼트,T.S.Investment Corporation,KOSDAQ,보통주
317240,TS트릴리온,TS Trillion Co. Ltd.,KOSDAQ,보통주
356860,티엘비,TLB Co. Ltd.,KOSDAQ,보통주
062860,티엘아이,TLI Inc.,KOSDAQ,보통주
321550,티움바이오,TiumBio Co. Ltd.,KOSDAQ,보통주
032540,TJ미디어,TJ MEDIA CO.LTD,KOSDAQ,보통주
104480,티케이케미칼,TK CHEMICAL CORPORATION,KOSDAQ,보통주
081150,티플랙스,Tplex Co. Ltd.,KOSDAQ,보통주
130740,티피씨글로벌,TPC Co. Ltd.,KOSDAQ,보통주
048770,TPC,TPC Mechatronics Corporation,KOSDAQ,보통주
084730,팅크웨어,Thinkware Systems Corporation,KOSDAQ,보통주
046210,파나진,PANAGENE Inc.,KOSDAQ,보통주
034230,파라다이스,Paradise Company Limited,KOSDAQ,보통주
033540,파라텍,Paratech Company Limited,KOSDAQ,보통주
043200,파루,PARU CO. LTD.,KOSDAQ,보통주
214450,파마리서치,PharmaResearch,KOSDAQ,보통주
208340,파멥신,PharmAbcine Inc.,KOSDAQ,보통주
177830,파버나인,PAVONINE CO. LTD.,KOSDAQ,보통주
037070,파세코,PASECO CO.LTD,KOSDAQ,보통주
150900,파수,FASOO Co.Ltd.,KOSDAQ,보통주
037030,파워넷,POWERNET TECHNOLOGIES CORPORATION,KOSDAQ,보통주
047310,파워로직스,POWER LOGICS,KOSDAQ,보통주
170790,파이오링크,Piolink Inc.,KOSDAQ,보통주
049120,파인디앤씨,FINE DNC CO.LTD.,KOSDAQ,보통주
038950,파인디지털,FINEDIGITAL Inc.,KOSDAQ,보통주
106240,파인테크닉스,FINE TECHNIX CO. LTD,KOSDAQ,보통주
131760,파인텍,FINETEK CO. LTD.,KOSDAQ,보통주
065690,파커스,PAKERS CO. Ltd.,KOSDAQ,보통주
140860,파크시스템스,Park Systems Corp.,KOSDAQ,보통주
091700,파트론,PARTRON CO. LTD,KOSDAQ,보통주
032800,판타지오,Fantagio Corp.,KOSDAQ,보통주
318010,팜스빌,Pharmsville Co. Ltd.,KOSDAQ,보통주
027710,팜스토리,FarmStory CO.LTD.,KOSDAQ,보통주
225590,패션플랫폼,Fashion Platform Co.Ltd.,KOSDAQ,보통주
054300,팬스타엔터프라이즈,Panstar Enterprise Co. Ltd.,KOSDAQ,보통주
068050,팬엔터테인먼트,PAN ENTERTAINMENT CO. LTD.,KOSDAQ,보통주
222110,팬젠,Pangen Biotech Inc.,KOSDAQ,보통주
263750,펄어비스,PearlAbyss Corp.,KOSDAQ,보통주
251970,펌텍코리아,PUM-TECH KOREA CO. LTD.,KOSDAQ,보통주
087010,펩트론,Peptron Inc.,KOSDAQ,보통주
119500,포메탈,FORMETAL CO. LTD,KOSDAQ,보통주
022100,포스코 ICT,POSCO ICT COMPANY LTD.,KOSDAQ,보통주
189690,포시에스,FORCS Co. Ltd.,KOSDAQ,보통주
318020,포인트모바일,POINT MOBILE Co. Ltd.,KOSDAQ,보통주
256630,포인트엔지니어링,POINT ENGINEERING Co. Ltd.,KOSDAQ,보통주
331380,포커스에이치엔에스,FOCUS HNS,KOSDAQ,보통주
141020,포티스,Fortis Inc.,KOSDAQ,보통주
041020,폴라리스오피스,Polaris Office,KOSDAQ,보통주
114630,폴라리스우노,UNO&COMPANY,KOSDAQ,보통주
123010,폴라리스웍스,POLARIS WORKS,KOSDAQ,보통주
290720,푸드나무,FOODNAMOO INC.,KOSDAQ,보통주
005670,푸드웰,FOODWELL CORPORATION,KOSDAQ,보통주
094940,푸른기술,PULOON TECHNOLOGY INC.,KOSDAQ,보통주
007330,푸른저축은행,PureunMutualSavingsBank,KOSDAQ,보통주
093380,풍강,PUNGKANG CO.LTD,KOSDAQ,보통주
023900,풍국주정,PungkukAlcholnd,KOSDAQ,보통주
220100,퓨쳐켐,FutureChem Co. Ltd.,KOSDAQ,보통주
035200,프럼파스트,PLUMB FAST CO. LTD.,KOSDAQ,보통주
334970,프레스티지바이오로직스,Prestige Biologics Co. Ltd.,KOSDAQ,보통주
203690,프로스테믹스,PROSTEMICS CO.LTD.,KOSDAQ,보통주
321260,프로이천,PRO2000,KOSDAQ,보통주
053610,프로텍,PROTEC Co. Ltd.,KOSDAQ,보통주
377220,프롬바이오,From Bio Co. Ltd.,KOSDAQ,보통주
335810,프리시젼바이오,Precision Biosensor Inc.,KOSDAQ,보통주
053160,프리엠스,FreeMs Corporation,KOSDAQ,보통주
367000,플래티어,Plateer Co. Ltd.,KOSDAQ,보통주
075130,플랜티넷,PLANTYNET Co. Ltd.,KOSDAQ,보통주
237820,플레이디,PlayD Co. Ltd.,KOSDAQ,보통주
023770,플레이위드,PLAYWITH Inc.,KOSDAQ,보통주
300080,플리토,FLITTO Inc.,KOSDAQ,보통주
032580,피델릭스,Fidelix Co. Ltd.,KOSDAQ,보통주
051380,피씨디렉트,PC Direct Inc.,KOSDAQ,보통주
241820,피씨엘,PCL. Inc,KOSDAQ,보통주
237750,피앤씨테크,PNC Technologies Co. Ltd.,KOSDAQ,보통주
024850,피에스엠씨,PSMC Co. Ltd,KOSDAQ,보통주
319660,피에스케이,PSK INC.,KOSDAQ,보통주
031980,피에스케이홀딩스,PSK HOLDINGS INC.,KOSDAQ,보통주
002230,피에스텍,PS Tec. Co. Ltd.,KOSDAQ,보통주
057880,피에이치씨,PHC,KOSDAQ,보통주
043370,피에이치에이,PHA,KOSDAQ,보통주
239890,피엔에이치테크,P&H TECH Co. Ltd.,KOSDAQ,보통주
347740,피엔케이피부임상연구센타,P&K Skin Research Center Co.Ltd.,KOSDAQ,보통주
137400,피엔티,People & Technology Inc.,KOSDAQ,보통주
024940,PN풍년,PNPOONGNYUN CO.LTD,KOSDAQ,보통주
128660,피제이메탈,PJ METAL CO. LTD.,KOSDAQ,보통주
006140,피제이전자,PJ ELECTRONICS CO. LTD.,KOSDAQ,보통주
376180,피코그램,Picogram Co.Ltd.,KOSDAQ,보통주
304840,피플바이오,PeopleBio Inc.,KOSDAQ,보통주
062970,피피아이,PPI. INC,KOSDAQ,보통주
087600,픽셀플러스,Pixelplus. Co. Ltd.,KOSDAQ,보통주
161580,필옵틱스,PHILOPTICS CO. LTD.,KOSDAQ,보통주
347770,핌스,PIMS Inc.,KOSDAQ,보통주
163730,핑거,Finger Inc.,KOSDAQ,보통주
332710,하나금융14호스팩,Hana Financial Fourteen Special Purpose Acquisition Company,KOSDAQ,보통주
341160,하나금융15호스팩,Hana Financial Fifteenth Special Purpose Acquisition Company,KOSDAQ,보통주
343510,하나금융16호스팩,Hana Financial Sixteen Special Purpose Acquisition Company,KOSDAQ,보통주
363260,하나금융17호스팩,Hana Financial Seventeen Special Purpose Acquisition Company,KOSDAQ,보통주
388220,하나금융19호스팩,Hana Financial Nineteen Special Purpose Acquisition Company,KOSDAQ,보통주
299030,하나기술,HANA TECHNOLOGY CO.LTD.,KOSDAQ,보통주
067310,하나마이크론,Hana Micron Inc.,KOSDAQ,보통주
372290,하나머스트7호스팩,Hana Must Seven Special Purpose Acquisition Company,KOSDAQ,보통주
166090,하나머티리얼즈,Hana Materials Inc.,KOSDAQ,보통주
136480,하림,HARIM Co. Ltd.,KOSDAQ,보통주
003380,하림지주,Harim Holdings Co. Ltd.,KOSDAQ,보통주
149980,하이로닉,Hironic Co.Ltd,KOSDAQ,보통주
013030,하이록코리아,HY-LOK CORPORATION,KOSDAQ,보통주
126700,하이비젼시스템,HyVISION SYSTEM.INC,KOSDAQ,보통주
106080,하이소닉,HYSONIC Co. Ltd.,KOSDAQ,보통주
340120,하이제5호스팩,HI Special Purpose Acquisition Company V,KOSDAQ,보통주
377400,하이제6호스팩,HI Special Purpose Acquisition Company VI,KOSDAQ,보통주
221840,하이즈항공,HIZEAERO Co.Ltd.,KOSDAQ,보통주
106190,하이텍팜,HIGH TECH PHARM CO. LTD.,KOSDAQ,보통주
066130,하츠,HAATZ Inc.,KOSDAQ,보통주
004590,한국가구,KoreaFurniture,KOSDAQ,보통주
039340,한국경제TV,Korea Business News CO. LTD.,KOSDAQ,보통주
034950,한국기업평가,Korea Ratings Corporation,KOSDAQ,보통주
222980,한국맥널티,Mcnulty Korea Co. Ltd,KOSDAQ,보통주
318000,한국바이오젠,KOREA BIO-GEN Co.Ltd,KOSDAQ,보통주
256840,한국비엔씨,BNC Korea Co Ltd,KOSDAQ,보통주
025550,한국선재,HANKUK STEEL WIRE CO. LTD.,KOSDAQ,보통주
017890,한국알콜,KoreaAlcoholIndustrial,KOSDAQ,보통주
080720,한국유니온제약,UNION KOREA PHARM CO.Ltd,KOSDAQ,보통주
063570,한국전자금융,NICE Total Cash Management Co. Ltd,KOSDAQ,보통주
041460,한국전자인증,Korea Electronic Certification Authority Inc.,KOSDAQ,보통주
101680,한국정밀기계,HNK MACHINE TOOL CO.LTD.,KOSDAQ,보통주
039740,한국정보공학,Korea Information Engineering Services,KOSDAQ,보통주
053300,한국정보인증,KOREA INFORMATION CERTIFICATE AUTHORITY INCORPORATED,KOSDAQ,보통주
025770,한국정보통신,KoreaInformation&Communication,KOSDAQ,보통주
310870,한국제8호스팩,Korea No.8 Special Purpose Acquisition Co. LTD.,KOSDAQ,보통주
368770,한국9호스팩,Korea No.9 Special Purpose Acquisition Co. LTD.,KOSDAQ,보통주
023760,한국캐피탈,Han Kook Capital Co. Ltd.,KOSDAQ,보통주
054040,한국컴퓨터,KOREA COMPUTER INC.,KOSDAQ,보통주
050540,한국코퍼레이션,HANKOOK Corporation Inc.,KOSDAQ,보통주
021650,한국큐빅,CUBIC KOREA INC.,KOSDAQ,보통주
053590,한국테크놀로지,HANKOOK Technology Inc.,KOSDAQ,보통주
032300,한국파마,KOREA PHARMA Co. Ltd.,KOSDAQ,보통주
037230,한국팩키지,HANKUK PACKAGE CO. LTD.,KOSDAQ,보통주
030520,한글과컴퓨터,HANCOM INC.,KOSDAQ,보통주
052600,한네트,HANNET CO. LTD.,KOSDAQ,보통주
256150,한독크린텍,Handok Clean Tech Co. Ltd.,KOSDAQ,보통주
092460,한라IMS,HANLA IMS Co. LTD,KOSDAQ,보통주
047080,한빛소프트,HANBIT SOFT Inc.,KOSDAQ,보통주
070590,한솔인티큐브,Hansol Inticube Co. Ltd.,KOSDAQ,보통주
226440,한송네오텍,HANSONGNEOTECH CO.LTD.,KOSDAQ,보통주
042520,한스바이오메드,HANS BIOMED CORPORATION,KOSDAQ,보통주
078350,한양디지텍,HANYANG DIGITECH CO.LTD.,KOSDAQ,보통주
045100,한양이엔지,HANYANG ENG CO.LTD.,KOSDAQ,보통주
046110,한일네트웍스,HANIL NETWORKS CO. LTD.,KOSDAQ,보통주
024740,한일단조,HanilForgingIndustrial,KOSDAQ,보통주
005860,한일사료,HANIL FEED Co.Ltd,KOSDAQ,보통주
123840,한일진공,HANIL VACUUM CO. LTD.,KOSDAQ,보통주
007770,한일화학,HANIL CHEMICAL IND. CO. LTD,KOSDAQ,보통주
043090,한주케미칼앤홀딩스,Hanju Chemical & Holdings,KOSDAQ,보통주
079170,한창산업,Hanchang Industry Co. Ltd.,KOSDAQ,보통주
086960,한컴MDS,Hancom MDS Inc.,KOSDAQ,보통주
054920,한컴위드,Hancom WITH,KOSDAQ,보통주
002680,한탑,Hantop Inc.,KOSDAQ,보통주
066110,한프,HANP INC,KOSDAQ,보통주
317320,한화에스비아이스팩,Hanwha Sbi Special Purpose Acquisition Co. Ltd.,KOSDAQ,보통주
340440,한화플러스제1호스팩,Hanwha Plus No 1 Special Purpose Acquisition Company,KOSDAQ,보통주
386580,한화플러스제2호스팩,Hanwha Plus No 2 Special Purpose Acquisition Company,KOSDAQ,보통주
034810,해성산업,Haesung Industrial Co. Ltd.,KOSDAQ,보통주
076610,해성옵틱스,Haesung Optics Co.Ltd,KOSDAQ,보통주
059270,해성티피씨,Haisung TPC Co. Ltd.,KOSDAQ,보통주
220180,핸디소프트,HANDYSOFT Inc.,KOSDAQ,보통주
900270,헝셩그룹,HENG SHENG GROUP COMPANY LIMITED,KOSDAQ,보통주
084990,헬릭스미스,Helixmith Co. Ltd,KOSDAQ,보통주
170030,현대공업,HYUNDAI INDUSTRIAL CO.LTD,KOSDAQ,보통주
319400,현대무벡스,HYUNDAI MOVEX,KOSDAQ,보통주
052260,현대바이오랜드,HYUNDAI BIOLAND Co.Ltd.,KOSDAQ,보통주
048410,현대바이오,HYUNDAI BIOSCIENCE CO. LTD.,KOSDAQ,보통주
016790,현대사료,HYUNDAI FEED Inc.,KOSDAQ,보통주
041440,현대에버다임,HYUNDAI EVERDIGM,KOSDAQ,보통주
039010,현대에이치티,HYUNDAI HT,KOSDAQ,보통주
090850,현대이지웰,HYUNDAI EZWEL,KOSDAQ,보통주
092300,현우산업,HYUNWOO INDUSTRIAL CO.LTD,KOSDAQ,보통주
053660,현진소재,HYUNJIN MATERIALS CO. LTD.,KOSDAQ,보통주
138360,협진,Hyupjin,KOSDAQ,보통주
011080,형지I&C,HYUNGJI Innovation and Creative Company Limited,KOSDAQ,보통주
060560,홈센타홀딩스,Home Center Holdings Co.Ltd,KOSDAQ,보통주
064240,홈캐스트,homecast CO. LTD.,KOSDAQ,보통주
039610,화성밸브,HS VALVE CO. LTD,KOSDAQ,보통주
126640,화신정공,HWASHIN PRECISION CO. LTD.,KOSDAQ,보통주
061250,화일약품,HWAIL PHARM. CO. LTD,KOSDAQ,보통주
097870,효성오앤비,Hyosung ONB Co. Ltd,KOSDAQ,보통주
050090,휘닉스소재,PHOENIX MATERIALS CO. LTD.,KOSDAQ,보통주
290270,휴네시온,Hunesion co.ltd,KOSDAQ,보통주
353190,휴럼,Hurum Co. Ltd.,KOSDAQ,보통주
090710,휴림로봇,Hyulim ROBOT Co.Ltd.,KOSDAQ,보통주
205470,휴마시스,HUMASIS CO. LTD.,KOSDAQ,보통주
115160,휴맥스,HUMAX CO. LTD.,KOSDAQ,보통주
028080,휴맥스홀딩스,Humax Holdings Co. Ltd,KOSDAQ,보통주
032860,휴먼엔,Human N,KOSDAQ,보통주
200670,휴메딕스,Humedix Co. Ltd.,KOSDAQ,보통주
065510,휴비츠,Huvitz Co. Ltd.,KOSDAQ,보통주
215090,휴센텍,Hucentech,KOSDAQ,보통주
243070,휴온스,Huons Co. Ltd.,KOSDAQ,보통주
084110,휴온스글로벌,Huons Global Co. Ltd.,KOSDAQ,보통주
263920,휴온스블러썸,Huons Blossom,KOSDAQ,보통주
145020,휴젤,Hugel Inc.,KOSDAQ,보통주
024060,흥구석유,HeunguOil,KOSDAQ,보통주
010240,흥국,HEUNGKUK METALTECH CO.LTD.,KOSDAQ,보통주
189980,흥국에프엔비,HYUNGKUK F&B Co. Ltd,KOSDAQ,보통주
037440,희림,Heerim Architects & Planners,KOSDAQ,보통주
238490,힘스,HIMS CO. LTD.,KOSDAQ,보통주
095570,AJ네트웍스,AJ Networks Co.Ltd.,KOSPI,보통주
006840,AK홀딩스,AK Holdings Inc.,KOSPI,보통주
282330,BGF리테일,BGF Retail,KOSPI,보통주
027410,BGF,BGF,KOSPI,보통주
138930,BNK금융지주,BNK Financial Group Inc.,KOSPI,보통주
001460,BYC,BYC,KOSPI,보통주
001040,CJ,CJ Corp.,KOSPI,보통주
011150,CJ씨푸드,CJSEAFOODCORPORATION,KOSPI,보통주
000590,CS홀딩스,CSHOLDINGS,KOSPI,보통주
012030,DB,DB Inc.,KOSPI,보통주
