2000/03,2000/06,2000/09,2000/12,2001/03,2001/06,2001/09,2001/12,2002/03,2002/06,2002/09,2002/12,2003/03,2003/06,2003/09,2003/12,2004/03,2004/06,2004/09,2004/12,2005/03,2005/06,2005/09,2005/12,2006/03,2006/06,2006/09,2006/12,2007/03,2007/06,2007/09,2007/12,2008/03,2008/06,2008/09,2008/12,2009/03,2009/06,2009/09,2009/12,2010/03,2010/06,2010/09,2010/12,2011/03,2011/06,2011/09,2011/12,2012/03,2012/06,2012/09,2012/12,2013/03,2013/06,2013/09,2013/12,2014/03,2014/06,2014/09,2014/12,2015/03,2015/06,2015/09,2015/12,2016/03,2016/06,2016/09,2016/12,2017/03,2017/06,2017/09,2017/12,2018/03,2018/06,2018/09,2018/12,2019/03,2019/06,2019/09,2019/12,2020/03,2020/06,2020/09,2020/12,2021/03,2021/06,2021/09,2021/12,2022/03,2022/06,2022/09,2022/12,2023/03,2023/06,2023/09,2023/12
6516000,6516000,6516000,6516000,7070000,7070000,7070000,7070000,7847000,7847000,7847000,7847000,8374000,8374000,8374000,8374000,9084000,9084000,9084000,9084000,9574000,9574000,9574000,9574000,10056000,10056000,10056000,10056000,10897000,10897000,10897000,10897000,11542000,11542000,11542000,11542000,12053000,12053000,12053000,12053000,13226000,13226000,13226000,13226000,13889000,13889000,13889000,13889000,14401000,14401000,14401000,14401000,15008000,15008000,15008000,15008000,15629000,15629000,15629000,15629000,16580000,16580000,16580000,16580000,17408000,17408000,17408000,17408000,18357000,18357000,18357000,18357000,18982000,18982000,18982000,18982000,19245000,19245000,19245000,19245000,19407000,19407000,19407000,19407000,20716580,20716580,20716580,20716580,21338077,21338077,21338077,21338077,21807514,21807514,21807514,21807514
