BAS_DD,IDX_CLSS,IDX_NM,ACC_TRDVOL,ACC_TRDVAL,MKTCAP
20120726,KOSDAQ,코스닥 (외국주포함),530856565,1414739799365,99675996429944
20120727,KOSDAQ,코스닥 (외국주포함),544059458,1380204307677,101180446806336
20120728,,,,,
20120729,,,,,
20120730,KOSDAQ,코스닥 (외국주포함),393787688,1089217125243,101369293483678
20120731,KOSDAQ,코스닥 (외국주포함),490959072,1300388014384,101852239454429
20120801,KOSDAQ,코스닥 (외국주포함),371946094,1085839993499,102067167991700
20120802,KOSDAQ,코스닥 (외국주포함),438759099,1204008668073,101735464605615
20120803,KOSDAQ,코스닥 (외국주포함),409761562,1066287205630,101480097140462
20120804,,,,,
20120805,,,,,
20120806,KOSDAQ,코스닥 (외국주포함),438994664,1251539443048,102340487478716
20120807,KOSDAQ,코스닥 (외국주포함),441111059,1297405373099,102818247171509
20120808,KOSDAQ,코스닥 (외국주포함),472648699,1366654873036,102823166308337
20120809,KOSDAQ,코스닥 (외국주포함),586242310,1517684776396,103459666135406
20120810,KOSDAQ,코스닥 (외국주포함),513169583,1558611965844,103767738505922
20120811,,,,,
20120812,,,,,
20120813,KOSDAQ,코스닥 (외국주포함),486194528,1488425164777,104389882434876
20120814,KOSDAQ,코스닥 (외국주포함),521655447,1616068381850,104867110062480
20120815,,,,,
20120816,KOSDAQ,코스닥 (외국주포함),547420737,1771884391511,105869842624617
20120817,KOSDAQ,코스닥 (외국주포함),578869551,1895919650033,106299442386022
20120818,,,,,
20120819,,,,,
20120820,KOSDAQ,코스닥 (외국주포함),549873091,1940380726026,106934079935886
20120821,KOSDAQ,코스닥 (외국주포함),575977025,2050466513125,107292552564873
20120822,KOSDAQ,코스닥 (외국주포함),563387021,2104255173845,107550229150069
20120823,KOSDAQ,코스닥 (외국주포함),623447132,2429810824766,108968337719223
20120824,KOSDAQ,코스닥 (외국주포함),648532518,2350490335525,108704855191159
20120825,,,,,
20120826,,,,,
20120827,KOSDAQ,코스닥 (외국주포함),687432930,2296915526441,107922582689892
20120828,KOSDAQ,코스닥 (외국주포함),679578254,2485998168807,109173290712010
20120829,KOSDAQ,코스닥 (외국주포함),693282711,2669720480791,110555467604898
20120830,KOSDAQ,코스닥 (외국주포함),765304424,2699143609660,110601399976408
20120831,KOSDAQ,코스닥 (외국주포함),696048113,2401229161153,111177029965164
20120901,,,,,
20120902,,,,,
20120903,KOSDAQ,코스닥 (외국주포함),674052967,2540309067379,112054785926703
20120904,KOSDAQ,코스닥 (외국주포함),769362531,2980170842428,110956742891984
20120905,KOSDAQ,코스닥 (외국주포함),632448171,2166202900607,110511022738563
20120906,KOSDAQ,코스닥 (외국주포함),749889311,2342356844642,110834569944782
20120907,KOSDAQ,코스닥 (외국주포함),689628997,2084880070568,111752664011270
20120908,,,,,
20120909,,,,,
20120910,KOSDAQ,코스닥 (외국주포함),728808615,2284871895264,112023884783048
20120911,KOSDAQ,코스닥 (외국주포함),784277770,2499396173188,112502831175794
20120912,KOSDAQ,코스닥 (외국주포함),758312540,2524778675290,113171438110349
20120913,KOSDAQ,코스닥 (외국주포함),920129513,3034362668070,113806208941183
20120914,KOSDAQ,코스닥 (외국주포함),885341057,3209357015656,113519442918133
20120915,,,,,
20120916,,,,,
20120917,KOSDAQ,코스닥 (외국주포함),797518016,2547102408359,113385457117176
20120918,KOSDAQ,코스닥 (외국주포함),786517973,2809534332756,114327702745626
20120919,KOSDAQ,코스닥 (외국주포함),797107313,2982620100223,115331467441565
20120920,KOSDAQ,코스닥 (외국주포함),797363668,3010462342998,115336366650333
20120921,KOSDAQ,코스닥 (외국주포함),927387972,3405280690464,116084162667154
20120922,,,,,
20120923,,,,,
20120924,KOSDAQ,코스닥 (외국주포함),718128241,3056028179266,116269013671730
20120925,KOSDAQ,코스닥 (외국주포함),935680272,3229079599243,114293731328295
20120926,KOSDAQ,코스닥 (외국주포함),601260776,2342431102129,113820239968702
20120927,KOSDAQ,코스닥 (외국주포함),576991127,2503376670178,113357715546082
20120928,KOSDAQ,코스닥 (외국주포함),504076607,2064403553717,114800998198033
20120929,,,,,
20120930,,,,,
20121001,,,,,
20121002,KOSDAQ,코스닥 (외국주포함),508957068,2207661409847,115620753703563
20121003,,,,,
20121004,KOSDAQ,코스닥 (외국주포함),619393036,2649687393828,116449752731231
20121005,KOSDAQ,코스닥 (외국주포함),598764437,2800918745844,117433462609303
20121006,,,,,
20121007,,,,,
20121008,KOSDAQ,코스닥 (외국주포함),562107801,3009449524442,117925516179566
20121009,KOSDAQ,코스닥 (외국주포함),680091227,2921704471700,118551697152211
20121010,KOSDAQ,코스닥 (외국주포함),723624266,2978888308585,117188308100111
20121011,KOSDAQ,코스닥 (외국주포함),646338778,2797170337774,117419833846523
20121012,KOSDAQ,코스닥 (외국주포함),597100606,2709736469003,118599526179876
20121013,,,,,
20121014,,,,,
20121015,KOSDAQ,코스닥 (외국주포함),826691883,3704333803298,116310833818316
20121016,KOSDAQ,코스닥 (외국주포함),677547847,3033018279107,116519996535971
20121017,KOSDAQ,코스닥 (외국주포함),593636702,2689922854721,116078680536199
20121018,KOSDAQ,코스닥 (외국주포함),583249920,2785802399184,113009385157497
20121019,KOSDAQ,코스닥 (외국주포함),491807375,2321127183503,114027765673709
20121020,,,,,
20121021,,,,,
20121022,KOSDAQ,코스닥 (외국주포함),497108900,2063321446201,114963277119172
20121023,KOSDAQ,코스닥 (외국주포함),563712813,2288987561205,115198862536781
20121024,KOSDAQ,코스닥 (외국주포함),513515618,2120010079645,115249248183674
20121025,KOSDAQ,코스닥 (외국주포함),536651099,2210112333555,113963237543666
20121026,KOSDAQ,코스닥 (외국주포함),474032918,2005184933066,111192646920769
20121027,,,,,
20121028,,,,,
20121029,KOSDAQ,코스닥 (외국주포함),470850712,1880640781346,108860343199674
20121030,KOSDAQ,코스닥 (외국주포함),482422793,1656612904217,110505499902004
20121031,KOSDAQ,코스닥 (외국주포함),465182898,1763721892419,111850736910552
20121101,KOSDAQ,코스닥 (외국주포함),404965142,1829980922941,111211894257990
20121102,KOSDAQ,코스닥 (외국주포함),444738005,1775627455911,112230407723244
20121103,,,,,
20121104,,,,,
20121105,KOSDAQ,코스닥 (외국주포함),389044098,1731104869040,112658724155732
20121106,KOSDAQ,코스닥 (외국주포함),463702976,2138402630907,113406589211032
20121107,KOSDAQ,코스닥 (외국주포함),460762257,1859109379108,113621437476308
20121108,KOSDAQ,코스닥 (외국주포함),463985047,1808794092551,113756683951440
20121109,KOSDAQ,코스닥 (외국주포함),414579185,1676433428032,114016493112693
20121110,,,,,
20121111,,,,,
20121112,KOSDAQ,코스닥 (외국주포함),417032192,1909641416792,114417156613247
20121113,KOSDAQ,코스닥 (외국주포함),489554957,2120895093696,112773906042834
20121114,KOSDAQ,코스닥 (외국주포함),477077740,2229607935340,110460239169229
20121115,KOSDAQ,코스닥 (외국주포함),472774672,1957626977124,108450349884446
20121116,KOSDAQ,코스닥 (외국주포함),476763680,2262074287313,106096054031695
20121117,,,,,
20121118,,,,,
20121119,KOSDAQ,코스닥 (외국주포함),397806559,1639404531734,108348566301878
20121120,KOSDAQ,코스닥 (외국주포함),436881685,1927336618794,109137398032793
20121121,KOSDAQ,코스닥 (외국주포함),411309176,1795379425354,108139800214973
20121122,KOSDAQ,코스닥 (외국주포함),474458357,1785906729222,109267345906471
20121123,KOSDAQ,코스닥 (외국주포함),415395409,1740372282998,109706229634476
20121124,,,,,
20121125,,,,,
20121126,KOSDAQ,코스닥 (외국주포함),507915949,1798466352485,109171705816627
20121127,KOSDAQ,코스닥 (외국주포함),515781575,2195466225828,108660410343429
20121128,KOSDAQ,코스닥 (외국주포함),439005373,1727396410233,108313293635851
20121129,KOSDAQ,코스닥 (외국주포함),450374493,1812710325379,108801740708100
20121130,KOSDAQ,코스닥 (외국주포함),368975909,1700394447877,109340283857143
20121201,,,,,
20121202,,,,,
20121203,KOSDAQ,코스닥 (외국주포함),350223719,1625757555135,109276196719105
20121204,KOSDAQ,코스닥 (외국주포함),353742839,1667753000075,110078774425014
20121205,KOSDAQ,코스닥 (외국주포함),430561815,2142954807748,108806378454070
20121206,KOSDAQ,코스닥 (외국주포함),361832649,2019835106125,106953570184876
20121207,KOSDAQ,코스닥 (외국주포함),365740192,1967088262652,107343464588347
20121208,,,,,
20121209,,,,,
20121210,KOSDAQ,코스닥 (외국주포함),302286681,1469560318097,107435933235225
20121211,KOSDAQ,코스닥 (외국주포함),349941844,1615158272748,105788536282794
20121212,KOSDAQ,코스닥 (외국주포함),329806152,1472581397488,106617213163297
20121213,KOSDAQ,코스닥 (외국주포함),289316690,1341534081093,107676845771415
20121214,KOSDAQ,코스닥 (외국주포함),337429629,1431401196923,107998703831925
20121215,,,,,
20121216,,,,,
20121217,KOSDAQ,코스닥 (외국주포함),315004676,1373719532295,106839225813353
20121218,KOSDAQ,코스닥 (외국주포함),325265789,1477869622469,106367208420413
20121219,,,,,
20121220,KOSDAQ,코스닥 (외국주포함),342515001,1510622328365,105465791400604
20121221,KOSDAQ,코스닥 (외국주포함),333417962,1517900728248,105774369889063
20121222,,,,,
20121223,,,,,
20121224,KOSDAQ,코스닥 (외국주포함),297319282,1484343113282,107069114713290
20121225,,,,,
20121226,KOSDAQ,코스닥 (외국주포함),327756902,1484459896823,106908585970761
20121227,KOSDAQ,코스닥 (외국주포함),355609647,1667867237144,108180364997459
20121228,KOSDAQ,코스닥 (외국주포함),329013292,1508580279471,109121943099972
20121229,,,,,
20121230,,,,,
20121231,,,,,
20130101,,,,,
20130102,KOSDAQ,코스닥 (외국주포함),342534320,1515103323536,110301958686225
20130103,KOSDAQ,코스닥 (외국주포함),388426728,1748943998713,109764974339037
20130104,KOSDAQ,코스닥 (외국주포함),399804172,1893302164294,111030155652028
20130105,,,,,
20130106,,,,,
20130107,KOSDAQ,코스닥 (외국주포함),416030805,1827428266735,111882578869805
20130108,KOSDAQ,코스닥 (외국주포함),431557601,1765106301866,111987112259284
20130109,KOSDAQ,코스닥 (외국주포함),501716652,1881011291098,112631862340015
20130110,KOSDAQ,코스닥 (외국주포함),432196407,1826283646617,113211204213842
20130111,KOSDAQ,코스닥 (외국주포함),441080664,2075626871463,113410663705466
20130112,,,,,
20130113,,,,,
20130114,KOSDAQ,코스닥 (외국주포함),443514919,1832744344463,112958090543006
20130115,KOSDAQ,코스닥 (외국주포함),496289285,1875119480414,111771731526940
20130116,KOSDAQ,코스닥 (외국주포함),483412106,1980874725127,111490951363582
20130117,KOSDAQ,코스닥 (외국주포함),525179220,2066067973566,111211262838000
20130118,KOSDAQ,코스닥 (외국주포함),477339923,1698936540843,112573545511146
20130119,,,,,
20130120,,,,,
20130121,KOSDAQ,코스닥 (외국주포함),514708333,1750803784989,113108904895809
20130122,KOSDAQ,코스닥 (외국주포함),541597947,1972290554476,113534798991142
20130123,KOSDAQ,코스닥 (외국주포함),569737850,2091837110021,112823015244320
20130124,KOSDAQ,코스닥 (외국주포함),547315887,1911248112588,111803782562984
20130125,KOSDAQ,코스닥 (외국주포함),551145513,1851119297422,111463058895958
20130126,,,,,
20130127,,,,,
20130128,KOSDAQ,코스닥 (외국주포함),471655223,1525701268608,110885166579271
20130129,KOSDAQ,코스닥 (외국주포함),566850120,1664068517844,111191276755506
20130130,KOSDAQ,코스닥 (외국주포함),468220775,1789543977688,110895778790802
20130131,KOSDAQ,코스닥 (외국주포함),381675018,1569732877546,111086477814784
20130201,KOSDAQ,코스닥 (외국주포함),479257130,1705433241834,111011198403234
20130202,,,,,
20130203,,,,,
20130204,KOSDAQ,코스닥 (외국주포함),458129859,1609552066742,110535079297179
20130205,KOSDAQ,코스닥 (외국주포함),487132539,1604305708765,109992087620365
20130206,KOSDAQ,코스닥 (외국주포함),423870510,1552207441084,110972694183432
20130207,KOSDAQ,코스닥 (외국주포함),426034163,1645212273300,111060683293847
20130208,KOSDAQ,코스닥 (외국주포함),337974663,1429921888461,111778602912039
20130209,,,,,
20130210,,,,,
20130211,,,,,
20130212,KOSDAQ,코스닥 (외국주포함),427694331,1488863820263,111531969335986
20130213,KOSDAQ,코스닥 (외국주포함),435230444,1689859268195,112784619244116
20130214,KOSDAQ,코스닥 (외국주포함),433338025,1763784020080,113784608605853
20130215,KOSDAQ,코스닥 (외국주포함),438339178,1915429619101,114238121636466
20130216,,,,,
20130217,,,,,
20130218,KOSDAQ,코스닥 (외국주포함),477324472,1904237770548,115111175894680
20130219,KOSDAQ,코스닥 (외국주포함),480404933,2211885961587,116136845395888
20130220,KOSDAQ,코스닥 (외국주포함),481084364,2194672817260,116847521320763
20130221,KOSDAQ,코스닥 (외국주포함),511007517,2238268801140,116558556349688
20130222,KOSDAQ,코스닥 (외국주포함),513979836,2219407965509,117432707051132
20130223,,,,,
20130224,,,,,
20130225,KOSDAQ,코스닥 (외국주포함),455465476,2101436827026,117196531930368
20130226,KOSDAQ,코스닥 (외국주포함),435553592,1944946280876,117481186822627
20130227,KOSDAQ,코스닥 (외국주포함),463933500,2138235551777,118522095589852
20130228,KOSDAQ,코스닥 (외국주포함),407868237,2129089096277,119140364532028
20130301,,,,,
20130302,,,,,
20130303,,,,,
20130304,KOSDAQ,코스닥 (외국주포함),372090428,1814883177564,119455507955847
20130305,KOSDAQ,코스닥 (외국주포함),455089037,2419613133626,121044772057660
20130306,KOSDAQ,코스닥 (외국주포함),486272374,2368132771107,121126890781473
20130307,KOSDAQ,코스닥 (외국주포함),509641988,2277866943506,120513062125751
20130308,KOSDAQ,코스닥 (외국주포함),490092507,2133052657511,120913990871266
20130309,,,,,
20130310,,,,,
20130311,KOSDAQ,코스닥 (외국주포함),521335738,2461808340356,120319271966222
20130312,KOSDAQ,코스닥 (외국주포함),562435964,2511236218300,121081130511940
20130313,KOSDAQ,코스닥 (외국주포함),541570335,2625019624215,122388488428158
20130314,KOSDAQ,코스닥 (외국주포함),596481369,2552602170650,123273610618180
20130315,KOSDAQ,코스닥 (외국주포함),569681666,2653867686300,123564020829600
20130316,,,,,
20130317,,,,,
20130318,KOSDAQ,코스닥 (외국주포함),508038304,2316861728150,120494269197642
20130319,KOSDAQ,코스닥 (외국주포함),493308307,1965057439530,122488548257815
20130320,KOSDAQ,코스닥 (외국주포함),487969594,2217204999578,121724847801439
20130321,KOSDAQ,코스닥 (외국주포함),463024714,1981695223333,121514537992911
20130322,KOSDAQ,코스닥 (외국주포함),410613985,1968276974202,123116340454496
20130323,,,,,
20130324,,,,,
20130325,KOSDAQ,코스닥 (외국주포함),384026475,1843834507479,122836307769308
20130326,KOSDAQ,코스닥 (외국주포함),384639085,1948085668663,122920014052292
20130327,KOSDAQ,코스닥 (외국주포함),443319016,2070495750693,122659767622917
20130328,KOSDAQ,코스닥 (외국주포함),407422934,1877149987950,123537571806713
20130329,KOSDAQ,코스닥 (외국주포함),404853147,2089856548640,124020587600936
20130330,,,,,
20130331,,,,,
20130401,KOSDAQ,코스닥 (외국주포함),401828350,1889787821079,123808531274745
20130402,KOSDAQ,코스닥 (외국주포함),503317081,2372390795837,123545583208574
20130403,KOSDAQ,코스닥 (외국주포함),501516857,2426003936007,124727364942628
20130404,KOSDAQ,코스닥 (외국주포함),560204751,2823452607921,124124104831224
20130405,KOSDAQ,코스닥 (외국주포함),440558446,2425557833414,122387758967786
20130406,,,,,
20130407,,,,,
20130408,KOSDAQ,코스닥 (외국주포함),459550706,2352313577590,118098161236530
20130409,KOSDAQ,코스닥 (외국주포함),494093212,2298636322592,117986081849927
20130410,KOSDAQ,코스닥 (외국주포함),395903714,1805037995204,119484210043373
20130411,KOSDAQ,코스닥 (외국주포함),440509637,2150864670535,121603370061008
20130412,KOSDAQ,코스닥 (외국주포함),448862773,2375489967185,122252535010515
20130413,,,,,
20130414,,,,,
20130415,KOSDAQ,코스닥 (외국주포함),417343033,2311377738416,123428587201816
20130416,KOSDAQ,코스닥 (외국주포함),437505172,2848972581646,124548805727281
20130417,KOSDAQ,코스닥 (외국주포함),467392450,3233940610489,124515100174587
20130418,KOSDAQ,코스닥 (외국주포함),416509706,2491958239140,122958523370965
20130419,KOSDAQ,코스닥 (외국주포함),448176424,2678179039496,121290549005497
20130420,,,,,
20130421,,,,,
20130422,KOSDAQ,코스닥 (외국주포함),434456060,2600927459721,122589583079288
20130423,KOSDAQ,코스닥 (외국주포함),451233139,2509478703210,124235913734380
20130424,KOSDAQ,코스닥 (외국주포함),475203362,2716993002200,126377562011764
20130425,KOSDAQ,코스닥 (외국주포함),546571667,2958171872797,125251961292540
20130426,KOSDAQ,코스닥 (외국주포함),489817494,2531890328212,126629122527335
20130427,,,,,
20130428,,,,,
20130429,KOSDAQ,코스닥 (외국주포함),442123099,2428630759170,127311370555099
20130430,KOSDAQ,코스닥 (외국주포함),505696282,2703601497689,126416356586148
20130501,,,,,
20130502,KOSDAQ,코스닥 (외국주포함),454128090,2316814367939,125649713179488
20130503,KOSDAQ,코스닥 (외국주포함),479887863,2262916041798,126795402583397
20130504,,,,,
20130505,,,,,
20130506,KOSDAQ,코스닥 (외국주포함),462952455,2084575175403,127255752123067
20130507,KOSDAQ,코스닥 (외국주포함),475869943,2321189324879,128769285850802
20130508,KOSDAQ,코스닥 (외국주포함),466321925,2397655173267,129575604432058
20130509,KOSDAQ,코스닥 (외국주포함),470604392,2472651937618,128854530260208
20130510,KOSDAQ,코스닥 (외국주포함),445328548,2338600119910,128139133610730
20130511,,,,,
20130512,,,,,
20130513,KOSDAQ,코스닥 (외국주포함),450089467,2264902842463,127303684092964
20130514,KOSDAQ,코스닥 (외국주포함),543624133,2810707872108,126502360119020
20130515,KOSDAQ,코스닥 (외국주포함),432745732,2107628683531,127721973505691
20130516,KOSDAQ,코스닥 (외국주포함),456864329,2384617228388,127811278983275
20130517,,,,,
20130518,,,,,
20130519,,,,,
20130520,KOSDAQ,코스닥 (외국주포함),377811376,1925498901624,128107398459042
20130521,KOSDAQ,코스닥 (외국주포함),383528447,2103088478007,129490645737488
20130522,KOSDAQ,코스닥 (외국주포함),450320999,2280396318742,129847044867958
20130523,KOSDAQ,코스닥 (외국주포함),503895625,2489740808281,128737563473821
20130524,KOSDAQ,코스닥 (외국주포함),449877339,2145996175603,129814633881684
20130525,,,,,
20130526,,,,,
20130527,KOSDAQ,코스닥 (외국주포함),409440873,2031709152703,130604346053756
20130528,KOSDAQ,코스닥 (외국주포함),504961046,2495996528504,132445635606571
20130529,KOSDAQ,코스닥 (외국주포함),480766392,2220636406740,132456754923078
20130530,KOSDAQ,코스닥 (외국주포함),455452721,2262927566392,131705951236177
20130531,KOSDAQ,코스닥 (외국주포함),487624584,2413935790744,131059926239337
20130601,,,,,
20130602,,,,,
20130603,KOSDAQ,코스닥 (외국주포함),410528423,1938382408411,129145696014740
20130604,KOSDAQ,코스닥 (외국주포함),539188556,2246040113581,127301864800270
20130605,KOSDAQ,코스닥 (외국주포함),463804452,1884851401906,124417727623212
20130606,,,,,
20130607,KOSDAQ,코스닥 (외국주포함),445954650,2228915077912,121402454201710
20130608,,,,,
20130609,,,,,
20130610,KOSDAQ,코스닥 (외국주포함),546085503,1740065581471,123968066496930
20130611,KOSDAQ,코스닥 (외국주포함),743225956,2109303416718,124171168472014
20130612,KOSDAQ,코스닥 (외국주포함),471016487,1730229678812,123820766050464
20130613,KOSDAQ,코스닥 (외국주포함),558006020,1672464168981,122431049921124
20130614,KOSDAQ,코스닥 (외국주포함),486145696,1510811779463,121331538868217
20130615,,,,,
20130616,,,,,
20130617,KOSDAQ,코스닥 (외국주포함),427795061,1626851156890,118700078367828
20130618,KOSDAQ,코스닥 (외국주포함),394417257,1491149241241,120982071454522
20130619,KOSDAQ,코스닥 (외국주포함),396653652,1435388189092,120335950824631
20130620,KOSDAQ,코스닥 (외국주포함),445114132,1543055208207,119029381067423
20130621,KOSDAQ,코스닥 (외국주포함),418344661,1499040221343,117982312989982
20130622,,,,,
20130623,,,,,
20130624,KOSDAQ,코스닥 (외국주포함),379863032,1326516839518,115205694749521
20130625,KOSDAQ,코스닥 (외국주포함),539034823,2156165666944,109002120585331
20130626,KOSDAQ,코스닥 (외국주포함),382778129,1647149158340,111773908373775
20130627,KOSDAQ,코스닥 (외국주포함),404480956,1652002932002,116128441574394
20130628,KOSDAQ,코스닥 (외국주포함),373687487,1578646172852,117660788818632
20130629,,,,,
20130630,,,,,
20130701,KOSDAQ,코스닥 (외국주포함),323104071,1290657912918,119634539068029
20130702,KOSDAQ,코스닥 (외국주포함),345249032,1777058757206,119463030601634
20130703,KOSDAQ,코스닥 (외국주포함),383105605,1591133655899,118181373077836
20130704,KOSDAQ,코스닥 (외국주포함),384123154,1654345246247,119055104276828
20130705,KOSDAQ,코스닥 (외국주포함),422875836,1642728614994,119173142706432
20130706,,,,,
20130707,,,,,
20130708,KOSDAQ,코스닥 (외국주포함),330969168,1397457398564,117171350888481
20130709,KOSDAQ,코스닥 (외국주포함),425635179,1517420493769,117975123904203
20130710,KOSDAQ,코스닥 (외국주포함),422809827,1544600589547,117172754728137
20130711,KOSDAQ,코스닥 (외국주포함),368638295,1502437762486,119825859771656
20130712,KOSDAQ,코스닥 (외국주포함),398831560,1507793971702,121004001391924
20130713,,,,,
20130714,,,,,
20130715,KOSDAQ,코스닥 (외국주포함),367031558,1638797293931,120808547928169
20130716,KOSDAQ,코스닥 (외국주포함),339848525,1822653173091,122220651415729
20130717,KOSDAQ,코스닥 (외국주포함),326257833,1910172015449,123340585513808
20130718,KOSDAQ,코스닥 (외국주포함),327813737,1665536813786,123318896804603
20130719,KOSDAQ,코스닥 (외국주포함),316478923,1659889983667,122820558121025
20130720,,,,,
20130721,,,,,
20130722,KOSDAQ,코스닥 (외국주포함),326042447,1559312345242,122699358550490
20130723,KOSDAQ,코스닥 (외국주포함),307929087,1550355501146,122847040459257
20130724,KOSDAQ,코스닥 (외국주포함),358248239,1667937582582,123454320972303
20130725,KOSDAQ,코스닥 (외국주포함),369444932,1719015821314,123086549352812
20130726,KOSDAQ,코스닥 (외국주포함),326520735,1555229626359,123849971871442
20130727,,,,,
20130728,,,,,
20130729,KOSDAQ,코스닥 (외국주포함),347424933,1617740873911,122846501313732
20130730,KOSDAQ,코스닥 (외국주포함),366014262,1835291776741,124082817464411
20130731,KOSDAQ,코스닥 (외국주포함),354847096,2058877776083,127786590406291
20130801,KOSDAQ,코스닥 (외국주포함),328012936,2276659708088,126789834269602
20130802,KOSDAQ,코스닥 (외국주포함),336337704,2106549329902,127371112483094
20130803,,,,,
20130804,,,,,
20130805,KOSDAQ,코스닥 (외국주포함),342530942,1960776720135,128465638870705
20130806,KOSDAQ,코스닥 (외국주포함),347130051,2274832775179,128656085044810
20130807,KOSDAQ,코스닥 (외국주포함),352895695,2034915704639,128046705664529
20130808,KOSDAQ,코스닥 (외국주포함),341178835,1909275826712,128211034224008
20130809,KOSDAQ,코스닥 (외국주포함),349814672,1749677348198,128137957480421
20130810,,,,,
20130811,,,,,
20130812,KOSDAQ,코스닥 (외국주포함),376523368,1872837358045,127637435484961
20130813,KOSDAQ,코스닥 (외국주포함),459778401,1964059034491,127783250394044
20130814,KOSDAQ,코스닥 (외국주포함),419740482,1881629213951,127806751446893
20130815,,,,,
20130816,KOSDAQ,코스닥 (외국주포함),397044402,1634228672958,127341777620428
20130817,,,,,
20130818,,,,,
20130819,KOSDAQ,코스닥 (외국주포함),396154385,1772904625691,127740253325634
20130820,KOSDAQ,코스닥 (외국주포함),516316741,2130172806532,124792644539320
20130821,KOSDAQ,코스닥 (외국주포함),503870130,2035887414671,123186279309632
20130822,KOSDAQ,코스닥 (외국주포함),461318562,1856094489127,120273276597853
20130823,KOSDAQ,코스닥 (외국주포함),321632924,1469246607100,122906844656096
20130824,,,,,
20130825,,,,,
20130826,KOSDAQ,코스닥 (외국주포함),332483471,1462161452872,123954664287325
20130827,KOSDAQ,코스닥 (외국주포함),384921800,1804620098497,121852380067190
20130828,KOSDAQ,코스닥 (외국주포함),387618979,2283301940338,120265634949464
20130829,KOSDAQ,코스닥 (외국주포함),301612508,1622813337983,120908794212814
20130830,KOSDAQ,코스닥 (외국주포함),399573373,1964006994575,120078791740251
20130831,,,,,
20130901,,,,,
20130902,KOSDAQ,코스닥 (외국주포함),315982155,1636508662281,122018069655932
20130903,KOSDAQ,코스닥 (외국주포함),343816776,1637613314444,122179424905362
20130904,KOSDAQ,코스닥 (외국주포함),348328931,1535490560037,122210280581443
20130905,KOSDAQ,코스닥 (외국주포함),351632832,1475304796880,122642080476101
20130906,KOSDAQ,코스닥 (외국주포함),457621977,1667234249414,121686390167923
20130907,,,,,
20130908,,,,,
20130909,KOSDAQ,코스닥 (외국주포함),469202673,1530593944549,121092044611218
20130910,KOSDAQ,코스닥 (외국주포함),317323093,1682479719969,121567986077654
20130911,KOSDAQ,코스닥 (외국주포함),278279333,1615596489207,122991086643038
20130912,KOSDAQ,코스닥 (외국주포함),290178302,1800756183253,123295199670598
20130913,KOSDAQ,코스닥 (외국주포함),247186609,1464173084190,123585131535791
20130914,,,,,
20130915,,,,,
20130916,KOSDAQ,코스닥 (외국주포함),245490871,1712063237399,122527201439851
20130917,KOSDAQ,코스닥 (외국주포함),221753735,1225823353392,122733686501406
20130918,,,,,
20130919,,,,,
20130920,,,,,
20130921,,,,,
20130922,,,,,
20130923,KOSDAQ,코스닥 (외국주포함),258522686,1481781553937,122731675230304
20130924,KOSDAQ,코스닥 (외국주포함),304123403,1706983635871,122875932675406
20130925,KOSDAQ,코스닥 (외국주포함),284316995,1589795609700,122756117887115
20130926,KOSDAQ,코스닥 (외국주포함),268922829,1658285434947,124048606663221
20130927,KOSDAQ,코스닥 (외국주포함),293662417,1640165187788,125149255523962
20130928,,,,,
20130929,,,,,
20130930,KOSDAQ,코스닥 (외국주포함),297046167,1623810288692,124573000223915
20131001,KOSDAQ,코스닥 (외국주포함),352732839,1787962853259,123513008109324
20131002,KOSDAQ,코스닥 (외국주포함),288868711,1685600943176,123934778372101
20131003,,,,,
20131004,KOSDAQ,코스닥 (외국주포함),287145050,1693693996457,123932234563700
20131005,,,,,
20131006,,,,,
20131007,KOSDAQ,코스닥 (외국주포함),300741567,1595932946391,123134125569349
20131008,KOSDAQ,코스닥 (외국주포함),315893337,1737711802257,123334209140244
20131009,,,,,
20131010,KOSDAQ,코스닥 (외국주포함),304389954,1586861649298,123386609595637
20131011,KOSDAQ,코스닥 (외국주포함),318024127,1690996991537,124260813917017
20131012,,,,,
20131013,,,,,
20131014,KOSDAQ,코스닥 (외국주포함),352082830,1826700081894,124073079410155
20131015,KOSDAQ,코스닥 (외국주포함),363013458,1888626273195,124423431322465
20131016,KOSDAQ,코스닥 (외국주포함),411635859,2137932171670,122751082775204
20131017,KOSDAQ,코스닥 (외국주포함),347536058,1840972722080,121826611187228
20131018,KOSDAQ,코스닥 (외국주포함),294288821,1591063749115,122843829873541
20131019,,,,,
20131020,,,,,
20131021,KOSDAQ,코스닥 (외국주포함),286346978,1567887676872,123688715555738
20131022,KOSDAQ,코스닥 (외국주포함),310883802,1512712507863,124391708171953
20131023,KOSDAQ,코스닥 (외국주포함),338964784,1631554975919,122899746593908
20131024,KOSDAQ,코스닥 (외국주포함),323134927,1550048091043,124198780989721
20131025,KOSDAQ,코스닥 (외국주포함),333907617,1643779811628,124916155508000
20131026,,,,,
20131027,,,,,
20131028,KOSDAQ,코스닥 (외국주포함),331982373,1544894665048,125155330501098
20131029,KOSDAQ,코스닥 (외국주포함),328172498,1596423945269,125050241354446
20131030,KOSDAQ,코스닥 (외국주포함),347653562,1655734740741,125923113575332
20131031,KOSDAQ,코스닥 (외국주포함),313107919,1704630902318,125207153010520
20131101,KOSDAQ,코스닥 (외국주포함),366453622,1751719075368,125752411798594
20131102,,,,,
20131103,,,,,
