2000/12/31,2001/12/31,2002/12/31,2003/12/31,2004/12/31,2005/12/31,2006/12/31,2007/12/31,2008/12/31,2009/12/31,2010/12/31,2011/12/31,2012/12/31,2013/12/31,2014/12/31,2015/12/31,2016/12/31,2017/12/31,2018/12/31,2019/12/31,2020/12/31,2021/12/31,2022/12/31,2023/12/31
6516000,7070000,7847000,8374000,9084000,9574000,10056000,10897000,11542000,12053000,13226000,13889000,14401000,15008000,15629000,16580000,17408000,18357000,18982000,19245000,19407000,20716580,21338077, 21807514
