BAS_DD,ACC_TRDVOL,ACC_TRDVAL,MKTCAP
2013/05/30,891139372.0,7376417326213.0,1295468610105475.0
2013/05/31,885130139.0,7777862296441.0,1295277963630670.0
2013/06/01,,,
2013/06/02,,,
2013/06/03,744032166.0,5616085934065.0,1286130235670232.0
2013/06/04,874088406.0,6230044394171.0,1283706164131859.0
2013/06/05,804305181.0,6426597950431.0,1263812402532613.0
2013/06/06,,,
2013/06/07,787074940.0,7732331336188.0,1238973833134104.0
2013/06/08,,,
2013/06/09,,,
2013/06/10,817817871.0,5507816903282.0,1246804511198382.0
2013/06/11,1031385892.0,6547377755649.0,1239618620221559.0
2013/06/12,724398292.0,5166063989445.0,1233494374296186.0
2013/06/13,864437039.0,6762762987231.0,1216473770842704.0
2013/06/14,765426842.0,5041922620188.0,1219002683754812.0
2013/06/15,,,
2013/06/16,,,
2013/06/17,692243967.0,4896739992973.0,1212784247012930.0
2013/06/18,673007062.0,4922774603451.0,1225285742082978.0
2013/06/19,676405049.0,4755759535939.0,1217620468855654.0
2013/06/20,800876019.0,5946209604791.0,1194126668855683.0
2013/06/21,708803471.0,6515420333790.0,1177225402075503.0
2013/06/22,,,
2013/06/23,,,
2013/06/24,600799585.0,4496645012900.0,1160973450416015.0
2013/06/25,871275316.0,6619094124283.0,1143844636094908.0
2013/06/26,679713742.0,5938687274687.0,1148786803178678.0
2013/06/27,690741969.0,5841198109450.0,1183659340082964.0
2013/06/28,624773372.0,6043622331788.0,1201877102771282.0
2013/06/29,,,
2013/06/30,,,
2013/07/01,543979309.0,4328516772578.0,1199389579633015.0
2013/07/02,828405611.0,5672873730993.0,1198263406019483.0
2013/07/03,788902415.0,5364925248853.0,1179401425648160.0
2013/07/04,697138858.0,4812281614587.0,1188385253273510.0
2013/07/05,708511684.0,5421333560320.0,1184784747662952.0
2013/07/06,,,
2013/07/07,,,
2013/07/08,634550240.0,4983954926168.0,1173127092461862.0
2013/07/09,683535728.0,4686683268621.0,1181774852700430.0
2013/07/10,690711857.0,4828677525739.0,1177445130842805.0
2013/07/11,700103948.0,5502394548265.0,1211516643413647.0
2013/07/12,664817434.0,4998645661923.0,1208520260554231.0
2013/07/13,,,
2013/07/14,,,
2013/07/15,697059819.0,4826202990293.0,1211496208668696.0
2013/07/16,643178442.0,4821169055843.0,1208032770762458.0
2013/07/17,709174704.0,5932638605910.0,1221284373260473.0
2013/07/18,708105679.0,5186099390293.0,1215548754698676.0
2013/07/19,636098538.0,5293277252698.0,1212260848595028.0
2013/07/20,,,
2013/07/21,,,
2013/07/22,682986327.0,5211280181269.0,1217110848178168.0
2013/07/23,660330643.0,5897981780755.0,1231109964569516.0
2013/07/24,680398686.0,5214389366337.0,1236487757075597.0
2013/07/25,681441640.0,5620956046256.0,1234867976388896.0
2013/07/26,646678420.0,5420279564923.0,1236035916139024.0
2013/07/27,,,
2013/07/28,,,
2013/07/29,685010533.0,5868793079921.0,1228671807519060.0
2013/07/30,732895351.0,5433086811209.0,1240045311115447.0
2013/07/31,738988846.0,6141017998558.0,1242357479869037.0
2013/08/01,664074224.0,5913968971199.0,1245134539852050.0
2013/08/02,634489258.0,6147513448837.0,1247673559789193.0
2013/08/03,,,
2013/08/04,,,
2013/08/05,576516126.0,4722664737908.0,1244794867513053.0
2013/08/06,641778799.0,5770150357915.0,1239423812382984.0
2013/08/07,665326981.0,5599764776204.0,1222233342759828.0
2013/08/08,679346681.0,5595124980162.0,1225809704006284.0
2013/08/09,633289576.0,5290562426981.0,1224096686261937.0
2013/08/10,,,
2013/08/11,,,
2013/08/12,674035631.0,4973341894914.0,1225761712070197.0
2013/08/13,822382635.0,6072464191436.0,1242944774274718.0
2013/08/14,783065971.0,5994340422788.0,1249815806498058.0
2013/08/15,,,
2013/08/16,745546018.0,5407169193555.0,1247899819456208.0
2013/08/17,,,
2013/08/18,,,
2013/08/19,698277129.0,5118504760615.0,1246524830165385.0
2013/08/20,866667704.0,6392273454190.0,1226540756317638.0
2013/08/21,915105749.0,6347828355063.0,1212978252114876.0
2013/08/22,887265989.0,6140188173243.0,1199557028894858.0
2013/08/23,696595832.0,5370882857976.0,1214284086759379.0
2013/08/24,,,
2013/08/25,,,
2013/08/26,648778861.0,4766377815819.0,1225659919334675.0
2013/08/27,794185138.0,5576174389752.0,1222424766756040.0
2013/08/28,765912639.0,5725247575214.0,1219883872015983.0
2013/08/29,603308417.0,6417370515792.0,1237548749994868.0
2013/08/30,700504223.0,7070309063953.0,1248264859580569.0
2013/08/31,,,
2013/09/01,,,
2013/09/02,559971137.0,5113501270579.0,1248915068342486.0
2013/09/03,643876639.0,5716167385305.0,1253780847417066.0
2013/09/04,632519444.0,5636460903704.0,1253583171935369.0
2013/09/05,638376843.0,5967297403057.0,1264743109690118.0
2013/09/06,782609067.0,5980714959430.0,1266053400847857.0
2013/09/07,,,
2013/09/08,,,
2013/09/09,739939493.0,6044334002080.0,1276302857818573.0
2013/09/10,581650754.0,7120522175636.0,1287775804801534.0
2013/09/11,577691246.0,6246065498261.0,1295058227479487.0
2013/09/12,649434206.0,8495208842140.0,1295529002615807.0
2013/09/13,501106466.0,5482770321636.0,1290004150132212.0
2013/09/14,,,
2013/09/15,,,
2013/09/16,493992022.0,5835744293872.0,1300824991532893.0
2013/09/17,486415576.0,5551491835774.0,1295862815966568.0
2013/09/18,,,
2013/09/19,,,
2013/09/20,,,
2013/09/21,,,
2013/09/22,,,
2013/09/23,508062326.0,6573393650661.0,1297937338421015.0
2013/09/24,613483437.0,5960682823843.0,1296417431065541.0
2013/09/25,579069889.0,5982838862590.0,1291591805983818.0
2013/09/26,524475945.0,5657117885876.0,1298157298843054.0
2013/09/27,576004534.0,5807281077338.0,1301800397605056.0
2013/09/28,,,
2013/09/29,,,
2013/09/30,589830440.0,5811055852938.0,1292556077702702.0
2013/10/01,634005417.0,5689902152550.0,1292539740895206.0
2013/10/02,527120558.0,6063835415217.0,1293954518790467.0
2013/10/03,,,
2013/10/04,528211420.0,6018719347476.0,1292745684015308.0
2013/10/05,,,
2013/10/06,,,
2013/10/07,550508688.0,5031827290504.0,1290613687842914.0
2013/10/08,645463469.0,5982158822393.0,1295943174215308.0
2013/10/09,,,
2013/10/10,527068231.0,5581518385907.0,1295530822003289.0
2013/10/11,572310548.0,6414737089202.0,1309811369379920.0
2013/10/12,,,
2013/10/13,,,
2013/10/14,572822239.0,5456071483139.0,1306939304392128.0
2013/10/15,596638155.0,5977934777165.0,1319783798379060.0
2013/10/16,679130106.0,6638275115129.0,1314071879289543.0
2013/10/17,654461101.0,6738586295047.0,1316839227074561.0
2013/10/18,551880647.0,6080601790526.0,1324492520394650.0
2013/10/19,,,
2013/10/20,,,
2013/10/21,568274593.0,5718763216161.0,1325847490382488.0
2013/10/22,689667298.0,6317293158165.0,1328402461770676.0
2013/10/23,706955323.0,6994917558070.0,1315277003575225.0
2013/10/24,577986393.0,5365503679881.0,1322691569700612.0
2013/10/25,568745916.0,5676077904537.0,1316202282296339.0
2013/10/26,,,
2013/10/27,,,
2013/10/28,589510796.0,5483468810421.0,1325035177935616.0
2013/10/29,635826743.0,5231122029042.0,1327242279344016.0
2013/10/30,611082704.0,5875719497079.0,1336669505604836.0
2013/10/31,567611892.0,6252342604774.0,1318988294961879.0
2013/11/01,660643410.0,5408733885268.0,1325257512724200.0
2013/11/02,,,
2013/11/03,,,
2013/11/04,545930643.0,5125228205314.0,1316958633358078.0
2013/11/05,584429541.0,5062220943913.0,1309418237497801.0
2013/11/06,593046191.0,5507748897428.0,1309138663214693.0
2013/11/07,655430241.0,5354182872126.0,1302313466274259.0
2013/11/08,598669527.0,6038558400013.0,1290109998204524.0
2013/11/09,,,
2013/11/10,,,
2013/11/11,650559788.0,5245351367268.0,1282945861365635.0
2013/11/12,535843203.0,4625870545304.0,1296101926070318.0
2013/11/13,549887115.0,4839427372027.0,1275698889787040.0
2013/11/14,598930539.0,5143348378926.0,1279905875093639.0
2013/11/15,577697124.0,5119147607487.0,1302380492758914.0
2013/11/16,,,
2013/11/17,,,
2013/11/18,604358731.0,4561108855197.0,1305513637299814.0
2013/11/19,703314255.0,5914189063453.0,1316921182143612.0
2013/11/20,572513874.0,5627676836290.0,1307559249590784.0
2013/11/21,537559323.0,4443613027307.0,1293252683756672.0
2013/11/22,616950194.0,4983985653369.0,1301098016271570.0
2013/11/23,,,
2013/11/24,,,
2013/11/25,510227195.0,4199382472811.0,1307956091199752.0
2013/11/26,534723934.0,4689613878988.0,1311874839991009.0
2013/11/27,570828256.0,5204418680283.0,1315094076906530.0
2013/11/28,575860656.0,5547404551179.0,1326274569189519.0
2013/11/29,525799690.0,4743193992985.0,1326297627015628.0
2013/11/30,,,
2013/12/01,,,
2013/12/02,516885880.0,4541533212831.0,1317352439052973.0
2013/12/03,616113694.0,5168192096494.0,1304212170968294.0
2013/12/04,531991503.0,5022103848003.0,1290919273222990.0
2013/12/05,464851832.0,4573290293777.0,1289754267234580.0
2013/12/06,496626707.0,4490250748985.0,1286644700432822.0
2013/12/07,,,
2013/12/08,,,
2013/12/09,493516290.0,4246316485388.0,1297224640646338.0
2013/12/10,505564273.0,4450361989601.0,1292543569186293.0
2013/12/11,517718840.0,4699054551017.0,1283650736826099.0
2013/12/12,538617892.0,5191808548445.0,1278922881174632.0
2013/12/13,503133850.0,4828392186802.0,1275469975456725.0
2013/12/14,,,
2013/12/15,,,
2013/12/16,490309230.0,4083234794088.0,1273308396470914.0
2013/12/17,536601513.0,4913400894759.0,1275551418533116.0
2013/12/18,550589125.0,5118139124452.0,1280503290862330.0
2013/12/19,531382798.0,4961703802501.0,1281244418727367.0
2013/12/20,512940666.0,4303405743393.0,1287863873892004.0
2013/12/21,,,
2013/12/22,,,
2013/12/23,477496169.0,4202980021753.0,1295942014382342.0
2013/12/24,482651570.0,4247947187702.0,1298523628880762.0
2013/12/25,,,
2013/12/26,507462082.0,4357914449940.0,1296466386518765.0
2013/12/27,470084712.0,3964615290211.0,1299880361319817.0
2013/12/28,,,
2013/12/29,,,
2013/12/30,406839237.0,4254362403352.0,1305266253079731.0
2013/12/31,,,
2014/01/01,,,
2014/01/02,472040532.0,5443900287247.0,1278331520934004.0
2014/01/03,483630630.0,5280314485812.0,1266473348920196.0
2014/01/04,,,
2014/01/05,,,
2014/01/06,482341972.0,4894285473475.0,1271435506631156.0
2014/01/07,525479519.0,4991662919551.0,1275920917035669.0
2014/01/08,585822255.0,6069394212417.0,1277283570427993.0
2014/01/09,640364521.0,6237221278749.0,1270356077979427.0
2014/01/10,662606014.0,6057096429149.0,1265354124104009.0
2014/01/11,,,
2014/01/12,,,
2014/01/13,643853418.0,4895300668532.0,1271697932252732.0
2014/01/14,654739426.0,5147541527560.0,1270136369900023.0
2014/01/15,665324979.0,5703439176552.0,1274032204480002.0
2014/01/16,784036971.0,5310637616349.0,1276652806588232.0
2014/01/17,650263452.0,5094068706060.0,1269454267281692.0
2014/01/18,,,
2014/01/19,,,
2014/01/20,637155605.0,4490436453849.0,1275052446124713.0
2014/01/21,715708053.0,5307860015050.0,1281597702530072.0
2014/01/22,672420039.0,5439386616991.0,1285980729887248.0
2014/01/23,676875253.0,5594348586778.0,1272759696839915.0
2014/01/24,635320657.0,6428585183513.0,1269588430994158.0
2014/01/25,,,
2014/01/26,,,
2014/01/27,857432747.0,6115985045419.0,1248443542716368.0
2014/01/28,724138727.0,6062252414092.0,1253103503023676.0
2014/01/29,609405852.0,6145367232538.0,1268902496635802.0
2014/01/30,,,
2014/01/31,,,
2014/02/01,,,
2014/02/02,,,
2014/02/03,651462681.0,5498000449088.0,1256414072862706.0
2014/02/04,702874444.0,6203765428833.0,1235402202148811.0
2014/02/05,692646621.0,5660389934212.0,1237875645538768.0
2014/02/06,829609690.0,5805385379849.0,1249228393084982.0
2014/02/07,590499292.0,6050161436566.0,1259295050098482.0
2014/02/08,,,
2014/02/09,,,
2014/02/10,516996833.0,4867226185458.0,1260597877092329.0
2014/02/11,560739700.0,5178603478104.0,1266089255188266.0
2014/02/12,588663286.0,5393439888593.0,1269386551584472.0
2014/02/13,523711895.0,4704981098169.0,1264586918026715.0
2014/02/14,520894155.0,4933706123675.0,1273772845462997.0
2014/02/15,,,
2014/02/16,,,
2014/02/17,528438167.0,5094786957436.0,1277096041785469.0
2014/02/18,517477514.0,4419704229088.0,1278417787982767.0
2014/02/19,516215057.0,4780347088670.0,1277599334867659.0
2014/02/20,551347931.0,5545330493541.0,1269368118574818.0
2014/02/21,497380131.0,5042607835859.0,1287264063541015.0
2014/02/22,,,
2014/02/23,,,
2014/02/24,494492205.0,4476301926078.0,1281592917983337.0
2014/02/25,526530162.0,5530484387315.0,1291207180176464.0
2014/02/26,559541148.0,5736667043864.0,1295139510085301.0
2014/02/27,543071419.0,5618614036569.0,1300143230088408.0
2014/02/28,570799547.0,6601922035212.0,1301875743878555.0
2014/03/01,,,
2014/03/02,,,
2014/03/03,532619968.0,5023848802319.0,1293078245966915.0
2014/03/04,488504743.0,4874775124501.0,1287173883808250.0
2014/03/05,507198893.0,5452184467983.0,1299115033424966.0
2014/03/06,527390057.0,5291196963197.0,1302752967395862.0
2014/03/07,562346031.0,5417076962301.0,1303146248707728.0
2014/03/08,,,
2014/03/09,,,
2014/03/10,529673752.0,5276149732056.0,1291151815323254.0
2014/03/11,579561440.0,5362177928526.0,1297902630543031.0
2014/03/12,751049768.0,6400133574131.0,1277527847397196.0
2014/03/13,706027803.0,6584482754283.0,1280489350815178.0
2014/03/14,660039905.0,6157419424024.0,1270679083509567.0
2014/03/15,,,
2014/03/16,,,
2014/03/17,588615050.0,5371819354564.0,1272518754718139.0
2014/03/18,656212309.0,5389790925717.0,1280984637923332.0
2014/03/19,613147513.0,5257901167797.0,1279485252715972.0
2014/03/20,589717429.0,5208143028905.0,1268552076511383.0
2014/03/21,651420335.0,5614924419257.0,1282578104564558.0
2014/03/22,,,
2014/03/23,,,
2014/03/24,601012712.0,5420166503790.0,1288497425023221.0
2014/03/25,602578857.0,5998057049973.0,1283823813071887.0
2014/03/26,625285339.0,6174112026830.0,1299155733810893.0
2014/03/27,533906627.0,5997428251404.0,1308983380059626.0
2014/03/28,545673353.0,5246716391888.0,1312003255196069.0
2014/03/29,,,
2014/03/30,,,
2014/03/31,528660293.0,6262979111100.0,1314171796235509.0
2014/04/01,544895526.0,6004528525251.0,1319266075351029.0
2014/04/02,650405554.0,6490660901914.0,1322480528275747.0
2014/04/03,654642606.0,6900523511851.0,1321050137120436.0
2014/04/04,608045550.0,6243924136289.0,1318706198208782.0
2014/04/05,,,
2014/04/06,,,
2014/04/07,570700007.0,5940270766822.0,1318068583970593.0
2014/04/08,591120026.0,5863344220432.0,1320026390539110.0
2014/04/09,648820374.0,6936652656227.0,1322546178108992.0
2014/04/10,618198572.0,6134528764465.0,1329114560654004.0
2014/04/11,520480481.0,5416969143612.0,1322931910163203.0
2014/04/12,,,
2014/04/13,,,
2014/04/14,487701907.0,4845182000816.0,1324002471746748.0
2014/04/15,556455527.0,5522247735627.0,1321585756851623.0
2014/04/16,616054244.0,5602946999148.0,1322479157817009.0
2014/04/17,586522966.0,5371530731206.0,1322094693749263.0
2014/04/18,557101431.0,5003328598619.0,1330607007656589.0
2014/04/19,,,
2014/04/20,,,
2014/04/21,544787951.0,4087158536760.0,1327305281960218.0
2014/04/22,547449223.0,5171229673968.0,1330621709193343.0
2014/04/23,612708697.0,6462495194016.0,1327031504254762.0
2014/04/24,636625967.0,5793870903732.0,1325349597973917.0
2014/04/25,522498459.0,5550683988291.0,1308663617217480.0
2014/04/26,,,
2014/04/27,,,
2014/04/28,451474569.0,4396438849336.0,1307178361456649.0
2014/04/29,514621704.0,4784873229560.0,1304138506544556.0
2014/04/30,537304897.0,5612836542639.0,1302578210483969.0
2014/05/01,,,
2014/05/02,471190030.0,4984903962092.0,1301158805036788.0
2014/05/03,,,
2014/05/04,,,
2014/05/05,,,
2014/05/06,,,
2014/05/07,482267142.0,5253699542137.0,1287442954069557.0
2014/05/08,547270514.0,5807162382040.0,1293507582192821.0
2014/05/09,496650933.0,5237165364850.0,1298117987154945.0
2014/05/10,,,
2014/05/11,,,
2014/05/12,546656572.0,5417835529020.0,1304289438324976.0
2014/05/13,577134639.0,5627444049837.0,1316619570148469.0
2014/05/14,600235343.0,5724383852732.0,1333851796616563.0
2014/05/15,692616801.0,5575640821840.0,1333725793991022.0
2014/05/16,625770789.0,6049965414891.0,1334673629514713.0
2014/05/17,,,
2014/05/18,,,
2014/05/19,653514599.0,6544009203135.0,1335404070428619.0
2014/05/20,655181857.0,5896244663005.0,1332565794560668.0
2014/05/21,506231386.0,4971683953185.0,1331396364741534.0
2014/05/22,545711499.0,5368865414288.0,1336910832312440.0
2014/05/23,521090014.0,4751876418967.0,1337748413240473.0
2014/05/24,,,
2014/05/25,,,
2014/05/26,504533051.0,4518982032042.0,1332993743693852.0
2014/05/27,570918686.0,4912666041161.0,1325736280786033.0
2014/05/28,586564076.0,5424370158329.0,1337747169314885.0
2014/05/29,535632200.0,5738720413163.0,1335955587354448.0
2014/05/30,587046926.0,7368663702082.0,1324643920604960.0
2014/05/31,,,
2014/06/01,,,
2014/06/02,569338484.0,5095820213393.0,1326314664495587.0
2014/06/03,538095169.0,6544374097895.0,1328967993829467.0
2014/06/04,,,
2014/06/05,483053428.0,6702389444453.0,1319567444875971.0
2014/06/06,,,
2014/06/07,,,
2014/06/08,,,
2014/06/09,441413801.0,5906947796721.0,1315534067573464.0
2014/06/10,473547455.0,5310656200694.0,1330637807412716.0
2014/06/11,473580001.0,5287061041407.0,1332035348536766.0
2014/06/12,496251540.0,5613867394345.0,1330542521210352.0
2014/06/13,490646631.0,4939006608806.0,1317714624234538.0
2014/06/14,,,
2014/06/15,,,
2014/06/16,480979335.0,5766927216948.0,1319286605307043.0
2014/06/17,537562592.0,5032972794582.0,1324817093345386.0
2014/06/18,506489189.0,4815273350903.0,1317499355584887.0
2014/06/19,541394158.0,5616329887268.0,1318749671010663.0
2014/06/20,480256989.0,6246898685893.0,1305153344908383.0
2014/06/21,,,
2014/06/22,,,
2014/06/23,495541568.0,4961462528901.0,1308160861155638.0
2014/06/24,526714193.0,5250846933528.0,1319619989132310.0
2014/06/25,573866514.0,4806150316151.0,1312846551764460.0
2014/06/26,499607028.0,5171925145401.0,1321439384635687.0
2014/06/27,442326560.0,4585452811322.0,1317822331175147.0
2014/06/28,,,
2014/06/29,,,
2014/06/30,418753731.0,4211301955761.0,1327226937281929.0
2014/07/01,483045374.0,4539120298899.0,1327016621500481.0
2014/07/02,587570395.0,5635527932392.0,1337884082991955.0
2014/07/03,539955639.0,5438105229223.0,1335355410141769.0
2014/07/04,589812736.0,4988778681767.0,1335048617830516.0
2014/07/05,,,
2014/07/06,,,
2014/07/07,533435437.0,4876703184246.0,1331381711533706.0
2014/07/08,580943115.0,5608294966608.0,1332595852750172.0
2014/07/09,582395557.0,5777175940419.0,1329079122854629.0
2014/07/10,615824248.0,5712261491704.0,1331727712936297.0
2014/07/11,595706639.0,5949286377448.0,1323269303746461.0
2014/07/12,,,
2014/07/13,,,
2014/07/14,598546593.0,5147827822614.0,1327901462073090.0
2014/07/15,745862287.0,6492173508276.0,1339612978957906.0
2014/07/16,655060773.0,6097140509009.0,1339137344879030.0
2014/07/17,652652474.0,5806494003492.0,1344981559136365.0
2014/07/18,622839762.0,5546057271512.0,1344341957225562.0
2014/07/19,,,
2014/07/20,,,
2014/07/21,593627466.0,5147691669233.0,1344090089680611.0
2014/07/22,597965672.0,5092551692299.0,1350842816842261.0
2014/07/23,683498467.0,6155111023358.0,1349841458960209.0
2014/07/24,699656774.0,6677102302646.0,1348240424147925.0
2014/07/25,596775588.0,5854979314484.0,1353757609665098.0
2014/07/26,,,
2014/07/27,,,
2014/07/28,678168193.0,6650437398847.0,1360012115418790.0
2014/07/29,742679959.0,8031544755141.0,1366012437547119.0
2014/07/30,655804468.0,8489412120950.0,1379205067615044.0
2014/07/31,723628523.0,8355202289858.0,1372980699026144.0
2014/08/01,542183751.0,6716676175437.0,1371210103020125.0
2014/08/02,,,
2014/08/03,,,
2014/08/04,574076131.0,5705259201190.0,1377984073807464.0
2014/08/05,721639986.0,6304539914239.0,1368757894246672.0
2014/08/06,712460998.0,7555478264838.0,1367926183442079.0
2014/08/07,628742913.0,6514289425059.0,1363839860048557.0
2014/08/08,666484868.0,6588169241556.0,1348861688779307.0
2014/08/09,,,
2014/08/10,,,
2014/08/11,588656448.0,5672046222808.0,1354681653373325.0
2014/08/12,630272046.0,5848541099157.0,1355275419491204.0
2014/08/13,585353883.0,6562581594081.0,1369439194407994.0
2014/08/14,570278245.0,6127534259129.0,1371394106437990.0
2014/08/15,,,
2014/08/16,,,
2014/08/17,,,
2014/08/18,599823048.0,5843456507996.0,1365893833901735.0
2014/08/19,646199847.0,6508997779824.0,1376792674354077.0
2014/08/20,643194962.0,6917367685263.0,1377679660765548.0
2014/08/21,637840479.0,6747139145244.0,1360817272381876.0
2014/08/22,646660289.0,5670960080358.0,1369360017666928.0
2014/08/23,,,
2014/08/24,,,
2014/08/25,640884984.0,5841175500184.0,1370137787020046.0
2014/08/26,638767952.0,5998757078058.0,1375349341978005.0
2014/08/27,696008558.0,6886318350187.0,1379708963594658.0
2014/08/28,648013588.0,5872071279426.0,1381602715588020.0
2014/08/29,704784075.0,6439067235055.0,1378038137883664.0
2014/08/30,,,
2014/08/31,,,
2014/09/01,668161416.0,5226594155794.0,1376605618684735.0
2014/09/02,664693241.0,6095437819657.0,1366930717799615.0
2014/09/03,735956039.0,7082078401345.0,1366878171307795.0
2014/09/04,757758695.0,6926326787567.0,1369436314911524.0
2014/09/05,693450382.0,6216470967656.0,1366077442933866.0
2014/09/06,,,
2014/09/07,,,
2014/09/08,,,
2014/09/09,,,
2014/09/10,,,
2014/09/11,673330874.0,7275667883534.0,1358107142294310.0
2014/09/12,693987176.0,6384004203229.0,1361801843602072.0
2014/09/13,,,
2014/09/14,,,
2014/09/15,633039952.0,5507105054636.0,1356733671719442.0
2014/09/16,688447009.0,5445639922780.0,1362656528554824.0
2014/09/17,708437312.0,6006203420029.0,1375250817135768.0
2014/09/18,785819946.0,7702404283531.0,1365643260180034.0
2014/09/19,771588538.0,7331639405089.0,1368943217542722.0
2014/09/20,,,
2014/09/21,,,
2014/09/22,709191160.0,5794347969727.0,1358636362147671.0
2014/09/23,798221155.0,7209166478187.0,1352030139610297.0
2014/09/24,702538408.0,6778483882555.0,1356502897323213.0
2014/09/25,758892285.0,7415735949927.0,1354726881836515.0
2014/09/26,711321022.0,6190693967306.0,1353666996109116.0
2014/09/27,,,
2014/09/28,,,
2014/09/29,748939633.0,6871247527990.0,1349219981420940.0
2014/09/30,710012282.0,7125804106177.0,1345869260666160.0
2014/10/01,740025573.0,7036034136603.0,1327619833640471.0
2014/10/02,654928842.0,6865863014268.0,1318531088164133.0
2014/10/03,,,
2014/10/04,,,
2014/10/05,,,
2014/10/06,682739563.0,7124371764673.0,1314162164945652.0
2014/10/07,663048120.0,5934128720080.0,1316219102572008.0
2014/10/08,571739659.0,5798560587996.0,1311474809096095.0
2014/10/09,,,
2014/10/10,700067721.0,6659004847334.0,1294053675979560.0
2014/10/11,,,
2014/10/12,,,
2014/10/13,741098523.0,6834686961105.0,1280937458396844.0
2014/10/14,708486986.0,6534134733107.0,1290726271022848.0
2014/10/15,705383784.0,6331806205988.0,1289467129737252.0
2014/10/16,695724144.0,7055469953145.0,1284811082647050.0
2014/10/17,757498906.0,7290021239061.0,1274676253055175.0
2014/10/18,,,
2014/10/19,,,
2014/10/20,718526615.0,5917156520436.0,1295104831915143.0
2014/10/21,823390090.0,6919263443033.0,1286670537272163.0
2014/10/22,783888898.0,7069953238238.0,1300979356439412.0
2014/10/23,748489983.0,6889726560365.0,1298336661277859.0
2014/10/24,806386958.0,7793890132600.0,1294425651197977.0
2014/10/25,,,
2014/10/26,,,
2014/10/27,765271429.0,6058699275082.0,1298385247034277.0
2014/10/28,777662701.0,5920042938359.0,1295024111900849.0
2014/10/29,788942691.0,7659650625897.0,1316741477243850.0
2014/10/30,705667509.0,7116777109428.0,1315207725484122.0
2014/10/31,690323614.0,7457116960529.0,1319672544638563.0
2014/11/01,,,
2014/11/02,,,
2014/11/03,713554171.0,6563048444186.0,1311525104177779.0
2014/11/04,802152537.0,7341079152516.0,1298111875391239.0
2014/11/05,689743518.0,6487860928007.0,1295051524744675.0
2014/11/06,707980609.0,7163458016618.0,1296301743013742.0
2014/11/07,596963123.0,5829181965399.0,1299992541317407.0
2014/11/08,,,
2014/11/09,,,
2014/11/10,673337044.0,6570109831994.0,1311380235010463.0
2014/11/11,680004518.0,6640239051718.0,1316140407829637.0
2014/11/12,742329534.0,6704313104637.0,1318601149214047.0
2014/11/13,694679748.0,5889120672367.0,1314674882302955.0
2014/11/14,695913748.0,7098377471063.0,1329496549927879.0
2014/11/15,,,
2014/11/16,,,
2014/11/17,621026982.0,6133514426207.0,1325762539973110.0
2014/11/18,596012596.0,6018922424914.0,1342036375816281.0
2014/11/19,644721234.0,6797503357689.0,1344024545562302.0
2014/11/20,714539871.0,6878476123428.0,1339209364079809.0
2014/11/21,736464594.0,6349082275718.0,1344432670997389.0
2014/11/22,,,
2014/11/23,,,
2014/11/24,680179083.0,7630088029252.0,1352850236639693.0
2014/11/25,680721263.0,9000671074071.0,1353620076685806.0
2014/11/26,620547269.0,6048014752079.0,1355004686142439.0
2014/11/27,633912347.0,7306516299324.0,1358114730737590.0
2014/11/28,695572159.0,5934044384143.0,1357544376866503.0
2014/11/29,,,
2014/11/30,,,
2014/12/01,702359444.0,6409330838705.0,1346598967406746.0
2014/12/02,677669559.0,5705110614841.0,1346882290535104.0
2014/12/03,699128014.0,5334657378975.0,1350976285480547.0
2014/12/04,638482499.0,5796747226776.0,1361675288038550.0
2014/12/05,785780624.0,5684072190812.0,1362555010544178.0
2014/12/06,,,
2014/12/07,,,
2014/12/08,727916026.0,5315612880572.0,1358276960468369.0
2014/12/09,1054361058.0,6098148763982.0,1352793801356757.0
2014/12/10,820551405.0,6111351969451.0,1336071971543518.0
2014/12/11,820646735.0,6839283322005.0,1317202103962623.0
2014/12/12,960061025.0,6530231577334.0,1319320014100778.0
2014/12/13,,,
2014/12/14,,,
2014/12/15,718572385.0,5696249325720.0,1320331513940976.0
2014/12/16,829589335.0,6732372688063.0,1309335500138813.0
2014/12/17,763362149.0,6467226942856.0,1306390356385052.0
2014/12/18,853083953.0,7682652502589.0,1318686578091342.0
2014/12/19,682268901.0,6493390981989.0,1341299568384639.0
2014/12/20,,,
2014/12/21,,,
2014/12/22,754196724.0,5987426423021.0,1350115112522267.0
2014/12/23,718216931.0,6042654233063.0,1347256545507066.0
2014/12/24,747468966.0,5058340622447.0,1353049650907502.0
2014/12/25,,,
2014/12/26,803932603.0,5612838932162.0,1353813519404331.0
2014/12/27,,,
2014/12/28,,,
2014/12/29,650739336.0,5294050921496.0,1341648949482162.0
2014/12/30,645142365.0,5382697946933.0,1335340639375896.0
2014/12/31,,,
2015/01/01,,,
2015/01/02,622835667.0,5617253369101.0,1343929632495638.0
2015/01/03,,,
2015/01/04,,,
2015/01/05,740896498.0,7057265901667.0,1339449229479817.0
2015/01/06,791248986.0,7338316397796.0,1318557272653632.0
2015/01/07,774962376.0,6804065487372.0,1320014267455876.0
2015/01/08,731024937.0,7009975366660.0,1334519405514221.0
2015/01/09,747417860.0,7260149284137.0,1348527065871389.0
2015/01/10,,,
2015/01/11,,,
2015/01/12,765229105.0,6241816444654.0,1346906346215061.0
2015/01/13,892171683.0,7768003989101.0,1344204883319477.0
2015/01/14,730687088.0,7000527722413.0,1342885118969573.0
2015/01/15,714486670.0,6616998339739.0,1344883258177279.0
