period,shareName,shareCode,marketName,marketCode,mv,totalRevenue,operationIncome,operationIncomePublished,continuingIncomeAndLoseBeforeIncomeTaxes,netIncome,controllingNetIncome,nonControllingNetIncome,assets,liabilities,equity,controllingEquity,nonControllingEquity,commonStock,operatingCashFlow,investingCashFlow,financingCashFlow,capex,fcf,interestBearingLiabilities,operationIncomeMargin,netIncomeMargin,roe,roa,liabilitiesRatio,equityRatio,eps,per,bps,pbr,cashDps,dividendYield,dividendPayoutRatio,shareNum,ev,ebitda,ev/ebitda,ebitdaMargin,psr,sps,por,ops
2021/06,라온시큐어,042510,소프트웨어,33,2145.0,94.0,-6.0,-6.0,-23.0,-22.0,-26.0,4.0,496.0,130.0,366.0,325.0,41.0,193.0,1.0,-46.0,1.0,6.0,-4.0,71.0,-6.9,-23.86,-36.27,-14.43,35.55,69.2,-220.51,-24.94,833.33,6.6,,,,38666746.0,2215.6,-15.6,-142.03,-3.71,5.11,1076.92,-57.97,-94.87
2021/09,라온시큐어,042510,소프트웨어,33,1493.0,85.0,-8.0,-8.0,-7.0,-7.0,-11.0,3.0,495.0,134.0,361.0,317.0,44.0,193.0,1.0,10.0,,,1.0,68.0,-8.95,-8.64,-30.86,-12.64,37.24,63.66,-192.31,-19.91,812.82,4.71,,,0.0,38666746.0,1575.8,-8.3,-189.86,-1.9,3.42,1120.51,-48.16,-79.49
2021/12(E),라온시큐어,042510,소프트웨어,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/03(E),라온시큐어,042510,소프트웨어,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/06(E),라온시큐어,042510,소프트웨어,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/09,라온테크,232680,반도체와반도체장비,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,4371005.0,,,,,,,,
2020/12,라온테크,232680,반도체와반도체장비,202,553.05,,,,,,,,248.0,203.0,45.0,45.0,,22.0,,,,,0.0,102.0,,,,,451.18,101.73,,,1125.0,12.29,0.0,,,4371005.0,460.35,,,,,,,
2021/03,라온테크,232680,반도체와반도체장비,202,791.12,105.0,17.0,17.0,17.0,17.0,17.0,,270.0,208.0,62.0,62.0,,22.0,20.0,-2.0,-2.0,2.0,18.0,100.0,16.43,15.84,,,336.26,178.19,,,1550.0,12.76,0.0,,,4371005.0,716.72,,,,,,,
2021/06,라온테크,232680,반도체와반도체장비,202,1028.72,72.0,6.0,6.0,6.0,6.0,6.0,,333.0,179.0,154.0,154.0,,24.0,0.0,-2.0,80.0,2.0,-2.0,95.0,8.6,8.33,,,116.47,524.19,,,3080.0,6.68,0.0,,,4886005.0,1036.72,,,,,,,
2021/09,라온테크,232680,반도체와반도체장비,202,1697.0,83.0,7.0,7.0,7.0,7.0,7.0,,339.0,177.0,161.0,161.0,,24.0,15.0,-14.0,-5.0,13.0,3.0,89.0,8.98,8.57,,,109.72,553.21,,,3220.0,10.54,,,0.0,4886005.0,1707.6,,,,,,,
2021/12(E),라온테크,232680,반도체와반도체장비,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/03(E),라온테크,232680,반도체와반도체장비,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/06(E),라온테크,232680,반도체와반도체장비,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/09,라온피플,300120,전자장비와기기,197,2248.4,28.0,-13.0,-13.0,-12.0,-12.0,-12.0,,633.0,50.0,584.0,584.0,,52.0,12.0,-35.0,-1.0,0.0,12.0,5.0,-46.01,-41.43,,,8.54,1015.07,,,5840.0,3.85,0.0,,0.0,10328456.0,2369.3,,,,,,,
2020/12,라온피플,300120,전자장비와기기,197,2382.1,47.0,-6.0,-6.0,-7.0,-9.0,-9.0,,629.0,55.0,574.0,574.0,,52.0,-5.0,122.0,1.0,1.0,-5.0,7.0,-12.5,-19.91,,,9.51,986.68,,,5740.0,4.15,100.0,,-112.68,10497456.0,2617.9,,,,,,,
2021/03,라온피플,300120,전자장비와기기,197,2681.91,60.0,0.0,0.0,3.0,2.0,2.0,,624.0,57.0,567.0,567.0,,52.0,-17.0,-5.0,-1.0,0.0,-17.0,7.0,0.53,4.14,-4.87,-4.46,10.05,971.45,,,5670.0,4.73,,,,10497456.0,2895.21,,,,,,,
2021/06,라온피플,300120,전자장비와기기,197,2510.73,33.0,-28.0,-28.0,-27.0,-24.0,-24.0,,592.0,45.0,547.0,547.0,,53.0,-4.0,-1.0,-11.0,0.0,-4.0,7.0,-84.52,-71.72,-7.36,-6.94,8.2,925.92,-390.91,-58.39,4972.73,4.59,,,,10518156.0,2708.23,,,,14.94,1527.27,-53.42,-427.27
2021/09,라온피플,300120,전자장비와기기,197,1856.0,36.0,-18.0,-18.0,-16.0,-16.0,-16.0,,608.0,75.0,533.0,533.0,,53.0,-11.0,47.0,-1.0,1.0,-12.0,6.0,-50.22,-45.82,-8.42,-7.57,14.03,894.56,-427.27,-39.49,4845.45,3.48,,,0.0,10518156.0,2089.9,,,,10.55,1600.0,-35.69,-472.73
2021/12(E),라온피플,300120,전자장비와기기,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/03(E),라온피플,300120,전자장비와기기,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/06(E),라온피플,300120,전자장비와기기,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/09,라이온켐텍,171120,건축자재,162,1269.4,321.0,49.0,49.0,71.0,54.0,54.0,,1459.0,305.0,1154.0,1154.0,,94.0,44.0,43.0,3.0,2.0,42.0,173.0,15.19,16.91,11.55,9.11,26.43,1226.6,,,6073.68,1.1,0.0,,0.0,18893576.0,1364.8,,,,,,,
2020/12,라이온켐텍,171120,건축자재,162,1359.08,340.0,45.0,45.0,-55.0,-39.0,-39.0,,1375.0,262.0,1114.0,1114.0,,94.0,45.0,-2.0,-22.0,1.0,44.0,151.0,13.09,-11.49,6.99,5.7,23.48,1183.6,,,5863.16,1.22,200.0,,-91.95,18893576.0,1483.98,,,,,,,
2021/03,라이온켐텍,171120,건축자재,162,1519.33,345.0,25.0,25.0,40.0,31.0,31.0,,1412.0,303.0,1109.0,1109.0,,94.0,11.0,2.0,-3.0,2.0,8.0,148.0,7.32,9.05,6.46,5.06,27.33,1189.29,,,5836.84,1.37,,,,18893576.0,1662.63,126.3,13.16,,,,,
2021/06,라이온켐텍,171120,건축자재,162,1995.0,363.0,32.0,32.0,32.0,25.0,25.0,,1387.0,247.0,1140.0,1140.0,,94.0,-23.0,-4.0,-42.0,4.0,-27.0,142.0,8.92,6.96,6.42,5.17,21.66,1222.54,373.68,28.1,6000.0,1.75,,,,18893576.0,2074.1,122.9,16.88,8.98,1.46,7205.26,13.21,794.74
2021/09,라이온켐텍,171120,건축자재,162,1578.0,358.0,27.0,27.0,39.0,30.0,30.0,,1357.0,187.0,1171.0,1171.0,,94.0,14.0,-10.0,-44.0,6.0,8.0,98.0,7.43,8.45,4.11,3.39,15.93,1254.53,247.37,33.57,6163.16,1.35,,,0.0,18893576.0,1666.7,96.8,17.22,6.88,1.12,7400.0,12.23,678.95
2021/12(E),라이온켐텍,171120,건축자재,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/03(E),라이온켐텍,171120,건축자재,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/06(E),라이온켐텍,171120,건축자재,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/09,라이트론,069540,통신장비,136,946.12,39.0,-58.0,-58.0,-16.0,-17.0,-17.0,0.0,534.0,102.0,433.0,436.0,-3.0,93.0,-64.0,100.0,-42.0,5.0,-69.0,52.0,-148.6,-43.04,-51.02,-36.73,23.51,444.69,,,2294.74,2.17,0.0,,0.0,18541178.0,1063.62,,,,,,,
2020/12,라이트론,069540,통신장비,136,1196.58,44.0,-29.0,-29.0,-42.0,-63.0,-62.0,-1.0,669.0,155.0,514.0,518.0,-4.0,116.0,-19.0,-31.0,116.0,15.0,-34.0,55.0,-66.27,-143.0,-43.4,-26.78,30.09,383.31,,,2252.17,2.31,0.0,,0.0,23174379.0,1376.18,,,,,,,
2021/03,라이트론,069540,통신장비,136,1198.3,120.0,2.0,2.0,1.0,1.0,1.0,0.0,676.0,160.0,517.0,521.0,-4.0,116.0,-30.0,-13.0,-1.0,9.0,-40.0,56.0,1.83,0.97,-21.89,-16.48,30.87,384.24,,,2265.22,2.3,0.0,,0.0,23174379.0,1331.1,-116.5,-11.43,,,,,
2021/06,라이트론,069540,통신장비,136,1351.1,134.0,15.0,15.0,-6.0,-6.0,-7.0,0.0,701.0,116.0,586.0,590.0,-5.0,130.0,0.0,-62.0,53.0,9.0,-9.0,34.0,11.27,-4.85,-16.12,-12.9,19.78,383.65,-326.92,-15.9,2269.23,2.29,0.0,,,26061956.0,1498.1,-72.0,-20.81,-21.36,4.01,1296.15,-19.3,-269.23
2021/09,라이트론,069540,통신장비,136,1168.0,111.0,7.0,7.0,12.0,12.0,8.0,5.0,698.0,98.0,599.0,599.0,,130.0,55.0,0.0,0.0,1.0,54.0,32.0,6.58,11.2,-11.57,-9.06,16.42,389.46,-230.77,-19.47,2303.85,1.95,,,,26061956.0,1377.1,-5.1,-270.02,-1.25,2.86,1573.08,-233.6,-19.23
2021/12(E),라이트론,069540,통신장비,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/03(E),라이트론,069540,통신장비,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/06(E),라이트론,069540,통신장비,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/09,라이프시맨틱스,347700,건강관리기술,194,0.0,5.0,-8.0,-8.0,-62.0,-62.0,-62.0,,97.0,62.0,35.0,35.0,,44.0,,,,,0.0,45.0,-182.46,-1354.19,,,176.51,-21.9,,,388.89,0.0,0.0,,0.0,8746917.0,13.2,,,,,,,
2020/12,라이프시맨틱스,347700,건강관리기술,194,0.0,7.0,-14.0,-14.0,-16.0,-16.0,-16.0,,95.0,74.0,22.0,22.0,,44.0,3.0,-3.0,-2.0,3.0,0.0,30.0,-192.78,-212.42,,,336.41,-52.31,,,244.44,0.0,0.0,,0.0,8746917.0,25.1,,,,,,,
2021/03,라이프시맨틱스,347700,건강관리기술,194,1374.3,6.0,-15.0,-15.0,-16.0,-16.0,-16.0,,203.0,68.0,135.0,135.0,,49.0,-17.0,-2.0,127.0,2.0,-19.0,29.0,-257.82,-275.18,,,50.5,173.15,,,1350.0,10.18,,,,9776917.0,1507.9,,,,,,,
2021/06,라이프시맨틱스,347700,건강관리기술,194,1098.13,7.0,-17.0,-17.0,-24.0,-24.0,-24.0,,182.0,33.0,149.0,149.0,,51.0,-14.0,0.0,-2.0,0.0,-14.0,14.0,-227.18,-331.47,,,22.25,191.06,-1180.0,-9.31,1490.0,7.37,,,,10119770.0,1230.83,,,,43.93,250.0,-20.34,-540.0
2021/09,라이프시맨틱스,347700,건강관리기술,194,1164.0,15.0,-8.0,-8.0,-8.0,-8.0,-8.0,,179.0,38.0,141.0,141.0,,51.0,-15.0,-12.0,-2.0,1.0,-16.0,13.0,-56.71,-56.77,-73.45,-46.87,26.93,174.4,-640.0,-18.19,1410.0,8.26,,,0.0,10119770.0,1268.9,,,,33.26,350.0,-21.56,-540.0
2021/12(E),라이프시맨틱스,347700,건강관리기술,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/03(E),라이프시맨틱스,347700,건강관리기술,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/06(E),라이프시맨틱스,347700,건강관리기술,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/09,라파스,214260,화장품,206,1588.14,36.0,-11.0,-11.0,-10.0,-11.0,-11.0,0.0,629.0,164.0,465.0,459.0,6.0,42.0,7.0,-11.0,4.0,5.0,2.0,123.0,-30.27,-30.0,-12.43,-7.97,35.28,988.13,,,5737.5,3.46,0.0,,0.0,8416416.0,1512.14,,,,,,,
2020/12,라파스,214260,화장품,206,2042.04,52.0,-12.0,-12.0,-21.0,-19.0,-17.0,-1.0,598.0,152.0,446.0,442.0,5.0,42.0,10.0,24.0,-16.0,7.0,3.0,113.0,-22.43,-36.45,-9.87,-7.54,34.02,946.83,,,5525.0,4.62,0.0,,0.0,8417916.0,1992.44,,,,,,,
2021/03,라파스,214260,화장품,206,2250.0,34.0,-3.0,-3.0,6.0,7.0,7.0,0.0,610.0,156.0,454.0,450.0,5.0,42.0,14.0,-8.0,1.0,4.0,10.0,110.0,-9.84,20.03,-10.03,-7.68,34.39,964.21,,,5625.0,5.0,0.0,,0.0,8430916.0,2210.3,-25.3,-87.36,,,,,
2021/06,라파스,214260,화장품,206,2889.32,48.0,-2.0,-2.0,-1.0,-2.0,-2.0,0.0,634.0,153.0,481.0,476.0,4.0,43.0,3.0,-8.0,23.0,4.0,-1.0,109.0,-3.98,-5.24,-5.01,-4.02,31.88,1007.26,-255.56,-125.62,5288.89,6.07,0.0,,,8587666.0,2868.42,-4.3,-667.07,-2.53,17.0,1888.89,-103.19,-311.11
2021/09,라파스,214260,화장품,206,4168.0,52.0,-3.0,-3.0,3.0,2.0,2.0,0.0,942.0,457.0,485.0,480.0,4.0,43.0,-11.0,-59.0,296.0,3.0,-14.0,213.0,-5.08,4.13,-2.25,-1.57,94.42,1013.18,-111.11,-416.8,5333.33,8.68,,,0.0,8589666.0,4269.5,14.7,290.44,7.9,22.41,2066.67,-208.4,-222.22
2021/12(E),라파스,214260,화장품,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/03(E),라파스,214260,화장품,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/06(E),라파스,214260,화장품,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/09,램테크놀러지,171010,반도체와반도체장비,202,873.18,111.0,7.0,7.0,6.0,8.0,8.0,,696.0,319.0,378.0,378.0,,67.0,9.0,-10.0,10.0,9.0,0.0,264.0,6.21,7.03,4.35,2.18,84.34,467.54,,,3150.0,2.31,,,0.0,11606968.0,763.48,,,,,,,
2020/12,램테크놀러지,171010,반도체와반도체장비,202,911.03,106.0,8.0,8.0,5.0,7.0,7.0,,645.0,255.0,391.0,391.0,,67.0,10.0,-13.0,-42.0,11.0,-1.0,224.0,7.46,6.91,6.68,3.79,65.19,490.18,,,3258.33,2.33,,,0.0,11606968.0,795.83,,,,,,,
2021/03,램테크놀러지,171010,반도체와반도체장비,202,836.16,111.0,10.0,10.0,11.0,9.0,9.0,,681.0,279.0,402.0,402.0,,67.0,11.0,-7.0,4.0,6.0,5.0,231.0,9.21,8.15,5.42,3.07,69.36,503.66,,,3350.0,2.08,,,0.0,11606968.0,723.56,51.0,14.19,,,,,
2021/06,램테크놀러지,171010,반도체와반도체장비,202,943.48,104.0,11.0,11.0,10.0,9.0,9.0,,685.0,273.0,412.0,412.0,,67.0,23.0,-6.0,-2.0,5.0,18.0,231.0,10.44,8.35,8.42,4.85,66.23,516.68,275.0,28.59,3433.33,2.29,,,,11606968.0,846.58,66.5,12.73,15.39,2.18,3600.0,26.21,300.0
2021/09,램테크놀러지,171010,반도체와반도체장비,202,1083.0,121.0,12.0,12.0,13.0,11.0,11.0,,706.0,277.0,428.0,428.0,,67.0,11.0,-6.0,-8.0,5.0,6.0,226.0,9.78,9.33,9.02,5.18,64.71,533.53,300.0,30.08,3566.67,2.53,,,0.0,11606968.0,989.2,73.6,13.44,16.65,2.45,3683.33,26.41,341.67
2021/12(E),램테크놀러지,171010,반도체와반도체장비,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/03(E),램테크놀러지,171010,반도체와반도체장비,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/06(E),램테크놀러지,171010,반도체와반도체장비,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/09,랩지노믹스,084650,생명과학도구및서비스,218,3937.9,268.0,102.0,102.0,104.0,90.0,90.0,0.0,953.0,209.0,744.0,743.0,1.0,56.0,82.0,-118.0,-3.0,1.0,81.0,61.0,38.1,33.59,,,28.07,1248.22,,,6754.55,5.3,0.0,,0.0,11217860.0,4092.2,,,,,,,
2020/12,랩지노믹스,084650,생명과학도구및서비스,218,2135.3,316.0,104.0,104.0,70.0,45.0,45.0,0.0,1094.0,277.0,816.0,815.0,1.0,57.0,205.0,-29.0,-4.0,2.0,202.0,55.0,32.89,14.37,,,33.96,1329.38,,,7409.09,2.62,,,0.0,11450097.0,2458.6,,,,,,,
2021/03,랩지노믹스,084650,생명과학도구및서비스,218,1947.5,340.0,157.0,157.0,164.0,134.0,134.0,0.0,1298.0,347.0,951.0,950.0,1.0,57.0,28.0,-124.0,28.0,12.0,17.0,85.0,46.09,39.43,81.09,59.31,36.51,1563.88,,,8636.36,2.05,,,,11450097.0,2173.9,684.5,3.18,,,,,
2021/06,랩지노믹스,084650,생명과학도구및서비스,218,2737.35,539.0,245.0,245.0,273.0,222.0,222.0,0.0,1527.0,371.0,1156.0,1155.0,1.0,57.0,108.0,-12.0,-13.0,118.0,-10.0,82.0,45.52,41.15,54.56,41.69,32.12,1938.9,4463.64,5.58,10500.0,2.37,,,,11450097.0,3049.55,621.3,4.91,42.47,1.87,13300.0,4.5,5527.27
2021/09,랩지노믹스,084650,생명과학도구및서비스,218,3738.0,535.0,293.0,293.0,307.0,245.0,245.0,0.0,1780.0,431.0,1349.0,1348.0,1.0,57.0,156.0,-39.0,-60.0,3.0,153.0,79.0,54.8,45.87,61.87,47.34,31.92,2367.26,5872.73,5.79,12254.55,2.77,,,0.0,11450097.0,4114.4,833.2,4.94,48.16,2.16,15727.27,4.68,7263.64
2021/12(E),랩지노믹스,084650,생명과학도구및서비스,218,,605.0,304.0,,,245.0,,,1930.0,350.0,1580.0,,,60.0,,,,,,,50.25,40.5,,,22.15,,,,,,,,,,,,,,,,,
2022/03(E),랩지노믹스,084650,생명과학도구및서비스,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/06(E),랩지노믹스,084650,생명과학도구및서비스,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/09,러셀,217500,반도체와반도체장비,202,662.49,91.0,21.0,21.0,19.0,16.0,16.0,-1.0,582.0,143.0,439.0,433.0,6.0,32.0,2.0,-25.0,19.0,1.0,1.0,11.0,23.17,17.18,,,32.59,1297.05,,,1353.12,1.53,0.0,,0.0,31812000.0,775.89,,,,,,,
2020/12,러셀,217500,반도체와반도체장비,202,836.16,76.0,-18.0,-18.0,-26.0,-21.0,-18.0,-3.0,535.0,123.0,412.0,416.0,-3.0,32.0,-26.0,69.0,2.0,1.0,-28.0,10.0,-23.92,-27.79,,,29.77,1243.65,,,1300.0,2.01,25.0,,-40.52,31812000.0,990.46,,,,,,,
2021/03,러셀,217500,반도체와반도체장비,202,1684.37,215.0,29.0,29.0,35.0,29.0,25.0,4.0,549.0,115.0,434.0,433.0,0.0,32.0,-23.0,-72.0,-1.0,0.0,-23.0,9.0,13.3,13.31,7.48,6.41,26.46,1298.91,,,1353.12,3.89,,,0.0,31812000.0,1744.57,55.2,31.6,,,,,
2021/06,러셀,217500,반도체와반도체장비,202,1511.1,98.0,3.0,3.0,0.0,0.0,1.0,-1.0,668.0,222.0,446.0,438.0,8.0,32.0,65.0,72.0,104.0,0.0,65.0,66.0,3.04,0.22,5.62,3.82,49.73,1313.61,75.0,62.96,1368.75,3.45,,,,31812000.0,1756.5,44.6,39.38,9.29,3.15,1500.0,43.17,109.38
2021/09,러셀,217500,반도체와반도체장비,202,1237.0,149.0,13.0,13.0,18.0,13.0,15.0,-1.0,709.0,250.0,459.0,453.0,7.0,32.0,10.0,-2.0,-1.0,2.0,7.0,68.0,8.78,9.0,5.08,3.26,54.37,1359.94,71.88,53.78,1415.62,2.73,,,0.0,31812000.0,1489.2,37.0,40.25,6.88,2.3,1681.25,45.81,84.38
2021/12(E),러셀,217500,반도체와반도체장비,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/03(E),러셀,217500,반도체와반도체장비,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/06(E),러셀,217500,반도체와반도체장비,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/09,레고켐바이오,141080,생명과학도구및서비스,218,14052.6,55.0,-56.0,-56.0,-54.0,-54.0,-54.0,,1307.0,197.0,1110.0,1110.0,,121.0,-133.0,245.0,-1.0,4.0,-137.0,32.0,-100.6,-97.35,-6.08,-5.95,17.74,805.41,,,4625.0,12.66,0.0,,0.0,23683806.0,14632.8,,,,,,,
2020/12,레고켐바이오,141080,생명과학도구및서비스,218,16893.47,264.0,-236.0,-236.0,-42.0,-25.0,-25.0,,1359.0,238.0,1121.0,1121.0,,121.0,68.0,-137.0,7.0,7.0,61.0,40.0,-89.43,-9.36,-6.19,-5.04,21.21,786.12,,,4670.83,15.07,0.0,,0.0,23683806.0,17399.97,,,,,,,
2021/03,레고켐바이오,141080,생명과학도구및서비스,218,13530.0,53.0,-143.0,-143.0,-135.0,-134.0,-134.0,,1191.0,206.0,984.0,984.0,,121.0,-75.0,-75.0,10.0,17.0,-92.0,49.0,-270.78,-253.52,-16.54,-13.79,20.98,675.34,,,4100.0,13.75,0.0,,,24115838.0,13889.6,,,,,,,
2021/06,레고켐바이오,141080,생명과학도구및서비스,218,12822.84,46.0,-149.0,-149.0,-156.0,-157.0,-157.0,,1090.0,253.0,837.0,837.0,,121.0,-146.0,-71.0,31.0,47.0,-193.0,80.0,-324.46,-340.52,-36.91,-30.12,30.19,545.72,-1541.67,-34.66,3487.5,15.32,0.0,,0.0,24115838.0,12963.14,,,,30.68,1741.67,-21.96,-2433.33
2021/09,레고켐바이오,141080,생명과학도구및서비스,218,13111.0,44.0,-95.0,-95.0,-88.0,-88.0,-88.0,,2685.0,300.0,2385.0,2385.0,,136.0,-83.0,-1160.0,1673.0,76.0,-159.0,122.0,-216.16,-199.38,-23.05,-20.18,12.56,1612.81,-1683.33,-32.45,9937.5,5.5,,,0.0,24234918.0,13641.8,-610.8,-22.33,-150.07,32.21,1695.83,-21.04,-2595.83
2021/12(E),레고켐바이오,141080,생명과학도구및서비스,218,14741.39,,,,,,,,2744.0,283.0,2461.0,2461.0,,136.0,,,,,,,,,,,11.5,,,,,5.99,,,,,,,,,,,,
2022/03(E),레고켐바이오,141080,생명과학도구및서비스,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/06(E),레고켐바이오,141080,생명과학도구및서비스,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/09,레드로버,060300,방송과엔터테인먼트,204,487.2,39.0,7.0,7.0,7.0,7.0,8.0,-1.0,397.0,172.0,225.0,210.0,15.0,400.0,-52.0,-19.0,72.0,4.0,-56.0,69.0,17.17,17.31,-133.26,-82.77,76.1,-6.48,,,777.78,2.32,0.0,0.0,0.0,26648071.0,439.0,,,,,,,
2020/12,레드로버,060300,방송과엔터테인먼트,204,488.32,84.0,14.0,14.0,7.0,7.0,7.0,0.0,450.0,213.0,237.0,218.0,19.0,133.0,17.0,-22.0,3.0,0.0,18.0,76.0,16.23,8.04,9.16,3.04,90.11,187.33,,,807.41,2.24,0.0,,0.0,26648071.0,431.42,,,,,,,
2021/03,레드로버,060300,방송과엔터테인먼트,204,486.59,32.0,-6.0,-6.0,32.0,32.0,32.0,0.0,394.0,148.0,247.0,247.0,0.0,133.0,-25.0,54.0,26.0,0.0,-25.0,86.0,-20.06,101.17,38.06,17.28,59.75,209.24,,,914.81,1.97,,,0.0,26648071.0,474.39,31.2,15.2,,,,,
2021/06,레드로버,060300,방송과엔터테인먼트,204,488.37,9.0,-10.0,-10.0,-23.0,-23.0,-23.0,0.0,364.0,142.0,223.0,223.0,,133.0,-38.0,26.0,-18.0,0.0,-38.0,75.0,-113.5,-264.01,16.54,6.35,63.61,190.66,88.89,20.35,825.93,2.19,,,,26688787.0,447.47,3.4,131.61,2.07,2.98,607.41,97.67,18.52
2021/09,레드로버,060300,방송과엔터테인먼트,204,488.0,13.0,-21.0,-21.0,-65.0,-65.0,-65.0,,271.0,114.0,157.0,157.0,,133.0,43.0,-51.0,-14.0,0.0,43.0,61.0,-160.99,-495.09,-26.55,-14.75,72.23,141.76,-181.48,-9.96,581.48,3.11,,,0.0,26688787.0,440.1,-16.5,-26.67,-11.96,3.54,511.11,-21.22,-85.19
2021/12(E),레드로버,060300,방송과엔터테인먼트,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/03(E),레드로버,060300,방송과엔터테인먼트,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/06(E),레드로버,060300,방송과엔터테인먼트,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/09,레드캡투어,038390,도로와철도운송,220,1186.41,569.0,66.0,66.0,51.0,40.0,40.0,,4414.0,2743.0,1671.0,1671.0,,43.0,-52.0,-32.0,-59.0,4.0,-56.0,2252.0,11.53,6.98,10.67,4.09,164.15,4061.27,,,18566.67,0.71,0.0,,0.0,8589480.0,-954.89,,,,,,,
2020/12,레드캡투어,038390,도로와철도운송,220,1551.12,597.0,27.0,27.0,14.0,10.0,10.0,,4537.0,2851.0,1686.0,1686.0,,43.0,-20.0,2.0,31.0,3.0,-24.0,2382.0,4.55,1.73,6.67,2.55,169.08,4092.81,,,18733.33,0.92,600.0,,467.08,8589480.0,-707.68,,,,,,,
2021/03,레드캡투어,038390,도로와철도운송,220,1719.72,636.0,77.0,77.0,63.0,48.0,48.0,,4746.0,3060.0,1686.0,1686.0,,43.0,30.0,-31.0,145.0,0.0,29.0,2549.0,12.16,7.63,6.86,2.58,181.47,4093.03,,,18733.33,1.02,0.0,,0.0,8589480.0,-562.28,1316.9,-0.43,,,,,
